event_date,fighter_a,fighter_b,winner,method,finish_round,num_rounds,weight_class,title_bout,source,a_kd,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_sub_att,a_rev,a_ctrl_seconds,b_kd,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_sub_att,b_rev,b_ctrl_seconds
2015-10-31,Tim Williams,Walter Howard,Tim Williams,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-03-19,Tim Williams,Ruslan Melikov,Tim Williams,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-07-09,Tim Williams,Nah-Shon Burrell,Tim Williams,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-11-18,Tim Williams,Muhammad Abdullah,Tim Williams,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-02-18,Tim Williams,Jay Silva,Tim Williams,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-09-18,Tina Lahdemaki,Olga Denisenko,Tina Lahdemaki,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-10-16,Tina Lahdemaki,Paulina Suska,Tina Lahdemaki,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-04-27,Tina Lahdemaki,Linn Wennergren,Tina Lahdemaki,M-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-09-21,Tina Lahdemaki,Stephanie Ielo Page,Tina Lahdemaki,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-11-09,Tina Lahdemaki,Karla Benitez,Tina Lahdemaki,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-08-14,Todd Butler,David Hood,David Hood,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-06-11,Tom DeBlass,J.A. Dudley,Tom DeBlass,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-09-24,Tom DeBlass,Tom Velasquez,Tom DeBlass,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-12-03,Tom DeBlass,Mitch Whitesel,Tom DeBlass,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-04-08,Tom DeBlass,Sean Salmon,Tom DeBlass,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-09-09,Tom DeBlass,Mike Stewart,Tom DeBlass,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-11-18,Tom DeBlass,David Tkeshelashvili,Tom DeBlass,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-02-10,Tom DeBlass,Randy Smith,Tom DeBlass,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-07-28,Tom Egan,Daniel Schob,Tom Egan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-03-01,Tom Egan,Mindaugas Myle,Tom Egan,N/A,0,,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-03-08,Tom Egan,Arturas Pranckevicius,Tom Egan,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-09-07,Tom Egan,Jonny Shiels,Tom Egan,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-04-22,Tom Gallicchio,Marc Stevens,Tom Gallicchio,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-05-20,Tom Gallicchio,Mike Schneck,Tom Gallicchio,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-08-05,Tom Gallicchio,Anthony D'Angelo,Anthony D'Angelo,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-08-19,Tom Gallicchio,Cory LaPlant,Tom Gallicchio,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-09-30,Tom Gallicchio,Jose Sulsona,Tom Gallicchio,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-11-18,Tom Gallicchio,Nate LaMotte,Tom Gallicchio,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-03-23,Tom Gallicchio,Chris Reedy,Chris Reedy,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-04-13,Tom Gallicchio,Doug Gordon,Doug Gordon,SUB,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-06-09,Tom Gallicchio,Scott Argott,Tom Gallicchio,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-09-15,Tom Gallicchio,Brian DeMuro,Tom Gallicchio,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-03-07,Tom Gallicchio,Igor Gracie,Tom Gallicchio,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-06-27,Tom Gallicchio,Doug Gordon,Tom Gallicchio,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-02-06,Tom Gallicchio,Rich Ashkar,Draw,KO/TKO,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-05-02,Tom Gallicchio,Marcus Ajian,Tom Gallicchio,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-06-05,Tom Gallicchio,Dom O'Grady,Tom Gallicchio,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-10-03,Tom Gallicchio,Chris Kennedy,Tom Gallicchio,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-02-26,Tom Gallicchio,Rick Hawn,Rick Hawn,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-06-26,Tom Gallicchio,Reggie Pena,Tom Gallicchio,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-08-07,Tom Gallicchio,Aaron Meisner,Tom Gallicchio,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-09-18,Tom Gallicchio,Len Bentley,Tom Gallicchio,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-03-05,Tom Gallicchio,Shamil Zavurov,Draw,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-05-20,Tom Gallicchio,Chris Curtis,Tom Gallicchio,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-10-14,Tom Gallicchio,Daniel Madrid,Daniel Madrid,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-12-15,Tom Gallicchio,David Gomez,David Gomez,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-05-04,Tom Gallicchio,David Johnson,Tom Gallicchio,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-01-17,Tom Gallicchio,Kurt Southern,Tom Gallicchio,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-05-09,Tom Gallicchio,Kurt Southern,Tom Gallicchio,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-04-22,Tom Gallicchio,Andrew McInnes,Draw,KO/TKO,4,4.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-03-22,Tommy Hayden,Justin Fletcher,Tommy Hayden,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-06-20,Tommy Hayden,Will Coto,Tommy Hayden,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-06-28,Tommy Hayden,Zack Konkel,Tommy Hayden,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-10-11,Tommy Hayden,Ryan McIntosh,Tommy Hayden,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-06-26,Tommy Hayden,Doug Copher,Tommy Hayden,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-08-09,Tommy Hayden,Dustin Neace,Tommy Hayden,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-06-26,Tommy Hayden,Mike Baskis,Tommy Hayden,DQ,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-05-07,Tommy Hayden,Harry Johnson,Tommy Hayden,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1995-01-25,Tony Halme,Dick Vrij,Dick Vrij,KO/TKO,0,,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-01-24,Tony Halme,Mitsuya Nagai,Mitsuya Nagai,N/A,0,,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1997-04-22,Tony Halme,Dick Vrij,Dick Vrij,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1998-06-08,Tony Petarra,Jason Rice,Draw,Draw,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1998-09-19,Tony Petarra,Aaron Pendleton,Tony Petarra,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-09-07,Travis Wiuff,Jeff Greer,Travis Wiuff,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-02-01,Travis Wiuff,Lenn Walker,Travis Wiuff,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-02-16,Travis Wiuff,Keith Jardine,Travis Wiuff,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-02-16,Travis Wiuff,Mike Radnov,Mike Radnov,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-03-08,Travis Wiuff,Chad Brady,Travis Wiuff,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-03-08,Travis Wiuff,Chad Rafdel,Travis Wiuff,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-03-16,Travis Wiuff,Josh Mueller,Travis Wiuff,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-03-16,Travis Wiuff,Chad Rafdel,Travis Wiuff,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-04-27,Travis Wiuff,Wesley Correira,Wesley Correira,KO/TKO,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-06-16,Travis Wiuff,Tom McCloud,Travis Wiuff,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-06-29,Travis Wiuff,Kevin Jordan,Travis Wiuff,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-07-13,Travis Wiuff,Travis Fulton,Travis Wiuff,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-08-24,Travis Wiuff,Johnathan Ivey,Travis Wiuff,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-10-19,Travis Wiuff,Jason Godsey,Travis Wiuff,U-DEC,4,4.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1993-11-12,Trent Jenkins,Jason DeLucia,Jason DeLucia,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-02-12,Ty Miller,Justin Dorsey,Ty Miller,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-04-15,Ty Miller,Eric Nolan,Ty Miller,S-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-08-26,Ty Miller,Manny Morales,Ty Miller,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-03-30,Ty Miller,Michael Tovar,Ty Miller,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-06-22,Ty Miller,Ryan Charlebois,Ty Miller,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-12-06,Ty Miller,Arthur de Barros Vieira Rocha,Arthur de Barros Vieira Rocha,Overturned,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2025-08-12,Ty Miller,Jimmy Drago,Ty Miller,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-07-30,Tyler Toner,Josh Alloway,Tyler Toner,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-12-10,Tyler Toner,Pete Ozuk,Tyler Toner,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-04-01,Tyler Toner,Gerald Lovato,Tyler Toner,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-06-17,Tyler Toner,Mike Aragon,Tyler Toner,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-12-09,Tyler Toner,Joey Jesser,Tyler Toner,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-04-28,Tyler Toner,Scott Jorgensen,Scott Jorgensen,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-07-21,Tyler Toner,Nick Mamalis,Tyler Toner,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-02-22,Tyler Toner,Brett Roller,Tyler Toner,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-10-03,Tyler Toner,Ricky Johnson,Tyler Toner,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-01-10,Tyler Toner,Jamie Schmidt,Draw,Overturned,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-04-11,Tyler Toner,D.J. Fuentes,Tyler Toner,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-08-01,Tyler Toner,Fabio Serrao,Tyler Toner,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-04-24,Tyler Toner,Brandon Visher,Tyler Toner,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-09-30,Tyler Toner,Diego Nunes,Diego Nunes,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-03-20,Ulysses Gomez,Greg McDowell,Ulysses Gomez,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-07-18,Ulysses Gomez,Hector Sandoval,Ulysses Gomez,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-11-20,Ulysses Gomez,Rambaa Somdet,Rambaa Somdet,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-02-06,Ulysses Gomez,David Suarez,Ulysses Gomez,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-10-08,Ulysses Gomez,Martin Sandoval,Ulysses Gomez,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-12-03,Ulysses Gomez,Chino Nicolas,Ulysses Gomez,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-05-05,Ulysses Gomez,Luis Gonzalez,Ulysses Gomez,U-DEC,5,5.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-09-02,Ulysses Gomez,Travis Reddinger,Ulysses Gomez,S-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-02-18,Ulysses Gomez,Darrell Montague,Darrell Montague,U-DEC,5,5.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-08-05,Ulysses Gomez,Drew Bittner,Ulysses Gomez,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-12-02,Ulysses Gomez,Cody Gibson,Ulysses Gomez,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-02-15,Val Woodburn,Mike Joiner,Val Woodburn,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-03-21,Val Woodburn,Christopher Fernandez,Val Woodburn,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-12-12,Val Woodburn,Todd Coppinger,Val Woodburn,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-03-13,Val Woodburn,Miles Amos,Val Woodburn,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-08-28,Val Woodburn,Brandon Johnson,Val Woodburn,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-03-19,Val Woodburn,Wesley Almeida,Val Woodburn,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-08-20,Val Woodburn,Luis Sergio Melo Jr.,Val Woodburn,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-07-18,Victor Hugo,Danilo Mota Ponte,Danilo Mota Ponte,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-12-29,Victor Rodriguez,Kory Spooner,Victor Rodriguez,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-06-14,Victor Rodriguez,Johnny Taunton,Draw,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-12-06,Victor Rodriguez,Jeff Bailey,Jeff Bailey,SUB,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2018-03-28,Victor Rodriguez,Caleb Miller,Victor Rodriguez,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2018-05-19,Victor Rodriguez,Tristin Lowe,Victor Rodriguez,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-05-17,Victor Rodriguez,John George,Victor Rodriguez,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-02-26,Victor Rodriguez,Jared Mazurek,Victor Rodriguez,KO/TKO,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-03-03,Victor Valimaki,JR Wallace,JR Wallace,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-04-07,Victor Valimaki,Rich Martens,Victor Valimaki,U-DEC,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-03-03,Victor Valimaki,Johnny Gooch,Victor Valimaki,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-06-01,Victor Valimaki,Chris Peak,Victor Valimaki,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-09-21,Victor Valimaki,Rob MacDonald,Rob MacDonald,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-09-09,Victor Valimaki,Dan Severn,Victor Valimaki,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-06-30,Victor Valimaki,Craig Sloan,Victor Valimaki,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-07-22,Victor Valimaki,Shane Lightle,Victor Valimaki,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-09-08,Victor Valimaki,Jason Day,Victor Valimaki,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-09-29,Victor Valimaki,Vernon White,Victor Valimaki,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-11-29,Vinicius Queiroz,Lamar Silva,Vinicius Queiroz,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-08-18,Vinicius Queiroz,Danilo Pereira,Danilo Pereira,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-06-27,Vinicius Queiroz,Cleiton Moura,Vinicius Queiroz,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-09-12,Vinicius Queiroz,Nelson Martins,Vinicius Queiroz,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-10-09,Vinicius Queiroz,Rogerio Farias,Vinicius Queiroz,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-04-25,Vinicius Queiroz,Danilo Rodaki,Vinicius Queiroz,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-08-04,Wade Shipp,Fred Floyd,Wade Shipp,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-08-04,Wade Shipp,Kauai Kupihea,Kauai Kupihea,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-04-20,Wade Shipp,Mike Bourke,Wade Shipp,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-12-07,Wade Shipp,Raul Delgado,Wade Shipp,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-05-02,Wade Shipp,Aaron Brink,Wade Shipp,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-11-02,Wade Shipp,Kengo Watanabe,Wade Shipp,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-12-03,Wagner Campos,Pedro Seco,Wagner Campos,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-05-19,Wagner Campos,Orestes Betran,Wagner Campos,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-06-16,Wagner Campos,Adriano Tessaro,Wagner Campos,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-04-05,Wagner Campos,Fabio Assolari,Wagner Campos,KO/TKO,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-06-20,Wagner Campos,Climerio Costa,Wagner Campos,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-08-23,Wagner Campos,Heriton Alves,Wagner Campos,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-12-19,Wagner Campos,John Lineker,Draw,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-02-14,Wagner Campos,Marcio Nunes,Wagner Campos,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-03-13,Wagner Campos,Antonuce Conceicao,Wagner Campos,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-08-07,Wagner Campos,Edson da Silva,Wagner Campos,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-03-19,Wagner Campos,Dienner dos Reis,Wagner Campos,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-06-04,Wagner Campos,Paulo Robinson,Paulo Robinson,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-09-16,Wagner Campos,Leandro Higo,Leandro Higo,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-11-19,Wagner Campos,Eduardo Borba,Wagner Campos,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1991-09-26,Wallid Ismail,Eugenio Tadeu,Wallid Ismail,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-04-05,Wallid Ismail,Dennis Kefalinos,Wallid Ismail,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-06-24,Wallid Ismail,Katsumi Usuda,Wallid Ismail,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
1996-11-17,Wallid Ismail,Katsumi Usuda,Wallid Ismail,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2002-04-20,Wes Combs,Keith Richardson,Wes Combs,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-01-10,Wes Combs,Shannon Ritch,Wes Combs,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-03-23,Wes Combs,Dale McDonald,Wes Combs,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-06-29,Wes Combs,Raul Delgado,Wes Combs,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-08-10,Wes Combs,Jonah Broad,Wes Combs,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2003-09-05,Wes Combs,Tony Petarra,Wes Combs,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2004-06-05,Wes Combs,Steve Sayegh,Wes Combs,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-03-20,Wes Combs,Randall Limond,Wes Combs,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-08-05,Wes Combs,Brian Sesma,Wes Combs,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-09-23,Wes Combs,Brent Stevens,Wes Combs,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-02-02,Wes Combs,Randall Limond,Wes Combs,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-03-19,Wes Combs,Alan Zunner,Wes Combs,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-10-23,Wes Schultz,Victor Jones,Wes Schultz,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-05-06,Wes Schultz,Hamza Salim,Wes Schultz,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-08-26,Wes Schultz,Jonathan Knutson,Wes Schultz,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-01-13,Wes Schultz,Dylan Budka,Dylan Budka,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-05-13,Wes Schultz,Zach Edington,Wes Schultz,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-01-12,Wes Schultz,Maurice Morris,Wes Schultz,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
