event_date,fighter_a,fighter_b,winner,method,finish_round,num_rounds,weight_class,title_bout,source,organization,a_kd,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_sub_att,a_rev,a_ctrl_seconds,b_kd,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_sub_att,b_rev,b_ctrl_seconds
2014-02-22,Joel Alvarez,Jose Jaime Benitez,Joel Alvarez,S-DEC,3.0,3.0,,1,sherdog,FELUCHA,,,,,,,,,,,,,,,,
2009-10-10,Pat Schilling,Adam Schlepp,Pat Schilling,KO/TKO,2.0,,,0,sherdog,Brutaal,,,,,,,,,,,,,,,,
2019-01-25,Nick Klein,Kevin Surber,Nick Klein,KO/TKO,1.0,,,1,sherdog,Pure FC,,,,,,,,,,,,,,,,
2017-04-28,Juan Adams,Roman Huerta,Juan Adams,KO/TKO,1.0,,,1,sherdog,Fury FC,,,,,,,,,,,,,,,,
2010-07-10,Tom Breese,Leon Del Gaudio,Tom Breese,U-DEC,3.0,3.0,,1,sherdog,AMMA FC,,,,,,,,,,,,,,,,
2017-12-16,Alden Coria,Antonio Figueiredo,Alden Coria,S-DEC,5.0,5.0,,1,sherdog,Fury FC,,,,,,,,,,,,,,,,
2019-03-23,Jose Delgado,Alex Cardenas,Jose Delgado,U-DEC,3.0,3.0,,0,sherdog,RUF MMA,,,,,,,,,,,,,,,,
2018-09-16,Taiyilake Nueraji,Guofu Liu,Taiyilake Nueraji,KO/TKO,1.0,,,0,sherdog,Monster,,,,,,,,,,,,,,,,
2019-05-18,Pete Rodriguez,Mike Schlageck,Pete Rodriguez,KO/TKO,2.0,,,0,sherdog,RUF MMA,,,,,,,,,,,,,,,,
2017-04-28,Alden Coria,Daniel Peet,Alden Coria,U-DEC,3.0,3.0,,1,sherdog,Fury FC,,,,,,,,,,,,,,,,
2015-02-28,Daniel Barez,Hector Exposito,Daniel Barez,S-DEC,3.0,3.0,,1,sherdog,FELUCHA,,,,,,,,,,,,,,,,
2017-11-04,Islam Dulatov,Iras Khizriev,Islam Dulatov,SUB,2.0,,,0,sherdog,IFC MMA,,,,,,,,,,,,,,,,
2022-05-06,Alvin Hines,Derek Benoit,Derek Benoit,KO/TKO,1.0,,,0,sherdog,CES MMA,,,,,,,,,,,,,,,,
2009-12-05,Pat Schilling,Ben Bachtle,Pat Schilling,SUB,1.0,,,0,sherdog,Brutaal,,,,,,,,,,,,,,,,
2015-12-19,Alexander Volkov,Igor Krylov,Alexander Volkov,Win,,,,1,tapology,Ose Ose,,,,,,,,,,,,,,,,
2021-04-25,Terrance Saeteurn,An Tuan Ho,An Tuan Ho,U-DEC,5.0,5.0,,0,sherdog,RUF MMA,,,,,,,,,,,,,,,,
2016-04-02,Bogdan Grad,Attila Daroczi,Bogdan Grad,KO/TKO,2.0,,,0,sherdog,AUTMMAF,,,,,,,,,,,,,,,,
2017-08-05,Nick Maximov,David Tuikolonguhua,Nick Maximov,SUB,1.0,,,0,sherdog,51Fifty,,,,,,,,,,,,,,,,
2010-02-13,Jake Lindsey,Nick Felix,Jake Lindsey,SUB,2.0,,,0,sherdog,Eye Win,,,,,,,,,,,,,,,,
2016-11-04,Juan Adams,Jhun Boniaby,Juan Adams,KO/TKO,2.0,,,1,sherdog,Fury FC,,,,,,,,,,,,,,,,
2013-06-29,Tracy Cortez,Nicole Sontag,Tracy Cortez,KO/TKO,1.0,,,0,sherdog,RUF MMA,,,,,,,,,,,,,,,,
2021-04-25,Jose Delgado,Dakota Munro,Jose Delgado,SUB,1.0,,,0,sherdog,RUF MMA,,,,,,,,,,,,,,,,
2010-04-17,Nad Narimani,Dariusz Telus,Nad Narimani,SUB,1.0,,,0,sherdog,Tear Up,,,,,,,,,,,,,,,,
2015-10-18,Kevin Borjas,Jorge Pereda,Kevin Borjas,SUB,1.0,,,0,sherdog,Doble A,,,,,,,,,,,,,,,,
2006-03-25,Miesha Tate,Elizabeth Posener,Elizabeth Posener,KO/TKO,2.0,,,0,sherdog,USA MMA,,,,,,,,,,,,,,,,
2021-04-18,Joshua Van,Drake Lopez,Joshua Van,KO/TKO,2.0,,,1,sherdog,Fury FC,,,,,,,,,,,,,,,,
2009-09-26,Tom Breese,Sam Ferguson,,Draw,2.0,2.0,,1,sherdog,AMMA FC,,,,,,,,,,,,,,,,
2013-11-16,Modestas Bukauskas,Olumide Oladele,Modestas Bukauskas,U-DEC,2.0,2.0,,0,sherdog,TMT MMA,,,,,,,,,,,,,,,,
2011-02-26,Thomas Gifford,Eli McGlothlin,Thomas Gifford,SUB,3.0,,,0,sherdog,Subzero,,,,,,,,,,,,,,,,
2015-11-14,Montel Jackson,Thurston Lovell,Montel Jackson,KO/TKO,1.0,,,1,sherdog,Pure FC,,,,,,,,,,,,,,,,
2021-06-26,Joshua Van,Antonio Figueiredo,Joshua Van,U-DEC,5.0,5.0,,0,sherdog,Fury FC,,,,,,,,,,,,,,,,
2020-12-06,Keiichiro Nakamura,Kento Ueda,,Draw,2.0,2.0,,0,sherdog,Grachan,,,,,,,,,,,,,,,,
2009-07-18,Pearl Gonzalez,Brittney Marshall,Pearl Gonzalez,SUB,2.0,,,0,sherdog,Combat,,,,,,,,,,,,,,,,
2013-01-18,Cory Hendricks,Geoffrey Rojas,Cory Hendricks,SUB,1.0,,,0,tapology,Tuff N,,,,,,,,,,,,,,,,
2013-04-26,Cory Hendricks,Mike Florio,Mike Florio,U-DEC,,,,0,tapology,Tuff N,,,,,,,,,,,,,,,,
2013-07-06,Vinicius Oliveira,Icaro Meira,Icaro Meira,SUB,2.0,,,0,sherdog,X-Fest,,,,,,,,,,,,,,,,
2016-10-28,Nathan Fletcher,Sam O'Connor,Nathan Fletcher,U-DEC,3.0,3.0,,1,sherdog,ICE FC,,,,,,,,,,,,,,,,
2018-07-07,Stephanie Luciano,Andreia Pereira Manuel,Stephanie Luciano,U-DEC,3.0,3.0,,0,sherdog,FMMAMG,,,,,,,,,,,,,,,,
2018-10-13,Sam Hughes,Melanie McIntyre,Sam Hughes,U-DEC,5.0,5.0,,0,sherdog,SFUMMA,,,,,,,,,,,,,,,,
2017-09-30,Chris Duncan,Andy Nunn,Chris Duncan,KO/TKO,1.0,,,0,sherdog,On Top,,,,,,,,,,,,,,,,
2018-03-10,Stephanie Luciano,Ana Carolina Almeida de Souza,Stephanie Luciano,U-DEC,3.0,3.0,,0,sherdog,FMMAMG,,,,,,,,,,,,,,,,
2017-12-02,Vitor Petrino,Reginaldo Mariano Ronconi Jr.,Vitor Petrino,KO/TKO,1.0,,,0,sherdog,FMMAMG,,,,,,,,,,,,,,,,
2012-07-06,Cory Hendricks,Andrew Stramler,Andrew Stramler,KO/TKO,1.0,,,0,tapology,Tuff N,,,,,,,,,,,,,,,,
2014-11-08,Lerone Murphy,James Doolan,Lerone Murphy,SUB,2.0,,,1,sherdog,ICE FC,,,,,,,,,,,,,,,,
2010-01-08,Ryan Couture,Joe Tussing,Ryan Couture,SUB,1.0,,,0,sherdog,MTXAFN,,,,,,,,,,,,,,,,
2009-05-09,Pearl Gonzalez,Kelly Shulman,Pearl Gonzalez,KO/TKO,1.0,,,0,sherdog,Combat,,,,,,,,,,,,,,,,
2019-02-09,Connor Matthews,Jimmy Wilson,Jimmy Wilson,KO/TKO,2.0,,,0,sherdog,SFUMMA,,,,,,,,,,,,,,,,
2020-09-26,Mark Choinski,Alex Watson,Mark Choinski,KO/TKO,1.0,,,0,sherdog,PC MMA,,,,,,,,,,,,,,,,
2012-01-21,Jamall Emmers,Paul Carrion,Jamall Emmers,U-DEC,3.0,3.0,,0,sherdog,SPAMMA,,,,,,,,,,,,,,,,
2016-03-05,Mick Parkin,Jamie Wroe,Mick Parkin,KO/TKO,1.0,,,1,sherdog,ICE FC,,,,,,,,,,,,,,,,
2012-01-21,Charles Radtke,Shawn Sullivan,Charles Radtke,KO/TKO,1.0,,,0,sherdog,XFO FN,,,,,,,,,,,,,,,,
2014-04-11,Fernie Garcia,Carlos Castillo,Carlos Castillo,S-DEC,,,,0,tapology,Tuff N,,,,,,,,,,,,,,,,
2018-12-15,Bryan Battle,Billy Elekana,Billy Elekana,S-DEC,,,,0,tapology,Tuff N,,,,,,,,,,,,,,,,
2003-03-15,Ivan Jorge,Leonardo Nascimento Lucio,Leonardo Nascimento Lucio,U-DEC,2.0,2.0,,0,sherdog,Shooto,,,,,,,,,,,,,,,,
2018-07-07,Vitor Petrino,Thiago Henrique Soares Gouveia,Vitor Petrino,KO/TKO,1.0,,,0,sherdog,FMMAMG,,,,,,,,,,,,,,,,
2017-01-29,Rei Tsuruya,Ryuki Yoshii,Rei Tsuruya,M-DEC,1.0,1.0,,0,sherdog,Shooto,,,,,,,,,,,,,,,,
2016-10-28,Muhammad Mokaev,Jose Rufino,Muhammad Mokaev,KO/TKO,2.0,,,1,sherdog,ICE FC,,,,,,,,,,,,,,,,
2006-02-03,Jake Hecht,Calem Willis,Jake Hecht,KO/TKO,1.0,,,0,sherdog,Shooto,,,,,,,,,,,,,,,,
2017-12-16,Caolan Loughran,Reece McEwan,Reece McEwan,U-DEC,3.0,3.0,,0,sherdog,On Top,,,,,,,,,,,,,,,,
2003-03-15,Thiago Silva,Segio Canudo,Segio Canudo,DQ,1.0,,,0,sherdog,Shooto,,,,,,,,,,,,,,,,
2003-07-12,Thales Leites,Erik Teixeira,Thales Leites,SUB,1.0,,,0,sherdog,Shooto,,,,,,,,,,,,,,,,
2017-07-01,Vitor Petrino,Daniel Ferreira da Silva,Daniel Ferreira da Silva,U-DEC,3.0,3.0,,0,sherdog,FMMAMG,,,,,,,,,,,,,,,,
2017-09-16,Stephanie Luciano,Elisandra Ferreira de Oliveira,Stephanie Luciano,U-DEC,3.0,3.0,,0,sherdog,FMMAMG,,,,,,,,,,,,,,,,
2015-02-28,Lerone Murphy,Matthew Bonner,Lerone Murphy,U-DEC,3.0,3.0,,1,sherdog,ICE FC,,,,,,,,,,,,,,,,
2013-01-26,Jonathan Martinez,Albert Tapia,Albert Tapia,S-DEC,5.0,5.0,,0,sherdog,SPAMMA,,,,,,,,,,,,,,,,
2010-05-01,Pearl Gonzalez,Ginger Gallardo,Pearl Gonzalez,KO/TKO,1.0,,,0,sherdog,Combat,,,,,,,,,,,,,,,,
2008-11-27,Pearl Gonzalez,Sasha Mrvic,Sasha Mrvic,SUB,1.0,,,0,sherdog,Combat,,,,,,,,,,,,,,,,
2017-12-02,Dione Barbosa,Karina Oliveira de Menezes,Dione Barbosa,SUB,1.0,,,0,sherdog,FMMAMG,,,,,,,,,,,,,,,,
2022-06-25,Iwo Baraniewski,Wojciech Kazmierczuk,Iwo Baraniewski,U-DEC,3.0,3.0,,0,sherdog,Strife,,,,,,,,,,,,,,,,
2008-09-27,Pearl Gonzalez,Rickie Gomes,Pearl Gonzalez,SUB,1.0,,,0,sherdog,Combat,,,,,,,,,,,,,,,,
2012-07-14,Merab Dvalishvili,Orlando Torres,Merab Dvalishvili,U-DEC,4.0,4.0,,0,sherdog,RDMMA,,,,,,,,,,,,,,,,
2023-10-28,Marwan Rahiki,Basir Demirel,Marwan Rahiki,KO/TKO,1.0,,,0,sherdog,SFMMA,,,,,,,,,,,,,,,,
2014-11-15,Rizvan Kuniev,Faraj Osloub,Rizvan Kuniev,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-09-19,Denys Bondar,Zaka Fatullazade,Denys Bondar,,0.0,,,0,sherdog,UMMAF,,,,,,,,,,,,,,,,
2014-12-06,Jai Herbert,Craig Edwards,Jai Herbert,SUB,2.0,,,0,sherdog,BCMMA,,,,,,,,,,,,,,,,
2010-10-02,Danny Roberts,James Thomas,Danny Roberts,KO/TKO,1.0,,,0,sherdog,OMMAC,,,,,,,,,,,,,,,,
2019-03-23,Mario Pinto,Kelvin Reeve,Mario Pinto,KO/TKO,2.0,,,0,sherdog,WCMMA,,,,,,,,,,,,,,,,
2018-12-08,Mario Pinto,Justin McBride,Mario Pinto,KO/TKO,1.0,,,0,sherdog,WCMMA,,,,,,,,,,,,,,,,
2017-11-17,Kevin Borjas,Jostin Quilca,Jostin Quilca,SUB,1.0,,,0,sherdog,APMMA,,,,,,,,,,,,,,,,
2017-10-18,Kevin Borjas,Joshua Fernandez,Kevin Borjas,U-DEC,3.0,3.0,,0,sherdog,APMMA,,,,,,,,,,,,,,,,
2017-05-06,Cory McKenna,Anette Osterberg,Cory McKenna,U-DEC,3.0,3.0,,0,sherdog,BCMMA,,,,,,,,,,,,,,,,
2012-08-04,Devonte Smith,Josh Kallai,Josh Kallai,SUB,2.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2011-08-27,Khama Worthy,Joe Goyette,Khama Worthy,U-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2015-11-27,Shavkat Rakhmonov,Beknazar Kainazar,Shavkat Rakhmonov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-11-27,Shavkat Rakhmonov,Francesco Controversa,Shavkat Rakhmonov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-11-27,Shavkat Rakhmonov,Carlos Irigoitia,Shavkat Rakhmonov,SUB,2.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2019-12-14,Mario Pinto,Denzel Barzey,Mario Pinto,KO/TKO,2.0,,,0,sherdog,WCMMA,,,,,,,,,,,,,,,,
2017-12-08,Rizvan Kuniev,Bagrat Adamiya,Rizvan Kuniev,KO/TKO,1.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2012-10-27,Modestas Bukauskas,Adem Osman,Modestas Bukauskas,KO/TKO,1.0,,,0,sherdog,WCMMA,,,,,,,,,,,,,,,,
2014-12-07,Kai Asakura,Masamichi Yoshino,Kai Asakura,KO/TKO,1.0,,,0,sherdog,Rings,,,,,,,,,,,,,,,,
2006-08-10,Eric Wisely,Taurean Bogguess,Eric Wisely,,0.0,,,0,sherdog,MKOTR,,,,,,,,,,,,,,,,
2014-12-07,Kai Asakura,Youichi Ooi,Kai Asakura,KO/TKO,1.0,,,0,sherdog,Rings,,,,,,,,,,,,,,,,
2013-08-03,Katlyn Cerminara,Gina Begley,Katlyn Cerminara,SUB,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2015-11-19,Kiefer Crosbie,Perparim Salihu,Kiefer Crosbie,SUB,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2012-03-02,Ryan Spann,Rick Martinez,Ryan Spann,SUB,1.0,,,0,sherdog,TRCAA,,,,,,,,,,,,,,,,
2017-02-25,Nurullo Aliev,Alexey Trofimov,Nurullo Aliev,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2013-10-17,Said Nurmagomedov,Sergey Morozov,Said Nurmagomedov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2017-06-15,Anton Turkalj,Jing Yi Chong,Anton Turkalj,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2006-09-28,Eric Wisely,Alex Wakeland,Eric Wisely,,0.0,,,0,sherdog,MKOTR,,,,,,,,,,,,,,,,
2018-05-18,Colby Thicknesse,Thomas Riley,Colby Thicknesse,SUB,2.0,,,0,sherdog,SFMMA,,,,,,,,,,,,,,,,
2006-08-24,Eric Wisely,Shawn Genlienger,Eric Wisely,,0.0,,,0,sherdog,MKOTR,,,,,,,,,,,,,,,,
2011-10-15,Khama Worthy,Josh Kallai,Khama Worthy,U-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2016-04-23,Jacob Kilburn,Shawn Nickell,Jacob Kilburn,SUB,1.0,,,0,sherdog,HRMMA,,,,,,,,,,,,,,,,
2010-05-15,Tina Lahdemaki,Johanna Ruponen,Tina Lahdemaki,KO/TKO,1.0,,,1,sherdog,FMMAF,,,,,,,,,,,,,,,,
2016-11-25,JunYong Park,Gamzat Khiramagomedov,Gamzat Khiramagomedov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2014-03-24,Shavkat Rakhmonov,Bek Umarov,Shavkat Rakhmonov,KO/TKO,1.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2011-03-12,Pearl Gonzalez,Amanda English,Pearl Gonzalez,SUB,1.0,,,0,sherdog,MMASF,,,,,,,,,,,,,,,,
2016-04-03,Waldo Cortes Acosta,Jonathan Bradberry,Waldo Cortes Acosta,KO/TKO,1.0,,,1,sherdog,UMMAF,,,,,,,,,,,,,,,,
2014-07-12,Sage Northcutt,Trent Parker,Sage Northcutt,SUB,1.0,,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2014-03-29,Sage Northcutt,Luis Lara,Sage Northcutt,KO/TKO,1.0,,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2013-12-14,Sage Northcutt,Nico Echeverry,Sage Northcutt,U-DEC,3.0,3.0,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2013-08-31,Sage Northcutt,Clarence Brown,Sage Northcutt,SUB,1.0,,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2012-08-25,Trevin Giles,Calvin Cooper,Trevin Giles,U-DEC,3.0,3.0,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2011-06-11,Khama Worthy,Kenny Jackson,Khama Worthy,S-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2012-01-21,Devonte Smith,Kegan O'Neill,Kegan O'Neill,SUB,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2011-12-03,Devonte Smith,Jon Looft,Devonte Smith,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2021-06-18,Dom Mar Fan,Nelson Ampuero,Dom Mar Fan,U-DEC,3.0,3.0,,0,sherdog,SFMMA,,,,,,,,,,,,,,,,
2013-06-01,AJ Dobson,Joshua John Lasich,AJ Dobson,U-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2022-01-26,Michelle Montague,Nina Kharinova,Michelle Montague,SUB,2.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2015-06-13,Harry Hunsucker,Timothy Pinkston,Harry Hunsucker,SUB,1.0,,,0,sherdog,HRMMA,,,,,,,,,,,,,,,,
2014-09-11,Shavkat Rakhmonov,Felipe Salvador Nsue Ayiugono,Shavkat Rakhmonov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2014-09-11,Shavkat Rakhmonov,Ruslan Busel,Shavkat Rakhmonov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2017-04-28,Denys Bondar,Viktor Kuznetsov,Denys Bondar,,0.0,,,1,sherdog,UMMAF,,,,,,,,,,,,,,,,
2006-08-03,Stipe Miocic,Dave Bush,Stipe Miocic,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2006-11-16,Eric Wisely,Jordan Terrill,Eric Wisely,,0.0,,,0,sherdog,MKOTR,,,,,,,,,,,,,,,,
2009-12-05,Jessica Eye,Marie Colangelo,Jessica Eye,U-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2013-10-18,Said Nurmagomedov,Roman Stakhuv,Said Nurmagomedov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2013-10-17,Said Nurmagomedov,Archil Taziashvili,Said Nurmagomedov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2021-04-10,Dylan Budka,William Conner Jr.,Dylan Budka,U-DEC,3.0,3.0,,1,sherdog,PMMAC,,,,,,,,,,,,,,,,
2014-11-21,Cezary Oleksiejczuk,Przemyslaw Wisniewski,Cezary Oleksiejczuk,SUB,2.0,,,0,sherdog,PLMMA,,,,,,,,,,,,,,,,
2014-06-27,Cezary Oleksiejczuk,Robert Ptasinski,Robert Ptasinski,U-DEC,2.0,2.0,,0,sherdog,PLMMA,,,,,,,,,,,,,,,,
2013-10-18,Shavkat Rakhmonov,Akhliddin Mirzadavlatov,Shavkat Rakhmonov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2013-04-06,Sage Northcutt,Charles Sheppard,Charles Sheppard,KO/TKO,1.0,,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2013-05-04,Sam Patterson,Francis Fisher,Sam Patterson,SUB,1.0,,,0,sherdog,WCMMA,,,,,,,,,,,,,,,,
2016-06-03,Joe Solecki,Kyle Young,Joe Solecki,SUB,1.0,,,0,sherdog,USFFC,,,,,,,,,,,,,,,,
2017-10-06,JunYong Park,Magomed Shakhrudinov,Magomed Shakhrudinov,U-DEC,2.0,2.0,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2018-09-07,Colby Thicknesse,Kris Ustijanovski,Colby Thicknesse,SUB,1.0,,,0,sherdog,SFMMA,,,,,,,,,,,,,,,,
2016-06-19,Yoshinori Horie,Yasutaka Kato,Yoshinori Horie,M-DEC,2.0,2.0,,0,sherdog,JMMAF,,,,,,,,,,,,,,,,
2022-03-19,Carli Judice,Anna Crutchfield Melisano,Carli Judice,U-DEC,5.0,5.0,,0,sherdog,GCMMA,,,,,,,,,,,,,,,,
2000-09-24,Mostapha Al-Turk,James Holton,James Holton,KO/TKO,0.0,,,0,sherdog,G & S,,,,,,,,,,,,,,,,
2011-07-16,Jordan Espinosa,Aaron Arvanitis,Jordan Espinosa,U-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2011-10-22,Charlie Ontiveros,William Jackson,Charlie Ontiveros,KO/TKO,1.0,,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2016-04-24,Denys Bondar,Dmitry Orlov,Dmitry Orlov,,0.0,,,1,sherdog,UMMAF,,,,,,,,,,,,,,,,
2016-04-23,Denys Bondar,Teimur Ragimov,Denys Bondar,,0.0,,,1,sherdog,UMMAF,,,,,,,,,,,,,,,,
2012-10-06,Adrian Yanez,Justin Salinas,Adrian Yanez,KO/TKO,1.0,,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2018-06-21,Anton Turkalj,Pavel Pahomenko,Anton Turkalj,SUB,2.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2015-03-13,Javid Basharat,Krystian Modzelewski,Javid Basharat,U-DEC,3.0,3.0,,0,sherdog,WCMMA,,,,,,,,,,,,,,,,
2013-03-30,AJ Dobson,Dustin Wolf,AJ Dobson,SUB,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2014-02-21,Kris Moutinho,Nick Mancione,Kris Moutinho,U-DEC,3.0,3.0,,0,sherdog,WNXFA,,,,,,,,,,,,,,,,
2020-03-07,Ivana Petrovic,Shanelle Dyer,Ivana Petrovic,KO/TKO,3.0,,,0,sherdog,BCMMA,,,,,,,,,,,,,,,,
2019-10-19,Ivana Petrovic,Stephanie Paige Evans,Ivana Petrovic,U-DEC,3.0,3.0,,0,sherdog,BCMMA,,,,,,,,,,,,,,,,
2018-10-27,MarQuel Mederos,Jesse Moorhouse,MarQuel Mederos,KO/TKO,2.0,,,0,sherdog,JMMAS,,,,,,,,,,,,,,,,
2021-09-11,Shauna Bannon,Kerry Ann Vernon,Shauna Bannon,U-DEC,3.0,3.0,,0,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-11-14,Bogdan Grad,Jose Vieira Teixeira,Jose Vieira Teixeira,SUB,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2018-06-21,Bogdan Grad,Kaupo Kokamagi,Kaupo Kokamagi,S-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2012-11-10,AJ Dobson,Nathan Davies,AJ Dobson,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2021-01-23,Dylan Budka,Derik Overstreet,Derik Overstreet,U-DEC,3.0,3.0,,1,sherdog,PMMAC,,,,,,,,,,,,,,,,
2015-11-20,Kiefer Crosbie,Rostem Akman,Rostem Akman,SUB,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2014-09-12,Shavkat Rakhmonov,Gadzhimurad Khiramagomedov,Gadzhimurad Khiramagomedov,U-DEC,2.0,2.0,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2010-02-27,Pearl Gonzalez,Renee Holzhauser,Pearl Gonzalez,SUB,1.0,,,1,sherdog,KIAMA,,,,,,,,,,,,,,,,
2016-12-09,Anton Turkalj,Robin Larsson,Anton Turkalj,U-DEC,3.0,3.0,,1,sherdog,SMMAF,,,,,,,,,,,,,,,,
2017-11-15,Christian Leroy Duncan,Dario Bellandi,Christian Leroy Duncan,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-11-14,Christian Leroy Duncan,Madi Dosmukhametov,Christian Leroy Duncan,SUB,3.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2018-10-20,Oban Elliott,Jamie Ward,Oban Elliott,KO/TKO,1.0,,,0,sherdog,BCMMA,,,,,,,,,,,,,,,,
2017-12-09,Anton Turkalj,Taylan Isik,Anton Turkalj,SUB,1.0,,,1,sherdog,SMMAF,,,,,,,,,,,,,,,,
2017-12-10,Andreas Gustafsson,Alexander Lindgren,Andreas Gustafsson,SUB,1.0,,,1,sherdog,SMMAF,,,,,,,,,,,,,,,,
2016-04-23,Denys Bondar,Mikhail Kravchenko,Denys Bondar,,0.0,,,1,sherdog,UMMAF,,,,,,,,,,,,,,,,
2016-04-23,Denys Bondar,Alexandr Litvinyuk,Denys Bondar,,0.0,,,1,sherdog,UMMAF,,,,,,,,,,,,,,,,
2017-10-07,Mariya Agapova,Liliya Kazak,Mariya Agapova,U-DEC,3.0,3.0,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2017-10-06,Mariya Agapova,Tatiana Chulkina,Mariya Agapova,KO/TKO,1.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-11-28,Shavkat Rakhmonov,Gadzhimurad Khiramagomedov,Gadzhimurad Khiramagomedov,U-DEC,2.0,2.0,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2014-06-14,Harry Hunsucker,Emilio Vallecillo,Emilio Vallecillo,SUB,1.0,,,0,sherdog,HRMMA,,,,,,,,,,,,,,,,
2021-08-19,Michelle Montague,Sabrinna de Sousa,Sabrinna de Sousa,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2016-04-03,Tracy Cortez,Codie Wareham,Tracy Cortez,KO/TKO,3.0,,,1,sherdog,UMMAF,,,,,,,,,,,,,,,,
2017-12-10,Anton Turkalj,Robin Larsson,Anton Turkalj,SUB,2.0,,,1,sherdog,SMMAF,,,,,,,,,,,,,,,,
2017-11-13,Christian Leroy Duncan,Souleyman Caseneuil,Christian Leroy Duncan,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2013-04-20,Karl Roberson,Adam Timberlake,Karl Roberson,U-DEC,3.0,3.0,,0,sherdog,GMMMA,,,,,,,,,,,,,,,,
2014-12-06,AJ Dobson,John Gunther,John Gunther,SUB,2.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2012-03-31,Brok Weaver,Neal Powell,Brok Weaver,U-DEC,,,,0,tapology,War 1,,,,,,,,,,,,,,,,
2017-03-31,Anton Turkalj,Gabriele Bartoni,Anton Turkalj,SUB,2.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2016-07-06,Bogdan Grad,Przemyslaw Tokarz,Przemyslaw Tokarz,KO/TKO,2.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
