event_date,fighter_a,fighter_b,winner,method,finish_round,num_rounds,weight_class,title_bout,source,organization,a_kd,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_sub_att,a_rev,a_ctrl_seconds,b_kd,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_sub_att,b_rev,b_ctrl_seconds
2013-05-31,Allen Crowder,Nestoras Batzelas,Allen Crowder,KO/TKO,1.0,,,0,sherdog,RDMMA,,,,,,,,,,,,,,,,
2013-12-14,Adrian Yanez,Peter Caballero,Adrian Yanez,KO/TKO,3.0,,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2013-04-06,Adrian Yanez,Quentin Kiper,Adrian Yanez,KO/TKO,3.0,,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2010-05-16,Tina Lahdemaki,Maiju Suotama,Tina Lahdemaki,U-DEC,3.0,3.0,,1,sherdog,FMMAF,,,,,,,,,,,,,,,,
2013-04-20,Tina Lahdemaki,Inka Auvinen,Tina Lahdemaki,SUB,2.0,,,1,sherdog,FMMAF,,,,,,,,,,,,,,,,
2011-10-22,Adrian Yanez,Nico Echeverry,Adrian Yanez,U-DEC,3.0,3.0,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2012-08-25,Adrian Yanez,Nico Echeverry,Adrian Yanez,U-DEC,3.0,3.0,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2017-06-16,Anton Turkalj,Imad Hoayek,Imad Hoayek,S-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-04-02,Anton Turkalj,Kudaibergen Toleubayev,Anton Turkalj,SUB,3.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-04-01,Anton Turkalj,Pawel Zakrzewski,Anton Turkalj,KO/TKO,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-11-13,Bogdan Grad,Kevin Nieminen,Bogdan Grad,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2021-11-20,Dylan Budka,Dylan Rinck,Dylan Budka,SUB,1.0,,,1,sherdog,PMMAC,,,,,,,,,,,,,,,,
2008-06-07,Stipe Miocic,Nick Turco,Stipe Miocic,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2008-02-16,Stipe Miocic,Josh Stansbury,Stipe Miocic,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2021-09-10,Shauna Bannon,Maria Kaald Andresen,Shauna Bannon,U-DEC,3.0,3.0,,0,sherdog,IMMAF,,,,,,,,,,,,,,,,
2007-11-03,Stipe Miocic,Matt Lust,Stipe Miocic,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2013-03-29,Westin Wilson,Mitch Thompson,Mitch Thompson,SUB,2.0,,,0,sherdog,JHEFN,,,,,,,,,,,,,,,,
2016-07-07,Rostem Akman,James Sheehan,Rostem Akman,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-11-16,Christian Leroy Duncan,Khaled Laallam,Khaled Laallam,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2016-07-05,Rostem Akman,Marcus Plodek,Rostem Akman,S-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2012-03-24,Harry Hunsucker,Kyle Wisniewski,Harry Hunsucker,KO/TKO,1.0,,,0,sherdog,HRMMA,,,,,,,,,,,,,,,,
2017-05-21,Mariya Agapova,Giuangmei Han,Giuangmei Han,SUB,2.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2018-06-19,Bogdan Grad,Navid Badi,Bogdan Grad,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2016-07-05,Bogdan Grad,Samuel Abobora,Bogdan Grad,KO/TKO,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2013-08-31,Adrian Yanez,Casey Jones,Adrian Yanez,KO/TKO,1.0,,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2017-11-16,Anton Turkalj,Pavel Pahomenko,Pavel Pahomenko,SUB,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2010-02-19,Steven Peterson,Jeremy Hontz,Steven Peterson,SUB,1.0,,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2011-04-09,Jordan Wright,Donnie Bell,Donnie Bell,S-DEC,3.0,3.0,,0,sherdog,JMMAS,,,,,,,,,,,,,,,,
2007-09-08,Stipe Miocic,Seth Cole,Stipe Miocic,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2011-09-03,Mike Grundy,Vygantas Bazaitis,Mike Grundy,SUB,1.0,,,0,sherdog,OMMAC,,,,,,,,,,,,,,,,
2022-01-27,Michelle Montague,Sabrinna de Sousa,Sabrinna de Sousa,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2014-10-25,Marcos Mariano,Daniel Hudson,Marcos Mariano,U-DEC,3.0,3.0,,0,sherdog,MMASH,,,,,,,,,,,,,,,,
2012-10-07,Allen Crowder,Joe Ray,Joe Ray,KO/TKO,1.0,,,0,sherdog,RDMMA,,,,,,,,,,,,,,,,
2016-11-23,Rostem Akman,Daniele Dell'otto,Rostem Akman,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2013-03-02,Tom Aspinall,Kristan Bircher,Tom Aspinall,SUB,1.0,,,0,sherdog,OMMAC,,,,,,,,,,,,,,,,
2016-11-27,Rostem Akman,Valeri Atanasov,Rostem Akman,KO/TKO,3.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2016-11-26,Rostem Akman,Tom Crosby,Rostem Akman,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2015-08-22,Cheyanne Vlismas,Ashley Greenway,Ashley Greenway,SUB,3.0,,,0,sherdog,USFFC,,,,,,,,,,,,,,,,
2018-06-20,Anton Turkalj,Vladislav Ilyin,Anton Turkalj,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-05-20,Mariya Agapova,Samara Shambetova,Mariya Agapova,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2018-10-13,Trevor Peek,Payton Hughes,Trevor Peek,KO/TKO,2.0,,,0,sherdog,HRMMA,,,,,,,,,,,,,,,,
2012-03-04,Joanna Jedrzejczyk,Paulina Suska,Joanna Jedrzejczyk,U-DEC,1.0,1.0,,0,sherdog,ALMMA,,,,,,,,,,,,,,,,
2021-08-18,Michelle Montague,Elena Vetrova,Michelle Montague,KO/TKO,2.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2013-03-30,Hannah Cifers,Delaney Owen,Hannah Cifers,U-DEC,5.0,5.0,,0,sherdog,USFFC,,,,,,,,,,,,,,,,
2015-04-18,Charles Johnson,Demetrius Wilson,Demetrius Wilson,U-DEC,3.0,3.0,,0,sherdog,FHMMA,,,,,,,,,,,,,,,,
2017-05-20,Shayilan Nuerdanbieke,Ravshanbek Rakhmatov,Ravshanbek Rakhmatov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2014-03-01,Tom Aspinall,Ryan Hennessey,Tom Aspinall,KO/TKO,1.0,,,0,sherdog,OMMAC,,,,,,,,,,,,,,,,
2013-09-08,Tom Aspinall,Shawn Kenny,Tom Aspinall,U-DEC,3.0,3.0,,0,sherdog,OMMAC,,,,,,,,,,,,,,,,
2019-11-15,Colby Thicknesse,Kris Ustijanovski,Colby Thicknesse,SUB,3.0,,,0,sherdog,SFMMA,,,,,,,,,,,,,,,,
2000-09-24,Jess Liaudin,Salim Mahmood,Jess Liaudin,U-DEC,0.0,,,0,sherdog,G & S,,,,,,,,,,,,,,,,
2010-02-20,Jimmy Flick,Jeremy Christensen,Jimmy Flick,SUB,2.0,,,0,sherdog,TRCAA,,,,,,,,,,,,,,,,
2016-07-23,Cory McKenna,Fiona Chrystall,Cory McKenna,U-DEC,3.0,3.0,,0,sherdog,BCMMA,,,,,,,,,,,,,,,,
2014-09-27,Cory McKenna,Marisa Charalambous,Cory McKenna,KO/TKO,3.0,,,0,sherdog,BCMMA,,,,,,,,,,,,,,,,
2014-04-19,Tina Lahdemaki,Suvi Salmimies,Tina Lahdemaki,KO/TKO,1.0,,,1,sherdog,FMMAF,,,,,,,,,,,,,,,,
2017-12-09,Andreas Gustafsson,Heytham Rabhi,Andreas Gustafsson,SUB,1.0,,,1,sherdog,SMMAF,,,,,,,,,,,,,,,,
2015-11-21,Rostem Akman,James Duckett,Rostem Akman,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2010-02-26,Brianna Fortino,Delecia Velasquez-Stump,Brianna Fortino,U-DEC,3.0,3.0,,0,sherdog,CKMMA,,,,,,,,,,,,,,,,
2013-02-23,Harry Hunsucker,Jesseray Childrey,Jesseray Childrey,SUB,2.0,,,0,sherdog,HRMMA,,,,,,,,,,,,,,,,
2007-12-01,Jack Marshman,Andy Campbell Griffiths,Jack Marshman,SUB,1.0,,,0,sherdog,G & S,,,,,,,,,,,,,,,,
2011-03-05,Roger Narvaez,Jackie Brown,Roger Narvaez,SUB,1.0,,,0,sherdog,TRCAA,,,,,,,,,,,,,,,,
2016-07-06,Rostem Akman,Valeri Atanasov,Rostem Akman,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2018-06-22,Anton Turkalj,Murtaza Talha Ali,Murtaza Talha Ali,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-04-28,Denys Bondar,Dmitriy Kikot,Denys Bondar,,0.0,,,1,sherdog,UMMAF,,,,,,,,,,,,,,,,
2013-10-18,Allen Crowder,Cody McDaniel,Allen Crowder,KO/TKO,1.0,,,0,sherdog,RDMMA,,,,,,,,,,,,,,,,
2013-10-17,Said Nurmagomedov,Alikhon Khasanov,Said Nurmagomedov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-11-21,Jack Shore,Tommy Martin,Jack Shore,SUB,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2008-09-19,Phil Davis,Steve Zornes,Phil Davis,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2018-12-15,Elise Reed,Amy Golding,Elise Reed,SUB,2.0,,,0,sherdog,CZMMA,,,,,,,,,,,,,,,,
2007-01-04,Ramiro Hernandez,Chris Runge,Ramiro Hernandez,,1.0,,,0,sherdog,MKOTR,,,,,,,,,,,,,,,,
2015-11-19,Rostem Akman,Kiril Tsonev,Rostem Akman,KO/TKO,2.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2015-11-22,Rostem Akman,Marius Hakonsen,Rostem Akman,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2012-07-14,Allen Crowder,Giorgi Seturidze,Allen Crowder,SUB,1.0,,,0,sherdog,RDMMA,,,,,,,,,,,,,,,,
2012-03-13,Allen Crowder,Walter Smith,Allen Crowder,SUB,1.0,,,0,sherdog,RDMMA,,,,,,,,,,,,,,,,
2012-10-16,Darren Till,Gary Smallwood,Darren Till,KO/TKO,1.0,,,0,sherdog,OMMAC,,,,,,,,,,,,,,,,
2012-07-28,Darren Till,Richard Taylor,Darren Till,KO/TKO,1.0,,,0,sherdog,OMMAC,,,,,,,,,,,,,,,,
2011-06-11,Jeff Hughes,Nathan Bryant,Jeff Hughes,U-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2017-04-28,Denys Bondar,Oleksii Kryvets,Denys Bondar,,0.0,,,1,sherdog,UMMAF,,,,,,,,,,,,,,,,
2016-07-08,Rostem Akman,Byron Chivers,Byron Chivers,KO/TKO,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2010-04-24,Cody Garbrandt,Ryan Rooney,Cody Garbrandt,KO/TKO,2.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2009-07-25,Cody Garbrandt,Nick Hyatt,Nick Hyatt,SUB,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2018-10-13,Axel Sola,Gadzhi Omargadzhiev,Gadzhi Omargadzhiev,S-DEC,2.0,2.0,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2012-07-14,Levan Makashvili,Lashawn Alcocks,Levan Makashvili,Draw,4.0,4.0,,0,sherdog,RDMMA,,,,,,,,,,,,,,,,
2008-06-07,Jessica Eye,Kari Ricker,Jessica Eye,KO/TKO,3.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2011-07-09,Lando Vannata,Randy Ray Sanchez,Lando Vannata,SUB,1.0,,,0,sherdog,JMMAS,,,,,,,,,,,,,,,,
2012-02-18,Cody Garbrandt,Jerrell Hodge,Jerrell Hodge,KO/TKO,3.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2009-06-06,Jessica Eye,Amy Kurrelmeyer,Jessica Eye,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2015-11-22,Jack Shore,Geir Kare Cemsoylu Nyland,Jack Shore,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-11-14,Anton Turkalj,Ajit Negi,Anton Turkalj,SUB,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2015-11-20,Jack Shore,Ferdun Osmanov,Jack Shore,SUB,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2015-11-20,Jack Shore,Jonny Martin,Jack Shore,SUB,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2016-02-19,Jacob Malkoun,Rhys Savage,Jacob Malkoun,U-DEC,3.0,3.0,,0,sherdog,SFMMA,,,,,,,,,,,,,,,,
2016-11-25,Umar Nurmagomedov,Seung Gyun Cho,Umar Nurmagomedov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2010-10-02,Roger Narvaez,Ruben Rincones,Roger Narvaez,SUB,1.0,,,0,sherdog,TRCAA,,,,,,,,,,,,,,,,
2016-11-25,Umar Nurmagomedov,Benjamin Molnar,Umar Nurmagomedov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2010-04-17,Jeff Hughes,Matthew Garretson,Jeff Hughes,SUB,2.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2008-12-06,Jessica Eye,Barb Honchak,Jessica Eye,S-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2024-05-18,Iwo Baraniewski,Gabriel Tysz,Iwo Baraniewski,KO/TKO,1.0,,,1,sherdog,GAMMA,,,,,,,,,,,,,,,,
2012-01-21,Cortney Casey,Emily Kagan,Emily Kagan,S-DEC,3.0,3.0,,0,sherdog,JMMAS,,,,,,,,,,,,,,,,
2015-11-27,Loik Radzhabov,Claudio Goy,Loik Radzhabov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-11-27,Loik Radzhabov,Cesar Alonso,Loik Radzhabov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2018-07-30,Liang Na,Akbobek Ergalieva,Liang Na,SUB,1.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-10-03,Jake Hadley,Luan Jashari Frantzen,Luan Jashari Frantzen,U-DEC,3.0,3.0,,0,sherdog,BCMMA,,,,,,,,,,,,,,,,
2009-10-09,Jessica Eye,Marcia May,Jessica Eye,SUB,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2010-01-30,Derrick Lewis,Tim Buchanan,Derrick Lewis,KO/TKO,2.0,,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2018-10-13,Rizvan Kuniev,Elgun Yusifov,Rizvan Kuniev,KO/TKO,1.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2018-10-13,Rizvan Kuniev,Dmitriy Sekira,Rizvan Kuniev,KO/TKO,1.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2010-07-17,Ryan Spann,Bryan Head,Ryan Spann,SUB,2.0,,,0,sherdog,TRCAA,,,,,,,,,,,,,,,,
2024-05-19,Iwo Baraniewski,Cristian Constantinov,Iwo Baraniewski,U-DEC,3.0,3.0,,1,sherdog,GAMMA,,,,,,,,,,,,,,,,
2011-02-26,Cody Garbrandt,Victor Guarriello,Cody Garbrandt,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2018-06-20,Axel Sola,Emanuele Sabatino,Axel Sola,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2018-06-21,Axel Sola,Yann Liasse,Axel Sola,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2018-06-22,Axel Sola,Issa Isakov,Axel Sola,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2014-10-04,Devonte Smith,Nick Foxhuber,,Draw,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2013-10-05,Jeff Hughes,James Bunn,Jeff Hughes,SUB,2.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2010-01-30,Jeff Hughes,Ryan Patrick Walls,Jeff Hughes,SUB,2.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2010-08-28,Jeff Hughes,John Reed,Jeff Hughes,U-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2015-04-26,Liana Jojua,Polina Biryukova,Liana Jojua,KO/TKO,1.0,,,0,sherdog,SLMMA,,,,,,,,,,,,,,,,
2011-06-04,Cody Garbrandt,Tyler Saltsman,Cody Garbrandt,U-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2010-12-11,Ryan Spann,Celestino Barrera,Celestino Barrera,SUB,2.0,,,0,sherdog,TRCAA,,,,,,,,,,,,,,,,
2014-09-11,Ludovit Klein,Ioan Vranceanu,Ludovit Klein,U-DEC,2.0,2.0,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-11-27,Loik Radzhabov,Rashid Dagaev,Loik Radzhabov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-05-09,Jacob Kilburn,Ricky Jones Jr.,Jacob Kilburn,S-DEC,3.0,3.0,,0,sherdog,HRMMA,,,,,,,,,,,,,,,,
2021-02-06,Dylan Budka,Jordan Tennyson,Dylan Budka,U-DEC,3.0,3.0,,0,sherdog,HRMMA,,,,,,,,,,,,,,,,
2015-09-20,Denys Bondar,Andrii Korolev,Denys Bondar,,0.0,,,0,sherdog,UMMAF,,,,,,,,,,,,,,,,
2016-11-25,Umar Nurmagomedov,Chunbo Yuan,Umar Nurmagomedov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2016-11-26,Umar Nurmagomedov,Artur Mykytenko,Umar Nurmagomedov,U-DEC,2.0,2.0,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2016-09-24,Cory McKenna,Aleksandra Rola,Cory McKenna,SUB,3.0,,,0,sherdog,BCMMA,,,,,,,,,,,,,,,,
2015-11-07,Don'Tale Mayes,Jerry Clore,Don'Tale Mayes,KO/TKO,1.0,,,0,sherdog,HRMMA,,,,,,,,,,,,,,,,
2016-08-12,Mallory Martin,Destiny McCubbin,Mallory Martin,U-DEC,3.0,3.0,,0,sherdog,JHEFN,,,,,,,,,,,,,,,,
2015-05-29,Javier Reyes,Julian Lozano,Javier Reyes,KO/TKO,1.0,,,0,sherdog,OCAMM,,,,,,,,,,,,,,,,
2015-09-19,Denys Bondar,Yaroslav Voznyuk,Denys Bondar,,0.0,,,0,sherdog,UMMAF,,,,,,,,,,,,,,,,
2003-10-04,Rob Kimmons,Chris Henning,Rob Kimmons,KO/TKO,1.0,,,0,sherdog,KOFNP,,,,,,,,,,,,,,,,
2010-02-20,Roger Narvaez,Josh Trevino,Roger Narvaez,KO/TKO,1.0,,,0,sherdog,TRCAA,,,,,,,,,,,,,,,,
2018-07-30,Liang Na,Yoo Jin Jung,Liang Na,KO/TKO,1.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2017-10-06,Liang Na,Liliya Kazak,Liliya Kazak,SUB,2.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2016-11-24,Rostem Akman,Bjorn Thorleifsson,Rostem Akman,SUB,1.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-05-06,Lone'er Kavanagh,Myles Richards,Lone'er Kavanagh,U-DEC,3.0,3.0,,0,sherdog,BCMMA,,,,,,,,,,,,,,,,
2015-12-05,Lone'er Kavanagh,Andy Collier,,Overturned,1.0,,,0,sherdog,BCMMA,,,,,,,,,,,,,,,,
2015-11-28,Loik Radzhabov,Gadzhi Rabadanov,Gadzhi Rabadanov,SUB,1.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-11-27,Rizvan Kuniev,Zaur Gadzhibabayev,Zaur Gadzhibabayev,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2017-11-13,Axel Sola,Suraj Kumar,Axel Sola,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-11-14,Axel Sola,Makhir Aliyev,Axel Sola,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-11-15,Axel Sola,Niko Skonback,Axel Sola,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2017-11-16,Axel Sola,Cody Barnwell,Axel Sola,SUB,3.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2015-11-27,Ludovit Klein,Gadzhi Rabadanov,Gadzhi Rabadanov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2013-08-03,Sam Patterson,Harry Bentley,Sam Patterson,M-DEC,3.0,3.0,,0,sherdog,UCMMA,,,,,,,,,,,,,,,,
2007-12-01,Jack Marshman,Dave Coles,Jack Marshman,S-DEC,3.0,3.0,,0,sherdog,G & S,,,,,,,,,,,,,,,,
2018-06-20,Bogdan Grad,Ciaran Clarke,Bogdan Grad,U-DEC,3.0,3.0,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2011-06-25,Chris Dempsey,Jay Murphy,Chris Dempsey,KO/TKO,2.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2010-12-04,Jeff Hughes,Mike King,Mike King,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2011-08-27,Jeff Hughes,Nick Dowe,Jeff Hughes,SUB,2.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2000-09-24,Jess Liaudin,Aaron Deplegde,Aaron Deplegde,U-DEC,0.0,,,0,sherdog,G & S,,,,,,,,,,,,,,,,
2012-06-02,Jeff Hughes,James Rankin,Jeff Hughes,U-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2015-09-19,Denys Bondar,Artem Zhelev,Denys Bondar,,0.0,,,0,sherdog,UMMAF,,,,,,,,,,,,,,,,
2015-09-19,Denys Bondar,Mikhail Kravchenko,Denys Bondar,,0.0,,,0,sherdog,UMMAF,,,,,,,,,,,,,,,,
2006-07-27,Eric Wisely,Mike Essary,Mike Essary,,0.0,,,0,sherdog,MKOTR,,,,,,,,,,,,,,,,
2013-12-07,Jeff Hughes,Antwan Phillips,Antwan Phillips,S-DEC,3.0,3.0,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2011-10-15,Jeff Hughes,Nathan Bryant,Jeff Hughes,KO/TKO,1.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2010-07-17,Roger Narvaez,Chad Morrison,Roger Narvaez,SUB,1.0,,,0,sherdog,TRCAA,,,,,,,,,,,,,,,,
2009-05-23,Lorenz Larkin,Derrick Grace,Lorenz Larkin,U-DEC,3.0,3.0,,0,sherdog,HRMMA,,,,,,,,,,,,,,,,
2013-10-17,Shavkat Rakhmonov,Azizbek Kubanychbekov,Shavkat Rakhmonov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2018-12-22,Kevin Vallejos,Juan Lopez,Kevin Vallejos,KO/TKO,0.0,,,0,sherdog,WUSJJ,,,,,,,,,,,,,,,,
2017-11-15,Anton Turkalj,Thomas Knudsen,Anton Turkalj,KO/TKO,3.0,,,1,sherdog,IMMAF,,,,,,,,,,,,,,,,
2013-10-17,Shavkat Rakhmonov,Patrick Asscher,Shavkat Rakhmonov,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2017-03-11,Jean-Paul Lebosnoyani,Andrew Morello,Jean-Paul Lebosnoyani,SUB,1.0,,,0,sherdog,FFMMA,,,,,,,,,,,,,,,,
2011-05-07,Vik Grujic,Steve Burton,Steve Burton,KO/TKO,2.0,,,0,sherdog,MMASF,,,,,,,,,,,,,,,,
2015-11-27,Pingyuan Liu,Vitalijs Melnikovs,Pingyuan Liu,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2014-09-11,Ludovit Klein,Magomed Yunusilau,Magomed Yunusilau,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2014-11-16,Rizvan Kuniev,Zaur Gadzhibabayev,Zaur Gadzhibabayev,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-11-27,Rizvan Kuniev,Sergey Saviankov,Rizvan Kuniev,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2015-11-27,Rizvan Kuniev,Andrey Kovalev,Rizvan Kuniev,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2013-02-10,Kai Asakura,Dai Aoki,Kai Asakura,SUB,1.0,,,0,sherdog,Rings,,,,,,,,,,,,,,,,
2017-12-07,Rizvan Kuniev,Athanasios Barkas,Rizvan Kuniev,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2017-12-07,Rizvan Kuniev,Artem Budkevich,Rizvan Kuniev,,0.0,,,1,sherdog,WMMAA,,,,,,,,,,,,,,,,
2020-03-14,Mario Pinto,Luke Hayward,Luke Hayward,KO/TKO,1.0,,,0,sherdog,WCMMA,,,,,,,,,,,,,,,,
2014-02-16,Kai Asakura,Shota Kaneko,Kai Asakura,KO/TKO,1.0,,,0,sherdog,Rings,,,,,,,,,,,,,,,,
2014-04-06,Kai Asakura,Kenta Tanoue,Kai Asakura,KO/TKO,1.0,,,0,sherdog,Rings,,,,,,,,,,,,,,,,
2014-06-22,Kai Asakura,Masaya Kamide,Kai Asakura,U-DEC,2.0,2.0,,0,sherdog,Rings,,,,,,,,,,,,,,,,
2011-01-15,Dominique Steele,Matt Green,Dominique Steele,KO/TKO,2.0,,,0,sherdog,AAMMA,,,,,,,,,,,,,,,,
2012-03-04,Karolina Kowalkiewicz,Joanna Jedrzejczyk,Joanna Jedrzejczyk,SUB,1.0,,,0,sherdog,ALMMA,,,,,,,,,,,,,,,,
2014-08-02,Devonte Smith,Darryl Davis,Devonte Smith,KO/TKO,2.0,,,0,sherdog,NAAFS,,,,,,,,,,,,,,,,
2011-07-29,Charlie Ontiveros,James Powell,Charlie Ontiveros,U-DEC,3.0,3.0,,0,sherdog,USACA,,,,,,,,,,,,,,,,
2018-03-25,Zhang Mingyang,Ilya Kireev,Zhang Mingyang,,0.0,,,0,sherdog,WMMAA,,,,,,,,,,,,,,,,
