target_key,event_date,commence_time,commence_time_source_kind,commence_time_source_locator,commence_time_source_observed_at,commence_time_source_sha256,commence_time_source_event_id,commence_time_source_matchup,commence_time_semantics,event_id,event_title,fighter_a,fighter_b,a_num_fights,b_num_fights,established_fighters,status,terminal_reason,recovery_preconditions_met,target_recovery_complete,attempted_sources,success_source,source_url,original_source_url,observation_captured_at,validation_captured_at,page_sha256,parser_contract,revalidated_schema_v1,schema_v1_snapshot_path,schema_v1_snapshot_sha256,method_odds_complete,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob
2026-04-11|esteban ribovics|mateusz gamrot,2026-04-11,2026-04-11T23:40:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-10T12:00:00Z,2026-04-10T11:55:38Z,065966cca8ac7741a87f8a79c5d95d6a7aaa4e031cc60e6765d4431a818aa8fa,e2b8cc72bbde949daf00b6bb8f1d9f6c,Mateusz Gamrot vs Esteban Ribovics,scheduled_bout_time,,UFC 327: Prochazka vs. Ulberg,Mateusz Gamrot,Esteban Ribovics,12,7,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-11|kelvin gastelum|vicente luque,2026-04-11,2026-04-11T22:10:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-10T12:00:00Z,2026-04-10T11:55:38Z,065966cca8ac7741a87f8a79c5d95d6a7aaa4e031cc60e6765d4431a818aa8fa,34332d9f17f33de55894e0600e1bc652,Kelvin Gastelum vs Vicente Luque,scheduled_bout_time,,UFC 327: Prochazka vs. Ulberg,Kelvin Gastelum,Vicente Luque,25,24,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-11|kevin holland|randy brown,2026-04-11,2026-04-12T00:10:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-10T12:00:00Z,2026-04-10T11:55:38Z,065966cca8ac7741a87f8a79c5d95d6a7aaa4e031cc60e6765d4431a818aa8fa,d1850ee847740c905e24a4edab17afdd,Kevin Holland vs Randy Brown,scheduled_bout_time,,UFC 327: Prochazka vs. Ulberg,Kevin Holland,Randy Brown,29,21,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-11|loopy godinez|tatiana suarez,2026-04-11,2026-04-11T23:10:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-10T12:00:00Z,2026-04-10T11:55:38Z,065966cca8ac7741a87f8a79c5d95d6a7aaa4e031cc60e6765d4431a818aa8fa,adae4d1891b5e9741c40e90c517ad01d,Tatiana Suarez vs Lupita Godinez,scheduled_bout_time,,UFC 327: Prochazka vs. Ulberg,Tatiana Suarez,Loopy Godinez,9,14,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|charles jourdain|kyler phillips,2026-04-18,2026-04-18T22:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,21e4963e9040883f3e377d147d086c6c,Kyler Phillips vs Charles Jourdain,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,Kyler Phillips,Charles Jourdain,10,16,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|daria zhelezniakova|melissa croden,2026-04-18,2026-04-18T22:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,4f7b70c5b19cea89fa601c0fe3a69231,Melissa Croden vs Darya Zheleznyakova,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,Melissa Croden,Daria Zhelezniakova,2,3,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|dennis buzukja|marcio barbosa,2026-04-18,2026-04-18T22:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,46fe6736c8f9dab62833f61fed2d5b48,Márcio Barbosa vs Dennis Buzukja,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,Dennis Buzukja,Marcio Barbosa,6,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|gauge young|thiago moises,2026-04-18,2026-04-18T22:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,1c122070dfeca191db21e4179557ecd6,Thiago Moises vs Gauge Young,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,Thiago Moises,Gauge Young,16,3,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|gilbert burns|michael malott,2026-04-18,2026-04-18T22:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,71c557dcac52733ed521cac194992b48,Mike Malott vs Gilbert Burns,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,Gilbert Burns,Mike Malott,24,8,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|gokhan saricam|tanner boser,2026-04-18,2026-04-18T22:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,fe15917542de66b05e42ce698237f6ca,Gokhan Saricam vs Tanner Boser,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,Tanner Boser,Gokhan Saricam,10,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|jai herbert|mandel nallo,2026-04-18,2026-04-18T22:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,d06a2e11c36cdb7b6299ef1e7d5e42aa,Mandel Nallo vs Jai Herbert,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,Mandel Nallo,Jai Herbert,1,9,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|jamey lyn horth|jj aldrich,2026-04-18,2026-04-18T22:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,9cb950e9a60ec84fa793bcd639586353,Jamey-Lyn Horth vs J.J. Aldrich,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,JJ Aldrich,Jamey-Lyn Horth,16,6,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|jamie siraj|john yannis,2026-04-18,2026-04-18T21:10:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,9bc99e6289a8201b68483266f530e508,Jamie Siraj vs John Yannis,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,Jamie Siraj,John Yannis,0,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|jasmine jasudavicius|karine silva,2026-04-18,2026-04-18T22:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,235d67501698f03332cb06f34f34af9a,Jasmine Jasudavicius vs Karine Silva,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,Jasmine Jasudavicius,Karine Silva,12,8,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|john castaneda|mark vologdin,2026-04-18,2026-04-18T22:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,d10f44b5437059abce430ab69648c625,Mark Vologdin vs John Castaneda,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,John Castaneda,Mark Vologdin,9,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-18|julien leblanc|robert valentin,2026-04-18,2026-04-18T23:30:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-17T12:00:00Z,2026-04-17T11:55:38Z,2167ade9484f7f6d265a021642873a4aef87a3bcfb5d9b79340c86c480e9f7eb,aa8cd2715d12783b2a7eb7da3b2067ce,Julien Leblanc vs Robert Valentin,scheduled_bout_time,,UFC Fight Night: Burns vs. Malott,Julien Leblanc,Robert Valentin,0,3,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|adrian luna martinetti|davey grant,2026-04-25,2026-04-26T01:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,603c2116df1a33656747844818613243,Davey Grant vs Adrian Luna Martinetti,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Davey Grant,Adrian Luna Martinetti,15,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|alexander hernandez|rafa garcia,2026-04-25,2026-04-26T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,deb30327ec5e4718b7209327e5eae733,Rafa Garcia vs Alex Hernandez,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Rafa Garcia,Alexander Hernandez,10,17,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|aljamain sterling|youssef zalal,2026-04-25,2026-04-26T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,f7469df672b3385e51e6ab329401c474,Aljamain Sterling vs Youssef Zalal,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Aljamain Sterling,Youssef Zalal,22,12,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|cody durden|jafel filho,2026-04-25,2026-04-25T21:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,16eb0bb1dd8395b18e168cb516aaca80,Jafel Filho vs Cody Durden,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Jafel Filho,Cody Durden,6,15,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|eric mcconico|rodolfo vieira,2026-04-25,2026-04-25T21:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,5e3ed97a4087084bdfff2683bcfd2d49,Rodolfo Vieira vs Eric McConico,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Rodolfo Vieira,Eric McConico,10,3,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|francis marshall|lucas brennan,2026-04-25,2026-04-25T21:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,c0aba79416a727841a9bc74ba317e525,Francis Marshall vs Lucas Brennan,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Francis Marshall,Lucas Brennan,7,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|jackson mcvey|sedriques dumas,2026-04-25,2026-04-25T21:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,657d5a2a5693234ca1aa298a7ee4d977,Jackson McVey vs Sedriques Dumas,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Jackson McVey,Sedriques Dumas,2,9,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-25|joselyne edwards|norma dumont,2026-04-25,2026-04-26T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-24T12:00:00Z,2026-04-24T11:55:38Z,89be6b945b83972f773db6875cf0945e59a7a3f439e20676eff2e9f8715fb70a,54e3384b808042a9f21b3139925a61c5,Norma Dumont vs Joselyne Edwards,scheduled_bout_time,,UFC Fight Night: Sterling vs. Zalal,Norma Dumont,Joselyne Edwards,11,12,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
