target_key,event_date,commence_time,commence_time_source_kind,commence_time_source_locator,commence_time_source_observed_at,commence_time_source_sha256,commence_time_source_event_id,commence_time_source_matchup,commence_time_semantics,event_id,event_title,fighter_a,fighter_b,a_num_fights,b_num_fights,established_fighters,status,terminal_reason,recovery_preconditions_met,target_recovery_complete,attempted_sources,success_source,source_url,original_source_url,observation_captured_at,validation_captured_at,page_sha256,parser_contract,revalidated_schema_v1,schema_v1_snapshot_path,schema_v1_snapshot_sha256,method_odds_complete,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob
2026-06-06|alessandro costa|matthew schnell,2026-06-06,2026-06-06T23:40:00+00:00,line_history,data/raw/line_history/odds_20260606_233500.csv,2026-06-06T23:35:00.122853+00:00,a4d607a54b66245562c7113648cc67f8d25b378253d1662a3ed7cb54d3fdea54,,Alessandro Costa vs Matt Schnell,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Matt Schnell,Alessandro Costa,16,7,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-06|ariane carnelossi|ketlen souza,2026-06-06,2026-06-06T21:10:00+00:00,line_history,data/raw/line_history/odds_20260606_210023.csv,2026-06-06T21:00:23.382668+00:00,96e7b093dc19a277aac872094dbb06c7421d44325e1eb60ef87efe86771c021c,,Ariane Carnelossi vs Ketlen Souza,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Ketlen Souza,Ariane Carnelossi,6,6,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""archive:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-06|belal muhammad|gabriel bonfim,2026-06-06,2026-06-07T02:20:00+00:00,line_history,data/raw/line_history/odds_20260607_021453.csv,2026-06-07T02:14:53.590815+00:00,b71c54d6c68c4c04f6b8d84da7e22469747a589b169e13b0ad7fa0a500765011,,Belal Muhammad vs Gabriel Bonfim,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Belal Muhammad,Gabriel Bonfim,21,8,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-06|brendan allen|edmen shahbazyan,2026-06-06,2026-06-07T01:40:00+00:00,line_history,data/raw/line_history/odds_20260607_013731.csv,2026-06-07T01:37:31.784660+00:00,03e3061aa8d0cb8c5ae1e6a1350ce3f73efc899ab7334ff95633b02d350a06cd,,Brendan Allen vs Edmen Shahbazyan,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Brendan Allen,Edmen Shahbazyan,19,15,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-06|bruno silva|edgar chairez,2026-06-06,2026-06-06T22:50:00+00:00,line_history,data/raw/line_history/odds_20260606_224742.csv,2026-06-06T22:47:42.744027+00:00,a824da88044a8194db8b78f6da52ee56e826ab8b40adacfd36f08a5fa3e875f0,,Bruno Silva vs Edgar Chairez,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Bruno Silva,Edgar Chairez,11,7,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-06|bryce mitchell|santiago luna,2026-06-06,2026-06-07T00:45:00+00:00,line_history,data/raw/line_history/odds_20260607_002718.csv,2026-06-07T00:27:18.387639+00:00,1b5e2a8ee654bf3c6aa24255230ed1eddc315b7148784292d26143b807ad48af,,Bryce Mitchell vs Santiago Luna,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Bryce Mitchell,Santiago Luna,12,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-06|chelsea chandler|priscila cachoeira,2026-06-06,2026-06-06T22:25:00+00:00,line_history,data/raw/line_history/odds_20260606_221903.csv,2026-06-06T22:19:03.842036+00:00,7f815c32a61a6c69dda679286f84521e6799fb6bc5a0a2e06547be6245c2e5ca,,Chelsea Chandler vs Priscila Cachoeira,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Priscila Cachoeira,Chelsea Chandler,13,5,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-06|fares ziam|thomas nolan,2026-06-06,2026-06-07T01:05:00+00:00,line_history,data/raw/line_history/odds_20260607_005731.csv,2026-06-07T00:57:31.217024+00:00,b902cc3c8316d9c799c7235cf4e329c955343e596b753c61cdb9185ea225d3cc,,Fares Ziam vs Tom Nolan,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Fares Ziam,Tom Nolan,10,6,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-06|iwo baraniewski|tafa,2026-06-06,2026-06-07T00:10:00+00:00,line_history,data/raw/line_history/odds_20260607_000703.csv,2026-06-07T00:07:03.186983+00:00,5f065f947e8bcfd767646fe1f1988b960d1cf234f13339e3258d661c7ddfc204,,Iwo Baraniewski vs Junior Tafa,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Iwo Baraniewski,Junior Tafa,3,8,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-06|jeisla chaves|yuneisy duben,2026-06-06,2026-06-06T21:35:00+00:00,line_history,data/raw/line_history/odds_20260606_212309.csv,2026-06-06T21:23:09.522757+00:00,761fd2df6ae940fa4c3000e2c9fb0de2e97d784dad206537c0e73565e7c4f6f4,,Jeisla Chaves vs Yuneisy Duben,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Jeisla Chaves,Yuneisy Duben,1,2,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-06|joanderson brito|jordan leavitt,2026-06-06,2026-06-06T22:00:00+00:00,line_history,data/raw/line_history/odds_20260606_215806.csv,2026-06-06T21:58:06.238556+00:00,e0bb555446ad0bc70773610fbbe62d37ed66707f15dac2867ffdbdacf9d52fb8,,Joanderson Brito vs Jordan Leavitt,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Jordan Leavitt,Joanderson Brito,10,10,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-06|john yannis|marcus mcghee,2026-06-06,2026-06-06T23:15:00+00:00,line_history,data/raw/line_history/odds_20260606_224742.csv,2026-06-06T22:47:42.744027+00:00,a824da88044a8194db8b78f6da52ee56e826ab8b40adacfd36f08a5fa3e875f0,,John Yannis vs Marcus McGhee,scheduled_bout_time,,UFC Fight Night: Muhammad vs. Bonfim,Marcus McGhee,John Yannis,5,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-14|aiemann zahabi|sean o malley,2026-06-14,2026-06-15T03:10:00+00:00,line_history,data/raw/line_history/odds_20260615_030852.csv,2026-06-15T03:08:52.448091+00:00,f4ac9ffcadf3546846512f96ad7864afcfcd75f7a03bedfbe59712aa6f02e46a,,Aiemann Zahabi vs Sean O'Malley,scheduled_bout_time,,UFC Freedom 250,Sean O'Malley,Aiemann Zahabi,16,10,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_evidence_returned"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-14|alexander pereira|ciryl gane,2026-06-14,2026-06-15T03:55:00+00:00,line_history,data/raw/line_history/odds_20260615_035043.csv,2026-06-15T03:50:43.131789+00:00,d65eb6f997a285800d7d6961ab71add5434563eee13d3d8551f39b18830eb91f,,Alex Pereira vs Ciryl Gane,scheduled_bout_time,,UFC Freedom 250,Alex Pereira,Ciryl Gane,12,13,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-14|bo nickal|kyle daukaus,2026-06-14,2026-06-15T01:25:00+00:00,line_history,data/raw/line_history/odds_20260615_012302.csv,2026-06-15T01:23:02.066206+00:00,f583ef22d4ef0992ac363e5c3f02154f13aeb3bf575c893beef721ef5ec31fa5,,Bo Nickal vs Kyle Daukaus,scheduled_bout_time,,UFC Freedom 250,Bo Nickal,Kyle Daukaus,8,10,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-14|derrick lewis|josh hokit,2026-06-14,2026-06-15T02:35:00+00:00,line_history,data/raw/line_history/odds_20260615_022820.csv,2026-06-15T02:28:20.729426+00:00,cd9b321c37b1199bfc8516120f59fc5f05ce6de31253b8245510c2b3c0e58439,,Derrick Lewis vs Josh Hokit,scheduled_bout_time,,UFC Freedom 250,Josh Hokit,Derrick Lewis,4,31,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-14|diego lopes|steven garcia,2026-06-14,2026-06-15T01:00:00+00:00,line_history,data/raw/line_history/odds_20260615_005209.csv,2026-06-15T00:52:09.999665+00:00,74de629cc36a176c4c22213e928b05c31c5bd3983f94e72c417051662131cbcf,,Diego Lopes vs Steve Garcia Jr.,scheduled_bout_time,,UFC Freedom 250,Diego Lopes,Steve Garcia,10,11,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-14|ilia topuria|justin gaethje,2026-06-14,2026-06-15T03:15:00+00:00,line_history,data/raw/line_history/odds_20260614_233606.csv,2026-06-14T23:36:06.271906+00:00,a25dda9b8ea13bbfa8c64012f0fba16c9246d1656e9866db9148a47d35401160,,Ilia Topuria vs Justin Gaethje,scheduled_bout_time,,UFC Freedom 250,Ilia Topuria,Justin Gaethje,9,15,True,success,validated_exact_prefight_method_odds,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""wayback_bestfightodds_recovery"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""accepted""}]",wayback_bestfightodds_recovery,https://web.archive.org/web/20260419013227id_/https://www.bestfightodds.com/events/ufc-freedom-fights-250-4082,https://www.bestfightodds.com/events/ufc-freedom-fights-250-4082,2026-04-19T01:32:27+00:00,2026-04-19T01:32:27+00:00,e21b5ba55d07107d04a15d11b0cb14283cc8c666c749fdc07bb50d97b5027154,bestfightodds_exact_matchup_v2,False,,,True,0.624970882832518,0.20993542344474023,0.13403679653679654,0.11842105263157894,0.03073544528548734,0.05692918192918193
2026-06-14|mauricio ruffy|michael chandler,2026-06-14,2026-06-15T02:05:00+00:00,line_history,data/raw/line_history/odds_20260615_020357.csv,2026-06-15T02:03:57.930885+00:00,d5b3d8eac4333dab0bf4d26cc00c647b387815530fc3309153c4b89b63eb765d,,Mauricio Ruffy vs Michael Chandler,scheduled_bout_time,,UFC Freedom 250,Mauricio Ruffy,Michael Chandler,6,9,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-06-20|allan nascimento|mitch raposo,2026-06-20,2026-06-20T23:15:00+00:00,line_history,data/raw/line_history/odds_20260620_221447.csv,2026-06-20T22:14:47.664981+00:00,4e53cf766411975b665d3b9c992f12fc322577a6f2aec17fe5d661975671bba9,,Allan Nascimento vs Mitch Raposo,scheduled_bout_time,,UFC Fight Night: Kape vs. Horiguchi,Allan Nascimento,Mitch Raposo,6,4,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
