event_date,fighter_a,fighter_b
2012-02-15,Jonathan Brookins,Vagner Rocha
2012-02-15,Ivan Menjivar,John Albert
2012-02-15,Diego Sanchez,Jake Ellenberger
2012-02-15,Anton Kuivanen,Justin Salas
2012-02-15,Aaron Simpson,Ronny Markes
2012-02-25,Yushin Okami,Tim Boetsch
2012-02-25,Yoshihiro Akiyama,Jake Shields
2012-02-25,Tiequan Zhang,Issei Tamura
2012-02-25,Takeya Mizugaki,Chris Cariaso
2012-02-25,Takanori Gomi,Eiji Mitsuoka
2012-02-25,Riki Fukuda,Steve Cantwell
2012-02-25,Quinton Jackson,Ryan Bader
2012-02-25,Zhang Tiequan,Issei Tamura
2012-02-25,Norifumi Yamamoto,Vaughan Lee
2012-02-25,Mark Hunt,Cheick Kongo
2012-02-25,Hatsu Hioki,Bart Palaszewski
2012-02-25,Frankie Edgar,Benson Henderson
2012-02-25,Anthony Pettis,Joe Lauzon
2012-02-25,Rampage Jackson,Ryan Bader
2012-03-02,Oli Thompson,Shawn Jordan
2012-03-02,Court McGee,Costas Philippou
2012-03-02,Thiago Alves,Martin Kampmann
2012-03-02,Mackens Semerzier,Daniel Pineda
2012-03-02,TJ Waldburger,Jake Hecht
2012-03-02,Kyle Noke,Andrew Craig
2012-03-02,Cole Miller,Steven Siler
2012-03-02,James Te Huna,Aaron Rosa
2012-03-02,Demetrious Johnson,Ian McCall
2012-03-02,Court McGee,Constantinos Philippou
2012-03-02,Joseph Benavidez,Yasuhiro Urushitani
2012-03-02,Anthony Perosh,Nick Penner
2012-04-14,Reza Madadi,Yoislandy Izquierdo
2012-04-14,Paulo Thiago,Siyar Bahadurzada
2012-04-14,Papy Abedi,James Head
2012-04-14,Jason Young,Eric Wisely
2012-04-14,Francis Carmont,Magnus Cedenblad
2012-04-14,Simeon Thoresen,Besam Yousef
2012-04-14,DaMarques Johnson,John Maguire
2012-04-14,Cyrille Diabate,Tom DeBlass
2012-04-14,Brian Stann,Alessio Sakara
2012-04-14,Brad Pickett,Damacio Page
2012-04-14,Alexander Gustafsson,Thiago Silva
2012-04-14,Dennis Siver,Diego Nunes
2012-04-21,Travis Browne,Chad Griggs
2012-04-21,Rory MacDonald,Che Mills
2012-04-21,Miguel Torres,Michael McDonald
2012-04-21,Matt Brown,Stephen Thompson
2012-04-21,Mark Hominick,Eddie Yagin
2012-04-21,Mark Bocek,John Alessio
2012-04-21,Marcus Brimage,Maximo Blanco
2012-04-21,Keith Wisniewski,Chris Clements
2012-04-21,Jon Jones,Rashad Evans
2012-04-21,John Makdessi,Anthony Njokuani
2012-04-21,Brendan Schaub,Ben Rothwell
2012-04-21,Mac Danzig,Efrain Escudero
2012-05-05,Nate Diaz,Jim Miller
2012-05-05,Rousimar Palhares,Alan Belcher
2012-05-05,Roland Delorme,Nick Denis
2012-05-05,Tony Ferguson,Michael Johnson
2012-05-05,Mike Massenzio,Karlos Vemola
2012-05-05,Pat Barry,Lavar Johnson
2012-05-05,Josh Koscheck,Johny Hendricks
2012-05-05,John Hathaway,Pascal Krauss
2012-05-05,John Dodson,Tim Elliott
2012-05-05,Dennis Bermudez,Pablo Garza
2012-05-05,Danny Castillo,John Cholish
2012-05-05,Louis Gaudinot,John Lineker
2012-05-15,Yves Jabouin,Jeff Hougland
2012-05-15,TJ Grant,Carlo Prater
2012-05-15,Rafael Dos Anjos,Kamal Shalorus
2012-05-15,Jeff Curran,Johnny Eduardo
2012-05-15,Jason MacDonald,Tom Lawlor
2012-05-15,Igor Pokrajac,Fabio Maldonado
2012-05-15,Donald Cerrone,Jeremy Stephens
2012-05-15,Cody McKenzie,Marcus LeVesseur
2012-05-15,Chan Sung Jung,Dustin Poirier
2012-05-15,Brad Tavares,Dongi Yang
2012-05-15,Amir Sadollah,Jorge Lopez
2012-05-15,Alex Soto,Francisco Rivera
2012-05-26,Stefan Struve,Lavar Johnson
2012-05-26,Roy Nelson,Dave Herman
2012-05-26,Stipe Miocic,Shane del Rosario
2012-05-26,Mike Brown,Daniel Pineda
2012-05-26,Kyle Kingsbury,Glover Teixeira
2012-05-26,Junior Dos Santos,Frank Mir
2012-05-26,Diego Brandao,Darren Elkins
2012-05-26,Jacob Volkmann,Paul Sass
2012-05-26,Edson Barboza,Jamie Varner
2012-05-26,Dan Hardy,Duane Ludwig
2012-05-26,Cain Velasquez,Antonio Silva
2012-05-26,Jason Miller,CB Dollaway
2012-06-01,Myles Jury,Chris Saunders
2012-06-01,Cristiano Marcello,Sam Sicilia
2012-06-01,Daron Cruickshank,Chris Tickle
2012-06-01,Jake Ellenberger,Martin Kampmann
2012-06-01,Joe Proctor,Jeremy Larsen
2012-06-01,John Albert,Erik Perez
2012-06-01,Jonathan Brookins,Charles Oliveira
2012-06-01,Justin Lawrence,John Cofer
2012-06-01,Max Holloway,Pat Schilling
2012-06-01,Michael Chiesa,Al Iaquinta
2012-06-08,Mike Pyle,Josh Neer
2012-06-08,Mike Pierce,Carlos Eduardo Rocha
2012-06-08,Tim Means,Justin Salas
2012-06-08,Seth Baczynski,Lance Benoist
2012-06-08,Leonard Garcia,Matt Grice
2012-06-08,Jake Hecht,Sean Pierson
2012-06-08,Henry Martinez,Bernardo Magalhaes
2012-06-08,Erick Silva,Charlie Brenneman
2012-06-08,Eddie Wineland,Scott Jorgensen
2012-06-08,Dustin Pague,Jared Papazian
2012-06-08,Demetrious Johnson,Ian McCall
2012-06-08,Buddy Roberts,Caio Magalhaes
2012-06-22,Steven Siler,Joey Gambino
2012-06-22,Sam Stout,Spencer Fisher
2012-06-22,Ross Pearson,Cub Swanson
2012-06-22,Rick Story,Brock Jardine
2012-06-22,Ramsey Nijem,CJ Keith
2012-06-22,Nick Catone,Chris Camozzi
2012-06-22,Matt Brown,Luis Ramos
2012-06-22,Ken Stone,Dustin Pague
2012-06-22,Hatsu Hioki,Ricardo Lamas
2012-06-22,Gray Maynard,Clay Guida
2012-06-22,Dan Miller,Ricardo Funch
2012-06-22,Brian Ebersole,TJ Waldburger
2012-06-23,Wanderlei Silva,Rich Franklin
2012-06-23,Thiago Perpetuo,Leonardo Mafra
2012-06-23,Marcos Vinicius,Wagner Campos
2012-06-23,John Teixeira,Hugo Viana
2012-06-23,Iuri Alcantara,Hacran Dias
2012-06-23,Felipe Arantes,Milton Vieira
2012-06-23,Fabricio Werdum,Mike Russow
2012-06-23,Delson Heleno,Francisco Trinaldo
2012-06-23,Cezar Ferreira,Sergio Moraes
2012-06-23,Anistavio Medeiros,Rodrigo Damm
2012-06-23,Godofredo Pepey,Rony Jason
2012-07-07,Dong Hyun Kim,Demian Maia
2012-07-07,Melvin Guillard,Fabricio Camoes
2012-07-07,John Alessio,Shane Roller
2012-07-07,Ivan Menjivar,Mike Easton
2012-07-07,Gleison Tibau,Khabib Nurmagomedov
2012-07-07,Forrest Griffin,Tito Ortiz
2012-07-07,Costas Philippou,Riki Fukuda
2012-07-07,Rafaello Oliveira,Yoislandy Izquierdo
2012-07-07,Constantinos Philippou,Riki Fukuda
2012-07-07,Chad Mendes,Cody McKenzie
2012-07-07,Anderson Silva,Chael Sonnen
2012-07-07,Cung Le,Patrick Cote
2012-07-11,Rafael Natal,Andrew Craig
2012-07-11,Rafael Dos Anjos,Anthony Njokuani
2012-07-11,TJ Dillashaw,Vaughan Lee
2012-07-11,Raphael Assuncao,Issei Tamura
2012-07-11,Mark Munoz,Chris Weidman
2012-07-11,James Te Huna,Joey Beltran
2012-07-11,Karlos Vemola,Francis Carmont
2012-07-11,Aaron Simpson,Kenny Robertson
2012-07-11,Chris Cariaso,Josh Ferguson
2012-07-11,Marcelo Guimaraes,Dan Stittgen
2012-07-11,Damacio Page,Alex Caceres
2012-07-21,Hector Lombard,Tim Boetsch
2012-07-21,Urijah Faber,Renan Barao
2012-07-21,Roland Delorme,Francisco Rivera
2012-07-21,Mitch Clarke,Anton Kuivanen
2012-07-21,Court McGee,Nick Ring
2012-07-21,Chris Clements,Matthew Riddle
2012-07-21,Cheick Kongo,Shawn Jordan
2012-07-21,Bryan Caraway,Mitch Gagnon
2012-07-21,Brian Ebersole,James Head
2012-07-21,Antonio Carvalho,Daniel Pineda
2012-07-21,Anthony Perosh,Ryan Jimmo
2012-08-04,Phil Davis,Wagner Prado
2012-08-04,Mike Swick,DaMarques Johnson
2012-08-04,Mauricio Rua,Brandon Vera
2012-08-04,Manvel Gamburyan,Michihiro Omigawa
2012-08-04,Philip De Fries,Oli Thompson
2012-08-04,Lyoto Machida,Ryan Bader
2012-08-04,John Moraga,Ulysses Gomez
2012-08-04,Joe Lauzon,Jamie Varner
2012-08-04,Cole Miller,Nam Phan
2012-08-04,Josh Grispi,Rani Yahya
2012-08-11,Yushin Okami,Buddy Roberts
2012-08-11,Nik Lentz,Eiji Mitsuoka
2012-08-11,Ken Stone,Erik Perez
2012-08-11,Justin Lawrence,Max Holloway
2012-08-11,Jared Hamman,Michael Kuiper
2012-08-11,Dustin Pague,Chico Camus
2012-08-11,Donald Cerrone,Melvin Guillard
2012-08-11,Dennis Bermudez,Tommy Hayden
2012-08-11,Benson Henderson,Frankie Edgar
2012-08-11,Jake Shields,Ed Herman
2012-09-22,Michael Bisping,Brian Stann
2012-09-22,TJ Grant,Evan Dunham
2012-09-22,Seth Baczynski,Simeon Thoresen
2012-09-22,Sean Pierson,Lance Benoist
2012-09-22,Mitch Gagnon,Walel Watson
2012-09-22,Matt Hamill,Roger Hollett
2012-09-22,Cub Swanson,Charles Oliveira
2012-09-22,Joseph Benavidez,Demetrious Johnson
2012-09-22,Jon Jones,Vitor Belfort
2012-09-22,Jimy Hettes,Marcus Brimage
2012-09-22,Igor Pokrajac,Vinny Magalhaes
2012-09-22,Kyle Noke,Charlie Brenneman
2012-09-29,Stefan Struve,Stipe Miocic
2012-09-29,Paul Sass,Matt Wiman
2012-09-29,Kyle Kingsbury,Jimi Manuwa
2012-09-29,John Hathaway,John Maguire
2012-09-29,Jason Young,Robert Peralta
2012-09-29,Tom Watson,Brad Tavares
2012-09-29,DaMarques Johnson,Gunnar Nelson
2012-09-29,Che Mills,Duane Ludwig
2012-09-29,Brad Pickett,Yves Jabouin
2012-09-29,Andy Ogle,Akira Corassani
2012-09-29,Dan Hardy,Amir Sadollah
2012-10-05,Travis Browne,Antonio Silva
2012-10-05,Michael Johnson,Danny Castillo
2012-10-05,Marcus LeVesseur,Carlo Prater
2012-10-05,Josh Neer,Justin Edwards
2012-10-05,John Dodson,Jussier Formiga
2012-10-05,Jacob Volkmann,Shane Roller
2012-10-05,Darren Uyenoyama,Phil Harris
2012-10-05,Bart Palaszewski,Diego Nunes
2012-10-05,Aaron Simpson,Mike Pierce
2012-10-05,Jake Ellenberger,Jay Hieron
2012-10-13,Jon Fitch,Erick Silva
2012-10-13,Rony Jason,Sam Sicilia
2012-10-13,Phil Davis,Wagner Prado
2012-10-13,Minotauro Nogueira,Dave Herman
2012-10-13,Luiz Cane,Chris Camozzi
2012-10-13,Glover Teixeira,Fabio Maldonado
2012-10-13,Sergio Moraes,Renee Forte
2012-10-13,Diego Brandao,Joey Gambino
2012-10-13,Anderson Silva,Stephan Bonnar
2012-10-13,Antonio Rodrigo Nogueira,Dave Herman
2012-10-13,Gleison Tibau,Francisco Trinaldo
2012-10-13,Demian Maia,Rick Story
2012-10-13,Cristiano Marcello,Reza Madadi
2012-11-10,Zhang Tiequan,Jon Tuck
2012-11-10,Yasuhiro Urushitani,John Lineker
2012-11-10,Tiequan Zhang,Jon Tuck
2012-11-10,Takeya Mizugaki,Jeff Hougland
2012-11-10,Thiago Silva,Stanislav Nedkov
2012-11-10,Riki Fukuda,Tom DeBlass
2012-11-10,Rich Franklin,Cung Le
2012-11-10,Dong Hyun Kim,Paulo Thiago
2012-11-10,Alex Caceres,Motonobu Tezuka
2012-11-10,Takanori Gomi,Mac Danzig
2012-11-17,Steven Siler,Darren Elkins
2012-11-17,Sam Stout,John Makdessi
2012-11-17,Patrick Cote,Alessio Sakara
2012-11-17,Matthew Riddle,John Maguire
2012-11-17,Mark Hominick,Pablo Garza
2012-11-17,Mark Bocek,Rafael Dos Anjos
2012-11-17,Ivan Menjivar,Azamat Gashimov
2012-11-17,Georges St-Pierre,Carlos Condit
2012-11-17,Francis Carmont,Tom Lawlor
2012-11-17,Cyrille Diabate,Chad Griggs
2012-11-17,Antonio Carvalho,Rodrigo Damm
2012-11-17,Johny Hendricks,Martin Kampmann
2012-12-08,Yves Edwards,Jeremy Stephens
2012-12-08,Scott Jorgensen,John Albert
2012-12-08,Raphael Assuncao,Mike Easton
2012-12-08,Ramsey Nijem,Joe Proctor
2012-12-08,Mike Swick,Matt Brown
2012-12-08,Mauricio Rua,Alexander Gustafsson
2012-12-08,Dennis Siver,Nam Phan
2012-12-08,Daron Cruickshank,Henry Martinez
2012-12-08,Benson Henderson,Nate Diaz
2012-12-08,BJ Penn,Rory MacDonald
2012-12-08,Marcus LeVesseur,Abel Trujillo
2012-12-14,Igor Pokrajac,Joey Beltran
2012-12-14,Robert Whittaker,Bradley Scott
2012-12-14,Robert Whittaker,Brad Scott
2012-12-14,Nick Penner,Cody Donovan
2012-12-14,Mike Pierce,Seth Baczynski
2012-12-14,George Sotiropoulos,Ross Pearson
2012-12-14,Chad Mendes,Yaotzin Meza
2012-12-14,Colin Fletcher,Norman Parke
2012-12-14,Hector Lombard,Rousimar Palhares
2012-12-14,Brendan Loughnane,Mike Wilkinson
2012-12-14,Benny Alloway,Manuel Rodriguez
2012-12-14,Ben Alloway,Manuel Rodriguez
2012-12-15,Vinc Pichel,Rustam Khabilov
2012-12-15,TJ Waldburger,Nick Catone
2012-12-15,Roy Nelson,Matt Mitrione
2012-12-15,Reuben Duran,Hugo Viana
2012-12-15,Pat Barry,Shane del Rosario
2012-12-15,Mike Rio,John Cofer
2012-12-15,Mike Pyle,James Head
2012-12-15,Johnny Bedford,Marcos Vinicius
2012-12-15,Jared Papazian,Tim Elliott
2012-12-15,Dustin Poirier,Jonathan Brookins
2012-12-15,Colton Smith,Mike Ricci
2012-12-29,Yushin Okami,Alan Belcher
2012-12-29,Tim Boetsch,Costas Philippou
2012-12-29,Tim Boetsch,Constantinos Philippou
2012-12-29,Philip De Fries,Todd Duffee
2012-12-29,Michael Johnson,Myles Jury
2012-12-29,Melvin Guillard,Jamie Varner
2012-12-29,Leonard Garcia,Max Holloway
2012-12-29,Junior Dos Santos,Cain Velasquez
2012-12-29,Jim Miller,Joe Lauzon
2012-12-29,Erik Perez,Byron Bloodworth
2012-12-29,Chris Leben,Derek Brunson
2012-12-29,Chris Cariaso,John Moraga
2012-12-29,Brad Pickett,Eddie Wineland
2013-01-19,Wagner Prado,Ildemar Alcantara
2013-01-19,Vitor Belfort,Michael Bisping
2013-01-19,Thiago Tavares,Khabib Nurmagomedov
2013-01-19,Ronny Markes,Andrew Craig
2013-01-19,Iuri Alcantara,Pedro Nobre
2013-01-19,Godofredo Pepey,Milton Vieira
2013-01-19,Gabriel Gonzaga,Ben Rothwell
2013-01-19,Francisco Trinaldo,CJ Keith
2013-01-19,Edson Barboza,Lucas Martins
2013-01-19,Diego Nunes,Nik Lentz
2013-01-19,Daniel Sarafian,CB Dollaway
2013-01-26,TJ Grant,Matt Wiman
2013-01-26,Simeon Thoresen,David Mitchell
2013-01-26,Ryan Bader,Vladimir Matyushenko
2013-01-26,Rampage Jackson,Glover Teixeira
2013-01-26,Rafael Natal,Sean Spencer
2013-01-26,Quinton Jackson,Glover Teixeira
2013-01-26,Anthony Pettis,Donald Cerrone
2013-01-26,Mike Russow,Shawn Jordan
2013-01-26,Erik Koch,Ricardo Lamas
2013-01-26,Demetrious Johnson,John Dodson
2013-01-26,Clay Guida,Hatsu Hioki
2013-01-26,Mike Stumpf,Pascal Krauss
2013-02-02,Yves Edwards,Isaac Vallie-Flagg
2013-02-02,Tyron Woodley,Jay Hieron
2013-02-02,Rashad Evans,Rogerio Nogueira
2013-02-02,Joseph Benavidez,Ian McCall
2013-02-02,Jose Aldo,Frankie Edgar
2013-02-02,Jon Fitch,Demian Maia
2013-02-02,Jacob Volkmann,Bobby Green
2013-02-02,Gleison Tibau,Evan Dunham
2013-02-02,Edwin Figueroa,Francisco Rivera
2013-02-02,Chico Camus,Dustin Kimura
2013-02-02,Alistair Overeem,Antonio Silva
2013-02-02,Jacob Volkmann,King Green
2013-02-16,Phil Harris,Ulysses Gomez
2013-02-16,Vaughan Lee,Motonobu Tezuka
2013-02-16,Tom Watson,Stanislav Nedkov
2013-02-16,Terry Etim,Renee Forte
2013-02-16,Renan Barao,Michael McDonald
2013-02-16,Paul Sass,Danny Castillo
2013-02-16,Andy Ogle,Josh Grispi
2013-02-16,James Te Huna,Ryan Jimmo
2013-02-16,Gunnar Nelson,Jorge Santiago
2013-02-16,Cub Swanson,Dustin Poirier
2013-02-16,Che Mills,Matthew Riddle
2013-02-16,Jimi Manuwa,Cyrille Diabate
2013-02-23,Urijah Faber,Ivan Menjivar
2013-02-23,Sam Stout,Caros Fodor
2013-02-23,Ronda Rousey,Liz Carmouche
2013-02-23,Nah-Shon Burrell,Yuri Villefort
2013-02-23,Michael Chiesa,Anton Kuivanen
2013-02-23,Lyoto Machida,Dan Henderson
2013-02-23,Josh Koscheck,Robbie Lawler
2013-02-23,Jon Manley,Neil Magny
2013-02-23,Dennis Bermudez,Matt Grice
2013-02-23,Court McGee,Josh Neer
2013-02-23,Brendan Schaub,Lavar Johnson
2013-02-23,Kenny Robertson,Brock Jardine
2013-03-02,Yushin Okami,Hector Lombard
2013-03-02,Wanderlei Silva,Brian Stann
2013-03-02,Takeya Mizugaki,Bryan Caraway
2013-03-02,Takanori Gomi,Diego Sanchez
2013-03-02,Stefan Struve,Mark Hunt
2013-03-02,Riki Fukuda,Brad Tavares
2013-03-02,Mizuto Hirota,Rani Yahya
2013-03-02,Marcelo Guimaraes,Hyun Gyu Lim
2013-03-02,Dong Hyun Kim,Siyar Bahadurzada
2013-03-02,Cristiano Marcello,Kazuki Tokudome
2013-03-02,Alex Caceres,Kyung Ho Kang
2013-03-16,TJ Dillashaw,Issei Tamura
2013-03-16,Rick Story,Quinn Mulhern
2013-03-16,Patrick Cote,Bobby Voelker
2013-03-16,Nick Ring,Chris Camozzi
2013-03-16,Mike Ricci,Colin Fletcher
2013-03-16,John Makdessi,Daron Cruickshank
2013-03-16,Antonio Carvalho,Darren Elkins
2013-03-16,Georges St-Pierre,Nick Diaz
2013-03-16,George Roop,Reuben Duran
2013-03-16,Dan Miller,Jordan Mein
2013-03-16,Carlos Condit,Johny Hendricks
2013-03-16,Jake Ellenberger,Nate Marquardt
2013-04-06,Matt Mitrione,Philip De Fries
2013-04-06,Ryan Couture,Ross Pearson
2013-04-06,Tor Troeng,Adam Cella
2013-04-06,Papy Abedi,Besam Yousef
2013-04-06,Michael Kuiper,Tom Lawlor
2013-04-06,Marcus Brimage,Conor McGregor
2013-04-06,Reza Madadi,Michael Johnson
2013-04-06,Diego Brandao,Pablo Garza
2013-04-06,Chris Spang,Adlan Amagov
2013-04-06,Brad Pickett,Mike Easton
2013-04-06,Benny Alloway,Ryan LaFlare
2013-04-06,Ben Alloway,Ryan LaFlare
2013-04-06,Akira Corassani,Robert Peralta
2013-04-06,Gegard Mousasi,Ilir Latifi
2013-04-13,Urijah Faber,Scott Jorgensen
2013-04-13,Uriah Hall,Kelvin Gastelum
2013-04-13,Travis Browne,Gabriel Gonzaga
2013-04-13,Sam Sicilia,Maximo Blanco
2013-04-13,Robert McDaniel,Gilbert Smith
2013-04-13,Miesha Tate,Cat Zingano
2013-04-13,Justin Lawrence,Daniel Pineda
2013-04-13,Josh Samman,Kevin Casey
2013-04-13,Dylan Andrews,Jimmy Quinlan
2013-04-13,Cole Miller,Bart Palaszewski
2013-04-13,Bubba McDaniel,Gilbert Smith
2013-04-13,Bristol Marunde,Clint Hester
2013-04-13,Luke Barnatt,Collin Hart
2013-04-20,Matt Brown,Jordan Mein
2013-04-20,TJ Dillashaw,Hugo Viana
2013-04-20,Tim Means,Jorge Masvidal
2013-04-20,Ramsey Nijem,Myles Jury
2013-04-20,Nate Diaz,Josh Thomson
2013-04-20,Joseph Benavidez,Darren Uyenoyama
2013-04-20,Benson Henderson,Gilbert Melendez
2013-04-20,Francis Carmont,Lorenz Larkin
2013-04-20,Clifford Starks,Yoel Romero
2013-04-20,Chad Mendes,Darren Elkins
2013-04-20,Anthony Njokuani,Roger Bowling
2013-04-20,Frank Mir,Daniel Cormier
2013-04-27,Sara McMann,Sheila Gaff
2013-04-27,Rustam Khabilov,Yancy Medeiros
2013-04-27,Roy Nelson,Cheick Kongo
2013-04-27,Phil Davis,Vinny Magalhaes
2013-04-27,Michael Bisping,Alan Belcher
2013-04-27,Jon Jones,Chael Sonnen
2013-04-27,Jim Miller,Pat Healy
2013-04-27,Gian Villante,Ovince Saint Preux
2013-04-27,Bryan Caraway,Johnny Bedford
2013-04-27,Steven Siler,Kurt Holobaugh
2013-04-27,Leonard Garcia,Cody McKenzie
2013-05-18,Rafael Dos Anjos,Evan Dunham
2013-05-18,Paulo Thiago,Michel Prazeres
2013-05-18,Vitor Belfort,Luke Rockhold
2013-05-18,Jussier Formiga,Chris Cariaso
2013-05-18,Rafael Natal,Joao Zeferino
2013-05-18,John Lineker,Azamat Gashimov
2013-05-18,Lucas Martins,Jeremy Larsen
2013-05-18,Iuri Alcantara,Iliarde Santos
2013-05-18,Jacare Souza,Chris Camozzi
2013-05-18,Hacran Dias,Nik Lentz
2013-05-18,Gleison Tibau,John Cholish
2013-05-18,Francisco Trinaldo,Mike Rio
2013-05-18,Fabio Maldonado,Roger Hollett
2013-05-25,Stephen Thompson,Nah-Shon Burrell
2013-05-25,Mike Pyle,Rick Story
2013-05-25,Khabib Nurmagomedov,Abel Trujillo
2013-05-25,Junior Dos Santos,Mark Hunt
2013-05-25,Jeremy Stephens,Estevan Payan
2013-05-25,Gray Maynard,TJ Grant
2013-05-25,Donald Cerrone,KJ Noons
2013-05-25,Dennis Bermudez,Max Holloway
2013-05-25,Colton Smith,Robert Whittaker
2013-05-25,Cain Velasquez,Antonio Silva
2013-05-25,Brian Bowles,George Roop
2013-05-25,Glover Teixeira,James Te Huna
2013-06-08,Rodrigo Damm,Mizuto Hirota
2013-06-08,William Patolino,Leonardo Santos
2013-06-08,William Macario,Leonardo Santos
2013-06-08,Thiago Silva,Rafael Feijao
2013-06-08,Thiago Silva,Rafael Cavalcante
2013-06-08,Rony Jason,Mike Wilkinson
2013-06-08,Raphael Assuncao,Vaughan Lee
2013-06-08,Antonio Braga Neto,Anthony Smith
2013-06-08,Ildemar Alcantara,Leandro Silva
2013-06-08,Godofredo Pepey,Felipe Arantes
2013-06-08,Erick Silva,Jason High
2013-06-08,Daniel Sarafian,Eddie Mendez
2013-06-08,Caio Magalhaes,Karlos Vemola
2013-06-08,Antonio Rodrigo Nogueira,Fabricio Werdum
2013-06-08,Minotauro Nogueira,Fabricio Werdum
2013-06-15,Roy Nelson,Stipe Miocic
2013-06-15,Yves Jabouin,Dustin Pague
2013-06-15,Sam Stout,James Krause
2013-06-15,Ryan Jimmo,Igor Pokrajac
2013-06-15,Roland Delorme,Edwin Figueroa
2013-06-15,Sean Pierson,Kenny Robertson
2013-06-15,Pat Barry,Shawn Jordan
2013-06-15,Alexis Davis,Rosi Sexton
2013-06-15,Rashad Evans,Dan Henderson
2013-06-15,Mitch Clarke,John Maguire
2013-06-15,Jake Shields,Tyron Woodley
2013-07-06,Mark Munoz,Tim Boetsch
2013-07-06,Tim Kennedy,Roger Gracie
2013-07-06,Seth Baczynski,Brian Melancon
2013-07-06,Norman Parke,Kazuki Tokudome
2013-07-06,Mike Pierce,David Mitchell
2013-07-06,Gabriel Gonzaga,Dave Herman
2013-07-06,Frankie Edgar,Charles Oliveira
2013-07-06,Edson Barboza,Rafaello Oliveira
2013-07-06,Cub Swanson,Dennis Siver
2013-07-06,Chris Leben,Andrew Craig
2013-07-06,Anderson Silva,Chris Weidman
2013-07-27,Rory MacDonald,Jake Ellenberger
2013-07-27,Robbie Lawler,Bobby Voelker
2013-07-27,Michael Chiesa,Jorge Masvidal
2013-07-27,Mac Danzig,Melvin Guillard
2013-07-27,Yves Edwards,Daron Cruickshank
2013-07-27,Liz Carmouche,Jessica Andrade
2013-07-27,John Albert,Yaotzin Meza
2013-07-27,Ed Herman,Trevor Smith
2013-07-27,Demetrious Johnson,John Moraga
2013-07-27,Danny Castillo,Tim Means
2013-07-27,Aaron Riley,Justin Salas
2013-07-27,Julie Kedzie,Germaine de Randamie
2013-08-03,Viscardi Andrade,Bristol Marunde
2013-08-03,Vinny Magalhaes,Anthony Perosh
2013-08-03,Thales Leites,Tom Watson
2013-08-03,Sergio Moraes,Neil Magny
2013-08-03,Rani Yahya,Josh Clopton
2013-08-03,Lyoto Machida,Phil Davis
2013-08-03,Jose Aldo,Chan Sung Jung
2013-08-03,Ian McCall,Iliarde Santos
2013-08-03,Ednaldo Oliveira,Francimar Barroso
2013-08-03,Cezar Ferreira,Thiago Santos
2013-08-03,Amanda Nunes,Sheila Gaff
2013-08-03,John Lineker,Jose Maria
2013-08-17,Matt Brown,Mike Pyle
2013-08-17,Urijah Faber,Iuri Alcantara
2013-08-17,Uriah Hall,John Howard
2013-08-17,Ramsey Nijem,James Vick
2013-08-17,Mike Brown,Steven Siler
2013-08-17,Manvel Gamburyan,Cole Miller
2013-08-17,Mauricio Rua,Chael Sonnen
2013-08-17,Diego Brandao,Daniel Pineda
2013-08-17,Joe Lauzon,Michael Johnson
2013-08-17,Conor McGregor,Max Holloway
2013-08-17,Cody Donovan,Ovince Saint Preux
2013-08-17,Brad Pickett,Michael McDonald
2013-08-17,Alistair Overeem,Travis Browne
2013-08-28,Zak Cummings,Benny Alloway
2013-08-28,Takeya Mizugaki,Erik Perez
2013-08-28,Roger Bowling,Abel Trujillo
2013-08-28,Kelvin Gastelum,Brian Melancon
2013-08-28,Justin Edwards,Brandon Thatch
2013-08-28,James Head,Jason High
2013-08-28,Zak Cummings,Ben Alloway
2013-08-28,Donald Cerrone,Rafael Dos Anjos
2013-08-28,Darren Elkins,Hatsu Hioki
2013-08-28,Court McGee,Robert Whittaker
2013-08-28,Carlos Condit,Martin Kampmann
2013-08-28,Brad Tavares,Robert McDaniel
2013-08-28,Brad Tavares,Bubba McDaniel
2013-08-28,Dylan Andrews,Papy Abedi
2013-08-31,Soa Palelei,Nikita Krylov
2013-08-31,Ryan Couture,Al Iaquinta
2013-08-31,Pascal Krauss,Hyun Gyu Lim
2013-08-31,Louis Gaudinot,Tim Elliott
2013-08-31,Jared Hamman,Magnus Cedenblad
2013-08-31,Jamie Varner,Gleison Tibau
2013-08-31,Frank Mir,Josh Barnett
2013-08-31,Chico Camus,Kyung Ho Kang
2013-08-31,Chad Mendes,Clay Guida
2013-08-31,Benson Henderson,Anthony Pettis
2013-08-31,Ben Rothwell,Brandon Vera
2013-08-31,Erik Koch,Dustin Poirier
2013-09-04,Lucas Martins,Junior Hernandez
2013-09-04,Yuri Villefort,Sean Spencer
2013-09-04,Rafael Natal,Tor Troeng
2013-09-04,Marcos Vinicius,Ali Bagautinov
2013-09-04,Lucas Martins,Ramiro Hernandez
2013-09-04,Keith Wisniewski,Ivan Jorge
2013-09-04,Yushin Okami,Jacare Souza
2013-09-04,Joao Zeferino,Elias Silverio
2013-09-04,Felipe Arantes,Edimilson Souza
2013-09-04,Felipe Arantes,Kevin Souza
2013-09-04,Joseph Benavidez,Jussier Formiga
2013-09-04,Glover Teixeira,Ryan Bader
2013-09-04,Francisco Trinaldo,Piotr Hallmann
2013-09-21,Roland Delorme,Alex Caceres
2013-09-21,Renan Barao,Eddie Wineland
2013-09-21,Pat Healy,Khabib Nurmagomedov
