event_date,fighter_a,fighter_b
2019-07-06,Edmen Shahbazyan,Jack Marshman
2019-07-06,Diego Sanchez,Michael Chiesa
2019-07-06,Claudia Gadelha,Randa Markos
2019-07-06,Caludia Gadelha,Randa Markos
2019-07-06,Amanda Nunes,Holly Holm
2019-07-06,Alejandro Perez,Song Yadong
2019-07-13,Pingyuan Liu,Jonathan Martinez
2019-07-13,Mike Rodriguez,John Allan
2019-07-13,Marvin Vettori,Cezar Ferreira
2019-07-13,Livinha Souza,Brianna Van Buren
2019-07-13,Livinha Souza,Brianna Fortino
2019-07-13,Liu Pingyuan,Jonathan Martinez
2019-07-13,Urijah Faber,Ricky Simon
2019-07-13,Julianna Pena,Nicco Montano
2019-07-13,Josh Emmett,Mirsad Bektic
2019-07-13,Germaine De Randamie,Aspen Ladd
2019-07-13,Darren Elkins,Ryan Hall
2019-07-13,Benito Lopez,Vince Morales
2019-07-13,Andre Fili,Sheymon Moraes
2019-07-13,Karl Roberson,Wellington Turman
2019-07-20,Sam Alvey,Klidson Abreu
2019-07-20,Roxanne Modafferi,Jennifer Maia
2019-07-20,Ray Borg,Gabriel Silva
2019-07-20,Raquel Pennington,Irene Aldana
2019-07-20,Rafael Dos Anjos,Leon Edwards
2019-07-20,Mario Bautista,Jin Soo Son
2019-07-20,Greg Hardy,Juan Adams
2019-07-20,Domingo Pilarte,Felipe Colares
2019-07-20,Andrei Arlovski,Ben Rothwell
2019-07-20,Alexander Hernandez,Francisco Trinaldo
2019-07-20,Alex Caceres,Steven Peterson
2019-07-20,Aleksei Oleinik,Walt Harris
2019-07-20,James Vick,Dan Hooker
2019-07-27,Gillian Robertson,Sarah Frota
2019-07-27,Olivier Aubin-Mercier,Arman Tsarukyan
2019-07-27,Max Holloway,Frankie Edgar
2019-07-27,Marc-Andre Barriault,Krzysztof Jotko
2019-07-27,Hakeem Dawodu,Yoshinori Horie
2019-07-27,Geoff Neal,Niko Price
2019-07-27,Marc-Andre Barriault,Krzystof Jotko
2019-07-27,Erik Koch,Kyle Stewart
2019-07-27,Alexandre Pantoja,Deiveson Figueiredo
2019-07-27,Alexis Davis,Viviane Araujo
2019-07-27,Gavin Tucker,Seungwoo Choi
2019-07-27,Cristiane Justino,Felicia Spencer
2019-07-27,Cris Cyborg,Felicia Spencer
2019-08-03,Miranda Granger,Hannah Goldy
2019-08-03,Trevin Giles,Gerald Meerschaert
2019-08-03,Scott Holtzman,Dong Hyun Ma
2019-08-03,Mickey Gall,Salim Touahri
2019-08-03,Lauren Murphy,Mara Romero Borella
2019-08-03,Jordan Espinosa,Matt Schnell
2019-08-03,Jim Miller,Clay Guida
2019-08-03,Darko Stosic,Kennedy Nzechukwu
2019-08-03,Colby Covington,Robbie Lawler
2019-08-03,Claudio Silva,Cole Williams
2019-08-03,Antonina Shevchenko,Lucie Pudilova
2019-08-03,Joaquim Silva,Nasrat Haqparast
2019-08-10,Valentina Shevchenko,Liz Carmouche
2019-08-10,Veronica Hardy,Polyana Viana
2019-08-10,Veronica Macedo,Polyana Viana
2019-08-10,Geraldo de Freitas,Chris Gutierrez
2019-08-10,Vincente Luque,Mike Perry
2019-08-10,Volkan Oezdemir,Ilir Latifi
2019-08-10,Tecia Torres,Marina Rodriguez
2019-08-10,Vicente Luque,Mike Perry
2019-08-10,Tecia Pennington,Marina Rodriguez
2019-08-10,Eduardo Garagorri,Humberto Bandenay
2019-08-10,Rodolfo Vieira,Oskar Piechota
2019-08-10,Luiz Garagorri,Humberto Bandenay
2019-08-10,Kazula Vargas,Alex Da Silva
2019-08-10,Gilbert Burns,Aleksei Kunchenko
2019-08-10,Enrique Barzola,Bobby Moffett
2019-08-10,Ciryl Gane,Raphael Pessoa Nunes
2019-08-10,Ciryl Gane,Raphael Pessoa
2019-08-10,Rogerio Bontorin,Raulian Paiva
2019-08-17,Kyung Ho Kang,Brandon Davis
2019-08-17,Sabina Mazo,Shana Dobson
2019-08-17,Raphael Assuncao,Cory Sandhagen
2019-08-17,Manny Bermudez,Casey Kenney
2019-08-17,Yoel Romero,Paulo Costa
2019-08-17,Hannah Cifers,Jodie Esquibel
2019-08-17,Devonte Smith,Khama Worthy
2019-08-17,Derek Brunson,Ian Heinisch
2019-08-17,Daniel Cormier,Stipe Miocic
2019-08-17,Christos Giagos,Drakkar Klose
2019-08-17,Anthony Pettis,Nate Diaz
2019-08-17,Gabriel Benitez,Sodiq Yusuff
2019-08-31,Wu Yanan,Mizuki Inoue
2019-08-31,Sumudaerji,Andre Soukhamthath
2019-08-31,Su Mudaerji,Andre Soukhamthath
2019-08-31,Song Kenan,Derrick Krantz
2019-08-31,Song Kenan,Derrick
2019-08-31,Li Jingliang,Elizeu Zaleski dos Santos
2019-08-31,Li Jingliang,Elizeu Dos Santos
2019-08-31,Karol Rosa,Lara Procopio
2019-08-31,Wu Yanan,Mizuki
2019-08-31,Junyong Park,Anthony Hernandez
2019-08-31,Jessica Andrade,Zhang Weili
2019-08-31,Heili Alateng,Danaa Batgerel
2019-08-31,Damir Ismagulov,Thiago Moises
2019-08-31,Da Woon Jung,Khadis Ibragimov
2019-08-31,Da Un Jung,Khadis Ibragimov
2019-08-31,Alatengheili,Batgerel Danaa
2019-08-31,Kai Kara-France,Mark De La Rosa
2019-09-07,Zubaira Tukhugov,Lerone Murphy
2019-09-07,Ottman Azaitar,Teemu Packalen
2019-09-07,Omari Akhmedov,Zak Cummings
2019-09-07,Nordine Taleb,Muslim Salikhov
2019-09-07,Mairbek Taisumov,Diego Ferreira
2019-09-07,Liana Jojua,Sarah Moras
2019-09-07,Khabib Nurmagomedov,Dustin Poirier
2019-09-07,Joanne Calderwood,Andrea Lee
2019-09-07,Islam Makhachev,Davi Ramos
2019-09-07,Edson Barboza,Paul Felder
2019-09-07,Don Madge,Fares Ziam
2019-09-07,Curtis Blaydes,Shamil Abdurakhimov
2019-09-07,Belal Muhammad,Takashi Sato
2019-09-07,Joanne Wood,Andrea Lee
2019-09-14,Marcin Tybura,Augusto Sakai
2019-09-14,Uriah Hall,Antonio Carlos Junior
2019-09-14,Todd Duffee,Jeff Hughes
2019-09-14,Misha Cirkunov,Jimmy Crute
2019-09-14,Michel Pereira,Tristan Connelly
2019-09-14,Louis Smolka,Ryan MacDonald
2019-09-14,Glover Teixeira,Nikita Krylov
2019-09-14,Kyle Prepolec,Austin Hubbard
2019-09-14,Donald Cerrone,Justin Gaethje
2019-09-14,Cole Smith,Miles Johns
2019-09-14,Chas Skelly,Jordan Griffin
2019-09-14,Brad Katona,Hunter Azure
2019-09-21,Vinicius Moreira,Paul Craig
2019-09-21,Sijara Eubanks,Bethe Correia
2019-09-21,Sergio Pettis,Tyson Nam
2019-09-21,Martin Bravo,Steven Peterson
2019-09-21,Marco Polo Reyes,Kyle Nelson
2019-09-21,Jose Quinonez,Carlos Huachin
2019-09-21,Yair Rodriguez,Jeremy Stephens
2019-09-21,Claudio Puelles,Marcos Mariano
2019-09-21,Carla Esparza,Alexa Grasso
2019-09-21,Caludio Puelles,Marcos Mariano
2019-09-21,Brandon Moreno,Askar Askarov
2019-09-21,Ariane Carnelossi,Angela Hill
2019-09-21,Irene Aldana,Vanessa Melo
2019-09-28,Siyar Bahadurzada,Ismail Naurdiev
2019-09-28,Nicolas Dalby,Alex Oliveira
2019-09-28,Michal Oleksiejczuk,Ovince Saint Preux
2019-09-28,Mark Madsen,Danilo Belluardo
2019-09-28,Marc Diakiese,Lando Vannata
2019-09-28,Macy Chiasson,Lina Lansberg
2019-09-28,Jack Hermansson,Jared Cannonier
2019-09-28,Ion Cutelaba,Khalil Rountree Jr.
2019-09-28,Gunnar Nelson,Gilbert Burns
2019-09-28,Brandon Davis,Giga Chikadze
2019-09-28,Alessio Di Chirico,Makhmud Muradov
2019-09-28,Alen Amedovski,John Phillips
2019-09-28,Jack Shore,Nohelin Hernandez
2019-10-05,Megan Anderson,Zarah Fairn
2019-10-05,Tai Tuivasa,Serghei Spivac
2019-10-05,Robert Whittaker,Israel Adesanya
2019-10-05,Nadia Kassem,Ji Yeon Kim
2019-10-05,Khalid Taha,Bruno Silva
2019-10-05,Luke Jumeau,Dhiego Lima
2019-10-05,Justin Tafa,Yorgan De Castro
2019-10-05,Jake Matthews,Rostem Akman
2019-10-05,Callan Potter,Maki Pitolo
2019-10-05,Brad Riddell,Jamie Mullarkey
2019-10-05,Al Iaquinta,Dan Hooker
2019-10-12,Ryan Spann,Devin Clark
2019-10-12,Niko Price,James Vick
2019-10-12,Mike Davis,Thomas Gifford
2019-10-12,Max Griffin,Alex Morono
2019-10-12,Matt Frevola,Luis Pena
2019-10-12,Marvin Vettori,Andrew Sanchez
2019-10-12,Marlon Vera,Andre Ewell
2019-10-12,Miguel Baeza,Hector Aldana
2019-10-12,Joanna Jedrzejczyk,Michelle Waterson-Gomez
2019-10-12,Joanna Jedrzejczyk,Michelle Waterson
2019-10-12,JJ Aldrich,Lauren Mueller
2019-10-12,Eryk Anders,Gerald Meerschaert
2019-10-12,Deiveson Figueiredo,Tim Elliott
2019-10-12,Cub Swanson,Kron Gracie
2019-10-12,Mackenzie Dern,Amanda Ribas
2019-10-18,Randy Costa,Boston Salmon
2019-10-18,Molly McCann,Diana Belbita
2019-10-18,Maycee Barber,Gillian Robertson
2019-10-18,Kyle Bochniak,Sean Woodson
2019-10-18,Joe Lauzon,Jonathan Pearce
2019-10-18,Greg Hardy,Ben Sosoli
2019-10-18,Daniel Spitz,Tanner Boser
2019-10-18,Deron Winn,Darren Stewart
2019-10-18,Court McGee,Sean Brady
2019-10-18,Charles Rosa,Manny Bermudez
2019-10-18,Brendan Allen,Kevin Holland
2019-10-18,Yair Rodriguez,Jeremy Stephens
2019-10-18,Dominick Reyes,Chris Weidman
2019-10-26,Muslim Salikhov,Laureano Staropoli
2019-10-26,Randa Markos,Ashley Yoder
2019-10-26,Raphael Pessoa Nunes,Jeff Hughes
2019-10-26,Maurice Greene,Sergei Pavlovich
2019-10-26,Raphael Pessoa,Jeff Hughes
2019-10-26,Loma Lookboonmee,Alexandra Albu
2019-10-26,Michael Johnson,Stevie Ray
2019-10-26,Frank Camacho,Beneil Dariush
2019-10-26,Loma Lookboonmee,Aleksandra Albu
2019-10-26,Enrique Barzola,Movsar Evloev
2019-10-26,Demian Maia,Ben Askren
2019-10-26,Ciryl Gane,Don'tale Mayes
2019-10-26,Alex White,Rafael Fiziev
2019-11-02,Stephen Thompson,Vicente Luque
2019-11-02,Shane Burgos,Makwan Amirkhani
2019-11-02,Lyman Good,Chance Rencountre
2019-11-02,Kevin Lee,Gregor Gillespie
2019-11-02,Kelvin Gastelum,Darren Till
2019-11-02,Katlyn Cerminara,Jennifer Maia
2019-11-02,Katlyn Chookagian,Jennifer Maia
2019-11-02,Jorge Masvidal,Nate Diaz
2019-11-02,Derrick Lewis,Blagoy Ivanov
2019-11-02,Corey Anderson,Johnny Walker
2019-11-02,Brad Tavares,Edmen Shahbazyan
2019-11-02,Andrei Arlovski,Jairzinho Rozenstruik
2019-11-02,Julio Arce,Hakeem Dawodu
2019-11-09,Ramazan Emeev,Anthony Rocco Martin
2019-11-09,Zelim Imadaev,Danny Roberts
2019-11-09,Zabit Magomedsharipov,Calvin Kattar
2019-11-09,Shamil Gamzatov,Klidson Abreu
2019-11-09,Rustam Khabilov,Sergey Khandozhko
2019-11-09,Roman Kopylov,Karl Roberson
2019-11-09,Ramazan Emeev,Rocco Martin
2019-11-09,Magomed Ankalaev,Dalcha Lungiambula
2019-11-09,Alekander Volkov,Greg Hardy
2019-11-09,Jessica-Rose Clark,Pannie Kianzad
2019-11-09,Grigory Popov,Davey Grant
2019-11-09,Grigorii Popov,Davey Grant
2019-11-09,Alexander Yakovlev,Roosevelt Roberts
2019-11-09,Alexander Volkov,Greg Hardy
2019-11-09,Abubakar Nurmagomedov,David Zawada
2019-11-09,Khadis Ibragimov,Ed Herman
2019-11-16,Markus Perez,Wellington Turman
2019-11-16,Vanessa Melo,Tracy Cortez
2019-11-16,Sergio Moraes,James Krause
2019-11-16,Ricardo Ramos,Eduardo Garagorri
2019-11-16,Mauricio Rua,Paul Craig
2019-11-16,Warlley Alves,Randy Brown
2019-11-16,Jan Blachowicz,Jacare Souza
2019-11-16,Douglas Silva de Andrade,Renan Barao
2019-11-16,Francisco Trinaldo,Bobby Green
2019-11-16,Charles Oliveira,Jared Gordon
2019-11-16,Ariane da Silva,Isabela de Padua
2019-11-16,Ariane Lipski,Isabela De Pauda
2019-11-16,Antonio Arroyo,Andre Muniz
2019-11-16,Francisco Trinaldo,King Green
2019-12-07,Stefan Struve,Ben Rothwell
2019-12-07,Rob Font,Ricky Simon
2019-12-07,Marina Rodriguez,Cynthia Calvillo
2019-12-07,Mallory Martin,Virna Jandiroba
2019-12-07,Makhmud Muradov,Trevor Smith
2019-12-07,Joe Solecki,Matt Wiman
2019-12-07,Thiago Alves,Tim Means
2019-12-07,Bryce Mitchell,Matt Sayles
2019-12-07,Billy Quarantillo,Jacob Kilburn
2019-12-07,Aspen Ladd,Yana Santos
2019-12-07,Aspen Ladd,Yana Kunitskaya
2019-12-07,Alistair Overeem,Jairzinho Rozenstruik
2019-12-07,Cody Stamann,Song Yadong
2019-12-14,Punahele Soriano,Oskar Piechota
2019-12-14,Petr Yan,Urijah Faber
2019-12-14,Peter Yan,Urijah Faber
2019-12-14,Max Holloway,Alexander Volkanovski
2019-12-14,Matt Brown,Ben Saunders
2019-12-14,Marlon Moraes,Jose Aldo
2019-12-14,Ketlen Vieira,Irene Aldana
2019-12-14,Ian Heinisch,Omari Akhmedov
2019-12-14,Jessica Eye,Viviane Araujo
2019-12-14,Geoff Neal,Mike Perry
2019-12-14,Chase Hooper,Daniel Teymur
2019-12-14,Brandon Moreno,Kai Kara-France
2019-12-14,Brandon Moreno,Kai Kara France
2019-12-14,Amanda Nunes,Germaine de Randamie
2019-12-14,Kamaru Usman,Colby Covington
2019-12-21,Kyung Ho Kang,Liu Pingyuan
2019-12-21,JunYong Park,Marc-Andre Barriault
2019-12-21,Kyung Ho Kang,Pingyuan Liu
2019-12-21,Heili Alateng,Ryan Benoit
2019-12-21,Raoni Barcelos,Said Nurmagomedov
2019-12-21,Volkan Oezdemir,Aleksandar Rakic
2019-12-21,Miranda Granger,Amanda Lemos
2019-12-21,Frankie Edgar,Chan Sung Jung
2019-12-21,Seungwoo Choi,Suman Mokhtarian
2019-12-21,Dong Hyun Ma,Omar Morales
2019-12-21,Dong Hyun Ma,Omar Antonio Morales Ferrer
2019-12-21,Da Woon Jung,Mike Rodriguez
2019-12-21,Da Un Jung,Mike Rodriguez
2019-12-21,Ciryl Gane,Tanner Boser
2019-12-21,Alexandre Pantoja,Matt Schnell
2019-12-21,Alatengheili,Ryan Benoit
2019-12-21,Dooho Choi,Charles Jourdain
2019-12-21, Jun Yong Park,Marc-Andre Barriault
2020-01-18,Sabina Mazo,JJ Aldrich
2020-01-18,Roxanne Modafferi,Maycee Barber
2020-01-18,Holly Holm,Raquel Pennington
2020-01-18,Drew Dober,Nasrat Haqparast
2020-01-18,Conor McGregor,Donald Cerrone
2020-01-18,Tim Elliott,Askar Askarov
2020-01-18,Brian Kelleher,Ode Obsourne
2020-01-18,Anthony Pettis,Diego Ferreira
2020-01-18,Andre Fili,Sodiq Yusuff
2020-01-18,Aleksei Oleinik,Maurice Greene
2020-01-18,Aleksa Camur,Justin Ledet
2020-01-18,Brian Kelleher,Ode Osbourne
2020-01-25,Sara McMann,Lina Lansberg
2020-01-25,Rafael Dos Anjos,Michael Chiesa
2020-01-25,Montel Jackson,Felipe Colares
2020-01-25,Justine Kish,Lucie Pudilova
2020-01-25,Justine Kish,Luci Pudilova
2020-01-25,Jordan Espinosa,Alex Perez
2020-01-25,Jamahal Hill,Darko Stosic
2020-01-25,Hannah Cifers,Angela Hill
2020-01-25,Curtis Blaydes,Junior Dos Santos
2020-01-25,Brett Johns,Tony Gravely
2020-01-25,Bevon Lewis,Dequan Townsend
2020-01-25,Arnold Allen,Nik Lentz
2020-01-25,Herbert Burns,Nate Landwehr
2020-02-08,Lauren Murphy,Andrea Lee
2020-02-08,Valentina Shevchenko,Katlyn Chookagian
2020-02-08,Valentina Shevchenko,Katlyn Cerminara
2020-02-08,Trevin Giles,James Krause
2020-02-08,Mirsad Bektic,Dan Ige
2020-02-08,Miles Johns,Mario Bautista
2020-02-08,Juan Adams,Justin Tafa
2020-02-08,Domingo Pilarte,Journey Newson
2020-02-08,Derrick Lewis,Ilir Latifi
2020-02-08,Austin Lingo,Youssef Zalel
2020-02-08,Austin Lingo,Youssef Zalal
2020-02-08,Andre Ewell,Jonathan Martinez
2020-02-08,Alex Morono,Khaos Williams
2020-02-08,Alex Morono,Kalinn Williams
2020-02-08,Jon Jones,Dominick Reyes
2020-02-15,Tim Means,Daniel Rodriguez
2020-02-15,Rogerio Bontorin,Ray Borg
2020-02-15,Mark De La Rosa,Raulian Paiva
2020-02-15,Macy Chiasson,Shanna Young
2020-02-15,Lando Vannata,Yancy Medeiros
2020-02-15,John Dodson,Nathaniel Wood
2020-02-15,Montana De La Rosa,Mara Romero Borella
2020-02-15,Diego Sanchez,Michel Pereira
2020-02-15,Devin Clark,Dequan Townsend
2020-02-15,Corey Anderson,Jan Blachowicz
2020-02-15,Casey Kenney,Merab Dvalishvili
2020-02-15,Brok Weaver,Kazula Vargas
2020-02-15,Jim Miller,Scott Holtzman
2020-02-22,Paul Felder,Dan Hooker
2020-02-22,Loma Lookboonmee,Angela Hill
2020-02-22,Kevin Aguilar,Zubaira Tukhugov
2020-02-22,Karolina Kowalkiewicz,Yan Xiaonan
2020-02-22,Kai Kara-France,Tyson Nam
2020-02-22,Kai Kara France,Tyson Nam
2020-02-22,Jimmy Crute,Michal Oleksiejczuk
2020-02-22,Jalin Turner,Josh Culibao
2020-02-22,Jalin Turner,Joshua Culibao
2020-02-22,Jake Matthews,Emil Meek
2020-02-22,Callan Potter,Song Kenan
2020-02-22,Brad Riddell,Magomed Mustafaev
2020-02-22,Ben Sosoli,Marcos Rogerio De Lima
2020-02-22,Priscila Cachoeira,Shana Dobson
2020-02-22,Jim Crute,Michal Oleksiejczuk
2020-02-29,Marcin Tybura,Serghei Spivac
2020-02-29,Luis Pena,Steve Garcia
2020-02-29,Sean Brady,Ismail Naurdiev
2020-02-29,Megan Anderson,Norma Dumont
2020-02-29,Joseph Benavidez,Deiveson Figueiredo
2020-02-29,Jordan Griffin,TJ Brown
2020-02-29,Grant Dawson,Darrick Minner
2020-02-29,Gabriel Silva,Kyler Phillips
2020-02-29,Felicia Spencer,Zarah Fairn
2020-02-29,Brendan Allen,Tom Breese
2020-02-29,Aalon Cruz,Spike Carlyle
2020-02-29,Ion Cutelaba,Magomed Ankalaev
2020-03-07,Weili Zhang,Joanna Jedrzejczyk
2020-03-07,Zhang Weili,Joanna Jedrzejczyk
2020-03-07,Sean O'Malley,Jose Quinonez
2020-03-07,Rodolfo Vieira,Saparbeg Safarov
2020-03-07,Neil Magny,Li Jingliang
2020-03-07,Mark Madsen,Austin Hubbard
2020-03-07,Jamall Emmers,Giga Chikadze
2020-03-07,Israel Adesanya,Yoel Romero
2020-03-07,Gerald Meerschaert,Deron Winn
2020-03-07,Danaa Batgerel,Guido Cannetti
2020-03-07,Beneil Dariush,Drakkar Klose
2020-03-07,Batgerel Danaa,Guido Cannetti
2020-03-07,Alex Oliveira,Max Griffin
2020-03-14,Veronica Macedo,Bea Malecki
2020-03-14,Veronica Hardy,Bea Malecki
2020-03-14,Renato Moicano,Damir Hadzovic
2020-03-14,Rani Yahya,Enrique Barzola
2020-03-14,Mayra Bueno Silva,Maryna Moroz
2020-03-14,Kevin Lee,Charles Oliveira
2020-03-14,Jussier Formiga,Brandon Moreno
2020-03-14,Amanda Ribas,Randa Markos
2020-03-14,Francisco Trinaldo,John Makdessi
2020-03-14,Elizeu Zaleski dos Santos,Aleksei Kunchenko
2020-03-14,Elizeu Dos Santos,Aleksei Kunchenko
2020-03-14,Demian Maia,Gilbert Burns
2020-03-14,Bruno Silva,David Dvorak
2020-03-14,Johnny Walker,Nikita Krylov
2020-05-09,Ryan Spann,Sam Alvey
2020-05-09,Tony Ferguson,Justin Gaethje
2020-05-09,Jeremy Stephens,Calvin Kattar
2020-05-09,Vicente Luque,Niko Price
2020-05-09,Uriah Hall,Jacare Souza
2020-05-09,Henry Cejudo,Dominick Cruz
2020-05-09,Greg Hardy,Yorgan De Castro
2020-05-09,Francis Ngannou,Jairzinho Rozenstruik
2020-05-09,Carla Esparza,Michelle Waterson-Gomez
2020-05-09,Carla Esparza,Michelle Waterson
2020-05-09,Bryce Mitchell,Charles Rosa
2020-05-09,Anthony Pettis,Donald Cerrone
2020-05-09,Aleksei Oleinik,Fabricio Werdum
2020-05-13,Sijara Eubanks,Sarah Moras
2020-05-13,Ricky Simon,Ray Borg
2020-05-13,Michael Johnson,Thiago Moises
2020-05-13,Hunter Azure,Brian Kelleher
2020-05-13,Gabriel Benitez,Omar Morales
2020-05-13,Chase Sherman,Ike Villanueva
2020-05-13,Ben Rothwell,Ovince Saint Preux
2020-05-13,Anthony Smith,Glover Teixeira
2020-05-13,Andrei Arlovski,Philipe Lins
2020-05-13,Alexander Hernandez,Drew Dober
2020-05-16,Song Yadong,Marlon Vera
2020-05-16,Rodrigo Nascimento,Don'Tale Mayes
2020-05-16,Nate Landwehr,Darren Elkins
2020-05-16,Miguel Baeza,Matt Brown
2020-05-16,Krzysztof Jotko,Eryk Anders
2020-05-16,Dan Ige,Edson Barboza
2020-05-16,Giga Chikadze,Irwin Rivera
2020-05-16,Cortney Casey,Mara Romero Borella
2020-05-16,Claudia Gadelha,Angela Hill
2020-05-16,Alistair Overeem,Walt Harris
2020-05-16,Kevin Holland,Anthony Hernandez
2020-05-30,Tim Elliott,Brandon Royval
2020-05-30,Roosevelt Roberts,Brok Weaver
2020-05-30,Mackenzie Dern,Hannah Cifers
2020-05-30,Louis Smolka,Casey Kenney
2020-05-30,Katlyn Chookagian,Antonina Shevchenko
2020-05-30,Daniel Rodriguez,Gabe Green
2020-05-30,Jamahal Hill,Klidson Abreu
2020-05-30,Chris Gutierrez,Vince Morales
2020-05-30,Blagoy Ivanov,Augusto Sakai
2020-05-30,Billy Quarantillo,Spike Carlyle
2020-05-30,Tyron Woodley,Gilbert Burns
2020-05-30,Katlyn Cerminara,Antonina Shevchenko
2020-06-06,Ian Heinisch,Gerald Meerschaert
2020-06-06,Evan Dunham,Herbert Burns
2020-06-06,Raphael Assuncao,Cody Garbrandt
2020-06-06,Jussier Formiga,Alex Perez
2020-06-06,Eddie Wineland,Sean O'Malley
2020-06-06,Neil Magny,Anthony Rocco Martin
2020-06-06,Charles Byrd,Maki Pitolo
2020-06-06,Amanda Nunes,Felicia Spencer
2020-06-06,Alonzo Menifield,Devin Clark
2020-06-06,Aljamain Sterling,Cory Sandhagen
2020-06-06,Alex Caceres,Chase Hooper
2020-06-06,Cody Stamann,Brian Kelleher
2020-06-13,Tyson Nam,Zarrukh Adashev
2020-06-13,Merab Dvalishvili,Gustavo Lopez
2020-06-13,Mariya Agapova,Hannah Cifers
2020-06-13,Karl Roberson,Marvin Vettori
2020-06-13,Julia Avila,Gina Mazany
2020-06-13,Jordan Espinosa,Mark De La Rosa
2020-06-13,Jessica Eye,Cynthia Calvillo
2020-06-13,Charles Rosa,Kevin Aguilar
2020-06-13,Anthony Ivy,Christian Aguilera
2020-06-13,Andre Fili,Charles Jourdain
2020-06-20,Tecia Torres,Brianna Van Buren
2020-06-20,Tecia Pennington,Brianna Fortino
2020-06-20,Roxanne Modafferi,Lauren Murphy
2020-06-20,Raquel Pennington,Marion Reneau
2020-06-20,Marc-Andre Barriault,Oskar Piechota
2020-06-20,Josh Emmett,Shane Burgos
2020-06-20,Jim Miller,Roosevelt Roberts
2020-06-20,Curtis Blaydes,Alexander Volkov
2020-06-20,Cortney Casey,Gillian Robertson
2020-06-20,Clay Guida,King Green
2020-06-20,Clay Guida,Bobby Green
2020-06-20,Belal Muhammad,Lyman Good
2020-06-20,Austin Hubbard,Max Rohskopf
2020-06-20,Frank Camacho,Justin Jaynes
2020-06-27,Luis Pena,Khama Worthy
2020-06-27,Takashi Sato,Jason Witt
2020-06-27,Sean Woodson,Julian Erosa
2020-06-27,Philipe Lins,Tanner Boser
2020-06-27,Mike Perry,Mickey Gall
2020-06-27,Mara Romero Borella,Miranda Maverick
2020-06-27,Gian Villante,Maurice Greene
2020-06-27,Jordan Griffin,Youssef Zalal
2020-06-27,Dustin Poirier,Dan Hooker
2020-06-27,Brendan Allen,Kyle Daukaus
2020-06-27,Kay Hansen,Jinh Yu Frey
2020-07-11,Martin Day,Davey Grant
2020-07-11,Petr Yan,Jose Aldo
2020-07-11,Marcin Tybura,Maxim Grishin
2020-07-11,Raulian Paiva,Zhalgas Zhumagulov
2020-07-11,Volkan Oezdemir,Jiri Prochazka
2020-07-11,Raulian Paiva,Zhalgas Zhamagulov
2020-07-11,Makwan Amirkhani,Danny Henry
2020-07-11,Amanda Ribas,Paige VanZant
2020-07-11,Karol Rosa,Vanessa Melo
2020-07-11,Kamaru Usman,Jorge Masvidal
2020-07-11,Jessica Andrade,Rose Namajunas
2020-07-11,Elizeu Zaleski dos Santos,Muslim Salikhov
2020-07-11,Leonardo Santos,Roman Bogatov
2020-07-11,Alexander Volkanovski,Max Holloway
2020-07-15,Tim Elliott,Ryan Benoit
2020-07-15,Ricardo Ramos,Lerone Murphy
2020-07-15,Molly McCann,Taila Santos
2020-07-15,Modestas Bukauskas,Andreas Michailidis
2020-07-15,John Phillips,Khamzat Chimaev
2020-07-15,Jimmie Rivera,Cody Stamann
2020-07-15,Jared Gordon,Chris Fishgold
2020-07-15,Jack Shore,Aaron Phillips
2020-07-15,Diana Belbita,Liana Jojua
2020-07-15,Calvin Kattar,Dan Ige
2020-07-15,Abdul Razak Alhassan,Mounir Lazzez
2020-07-18,Marc Diakiese,Rafael Fiziev
2020-07-18,Roman Dolidze,Khadis Ibragimov
2020-07-18,Malcolm Gordon,Amir Albazi
2020-07-18,Joe Duffy,Joel Alvarez
2020-07-18,Jack Hermansson,Kelvin Gastelum
2020-07-18,Grant Dawson,Nad Narimani
2020-07-18,Ariane Lipski,Luana Carolina
2020-07-18,Davi Ramos,Arman Tsarukyan
2020-07-18,Carlos Felipe,Serghei Spivac
2020-07-18,Brett Johns,Montel Jackson
2020-07-18,Ariane da Silva,Luana Carolina
2020-07-18,Alexandre Pantoja,Askar Askarov
2020-07-18,Deiveson Figueiredo,Joseph Benavidez
2020-07-25,Nathaniel Wood,John Castaneda
2020-07-25,Tanner Boser,Raphael Pessoa
2020-07-25,Robert Whittaker,Darren Till
2020-07-25,Ramazan Emeev,Niklas Stolze
2020-07-25,Paul Craig,Gadzhimurad Antigulov
2020-07-25,Tom Aspinall,Jake Collier
2020-07-25,Movsar Evloev,Mike Grundy
2020-07-25,Nicolas Dalby,Jesse Ronson
2020-07-25,Khamzat Chimaev,Rhys McKee
2020-07-25,Francisco Trinaldo,Jai Herbert
2020-07-25,Fabricio Werdum,Alexander Gustafsson
2020-07-25,Carla Esparza,Marina Rodriguez
2020-07-25,Bethe Correia,Pannie Kianzad
2020-07-25,Alex Oliveira,Peter Sobotta
2020-07-25,Mauricio Rua,Rogerio Nogueira
2020-08-01,Vicente Luque,Randy Brown
2020-08-01,Lando Vannata,King Green
2020-08-01,Lando Vannata,Bobby Green
2020-08-01,Johnny Munoz,Nate Maness
2020-08-01,Joanne Wood,Jennifer Maia
2020-08-01,Joanne Calderwood,Jennifer Maia
2020-08-01,Jamall Emmers,Vince Cachero
2020-08-01,Frankie Saenz,Jonathan Martinez
2020-08-01,Derek Brunson,Edmen Shahbazyan
