event_date,fighter_a,fighter_b,query_date,offset_days,a_fair_prob,b_fair_prob,a_decimal_odds,b_decimal_odds,num_bookmakers,source_url,source_fighter_page,source_row_text
2026-05-09,Ateba Gautier,Ozzy Diaz,2026-05-09,0,0.898447,0.101553,1.06993,9.4,5,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/Ateba-Gautier-18421,Ozzy Diaz | +675 | +700 | ... | +900 | May 9th 2026
2026-05-09,Baisangur Susurkaev,Djorden Santos,2026-05-09,0,0.846898,0.153102,1.125,6.25,5,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/Baisangur-Susurkaev-20386,Djorden Santos | +375 | +500 | ... | +600 | May 9th 2026
2026-05-09,Clayton Carpenter,Jose Ochoa,2026-05-09,0,0.381679,0.618321,2.5,1.549451,5,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/Clayton-Carpenter-10300,Jose Ochoa | -185 | -190 | ... | -180 | May 9th 2026
2026-05-09,Grant Dawson,Mateusz Rebecki,2026-05-09,0,0.568966,0.431034,1.684932,2.2,5,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/Grant-Dawson-5841,Mateusz Rebecki | -110 | +115 | ... | +135 | May 9th 2026
2026-05-09,Jim Miller,Jared Gordon,2026-05-09,0,0.301508,0.698492,3.15,1.359712,5,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/Jim-Miller-265,Jared Gordon | -250 | -280 | ... | -260 | May 9th 2026
2026-05-09,Joshua Van,Tatsuro Taira,2026-05-09,0,0.417007,0.582993,2.3,1.645161,5,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/Joshua-van-14745,Tatsuro Taira | -150 | -175 | ... | -152 | May 9th 2026
2026-05-09,Khamzat Chimaev,Sean Strickland,2026-05-09,0,0.789474,0.210526,1.2,4.5,5,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/Khamzat-Chimaev-10189,Sean Strickland | +300 | +310 | ... | +375 | May 9th 2026
2026-05-09,King Green,Jeremy Stephens,2026-05-09,0,0.768064,0.231936,1.238095,4.1,5,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/King-Green-19196,Jeremy Stephens | +170 | +300 | ... | +375 | May 9th 2026
2026-05-09,Pat Sabatini,William Gomis,2026-05-09,0,0.605301,0.394699,1.564972,2.4,5,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/Pat-Sabatini-8167,William Gomis | +230 | +138 | ... | +240 | May 9th 2026
2026-05-09,Roman Kopylov,Marco Tulio,2026-05-09,0,0.380826,0.619174,2.5,1.537634,5,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/Roman-Kopylov-7343,Marco Tulio | +190 | -188 | ... | -165 | May 9th 2026
