Date,Winner,Loser,odds_w,odds_l,tournament,tour,event_type,source
2026-01-09,Garland J.,Kudermetova P.,3.4,1.36,Canberra 125,wta,125,oddsportal
2026-01-08,Kudermetova P.,Sakatsume H.,1.571,2.45,Canberra 125,wta,125,oddsportal
2026-01-08,Garland J.,Snigur D.,2.5,1.571,Canberra 125,wta,125,oddsportal
2026-01-07,Sakatsume H.,Gorgodze E.,1.441,2.79,Canberra 125,wta,125,oddsportal
2026-01-07,Kudermetova P.,Yuan Y.,2.4,1.571,Canberra 125,wta,125,oddsportal
2026-01-07,Garland J.,Zidansek T.,1.529,2.5,Canberra 125,wta,125,oddsportal
2026-01-07,Snigur D.,Waltert S.,1.8,2.1,Canberra 125,wta,125,oddsportal
2026-01-07,Yuan Y.,Prozorova T.,1.671,2.2,Canberra 125,wta,125,oddsportal
2026-01-07,Sakatsume H.,Sherif M.,1.4,3.0,Canberra 125,wta,125,oddsportal
2026-01-06,Zidansek T.,Tararudee L.,2.45,1.529,Canberra 125,wta,125,oddsportal
2026-01-06,Kudermetova P.,Radivojevic L.,1.73,2.1,Canberra 125,wta,125,oddsportal
2026-01-06,Gorgodze E.,Uchijima M.,2.9,1.441,Canberra 125,wta,125,oddsportal
2026-01-06,Waltert S.,Vidmanova D.,2.04,1.8,Canberra 125,wta,125,oddsportal
2026-01-06,Snigur D.,Liang E. S.,1.3,3.5,Canberra 125,wta,125,oddsportal
2026-01-06,Prozorova T.,Bartunkova N.,1.8,2.04,Canberra 125,wta,125,oddsportal
2026-01-06,Sakatsume H.,Kokkinis T.,1.17,6.0,Canberra 125,wta,125,oddsportal
2026-01-05,Gorgodze E.,Kalieva E.,2.0,1.833,Canberra 125,wta,125,oddsportal
2026-01-05,Sherif M.,Micic E.,1.28,4.0,Canberra 125,wta,125,oddsportal
2026-01-05,Vidmanova D.,Stakusic M.,2.0,1.8,Canberra 125,wta,125,oddsportal
2026-01-05,Radivojevic L.,Kostovic T.,1.8,2.0,Canberra 125,wta,125,oddsportal
2026-01-05,Kudermetova P.,Korneeva A.,2.4,1.571,Canberra 125,wta,125,oddsportal
2026-01-05,Zidansek T.,Bronzetti L.,1.73,2.18,Canberra 125,wta,125,oddsportal
2026-01-05,Garland J.,Parry D.,2.1,1.73,Canberra 125,wta,125,oddsportal
2026-01-05,Iatcenko P.,Aiava D.,1.621,2.4,Canberra 125,wta,125,oddsportal
2026-01-05,Liang E. S.,Stefanini L.,2.1,1.752,Canberra 125,wta,125,oddsportal
2026-01-05,Snigur D.,Korpatsch T.,1.671,2.2,Canberra 125,wta,125,oddsportal
2026-01-05,Tararudee L.,Smith T. N.,1.29,4.09,Canberra 125,wta,125,oddsportal
2026-01-05,Uchijima M.,Brengle M.,1.5,2.63,Canberra 125,wta,125,oddsportal
2026-01-05,Gorgodze E.,Koevermans A.,1.952,1.8,Canberra 125,wta,125,oddsportal
2026-01-03,Hontama M.,Leonard M.,1.599,2.25,Canberra 125,wta,125,oddsportal
2026-01-03,Liang E. S.,Shymanovich I.,2.1,1.671,Canberra 125,wta,125,oddsportal
2026-01-03,Stoiana M.,Rame A.,1.15,5.0,Canberra 125,wta,125,oddsportal
2025-01-03,Ito A.,Wei S.,1.781,2.1,Canberra 125,wta,125,oddsportal
2025-01-02,Wei S.,Eala A.,1.73,2.1,Canberra 125,wta,125,oddsportal
2025-01-02,Ito A.,Parrizas-Diaz N.,1.8,2.0,Canberra 125,wta,125,oddsportal
2025-01-02,Wei S.,Waltert S.,1.8,2.04,Canberra 125,wta,125,oddsportal
2025-01-01,Ito A.,Stojanovic N.,2.2,1.699,Canberra 125,wta,125,oddsportal
2025-01-01,Eala A.,Preston T.,1.621,2.29,Canberra 125,wta,125,oddsportal
2025-01-01,Parrizas-Diaz N.,Selekhmeteva O.,1.621,2.38,Canberra 125,wta,125,oddsportal
2024-12-31,Eala A.,Hartono A.,1.45,2.75,Canberra 125,wta,125,oddsportal
2024-12-31,Stojanovic N.,Hule P.,1.3,3.5,Canberra 125,wta,125,oddsportal
2024-12-31,Selekhmeteva O.,Galfi D.,1.909,1.952,Canberra 125,wta,125,oddsportal
2024-12-31,Waltert S.,Jacquemot E.,1.909,1.909,Canberra 125,wta,125,oddsportal
2024-12-31,Preston T.,Stakusic M.,2.38,1.571,Canberra 125,wta,125,oddsportal
2024-12-31,Parrizas-Diaz N.,Saito S.,1.671,2.2,Canberra 125,wta,125,oddsportal
2024-12-31,Ito A.,Sasnovich A.,2.1,1.73,Canberra 125,wta,125,oddsportal
2024-12-31,Wei S.,Sawangkaew M.,1.909,1.909,Canberra 125,wta,125,oddsportal
2024-12-31,Hartono A.,Bondar A.,2.29,1.671,Canberra 125,wta,125,oddsportal
2024-12-31,Galfi D.,Snigur D.,2.0,1.8,Canberra 125,wta,125,oddsportal
2024-12-30,Stojanovic N.,Sierra S.,2.14,1.73,Canberra 125,wta,125,oddsportal
2024-12-30,Saito S.,Kovinic D.,1.09,8.0,Canberra 125,wta,125,oddsportal
2024-12-30,Preston T.,Oz I.,1.752,2.1,Canberra 125,wta,125,oddsportal
2024-12-30,Waltert S.,Semenistaja D.,1.621,2.5,Canberra 125,wta,125,oddsportal
2024-12-30,Jacquemot E.,Jones E.,1.73,2.1,Canberra 125,wta,125,oddsportal
2024-12-30,Parrizas-Diaz N.,Fett J.,1.4,3.2,Canberra 125,wta,125,oddsportal
2024-12-30,Eala A.,Kraus S.,1.37,3.4,Canberra 125,wta,125,oddsportal
2024-12-30,Sawangkaew M.,Seidel E.,1.571,2.38,Canberra 125,wta,125,oddsportal
2024-12-30,Selekhmeteva O.,Martic P.,1.8,2.1,Canberra 125,wta,125,oddsportal
2024-12-30,Ito A.,Timofeeva M.,1.909,1.909,Canberra 125,wta,125,oddsportal
2024-12-30,Hule P.,Zakharova A.,3.5,1.33,Canberra 125,wta,125,oddsportal
2024-12-29,Stakusic M.,Ruzic A.,1.8,2.04,Canberra 125,wta,125,oddsportal
2024-12-29,Eala A.,Subasic A.,1.06,7.75,Canberra 125,wta,125,oddsportal
2024-12-28,Waltert S.,da Silva Fick G.,1.26,3.6,Canberra 125,wta,125,oddsportal
2024-12-28,Koevermans A.,Falei A.,2.35,1.549,Canberra 125,wta,125,oddsportal
2024-12-28,Palicova B.,Micic E.,1.3,3.29,Canberra 125,wta,125,oddsportal
2024-12-28,Oz I.,Salkova D.,4.0,1.22,Canberra 125,wta,125,oddsportal
2024-12-28,Sierra S.,Bandecchi S.,1.752,2.0,Canberra 125,wta,125,oddsportal
2024-01-05,Parrizas-Diaz N.,Dart H.,2.0,1.8,Canberra 125,wta,125,oddsportal
2024-01-04,Dart H.,Volynets K.,2.0,1.8,Canberra 125,wta,125,oddsportal
2024-01-04,Parrizas-Diaz N.,Tauson C.,3.75,1.29,Canberra 125,wta,125,oddsportal
2024-01-03,Dart H.,Hibino N.,1.671,2.2,Canberra 125,wta,125,oddsportal
2024-01-03,Tauson C.,Joint M.,1.14,5.5,Canberra 125,wta,125,oddsportal
2024-01-03,Volynets K.,Bondar A.,1.671,2.2,Canberra 125,wta,125,oddsportal
2024-01-02,Volynets K.,McPhee K.,1.33,3.4,Canberra 125,wta,125,oddsportal
2024-01-02,Tauson C.,Ferro F.,1.33,3.4,Canberra 125,wta,125,oddsportal
2024-01-02,Parrizas-Diaz N.,Rakhimova K.,2.29,1.621,Canberra 125,wta,125,oddsportal
2024-01-02,Dart H.,Wang Y.,2.29,1.621,Canberra 125,wta,125,oddsportal
2024-01-02,Bondar A.,Burrage J.,2.38,1.571,Canberra 125,wta,125,oddsportal
2024-01-02,Dodin O.,Andreeva E.,3.5,1.3,Canberra 125,wta,125,oddsportal
2024-01-02,Hibino N.,Preston T.,1.571,2.38,Canberra 125,wta,125,oddsportal
2024-01-02,Joint M.,Seidel E.,4.0,1.25,Canberra 125,wta,125,oddsportal
2024-01-02,Ferro F.,Pigossi L.,1.4,3.0,Canberra 125,wta,125,oddsportal
2024-01-01,Seidel E.,Stefanini L.,1.621,2.29,Canberra 125,wta,125,oddsportal
2024-01-01,Joint M.,Errani S.,3.2,1.36,Canberra 125,wta,125,oddsportal
2024-01-01,Dodin O.,Snigur D.,2.29,1.621,Canberra 125,wta,125,oddsportal
2024-01-01,Andreeva E.,Marino R.,1.5,2.63,Canberra 125,wta,125,oddsportal
2024-01-01,Parrizas-Diaz N.,Naef C.,2.75,1.441,Canberra 125,wta,125,oddsportal
2024-01-01,Tauson C.,Golubic V.,1.671,2.2,Canberra 125,wta,125,oddsportal
2024-01-01,Rakhimova K.,Peterson R.,2.1,1.73,Canberra 125,wta,125,oddsportal
2024-01-01,Dart H.,Friedsam A-L.,1.529,2.5,Canberra 125,wta,125,oddsportal
2024-01-01,Burrage J.,Sharma A.,1.73,2.1,Canberra 125,wta,125,oddsportal
2024-01-01,McPhee K.,Zarazua R.,2.75,1.441,Canberra 125,wta,125,oddsportal
2024-01-01,Hibino N.,Sebov K.,2.0,1.8,Canberra 125,wta,125,oddsportal
2024-01-01,Wang Y.,Jones E.,1.07,9.0,Canberra 125,wta,125,oddsportal
2024-01-01,Volynets K.,Mandlik E.,2.0,1.8,Canberra 125,wta,125,oddsportal
2026-02-22,Charaeva A.,Guo H.,1.833,2.0,Midland 125,wta,125,oddsportal
2026-02-21,Charaeva A.,Vidmanova D.,3.4,1.33,Midland 125,wta,125,oddsportal
2026-02-21,Guo H.,Stoiana M.,2.79,1.42,Midland 125,wta,125,oddsportal
2026-02-20,Guo H.,Kalieva E.,2.29,1.73,Midland 125,wta,125,oddsportal
2026-02-20,Stoiana M.,Sebov K.,1.529,2.63,Midland 125,wta,125,oddsportal
2026-02-20,Charaeva A.,Hibino N.,2.0,1.833,Midland 125,wta,125,oddsportal
2026-02-20,Vidmanova D.,Frey A.,1.15,5.5,Midland 125,wta,125,oddsportal
2026-02-19,Kalieva E.,Hosogi S.,1.3,3.4,Midland 125,wta,125,oddsportal
2026-02-19,Hibino N.,Osuigwe W.,1.671,2.2,Midland 125,wta,125,oddsportal
2026-02-19,Vidmanova D.,Lee G.,1.07,9.0,Midland 125,wta,125,oddsportal
2026-02-18,Frey A.,Day K.,8.5,1.06,Midland 125,wta,125,oddsportal
2026-02-18,Charaeva A.,You X.,1.621,2.45,Midland 125,wta,125,oddsportal
2026-02-18,Stoiana M.,Brengle M.,1.599,2.25,Midland 125,wta,125,oddsportal
2026-02-18,Sebov K.,Cross K.,1.909,1.909,Midland 125,wta,125,oddsportal
2026-02-18,Hibino N.,Ansari C.,1.36,3.1,Midland 125,wta,125,oddsportal
2026-02-18,Vidmanova D.,Sawashiro K.,1.07,8.5,Midland 125,wta,125,oddsportal
2026-02-17,Hosogi S.,Liu C.,4.33,1.24,Midland 125,wta,125,oddsportal
2026-02-17,Day K.,Coleman E.,1.06,9.75,Midland 125,wta,125,oddsportal
2026-02-17,Guo H.,Chirico L.,1.87,1.909,Midland 125,wta,125,oddsportal
2026-02-17,Kalieva E.,Rogers A. S.,1.25,3.75,Midland 125,wta,125,oddsportal
2026-02-17,Cross K.,Brace C.,1.833,2.0,Midland 125,wta,125,oddsportal
2026-02-17,Lee G.,Ma L.,4.5,1.22,Midland 125,wta,125,oddsportal
2026-02-17,Charaeva A.,Xu S.,1.529,2.54,Midland 125,wta,125,oddsportal
2026-02-17,Osuigwe W.,Hewitt D.,1.36,3.0,Midland 125,wta,125,oddsportal
2026-02-16,You X.,Karatancheva L.,1.529,2.4,Midland 125,wta,125,oddsportal
2026-02-16,Sebov K.,Krueger A.,3.1,1.36,Midland 125,wta,125,oddsportal
2026-02-16,Frey A.,Mandlik E.,11.0,1.03,Midland 125,wta,125,oddsportal
2026-02-16,Stoiana M.,Chang H.,1.36,4.0,Midland 125,wta,125,oddsportal
2026-02-16,Brengle M.,Scott K.,1.901,2.0,Midland 125,wta,125,oddsportal
2024-11-10,Marino R.,Parks A.,1.752,2.1,Midland 125,wta,125,oddsportal
2024-11-09,Marino R.,Tsurenko L.,1.87,2.0,Midland 125,wta,125,oddsportal
2024-11-09,Parks A.,Davis L.,1.73,2.0,Midland 125,wta,125,oddsportal
2024-11-08,Tsurenko L.,Miller K.,1.26,3.75,Midland 125,wta,125,oddsportal
2024-11-08,Marino R.,Korneeva A.,2.29,1.599,Midland 125,wta,125,oddsportal
2024-11-08,Parks A.,Sharma A.,1.571,2.45,Midland 125,wta,125,oddsportal
2024-11-08,Davis L.,Lepchenko V.,1.529,2.5,Midland 125,wta,125,oddsportal
2024-11-07,Marino R.,Chirico L.,1.33,3.25,Midland 125,wta,125,oddsportal
2024-11-07,Sharma A.,Tikhonova A.,2.2,1.649,Midland 125,wta,125,oddsportal
2024-11-07,Miller K.,Kudermetova P.,4.5,1.2,Midland 125,wta,125,oddsportal
2024-11-07,Lepchenko V.,Kaji H.,1.42,3.0,Midland 125,wta,125,oddsportal
2024-11-06,Parks A.,McNally C.,2.0,1.752,Midland 125,wta,125,oddsportal
2024-11-06,Korneeva A.,Knutson G.,1.2,4.4,Midland 125,wta,125,oddsportal
2024-11-06,Sharma A.,Li A.,4.5,1.17,Midland 125,wta,125,oddsportal
2024-11-06,Davis L.,Osuigwe W.,1.29,3.5,Midland 125,wta,125,oddsportal
2024-11-06,Kudermetova P.,Scott K.,1.18,4.5,Midland 125,wta,125,oddsportal
2024-11-06,Tsurenko L.,Teichmann J.,1.671,2.14,Midland 125,wta,125,oddsportal
2024-11-05,Miller K.,Loeb J.,1.529,2.5,Midland 125,wta,125,oddsportal
2024-11-05,Tikhonova A.,Chang S.,1.33,3.25,Midland 125,wta,125,oddsportal
2024-11-05,Korneeva A.,Joint M.,1.5,2.5,Midland 125,wta,125,oddsportal
2024-11-05,Chirico L.,Zhao C.,1.36,3.4,Midland 125,wta,125,oddsportal
2024-11-05,McNally C.,Kung L.,1.549,2.4,Midland 125,wta,125,oddsportal
2024-11-05,Lepchenko V.,Stakusic M.,2.63,1.45,Midland 125,wta,125,oddsportal
2024-11-05,Osuigwe W.,Maria T.,3.9,1.22,Midland 125,wta,125,oddsportal
2024-11-05,Marino R.,Anderson R.,1.36,3.2,Midland 125,wta,125,oddsportal
2024-11-05,Kaji H.,Appleton E.,1.752,2.1,Midland 125,wta,125,oddsportal
2024-11-04,Teichmann J.,Mandlik E.,1.87,1.833,Midland 125,wta,125,oddsportal
2022-11-06,McNally C.,Friedsam A-L.,1.441,2.75,Midland 125,wta,125,oddsportal
2022-11-05,McNally C.,Stearns P.,1.3,3.5,Midland 125,wta,125,oddsportal
2022-11-05,Friedsam A-L.,Li A.,2.62,1.5,Midland 125,wta,125,oddsportal
2022-11-04,McNally C.,Kenin S.,1.658,2.2,Midland 125,wta,125,oddsportal
2022-11-04,Friedsam A-L.,Osorio C.,2.75,1.441,Midland 125,wta,125,oddsportal
2022-11-04,Stearns P.,Sebov K.,1.571,2.37,Midland 125,wta,125,oddsportal
2022-11-04,Li A.,Hibino N.,1.529,2.5,Midland 125,wta,125,oddsportal
2022-11-03,McNally C.,Jang S. J.,1.16,5.0,Midland 125,wta,125,oddsportal
2022-11-03,Friedsam A-L.,Vickery S.,1.8,2.0,Midland 125,wta,125,oddsportal
2022-11-03,Hibino N.,Anderson R.,1.61,2.29,Midland 125,wta,125,oddsportal
2022-11-03,Osorio C.,Mandlik E.,1.719,2.1,Midland 125,wta,125,oddsportal
2022-11-03,Stearns P.,Krueger A.,1.901,1.901,Midland 125,wta,125,oddsportal
2022-11-03,Sebov K.,Zhu L.,3.2,1.36,Midland 125,wta,125,oddsportal
2022-11-02,Kenin S.,Brengle M.,2.37,1.571,Midland 125,wta,125,oddsportal
2022-11-02,Li A.,Frech M.,1.8,2.0,Midland 125,wta,125,oddsportal
2022-11-02,Anderson R.,Scott K.,2.0,1.8,Midland 125,wta,125,oddsportal
2022-11-02,Jang S. J.,Day K.,1.901,1.901,Midland 125,wta,125,oddsportal
2022-11-01,Osorio C.,Bouchard E.,1.8,2.0,Midland 125,wta,125,oddsportal
2022-11-01,Mandlik E.,Lee G.,1.2,4.5,Midland 125,wta,125,oddsportal
2022-11-01,Krueger A.,Uchijima M.,2.0,1.8,Midland 125,wta,125,oddsportal
2022-11-01,McNally C.,Parks A.,1.3,3.5,Midland 125,wta,125,oddsportal
2022-11-01,Stearns P.,Muhammad A.,2.1,1.719,Midland 125,wta,125,oddsportal
2022-11-01,Brengle M.,Zhao C.,1.12,6.0,Midland 125,wta,125,oddsportal
2022-11-01,Vickery S.,Kalieva E.,1.719,2.1,Midland 125,wta,125,oddsportal
2022-11-01,Kenin S.,Mateas M.,1.08,8.0,Midland 125,wta,125,oddsportal
2022-11-01,Frech M.,Vandeweghe C.,1.61,2.29,Midland 125,wta,125,oddsportal
2022-11-01,Sebov K.,Montgomery R.,3.2,1.36,Midland 125,wta,125,oddsportal
2022-10-31,Hibino N.,Zhang S.,3.4,1.33,Midland 125,wta,125,oddsportal
2022-10-31,Zhu L.,Chirico L.,1.441,2.75,Midland 125,wta,125,oddsportal
2026-03-01,Uchijima M.,Kalinina A.,2.5,1.571,Antalya 125 #1,wta,125,oddsportal
2026-02-28,Kalinina A.,Erjavec V.,1.45,2.7,Antalya 125 #1,wta,125,oddsportal
2026-02-28,Uchijima M.,Sherif M.,1.833,1.952,Antalya 125 #1,wta,125,oddsportal
2026-02-27,Sherif M.,Toth A. K.,1.24,4.5,Antalya 125 #1,wta,125,oddsportal
2026-02-27,Erjavec V.,Brancaccio N.,1.571,2.45,Antalya 125 #1,wta,125,oddsportal
2026-02-27,Uchijima M.,Papamichail D.,1.18,4.5,Antalya 125 #1,wta,125,oddsportal
2026-02-27,Kalinina A.,Gorgodze E.,1.26,3.75,Antalya 125 #1,wta,125,oddsportal
2026-02-26,Kalinina A.,Zavatska K.,1.4,3.25,Antalya 125 #1,wta,125,oddsportal
2026-02-26,Toth A. K.,Oliynykova O.,5.0,1.17,Antalya 125 #1,wta,125,oddsportal
2026-02-26,Sherif M.,Zolotareva A.,1.17,5.5,Antalya 125 #1,wta,125,oddsportal
2026-02-26,Gorgodze E.,Janicijevic S.,1.529,2.63,Antalya 125 #1,wta,125,oddsportal
2026-02-26,Papamichail D.,Shymanovich I.,2.79,1.5,Antalya 125 #1,wta,125,oddsportal
2026-02-26,Uchijima M.,Gasanova A.,1.4,2.79,Antalya 125 #1,wta,125,oddsportal
2026-02-26,Brancaccio N.,Udvardy P.,2.29,1.571,Antalya 125 #1,wta,125,oddsportal
2026-02-26,Erjavec V.,Romero Gormaz L.,1.781,2.0,Antalya 125 #1,wta,125,oddsportal
2026-02-25,Oliynykova O.,Kudermetova P.,1.4,2.95,Antalya 125 #1,wta,125,oddsportal
2026-02-25,Kalinina A.,Ibragimova A.,1.29,3.6,Antalya 125 #1,wta,125,oddsportal
2026-02-25,Papamichail D.,Bronzetti L.,2.7,1.441,Antalya 125 #1,wta,125,oddsportal
2026-02-25,Gasanova A.,Oz I.,1.26,3.75,Antalya 125 #1,wta,125,oddsportal
2026-02-25,Gorgodze E.,Lachinova A.,1.36,4.33,Antalya 125 #1,wta,125,oddsportal
2026-02-25,Udvardy P.,Monnet C.,1.549,2.38,Antalya 125 #1,wta,125,oddsportal
2026-02-25,Janicijevic S.,Rus A.,4.0,1.22,Antalya 125 #1,wta,125,oddsportal
2026-02-24,Romero Gormaz L.,Spiteri D.,1.441,2.79,Antalya 125 #1,wta,125,oddsportal
2026-02-24,Erjavec V.,Yoruk I.,1.03,15.5,Antalya 125 #1,wta,125,oddsportal
2026-02-24,Shymanovich I.,Pigossi L.,1.571,2.5,Antalya 125 #1,wta,125,oddsportal
2026-02-24,Brancaccio N.,Kumru A.,1.05,8.5,Antalya 125 #1,wta,125,oddsportal
2026-02-24,Sherif M.,Maristany G.,1.45,2.63,Antalya 125 #1,wta,125,oddsportal
2025-03-23,Todoni A. A.,Romero Gormaz L.,1.36,3.2,Antalya 125 #1,wta,125,oddsportal
2025-03-22,Romero Gormaz L.,Chwalinska M.,2.25,1.699,Antalya 125 #1,wta,125,oddsportal
2025-03-21,Todoni A. A.,Rus A.,1.621,2.25,Antalya 125 #1,wta,125,oddsportal
2025-03-21,Burel C.,Paquet C.,1.36,3.1,Antalya 125 #1,wta,125,oddsportal
2025-03-21,Romero Gormaz L.,Jimenez Kasintseva V.,2.38,1.671,Antalya 125 #1,wta,125,oddsportal
2025-03-21,Chwalinska M.,Jacquemot E.,1.833,2.0,Antalya 125 #1,wta,125,oddsportal
2025-03-20,Paquet C.,Zidansek T.,2.45,1.529,Antalya 125 #1,wta,125,oddsportal
2025-03-20,Jacquemot E.,Erjavec V.,1.901,1.901,Antalya 125 #1,wta,125,oddsportal
2025-03-20,Burel C.,Semenistaja D.,1.549,2.4,Antalya 125 #1,wta,125,oddsportal
2025-03-20,Rus A.,Zakharova A.,1.621,2.29,Antalya 125 #1,wta,125,oddsportal
2025-03-20,Romero Gormaz L.,Seidel E.,3.0,1.4,Antalya 125 #1,wta,125,oddsportal
2025-03-20,Jimenez Kasintseva V.,Teichmann J.,3.1,1.36,Antalya 125 #1,wta,125,oddsportal
2025-03-20,Chwalinska M.,Carle M. L.,2.38,1.599,Antalya 125 #1,wta,125,oddsportal
2025-03-20,Todoni A. A.,Fett J.,1.36,3.1,Antalya 125 #1,wta,125,oddsportal
2025-03-19,Erjavec V.,Parry D.,2.0,1.8,Antalya 125 #1,wta,125,oddsportal
2025-03-19,Romero Gormaz L.,Wei S.,1.571,2.63,Antalya 125 #1,wta,125,oddsportal
2025-03-19,Zakharova A.,Kumru A.,1.07,9.25,Antalya 125 #1,wta,125,oddsportal
2025-03-19,Paquet C.,Arango E.,2.79,1.42,Antalya 125 #1,wta,125,oddsportal
2025-03-19,Zidansek T.,Noha Akugue N.,1.571,2.4,Antalya 125 #1,wta,125,oddsportal
2025-03-19,Burel C.,Parrizas-Diaz N.,1.909,1.847,Antalya 125 #1,wta,125,oddsportal
2025-03-19,Chwalinska M.,Diyas Z.,1.17,5.0,Antalya 125 #1,wta,125,oddsportal
2025-03-19,Semenistaja D.,Pridankina E.,2.18,1.671,Antalya 125 #1,wta,125,oddsportal
2025-03-18,Jacquemot E.,Buyukakcay C.,1.22,4.75,Antalya 125 #1,wta,125,oddsportal
2025-03-18,Jimenez Kasintseva V.,Dilek D.,1.07,8.25,Antalya 125 #1,wta,125,oddsportal
2025-03-18,Seidel E.,Selekhmeteva O.,1.719,2.1,Antalya 125 #1,wta,125,oddsportal
2025-03-18,Fett J.,Rouvroy M.,1.719,2.1,Antalya 125 #1,wta,125,oddsportal
2025-03-18,Teichmann J.,Riera J.,1.3,3.5,Antalya 125 #1,wta,125,oddsportal
2025-03-18,Rus A.,Aksu A.,1.21,4.5,Antalya 125 #1,wta,125,oddsportal
2025-03-18,Todoni A. A.,Udvardy P.,1.45,2.7,Antalya 125 #1,wta,125,oddsportal
2024-03-30,Begu I.,Uchijima M.,1.529,2.38,Antalya 125 #1,wta,125,oddsportal
2024-03-30,Bouzas Maneiro J.,Waltert S.,1.621,2.2,Antalya 125 #1,wta,125,oddsportal
2024-03-29,Begu I.,Hercog P.,1.4,2.75,Antalya 125 #1,wta,125,oddsportal
2024-03-29,Uchijima M.,Sonmez Z.,2.1,1.671,Antalya 125 #1,wta,125,oddsportal
2024-03-29,Bouzas Maneiro J.,Kudermetova P.,1.5,2.5,Antalya 125 #1,wta,125,oddsportal
2024-03-29,Waltert S.,Danilovic O.,2.63,1.441,Antalya 125 #1,wta,125,oddsportal
2024-03-28,Begu I.,Wuerth T.,1.22,4.0,Antalya 125 #1,wta,125,oddsportal
2024-03-28,Uchijima M.,Semenistaja D.,2.0,1.73,Antalya 125 #1,wta,125,oddsportal
2024-03-28,Waltert S.,Jacquemot E.,2.0,1.73,Antalya 125 #1,wta,125,oddsportal
2024-03-28,Sonmez Z.,Seidel E.,2.0,1.73,Antalya 125 #1,wta,125,oddsportal
2024-03-28,Hercog P.,Babos T.,1.8,1.909,Antalya 125 #1,wta,125,oddsportal
2024-03-28,Danilovic O.,Kawa K.,1.25,3.75,Antalya 125 #1,wta,125,oddsportal
2024-03-28,Bouzas Maneiro J.,Romero Gormaz L.,1.4,2.75,Antalya 125 #1,wta,125,oddsportal
2024-03-27,Sonmez Z.,Ferro F.,2.0,1.73,Antalya 125 #1,wta,125,oddsportal
2024-03-27,Jacquemot E.,Paquet C.,1.529,2.38,Antalya 125 #1,wta,125,oddsportal
2024-03-27,Noha Akugue N.,Grabher J.,1.73,2.0,Antalya 125 #1,wta,125,oddsportal
2024-03-27,Kawa K.,Ruse G.,2.63,1.441,Antalya 125 #1,wta,125,oddsportal
2024-03-27,Babos T.,Oz I.,2.0,1.73,Antalya 125 #1,wta,125,oddsportal
2024-03-27,Hercog P.,Bejlek S.,3.25,1.33,Antalya 125 #1,wta,125,oddsportal
2024-03-27,Kudermetova P.,Gureva A.,1.3,3.4,Antalya 125 #1,wta,125,oddsportal
2024-03-27,Danilovic O.,Lys E.,1.833,1.833,Antalya 125 #1,wta,125,oddsportal
2024-03-27,Semenistaja D.,Monnet C.,1.441,2.63,Antalya 125 #1,wta,125,oddsportal
2024-03-26,Wuerth T.,Buyukakcay C.,1.33,3.25,Antalya 125 #1,wta,125,oddsportal
2024-03-26,Romero Gormaz L.,Kumru A.,1.02,12.0,Antalya 125 #1,wta,125,oddsportal
2024-03-26,Begu I.,Kraus S.,1.441,2.63,Antalya 125 #1,wta,125,oddsportal
2024-03-26,Waltert S.,Galfi D.,1.833,1.833,Antalya 125 #1,wta,125,oddsportal
2024-03-26,Seidel E.,Fett J.,1.529,2.38,Antalya 125 #1,wta,125,oddsportal
2025-03-30,Danilovic O.,Jimenez Kasintseva V.,1.2,4.59,Antalya 125 #2,wta,125,oddsportal
2025-03-29,Danilovic O.,Selekhmeteva O.,1.22,4.2,Antalya 125 #2,wta,125,oddsportal
2025-03-29,Jimenez Kasintseva V.,Erjavec V.,2.2,1.671,Antalya 125 #2,wta,125,oddsportal
2025-03-28,Erjavec V.,Carle M. L.,2.38,1.599,Antalya 125 #2,wta,125,oddsportal
2025-03-28,Danilovic O.,Waltert S.,1.22,4.09,Antalya 125 #2,wta,125,oddsportal
2025-03-28,Jimenez Kasintseva V.,Bouzas Maneiro J.,2.38,1.571,Antalya 125 #2,wta,125,oddsportal
2025-03-28,Selekhmeteva O.,Zidansek T.,1.8,2.0,Antalya 125 #2,wta,125,oddsportal
2025-03-27,Carle M. L.,Bogdan A.,1.671,2.35,Antalya 125 #2,wta,125,oddsportal
2025-03-27,Zidansek T.,Galfi D.,2.1,1.73,Antalya 125 #2,wta,125,oddsportal
2025-03-27,Selekhmeteva O.,Rakhimova K.,2.0,1.8,Antalya 125 #2,wta,125,oddsportal
2025-03-27,Erjavec V.,Gao X.,1.441,2.75,Antalya 125 #2,wta,125,oddsportal
2025-03-27,Jimenez Kasintseva V.,Kraus S.,3.1,1.4,Antalya 125 #2,wta,125,oddsportal
2025-03-27,Bouzas Maneiro J.,Pridankina E.,1.45,2.7,Antalya 125 #2,wta,125,oddsportal
2025-03-26,Bogdan A.,Oz I.,1.36,3.25,Antalya 125 #2,wta,125,oddsportal
2025-03-26,Zidansek T.,Semenistaja D.,1.752,2.04,Antalya 125 #2,wta,125,oddsportal
2025-03-26,Danilovic O.,Lachinova A.,1.02,12.0,Antalya 125 #2,wta,125,oddsportal
2025-03-26,Bejlek S.,Martic P.,1.529,2.45,Antalya 125 #2,wta,125,oddsportal
2025-03-26,Erjavec V.,Teichmann J.,2.25,1.571,Antalya 125 #2,wta,125,oddsportal
2025-03-26,Bouzas Maneiro J.,Udvardy P.,1.45,2.7,Antalya 125 #2,wta,125,oddsportal
2025-03-26,Carle M. L.,Romero Gormaz L.,1.4,2.75,Antalya 125 #2,wta,125,oddsportal
