ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tour,source_year,WTA,Tier,BFEW,BFEL
29.0,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5.0,Cobolli F.,Cilic M.,26.0,104.0,1920.0,563.0,6.0,2.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.4,3.0,1.42,3.13,1.44,3.2,1.41,2.99,atp,2025,,,,
29.0,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5.0,Moutet C.,Tabur C.,73.0,280.0,812.0,196.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.22,4.33,1.25,4.45,1.27,4.7,1.23,4.27,atp,2025,,,,
29.0,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5.0,Fonseca J.,Hurkacz H.,65.0,28.0,907.0,1830.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.8,2.0,1.85,2.07,1.89,2.1,1.8,2.03,atp,2025,,,,
29.0,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5.0,Monfils G.,Dellien H.,42.0,90.0,1265.0,656.0,4.0,6.0,3.0,6.0,6.0,1.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,1.33,3.4,1.34,3.58,1.37,3.75,1.33,3.41,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Musetti L.,Galan D.E.,7.0,122.0,3860.0,477.0,6.0,4.0,6.0,0.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,17.0,1.04,19.79,1.05,26.0,1.02,15.65,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Medjedovic H.,Cerundolo J.M.,74.0,109.0,811.0,530.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.44,2.75,1.46,2.94,1.49,3.0,1.45,2.79,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Altmaier D.,Kopriva V.,66.0,86.0,906.0,715.0,6.0,2.0,4.0,6.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,1.5,2.63,1.57,2.57,1.65,2.63,1.54,2.51,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Popyrin A.,Tabilo A.,25.0,61.0,1950.0,940.0,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.5,2.63,1.56,2.59,1.59,2.66,1.52,2.56,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Halys Q.,Kecmanovic M.,52.0,46.0,1039.0,1146.0,4.0,6.0,6.0,3.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,2.38,1.57,2.37,1.66,2.5,1.66,2.41,1.58,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Navone M.,Opelka R.,97.0,93.0,620.0,651.0,6.0,1.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,4.0,1.25,4.49,1.28,4.7,1.24,4.1,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Borges N.,Ruud C.,41.0,8.0,1285.0,3655.0,2.0,6.0,6.0,4.0,6.0,1.0,6.0,0.0,,,3.0,1.0,Completed,8.0,1.08,9.72,1.09,10.0,1.11,8.33,1.08,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Khachanov K.,Ofner S.,24.0,108.0,1960.0,533.0,7.0,5.0,3.0,6.0,7.0,5.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.44,2.75,1.42,3.11,1.5,3.2,1.45,2.79,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Alcaraz C.,Marozsan F.,2.0,56.0,8850.0,990.0,6.0,1.0,4.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.03,15.0,1.03,19.15,1.03,26.0,1.02,15.56,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Dzumhur D.,Mpetshi G.,69.0,37.0,875.0,1414.0,7.0,6.0,6.0,3.0,4.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.63,1.5,2.54,1.58,2.63,1.65,2.55,1.52,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Paul T.,Fucsovics M.,12.0,124.0,3210.0,468.0,4.0,6.0,2.0,6.0,6.0,3.0,7.0,5.0,6.0,4.0,3.0,2.0,Completed,1.17,5.0,1.22,4.97,1.24,5.0,1.19,4.87,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Gigante M.,Tsitsipas S.,167.0,20.0,338.0,2270.0,6.0,4.0,5.0,7.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,8.0,1.08,9.69,1.09,10.5,1.1,8.43,1.08,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Korda S.,Brooksby J.,23.0,161.0,2020.0,347.0,6.0,1.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.33,3.4,1.35,3.54,1.36,3.7,1.32,3.44,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Shelton B.,Gaston H.,13.0,83.0,2980.0,753.0,,,,,,,,,,,,,Walkover,1.36,3.2,1.42,3.13,1.42,3.25,1.37,3.04,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Tiafoe F.,Carreno Busta P.,16.0,99.0,2665.0,615.0,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.53,2.5,1.62,2.46,1.64,2.65,1.55,2.49,atp,2025,,,,
29.0,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5.0,Rune H.,Nava E.,10.0,137.0,3440.0,433.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.13,6.0,1.12,7.54,1.14,8.6,1.12,6.43,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Bublik A.,De Minaur A.,62.0,9.0,915.0,3635.0,2.0,6.0,2.0,6.0,6.0,4.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,8.0,1.08,8.88,1.1,8.88,1.12,7.77,1.09,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Lehecka J.,Davidovich Fokina A.,34.0,29.0,1505.0,1770.0,6.0,3.0,3.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,2.1,1.73,2.1,1.83,2.16,1.85,2.07,1.78,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Fils A.,Munar J.,14.0,57.0,2845.0,962.0,7.0,6.0,7.0,6.0,2.0,6.0,0.0,6.0,6.0,4.0,3.0,2.0,Completed,1.17,5.0,1.19,5.51,1.2,5.7,1.17,5.17,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Rocha H.,Mensik J.,200.0,19.0,278.0,2272.0,2.0,6.0,1.0,6.0,6.0,4.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,11.0,1.05,13.9,1.06,16.5,1.06,11.78,1.05,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Zverev A.,De Jong J.,3.0,88.0,7285.0,690.0,3.0,6.0,6.0,1.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.04,13.0,1.04,17.04,1.04,20.0,1.03,13.32,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Griekspoor T.,Diallo G.,35.0,54.0,1485.0,997.0,7.0,5.0,7.0,6.0,1.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.53,2.5,1.61,2.49,1.62,2.6,1.57,2.43,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Sinner J.,Gasquet R.,1.0,166.0,10380.0,339.0,6.0,3.0,6.0,0.0,6.0,4.0,,,,,3.0,0.0,Completed,1.01,34.0,1.01,39.43,1.01,60.0,1.01,23.89,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Rublev A.,Walton A.,15.0,91.0,2820.0,653.0,7.0,6.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,1.03,15.0,1.04,20.18,1.05,22.0,1.03,14.58,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Cobolli F.,Arnaldi M.,26.0,36.0,1920.0,1415.0,6.0,3.0,6.0,3.0,6.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.73,2.1,1.87,2.04,1.93,2.12,1.8,2.04,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Fonseca J.,Herbert P.,65.0,147.0,907.0,399.0,7.0,6.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,15.0,1.05,14.24,1.07,15.0,1.03,13.06,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Norrie C.,Gomez F.A.,81.0,144.0,762.0,405.0,7.0,6.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.13,6.0,1.15,6.66,1.17,6.66,1.14,6.0,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Quinn E.,Shevchenko A.,106.0,103.0,538.0,580.0,6.0,4.0,4.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,2.1,1.73,2.23,1.74,2.34,1.79,2.15,1.72,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Djokovic N.,Moutet C.,6.0,73.0,4230.0,812.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.07,9.0,1.09,9.4,1.11,9.6,1.08,8.41,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Misolic F.,Shapovalov D.,153.0,31.0,374.0,1701.0,7.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,2.38,1.57,2.42,1.64,2.54,1.64,2.4,1.59,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Fearnley J.,Humbert U.,55.0,21.0,991.0,2155.0,6.0,3.0,4.0,4.0,,,,,,,1.0,0.0,Retired,2.1,1.73,2.22,1.74,2.29,1.76,2.15,1.71,atp,2025,,,,
29.0,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5.0,Draper J.,Monfils G.,5.0,42.0,4610.0,1265.0,6.0,3.0,4.0,6.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,1.13,6.0,1.14,6.88,1.15,7.6,1.13,6.2,atp,2025,,,,
29.0,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5.0,Musetti L.,Navone M.,7.0,97.0,3860.0,620.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.1,7.0,1.12,7.59,1.15,7.6,1.11,6.82,atp,2025,,,,
29.0,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5.0,Paul T.,Khachanov K.,12.0,24.0,3210.0,1960.0,6.0,3.0,3.0,6.0,7.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,2.1,1.73,2.13,1.8,2.22,1.8,2.08,1.75,atp,2025,,,,
29.0,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5.0,Popyrin A.,Borges N.,25.0,41.0,1950.0,1285.0,6.0,4.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.73,2.1,1.83,2.1,1.84,2.16,1.77,2.08,atp,2025,,,,
29.0,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5.0,Rune H.,Halys Q.,10.0,52.0,3440.0,1039.0,4.0,6.0,6.0,2.0,5.0,7.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,1.17,5.0,1.18,5.68,1.2,6.2,1.17,5.17,atp,2025,,,,
29.0,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5.0,Altmaier D.,Medjedovic H.,66.0,74.0,906.0,811.0,4.0,6.0,6.0,3.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,2.5,1.53,2.49,1.61,2.56,1.62,2.44,1.56,atp,2025,,,,
29.0,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5.0,Shelton B.,Gigante M.,13.0,167.0,2980.0,338.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.5,1.52,2.72,1.55,2.78,1.52,2.58,atp,2025,,,,
29.0,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5.0,Tiafoe F.,Korda S.,16.0,23.0,2665.0,2020.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,2.0,1.8,2.05,1.87,2.08,1.94,1.98,1.84,atp,2025,,,,
29.0,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5.0,Alcaraz C.,Dzumhur D.,2.0,69.0,8850.0,875.0,6.0,1.0,6.0,3.0,4.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.01,34.0,1.0,90.33,1.01,90.33,1.01,33.42,atp,2025,,,,
29.0,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5.0,Griekspoor T.,Quinn E.,35.0,106.0,1485.0,538.0,4.0,6.0,6.0,1.0,6.0,7.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.17,5.0,1.19,5.46,1.22,5.46,1.18,5.07,atp,2025,,,,
29.0,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5.0,Sinner J.,Lehecka J.,1.0,34.0,10380.0,1505.0,6.0,0.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.07,9.0,1.06,13.66,1.08,13.67,1.06,9.83,atp,2025,,,,
29.0,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5.0,Rublev A.,Fils A.,15.0,14.0,2820.0,2845.0,,,,,,,,,,,,,Walkover,1.57,2.38,1.68,2.32,1.68,2.5,1.61,2.34,atp,2025,,,,
29.0,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5.0,Zverev A.,Cobolli F.,3.0,26.0,7285.0,1920.0,6.0,2.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.17,5.0,1.21,5.14,1.21,5.6,1.19,4.89,atp,2025,,,,
29.0,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5.0,Draper J.,Fonseca J.,5.0,65.0,4610.0,907.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.5,2.63,1.43,3.06,1.52,3.06,1.46,2.76,atp,2025,,,,
29.0,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5.0,Bublik A.,Rocha H.,62.0,200.0,915.0,278.0,7.0,5.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.3,3.5,1.33,3.65,1.37,3.7,1.31,3.48,atp,2025,,,,
29.0,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5.0,Norrie C.,Fearnley J.,81.0,55.0,762.0,991.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.73,2.1,1.81,2.12,1.84,2.16,1.74,2.1,atp,2025,,,,
29.0,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5.0,Djokovic N.,Misolic F.,6.0,153.0,4230.0,374.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.05,11.0,1.07,10.82,1.07,15.0,1.06,10.1,atp,2025,,,,
29.0,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,5.0,Paul T.,Popyrin A.,12.0,25.0,3210.0,1950.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.57,2.38,1.67,2.36,1.67,2.58,1.59,2.39,atp,2025,,,,
29.0,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,5.0,Alcaraz C.,Shelton B.,2.0,13.0,8850.0,2980.0,7.0,6.0,6.0,3.0,4.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.05,11.0,1.05,13.88,1.07,14.0,1.04,11.11,atp,2025,,,,
29.0,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,5.0,Tiafoe F.,Altmaier D.,16.0,66.0,2665.0,906.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.5,2.63,1.54,2.66,1.56,2.83,1.49,2.63,atp,2025,,,,
29.0,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,5.0,Musetti L.,Rune H.,7.0,10.0,3860.0,3440.0,7.0,5.0,3.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.44,2.75,1.49,2.85,1.52,2.98,1.46,2.75,atp,2025,,,,
29.0,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,5.0,Zverev A.,Griekspoor T.,3.0,35.0,7285.0,1485.0,6.0,4.0,3.0,0.0,,,,,,,1.0,0.0,Retired,1.13,6.0,1.15,6.47,1.16,7.2,1.13,6.16,atp,2025,,,,
29.0,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,5.0,Djokovic N.,Norrie C.,6.0,81.0,4230.0,762.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,8.0,1.07,12.26,1.1,12.26,1.08,8.71,atp,2025,,,,
29.0,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,5.0,Bublik A.,Draper J.,62.0,5.0,915.0,4610.0,5.0,7.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,9.0,1.07,10.11,1.08,11.5,1.1,8.56,1.08,atp,2025,,,,
29.0,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,5.0,Sinner J.,Rublev A.,1.0,15.0,10380.0,2820.0,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.05,11.0,1.06,12.79,1.07,14.5,1.05,10.7,atp,2025,,,,
29.0,Paris,French Open,2025-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Musetti L.,Tiafoe F.,7.0,16.0,3860.0,2665.0,6.0,2.0,4.0,6.0,7.0,5.0,6.0,2.0,,,3.0,1.0,Completed,1.22,4.33,1.22,4.89,1.25,5.1,1.22,4.41,atp,2025,,,,
29.0,Paris,French Open,2025-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Alcaraz C.,Paul T.,2.0,12.0,8850.0,3210.0,6.0,0.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.08,8.0,1.12,7.82,1.12,10.0,1.09,7.99,atp,2025,,,,
29.0,Paris,French Open,2025-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Sinner J.,Bublik A.,1.0,62.0,10380.0,915.0,6.0,1.0,7.0,5.0,6.0,0.0,,,,,3.0,0.0,Completed,1.03,17.0,1.03,17.08,1.04,21.0,1.02,14.36,atp,2025,,,,
29.0,Paris,French Open,2025-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Djokovic N.,Zverev A.,6.0,3.0,4230.0,7285.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.91,1.91,1.96,1.94,2.02,1.97,1.92,1.92,atp,2025,,,,
29.0,Paris,French Open,2025-06-06,Grand Slam,Outdoor,Clay,Semifinals,5.0,Alcaraz C.,Musetti L.,2.0,7.0,8850.0,3860.0,4.0,6.0,7.0,6.0,6.0,0.0,2.0,0.0,,,2.0,1.0,Retired,1.13,6.0,1.15,6.6,1.16,6.8,1.14,6.08,atp,2025,,,,
29.0,Paris,French Open,2025-06-06,Grand Slam,Outdoor,Clay,Semifinals,5.0,Sinner J.,Djokovic N.,1.0,6.0,10380.0,4230.0,6.0,4.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,1.22,4.33,1.27,4.18,1.29,4.33,1.25,4.03,atp,2025,,,,
29.0,Paris,French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5.0,Alcaraz C.,Sinner J.,2.0,1.0,8850.0,10380.0,4.0,6.0,6.0,7.0,6.0,4.0,7.0,6.0,7.0,6.0,3.0,2.0,Completed,2.0,1.83,2.03,1.88,2.03,1.94,1.85,1.95,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-09,ATP250,Outdoor,Grass,1st Round,3.0,Lehecka J.,Bonzi B.,33.0,61.0,1605.0,945.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.43,3.05,1.43,3.2,1.39,2.95,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-09,ATP250,Outdoor,Grass,1st Round,3.0,Nakashima B.,Fearnley J.,31.0,49.0,1650.0,1078.0,4.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.85,1.95,1.9,1.99,1.95,2.02,1.87,1.91,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-09,ATP250,Outdoor,Grass,1st Round,3.0,Struff J.L.,Arnaldi M.,103.0,41.0,600.0,1265.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.83,1.98,1.91,2.06,1.91,1.97,1.82,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-09,ATP250,Outdoor,Grass,1st Round,3.0,Mpetshi G.,Safiullin R.,36.0,74.0,1464.0,816.0,7.0,6.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.53,2.4,1.58,2.41,1.63,2.63,1.54,2.44,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3.0,Rinderknech A.,Shapovalov D.,81.0,30.0,761.0,1651.0,6.0,4.0,2.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,2.88,1.4,2.98,1.44,3.25,1.47,2.85,1.42,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3.0,Herbert P.,Dzumhur D.,132.0,67.0,449.0,900.0,6.0,4.0,3.0,0.0,,,,,,,1.0,0.0,Retired,1.5,2.6,1.5,2.78,1.53,2.92,1.52,2.55,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3.0,Fucsovics M.,Hanfmann Y.,112.0,135.0,508.0,440.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.6,1.54,2.64,1.58,2.7,1.49,2.6,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3.0,Halys Q.,Sonego L.,47.0,45.0,1123.0,1165.0,6.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.3,1.61,2.44,1.62,2.58,1.59,2.32,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3.0,Engel J.,Duckworth J.,281.0,94.0,191.0,653.0,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,4.0,1.25,3.78,1.31,4.1,1.31,3.71,1.27,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3.0,Tien L.,Nishioka Y.,68.0,78.0,888.0,787.0,6.0,7.0,7.0,6.0,,,,,,,1.0,1.0,Retired,1.44,2.7,1.46,2.9,1.5,3.0,1.45,2.71,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3.0,Moutet C.,Fognini F.,91.0,117.0,662.0,486.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.33,3.4,1.33,3.58,1.34,3.85,1.31,3.43,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3.0,Michelsen A.,Monfils G.,35.0,42.0,1550.0,1265.0,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.75,2.0,1.85,2.04,1.87,2.12,1.79,2.01,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-11,ATP250,Outdoor,Grass,2nd Round,3.0,Fucsovics M.,Rinderknech A.,112.0,81.0,508.0,761.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.53,2.69,1.58,2.82,1.54,2.47,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-11,ATP250,Outdoor,Grass,2nd Round,3.0,Shelton B.,Herbert P.,12.0,132.0,3080.0,449.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.33,3.66,1.35,3.85,1.32,3.36,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-11,ATP250,Outdoor,Grass,2nd Round,3.0,Fritz T.,Halys Q.,7.0,47.0,4485.0,1123.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.1,1.42,3.13,1.43,3.3,1.38,3.04,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-11,ATP250,Outdoor,Grass,2nd Round,3.0,Lehecka J.,Struff J.L.,33.0,103.0,1605.0,600.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.45,2.75,1.5,2.81,1.5,3.0,1.46,2.7,atp,2025,,,,
30.0,Stuttgart,Stuttgart Open,2025-06-12,ATP250,Outdoor,Grass,2nd Round,3.0,Engel J.,Michelsen A.,281.0,35.0,191.0,1550.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,6.0,1.13,6.63,1.15,7.2,1.15,6.07,1.13,atp,2025,,,,
