Date,Winner,Loser,odds_w,odds_l,source,tournament,tour,event_type
2022-04-16,Kardava Z.,Svendsen J. C.,7.0,1.08,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-15,Pigossi L.,Herazo Gonzalez M.,1.2,4.33,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-15,Ortenzi J.,Weedon K.,1.16,4.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-15,Jang S. J.,Hontama M.,1.61,2.2,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-15,Raina A.,Hourigan P. M.,1.61,2.2,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-15,Wang Q.,Sutjiadi A.,1.07,7.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-15,Martic P.,Grabher J.,1.2,4.33,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-15,Krunic A.,Oz I.,1.571,2.25,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-15,Bondar A.,Nuudi M.,1.14,5.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-15,Falkner Z.,Saner J.,1.28,3.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-15,Vekic D.,Kraus S.,1.22,4.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-15,Terziyska J.,Gagoshidze T.,1.07,7.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-14,Haddad Maia B.,Carle M. L.,1.1,6.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-14,Herazo Gonzalez M.,Weedon K.,1.1,6.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Haddad Maia B.,Weedon K.,1.03,10.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Wang Q.,Raina A.,1.11,6.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Jang S. J.,Ivanov V.,1.04,9.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Hontama M.,Sutjiadi A.,1.2,4.33,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Zhu L.,Bhatia R.,1.03,10.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Han N.,Yang V.,1.06,8.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Tomova V.,Hennemann C. W.,1.36,3.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Oz I.,Malygina E.,1.3,3.4,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Zidansek T.,Martic P.,2.75,1.4,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Grabher J.,Kardava Z.,1.02,10.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Udvardy P.,Samavati S. N.,1.12,5.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Shinikova I.,Cabaj Awad J.,1.16,4.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Juvan K.,Konjuh A.,1.833,1.833,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-13,Nuudi M.,Ozgen P.,2.62,1.441,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-12,Wang Q.,Hourigan P. M.,1.06,8.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-12,Hontama M.,Raina A.,1.4,2.75,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-12,Jang S. J.,Sutjiadi A.,1.2,4.33,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-12,Naito Y.,Bhosale R.,1.16,4.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-12,Krunic A.,Samavati S. N.,1.16,4.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-12,Hennemann C. W.,Bolkvadze M.,2.5,1.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-12,Grabher J.,Zidansek T.,7.0,1.08,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-12,Martic P.,Shinikova I.,1.05,8.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-12,Oz I.,Bondar A.,2.5,1.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-12,Juvan K.,Kraus S.,1.04,9.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-11,Krunic A.,Malygina E.,1.4,2.75,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-11,Zidansek T.,Bolkvadze M.,1.1,6.5,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-11,Grabher J.,Shinikova I.,1.571,2.25,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-11,Konjuh A.,Hennemann C. W.,1.08,7.0,oddsportal,BJK G1 singles,wta,bjk_cup
2022-04-11,Kraus S.,Terziyska J.,1.658,2.1,oddsportal,BJK G1 singles,wta,bjk_cup
2025-06-21,Espinal Sanchez N. G.,Leslie G.,1.529,2.38,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-21,Zeballos N.,Romero C.,1.33,3.25,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-21,Perez Alarcon L.,Kettlewell L.,1.04,9.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-21,Chambers H.,Obando A.,2.1,1.671,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-21,Reasco Gonzalez M. E.,Trigosso N.,1.06,8.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-21,Goenadi M.S.,Saw J.,2.5,1.5,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Andreevskaya V.,Delaunay C.,1.4,2.75,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Olimjanova S.,Desvignes E. M.,1.671,2.1,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Chogsomjav M.,Madis T.,2.5,1.5,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Junarto A. K.,Wan E.,2.0,1.73,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Zeballos N.,Zamburek A. C.,1.441,2.63,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Espinal Sanchez N. G.,Alfaro N.,1.3,3.4,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Perez Alarcon L.,Romero C.,1.36,3.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Guzman D.,Reasco Gonzalez M. E.,1.36,3.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Gallegos L.,Obando A.,1.833,1.833,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Saw J.,Desvignes E. M.,2.0,1.571,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Safi M.,Olimjanova S.,2.2,1.621,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Milliam A. J.,Delaunay C.,2.38,1.529,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Chogsomjav M.,Khabibrakhmanova S.,1.441,2.63,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-20,Shubina D.,Yazdani Y.,1.4,2.75,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-19,Zeballos N.,Leslie G.,1.11,6.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-19,Romero C.,Espinal Sanchez N. G.,1.07,7.5,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-19,Perez Alarcon L.,Alfaro N.,1.06,8.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-19,Guzman D.,Gallegos L.,1.04,9.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-19,Olimjanova S.,Delaunay C.,1.441,2.63,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-18,Desvignes E. M.,Andreevskaya V.,2.38,1.529,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-18,Yazdani Y.,Zuleyka Hukmasabiyya C.,1.33,3.25,oddsportal,BJK G2 singles,wta,bjk_cup
2025-06-18,Apisah V.,Shubina D.,2.0,1.73,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-12,Kardava Z.,Burylo M.,1.17,4.5,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-12,Andronicou N.,Mitevska A.,1.2,4.33,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-11,Tucakovic S.,Buchnik M.,2.5,1.5,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-11,Serban R.,Alhussein L.,1.17,4.5,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-11,Bolkvadze M.,Karatancheva L.,1.22,4.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-11,Laron M.,Mikaca S.,1.3,3.4,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-11,Frayman D.,Hossam Salah J.,1.2,4.33,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-11,Gorgodze E.,Glushkova D.,1.73,2.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-10,Glushko L.,Van Zyl J.,1.17,4.5,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-10,Gjorcheska L.,Alhussein L.,1.25,3.75,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-10,Karatancheva L.,Helgo M.,1.833,1.833,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-09,Burgic E.,Malygina E.,1.671,2.1,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-09,Helgo M.,Van Zyl J.,1.19,4.5,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-09,Bolkvadze M.,Serban R.,1.4,3.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-09,Karatancheva L.,Samir S.,1.33,3.4,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-09,Dencheva R.,Alhussein L.,1.36,3.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-09,Eikeri U.,Van Zyl M.,1.25,3.75,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-09,Frayman D.,Gorgodze E.,1.671,2.1,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-09,Tucakovic S.,Gorlats V.,1.36,3.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-09,Stoilkovska M.,Gjinaj V.,2.0,1.73,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-08,Van Zyl J.,Lekaj A.,1.14,5.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-08,Burgic E.,Serban R.,2.75,1.4,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-08,Gjorcheska L.,Helgo M.,1.571,2.25,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-08,Karatancheva L.,Glushko L.,1.833,1.833,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-08,Bolkvadze M.,Malygina E.,1.14,5.0,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-08,Eikeri U.,Stoilkovska M.,1.13,5.5,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-08,Glushkova D.,Laron M.,1.2,4.33,oddsportal,BJK G2 singles,wta,bjk_cup
2025-04-08,le Roux D.,Gjinaj V.,1.4,2.75,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-27,Kettlewell L.,Rodriguez J.,1.833,1.833,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-27,Britez Risso L. F.,Zeballos N.,3.75,1.25,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-26,Weedon K.,Kettlewell L.,1.17,4.5,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-19,Chong E.,Wan E.,1.05,8.5,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-19,Chogsomjav M.,Olimjanova S.,1.36,3.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-19,Sawangkaew M.,Wan E.,1.05,8.5,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-18,Safi M.,Solomatina A.,1.441,2.63,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-18,Sawangkaew M.,Chong E.,1.73,2.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-18,Chogsomjav M.,Zuleyka Hukmasabiyya C.,1.05,8.5,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-17,Shubina D.,Wan E.,3.75,1.25,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-16,Sawangkaew M.,Gumulya B.,1.08,7.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-16,Tan S. Y.,Suhail U.,1.07,7.5,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-16,Wong Hong Yi C.,Chogsomjav M.,1.02,11.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-16,Shubina D.,Andreevskaya V.,3.4,1.3,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-15,Chogsomjav M.,Tan S. Y.,1.621,2.2,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-15,Chogsomjav M.,Choo D.,1.671,2.1,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-15,Wan E.,Andreevskaya V.,1.571,2.25,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-14,Rompies J.,Safi M.,1.571,2.25,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-14,Chong E.,Tan S. Y.,1.03,10.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-14,Chogsomjav M.,Suhail U.,1.02,12.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-14,Wu Ho C.,Choo D.,1.03,10.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-07-14,Olimjanova S.,Razick S.,1.17,4.5,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-13,Boskovic L.,Mikulskyte J.,1.441,2.63,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-13,Primorac I.,Paukstyte P.,1.14,5.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-13,Tucakovic S.,Rahnel L.,1.25,3.75,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-13,Stoilkovska M.,Buchnik M.,2.25,1.571,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-10,El Allami M.,Buchnik M.,1.571,2.25,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-10,Kardava Z.,Samir S.,7.0,1.08,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-09,Ruzic A.,Kanepi K.,1.73,2.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-09,Sherif M.,Rushiti A.,1.13,5.5,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-09,Herdzelas D.,El Aouni A.,1.671,2.1,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-09,Mikulskyte J.,Glushko L.,2.63,1.441,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-09,Gorgodze E.,Montebello E.,1.01,15.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-09,Boskovic L.,Malygina E.,1.22,4.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-09,Khirin N.,Lukosiute A.,1.73,2.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-09,Samir S.,Lekaj A.,1.17,4.5,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-09,Tucakovic S.,El Allami M.,2.1,1.671,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-08,Mikulskyte J.,El Aouni A.,1.36,3.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-08,Gjorcheska L.,Kanepi K.,3.0,1.36,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-08,Rushiti A.,Gorgodze E.,2.63,1.441,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-08,Glushko L.,Herdzelas D.,1.529,2.38,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-08,Sherif M.,Montebello E.,1.02,12.0,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-08,Kardava Z.,Lekaj A.,1.833,1.833,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-08,El Allami M.,Bubelyte K.,3.0,1.36,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-08,Malygina E.,Stoilkovska M.,1.13,5.5,oddsportal,BJK G2 singles,wta,bjk_cup
2024-04-08,Khirin N.,Tucakovic S.,1.14,5.0,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-29,Suarez V.,De Santa Ana L.,2.2,1.621,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-29,Britez Risso L. F.,Reasco Gonzalez M. E.,4.0,1.22,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-29,Williford K.,Clarke S.,1.25,3.75,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-28,De Santa Ana L.,Williford K.,1.571,2.25,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-28,Suarez V.,Britez Risso L. F.,4.0,1.22,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-28,Cabezas Dominguez E.,Escauriza L.,1.671,2.1,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-27,Suarez V.,Alfaro N.,1.2,4.33,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-27,Reasco Gonzalez M. E.,De Santa Ana L.,1.17,4.5,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-27,Leong S. L. X.,Chogsomjav M.,1.621,2.2,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-26,Gumulya B.,Otway J.,2.75,1.4,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-26,Tan S. Y.,Wu Ho C.,7.0,1.08,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-26,Chogsomjav M.,Lim S. X.,1.3,3.4,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-26,Ivanov V.,Sabrina F.,1.22,4.0,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-26,Razick S.,Bikbulatova A.,1.08,7.0,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-26,Espinal Sanchez N. G.,Perez A.,1.08,7.0,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-25,Routliffe E.,Leong S. L. X.,1.01,17.0,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-25,Lee C. Y.,Tan S. Y.,1.05,8.5,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-25,Chogsomjav M.,Toymyradova B.,1.01,15.0,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-25,Chan L.,Packbier S.,1.01,17.0,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-25,Ng M.,Suhail U.,1.01,15.0,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-25,Otway J.,Lim S. X.,1.08,7.0,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-25,Lee C. Y.,Lee P.-C.,1.621,2.2,oddsportal,BJK G2 singles,wta,bjk_cup
2023-07-24,Sabatini F.,Lim S. X.,1.08,7.0,oddsportal,BJK G2 singles,wta,bjk_cup
2023-04-13,Kontaveit A.,Mikulskyte J.,1.07,7.5,oddsportal,BJK G2 singles,wta,bjk_cup
2023-04-13,Gorgodze E.,Rushiti A.,1.25,3.75,oddsportal,BJK G2 singles,wta,bjk_cup
2023-04-13,Berberovic N.,Papamichail D.,2.38,1.529,oddsportal,BJK G2 singles,wta,bjk_cup
2023-04-13,Genovese E.,Kimchi S.,7.5,1.07,oddsportal,BJK G2 singles,wta,bjk_cup
2023-04-13,Paukstyte P.,Nuudi M.,4.0,1.22,oddsportal,BJK G2 singles,wta,bjk_cup
2023-04-12,Gorgodze E.,Mikulskyte J.,1.571,2.25,oddsportal,BJK G2 singles,wta,bjk_cup
2023-04-12,Bubelyte K.,Shapatava S.,1.441,2.63,oddsportal,BJK G2 singles,wta,bjk_cup
2023-04-11,Curmi F.,Jorge F.,2.0,1.73,oddsportal,BJK G2 singles,wta,bjk_cup
2023-04-11,Gorgodze E.,Kruger I.,1.671,2.1,oddsportal,BJK G2 singles,wta,bjk_cup
2023-04-11,Mikulskyte J.,Simunyu C.,1.14,5.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-08-25,Amanmuradova A.,Wijesooriya R.,1.01,15.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-08-25,Valihanova O.,Kurera A.,1.61,2.2,oddsportal,BJK G2 singles,wta,bjk_cup
2022-08-12,Ly-Nguyen S.,Zanjani F.,1.01,15.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-08-10,Chong E.,Lee P.-C.,1.22,4.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-30,Carrera S.,Camacho E.,1.571,2.25,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-30,Snyder S. I.,Clarke S.,1.441,2.62,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-30,Echeverria N.,Espinal Sanchez N. G.,2.62,1.441,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-29,Chambers H.,Rahmanparast A.,2.2,1.61,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-29,Espinal Sanchez N. G.,James J.,1.01,15.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-29,O'Neill Garcia D.,Bjornestad A. L.,1.05,8.5,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-29,Alfaro N.,Bryan S.,1.14,5.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-28,Ccuno R.,Echeverria N.,1.571,2.25,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-28,Grant G.,Rahmanparast A.,1.06,8.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-28,James J.,Chambers H.,4.33,1.2,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-28,Williford K.,Clarke S.,1.36,3.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-28,Carrera S.,Messier L.,1.33,3.25,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-28,Aguilar D.,Hollis A.,1.05,8.5,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-28,Iamachkine A.,Suarez V.,1.1,6.5,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-28,Zamburek A. C.,Mackey E.,8.5,1.05,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-28,Valdez R.,Del Olmo M.,1.833,1.833,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-27,Espinal Sanchez N. G.,Chambers H.,1.4,2.75,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-27,Echeverria N.,Carrera S.,1.02,10.5,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-27,Grant G.,James J.,1.03,10.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-27,O'Neill Garcia D.,Solagnier K.,1.04,9.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-27,Obando D.,Bryan S.,1.08,7.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-07-27,Suarez V.,Valdez R.,1.03,10.0,oddsportal,BJK G2 singles,wta,bjk_cup
2022-04-12,Helgo M.,Samir S.,1.529,2.37,oddsportal,BJK G2 singles,wta,bjk_cup
2022-04-12,Minella M.,Glushko L.,1.658,2.1,oddsportal,BJK G2 singles,wta,bjk_cup
2022-04-12,Mikulskyte J.,Ahti V.,1.02,10.5,oddsportal,BJK G2 singles,wta,bjk_cup
