fighter_a,fighter_b,a_odds,b_odds,a_expected_value,b_expected_value,event_date,location,country,winner,title_bout,weight_class,gender,num_rounds,b_lose_streak,b_win_streak,b_draws,b_slpm,b_str_acc,b_sub_avg,b_td_avg,b_td_acc,b_longest_win_streak,b_losses,b_total_rounds,b_title_bouts,b_wins_dec_maj,b_wins_dec_split,b_wins_dec,b_wins_ko,b_wins_sub,b_wins_tko_doc,b_wins,b_stance,b_height,b_reach,b_weight,a_lose_streak,a_win_streak,a_draws,a_slpm,a_str_acc,a_sub_avg,a_td_avg,a_td_acc,a_longest_win_streak,a_losses,a_total_rounds,a_title_bouts,a_wins_dec_maj,a_wins_dec_split,a_wins_dec,a_wins_ko,a_wins_sub,a_wins_tko_doc,a_wins,a_stance,a_height,a_reach,a_weight,a_age,b_age,empty_arena,b_wc_rank,a_wc_rank,a_pfp_rank,b_pfp_rank,better_rank,method,finish_round,finish_time,total_fight_time_secs,a_dec_odds,b_dec_odds,a_sub_odds,b_sub_odds,a_ko_odds,b_ko_odds,target,event_name,a_sapm,a_str_def,a_td_def,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_kd,a_sub_att,a_rev,a_ctrl_seconds,a_total_str_landed,a_total_str_attempted,a_head_landed,a_head_attempted,a_body_landed,a_body_attempted,a_leg_landed,a_leg_attempted,a_distance_landed,a_distance_attempted,a_clinch_landed,a_clinch_attempted,a_ground_landed,a_ground_attempted,a_total_str_pm,a_sig_str_share,a_head_str_share,a_body_str_share,a_leg_str_share,a_distance_str_share,a_clinch_str_share,a_ground_str_share,a_control_share,a_control_per_td,a_finish_threat,b_sapm,b_str_def,b_td_def,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_kd,b_sub_att,b_rev,b_ctrl_seconds,b_total_str_landed,b_total_str_attempted,b_head_landed,b_head_attempted,b_body_landed,b_body_attempted,b_leg_landed,b_leg_attempted,b_distance_landed,b_distance_attempted,b_clinch_landed,b_clinch_attempted,b_ground_landed,b_ground_attempted,b_total_str_pm,b_sig_str_share,b_head_str_share,b_body_str_share,b_leg_str_share,b_distance_str_share,b_clinch_str_share,b_ground_str_share,b_control_share,b_control_per_td,b_finish_threat
Renan Barao,Andre Ewell,-200.0,170.0,50.0,170.0,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Andre Ewell,0.0,Bantamweight,MALE,3.0,0.0,0.0,0.0,3.533333333333333,43.08943089430895,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,172.72,190.5,135.0,2.0,0.0,0.0,55.7143,37.6,0.2143,1.3571,25.900000000000002,7.0,5.0,43.0,6.0,0.0,0.0,4.0,2.0,3.0,0.0,9.0,Orthodox,167.64,177.8,135.0,31.0,30.0,0.0,,,,,neither,Decision - Split ,3.0,5:00,900.0,225.0,450.0,200.0,850.0,800.0,350.0,0.0,UFC Fight Night: Marreta vs. Anders,3.533333333333333,56.91056910569105,0.0,44.0,101.0,3.0,5.0,0.0,2.0,0.0,296.0,67.0,124.0,23.0,61.0,12.0,25.0,9.0,15.0,26.0,82.0,2.0,2.0,16.0,17.0,4.466666666666667,0.6567164179104478,0.5227272727272727,0.2727272727272727,0.20454545454545456,0.5909090909090909,0.045454545454545456,0.36363636363636365,0.3288888888888889,98.66666666666667,0.13333333333333333,2.933333333333333,56.43564356435644,40.0,53.0,123.0,1.0,1.0,1.0,0.0,0.0,28.0,57.0,128.0,41.0,104.0,11.0,16.0,1.0,3.0,52.0,120.0,0.0,1.0,1.0,2.0,3.8,0.9298245614035088,0.7735849056603774,0.20754716981132076,0.018867924528301886,0.9811320754716981,0.0,0.018867924528301886,0.03111111111111111,28.0,0.06666666666666667
Sam Alvey,Rogerio Nogueira,-350.0,290.0,28.5714,290.0,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Rogerio Nogueira,0.0,Light Heavyweight,MALE,3.0,1.0,0.0,0.0,26.3,31.900000000000002,0.2,0.1,10.0,2.0,5.0,22.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0,Southpaw,187.96,190.5,205.0,0.0,2.0,0.0,30.2,49.1,0.0667,0.0667,6.7,4.0,5.0,32.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,10.0,Southpaw,187.96,190.5,205.0,32.0,42.0,0.0,,,,,neither,KO/TKO ,2.0,1:00,360.0,240.0,350.0,2500.0,1200.0,-150.0,1000.0,0.0,UFC Fight Night: Marreta vs. Anders,4.333333333333333,50.0,,34.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,82.0,20.0,67.0,2.0,2.0,12.0,13.0,32.0,79.0,2.0,3.0,0.0,0.0,5.666666666666667,1.0,0.5882352941176471,0.058823529411764705,0.35294117647058826,0.9411764705882353,0.058823529411764705,0.0,0.0,,0.0,5.666666666666667,58.53658536585367,,26.0,52.0,0.0,0.0,1.0,0.0,0.0,3.0,26.0,53.0,20.0,44.0,5.0,7.0,1.0,1.0,20.0,42.0,4.0,7.0,2.0,3.0,4.333333333333333,1.0,0.7692307692307693,0.19230769230769232,0.038461538461538464,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.008333333333333333,,0.16666666666666666
Sergio Moraes,Ben Saunders,-275.0,235.0,36.3636,235.0,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Sergio Moraes,0.0,Welterweight,MALE,3.0,0.0,1.0,0.0,27.6667,54.50000000000001,0.6,0.1333,13.3,3.0,6.0,30.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,9.0,Orthodox,187.96,195.58,170.0,0.0,1.0,0.0,34.1,46.7,0.3,0.8,23.5,4.0,3.0,26.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,7.0,Orthodox,182.88,182.88,170.0,36.0,35.0,0.0,,,,,neither,Submission ,2.0,4:42,582.0,196.0,625.0,250.0,1325.0,330.0,453.0,1.0,UFC Fight Night: Marreta vs. Anders,0.10309278350515465,50.0,,2.0,3.0,2.0,2.0,0.0,2.0,0.0,484.0,17.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.752577319587629,0.11764705882352941,1.0,0.0,0.0,0.0,0.0,1.0,0.8316151202749141,242.0,0.2061855670103093,0.2061855670103093,33.333333333333336,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.670103092783505,0.01818181818181818,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0
Thales Leites,Hector Lombard,-160.0,140.0,62.5,140.0,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Thales Leites,0.0,Middleweight,MALE,3.0,6.0,0.0,0.0,35.3636,49.1,0.1818,1.3636,38.3,2.0,8.0,26.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Southpaw,175.26,180.34,185.0,2.0,0.0,0.0,25.4,41.699999999999996,1.0,1.75,27.400000000000002,5.0,8.0,54.0,1.0,0.0,1.0,4.0,2.0,5.0,0.0,12.0,Orthodox,185.42,198.12,185.0,37.0,40.0,0.0,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,150.0,400.0,600.0,2000.0,700.0,170.0,1.0,UFC Fight Night: Marreta vs. Anders,3.066666666666667,42.50000000000001,,54.0,117.0,2.0,3.0,0.0,0.0,0.0,20.0,60.0,123.0,26.0,85.0,18.0,22.0,10.0,10.0,45.0,106.0,9.0,11.0,0.0,0.0,4.0,0.9,0.48148148148148145,0.3333333333333333,0.18518518518518517,0.8333333333333334,0.16666666666666666,0.0,0.022222222222222223,10.0,0.0,3.6,53.84615384615385,33.333333333333336,46.0,80.0,0.0,0.0,0.0,0.0,0.0,92.0,62.0,98.0,16.0,40.0,3.0,4.0,27.0,36.0,42.0,74.0,4.0,6.0,0.0,0.0,4.133333333333334,0.7419354838709677,0.34782608695652173,0.06521739130434782,0.5869565217391305,0.9130434782608695,0.08695652173913043,0.0,0.10222222222222223,,0.0
Thiago Santos,Eryk Anders,-200.0,170.0,50.0,170.0,2018-09-22,"Sao Paulo, Sao Paulo, Brazil", Brazil,Thiago Santos,0.0,Light Heavyweight,MALE,5.0,0.0,1.0,0.0,44.0,55.300000000000004,0.0,1.5,31.8,2.0,1.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Southpaw,185.42,190.5,185.0,0.0,1.0,0.0,27.0,44.6,0.0667,0.3333,9.5,4.0,5.0,24.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,10.0,Orthodox,187.96,193.04,205.0,34.0,31.0,0.0,,,,,neither,KO/TKO ,3.0,5:00,900.0,700.0,800.0,900.0,2500.0,-110.0,180.0,1.0,UFC Fight Night: Marreta vs. Anders,2.1333333333333333,52.23880597014925,40.0,100.0,152.0,1.0,1.0,0.0,0.0,1.0,114.0,115.0,167.0,65.0,109.0,25.0,33.0,10.0,10.0,41.0,82.0,46.0,48.0,13.0,22.0,7.666666666666667,0.8695652173913043,0.65,0.25,0.1,0.41,0.46,0.13,0.12666666666666668,114.0,0.0,6.666666666666667,34.210526315789465,0.0,32.0,67.0,6.0,10.0,0.0,1.0,0.0,353.0,34.0,69.0,26.0,59.0,5.0,7.0,1.0,1.0,17.0,48.0,6.0,9.0,9.0,10.0,2.2666666666666666,0.9411764705882353,0.8125,0.15625,0.03125,0.53125,0.1875,0.28125,0.39222222222222225,58.833333333333336,0.06666666666666667
Aspen Ladd,Tonya Evinger,-185.0,160.0,54.0541,160.0,2018-10-06,"Las Vegas, Nevada, USA", USA,Aspen Ladd,0.0,Women's Bantamweight,FEMALE,3.0,1.0,0.0,0.0,32.0,37.0,0.0,1.0,25.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,177.8,135.0,0.0,1.0,0.0,26.0,43.0,0.0,1.0,100.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,167.64,167.64,135.0,23.0,37.0,0.0,,9.0,,,Red,KO/TKO ,1.0,3:26,206.0,155.0,240.0,750.0,690.0,375.0,850.0,1.0,UFC 229: Khabib vs. McGregor,2.621359223300971,43.75,100.0,50.0,73.0,0.0,0.0,0.0,0.0,0.0,113.0,59.0,84.0,43.0,66.0,7.0,7.0,0.0,0.0,3.0,12.0,7.0,9.0,40.0,52.0,17.184466019417478,0.847457627118644,0.86,0.14,0.0,0.06,0.14,0.8,0.5485436893203883,,0.0,14.563106796116505,31.506849315068497,,9.0,16.0,0.0,1.0,0.0,0.0,0.0,62.0,15.0,22.0,2.0,7.0,6.0,7.0,1.0,2.0,3.0,9.0,6.0,7.0,0.0,0.0,4.368932038834951,0.6,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.0,0.30097087378640774,,0.0
Derrick Lewis,Alexander Volkov,135.0,-155.0,135.0,64.5161,2018-10-06,"Las Vegas, Nevada, USA", USA,Derrick Lewis,0.0,Heavyweight,MALE,3.0,0.0,4.0,0.0,87.5,56.49999999999999,0.0,1.25,62.5,4.0,0.0,13.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,Orthodox,200.66,203.2,250.0,0.0,2.0,0.0,26.8571,55.2,0.0,0.3571,23.799999999999997,6.0,3.0,31.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,11.0,Orthodox,190.5,200.66,260.0,33.0,29.0,0.0,5.0,2.0,,,Red,KO/TKO ,3.0,4:49,889.0,750.0,145.0,2500.0,1200.0,175.0,250.0,1.0,UFC 229: Khabib vs. McGregor,8.166479190101237,29.239766081871345,50.0,39.0,70.0,0.0,2.0,1.0,0.0,1.0,42.0,40.0,71.0,31.0,61.0,6.0,7.0,2.0,2.0,21.0,47.0,1.0,3.0,17.0,20.0,2.699662542182227,0.975,0.7948717948717948,0.15384615384615385,0.05128205128205128,0.5384615384615384,0.02564102564102564,0.4358974358974359,0.047244094488188976,,0.06749156355455568,2.6321709786276717,44.285714285714285,100.0,121.0,171.0,1.0,2.0,0.0,0.0,0.0,106.0,133.0,183.0,78.0,122.0,29.0,33.0,14.0,16.0,88.0,129.0,20.0,29.0,13.0,13.0,8.976377952755906,0.9097744360902256,0.6446280991735537,0.2396694214876033,0.11570247933884298,0.7272727272727273,0.1652892561983471,0.10743801652892562,0.11923509561304838,106.0,0.0
Gray Maynard,Nik Lentz,190.0,-230.0,190.0,43.4783,2018-10-06,"Las Vegas, Nevada, USA", USA,Nik Lentz,0.0,Lightweight,MALE,3.0,1.0,0.0,0.0,41.0,51.300000000000004,1.1,2.95,31.4,4.0,8.0,54.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,12.0,Orthodox,172.72,172.72,155.0,0.0,1.0,0.0,25.2632,37.9,0.6316,2.6316,45.0,8.0,8.0,54.0,2.0,0.0,3.0,7.0,1.0,0.0,0.0,11.0,Orthodox,175.26,177.8,155.0,39.0,34.0,0.0,,,,,neither,KO/TKO ,2.0,1:19,379.0,250.0,100.0,1600.0,500.0,1400.0,400.0,0.0,UFC 229: Khabib vs. McGregor,11.87335092348285,25.742574257425744,60.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,27.0,11.0,25.0,2.0,2.0,0.0,0.0,11.0,23.0,2.0,4.0,0.0,0.0,2.058047493403694,1.0,0.8461538461538461,0.15384615384615385,0.0,0.8461538461538461,0.15384615384615385,0.0,0.021108179419525065,,0.0,2.058047493403694,51.85185185185186,,75.0,101.0,2.0,5.0,1.0,1.0,0.0,214.0,92.0,121.0,67.0,93.0,5.0,5.0,3.0,3.0,23.0,34.0,12.0,16.0,40.0,51.0,14.564643799472297,0.8152173913043478,0.8933333333333333,0.06666666666666667,0.04,0.30666666666666664,0.16,0.5333333333333333,0.5646437994722955,107.0,0.316622691292876
Khabib Nurmagomedov,Conor McGregor,-190.0,165.0,52.6316,165.0,2018-10-06,"Las Vegas, Nevada, USA", USA,Khabib Nurmagomedov,1.0,UFC Lightweight,MALE,5.0,0.0,2.0,0.0,47.3,48.5,0.0,0.5,18.0,7.0,1.0,20.0,3.0,1.0,0.0,1.0,7.0,0.0,0.0,9.0,Southpaw,175.26,187.96,155.0,0.0,10.0,0.0,58.7,50.5,0.5,4.9,37.4,10.0,0.0,29.0,1.0,0.0,0.0,6.0,2.0,2.0,0.0,10.0,Orthodox,177.8,177.8,155.0,30.0,30.0,0.0,1.0,0.0,8.0,2.0,Red,Submission ,4.0,3:03,1083.0,350.0,1000.0,275.0,2000.0,325.0,200.0,1.0,UFC 229: Khabib vs. McGregor,2.825484764542936,37.03703703703704,,70.0,119.0,3.0,7.0,0.0,1.0,0.0,734.0,104.0,157.0,58.0,105.0,11.0,13.0,1.0,1.0,24.0,53.0,1.0,3.0,45.0,63.0,5.761772853185596,0.6730769230769231,0.8285714285714286,0.15714285714285714,0.014285714285714285,0.34285714285714286,0.014285714285714285,0.6428571428571429,0.6777469990766389,244.66666666666666,0.055401662049861494,3.8781163434903045,41.17647058823529,57.14285714285714,51.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,128.0,34.0,60.0,16.0,19.0,1.0,2.0,35.0,65.0,10.0,10.0,6.0,6.0,5.3185595567867034,0.53125,0.6666666666666666,0.3137254901960784,0.0196078431372549,0.6862745098039216,0.19607843137254902,0.11764705882352941,0.0,,0.0
Lina Lansberg,Yana Kunitskaya,205.0,-245.0,205.0,40.8163,2018-10-06,"Las Vegas, Nevada, USA", USA,Yana Kunitskaya,0.0,Women's Bantamweight,FEMALE,3.0,1.0,0.0,0.0,5.0,45.0,0.0,1.0,25.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,172.72,135.0,0.0,1.0,0.0,43.75,57.99999999999999,0.0,0.5,28.499999999999996,1.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,170.18,165.1,135.0,36.0,28.0,0.0,,12.0,,,Red,U-DEC,3.0,5:00,900.0,225.0,120.0,1200.0,500.0,900.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lina Lansberg,Yana Santos,,,,,2018-10-06,,,Yana Santos,0.0,Women's Bantamweight,,3.0,,,,4.8,64.86486486486487,1.0,5.0,62.5,,,,,,,,,,,,,,,,,,,2.8666666666666667,49.42528735632184,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Decision - Unanimous ,3.0,5:00,900.0,,,,,,,0.0,UFC 229: Khabib vs. McGregor,4.8,35.13513513513513,37.5,43.0,87.0,0.0,0.0,0.0,1.0,0.0,18.0,61.0,109.0,18.0,61.0,23.0,24.0,2.0,2.0,22.0,66.0,20.0,20.0,1.0,1.0,4.066666666666666,0.7049180327868853,0.4186046511627907,0.5348837209302325,0.046511627906976744,0.5116279069767442,0.46511627906976744,0.023255813953488372,0.02,,0.06666666666666667,2.8666666666666667,50.57471264367817,,72.0,111.0,5.0,8.0,0.0,1.0,0.0,592.0,159.0,208.0,26.0,54.0,30.0,36.0,16.0,21.0,33.0,68.0,30.0,33.0,9.0,10.0,10.6,0.4528301886792453,0.3611111111111111,0.4166666666666667,0.2222222222222222,0.4583333333333333,0.4166666666666667,0.125,0.6577777777777778,118.4,0.06666666666666667
Michelle Waterson,Felice Herrig,115.0,-135.0,115.0,74.0741,2018-10-06,"Las Vegas, Nevada, USA", USA,Michelle Waterson,0.0,Women's Strawweight,FEMALE,3.0,1.0,0.0,0.0,45.4286,43.0,0.8571,1.0,48.6,4.0,2.0,18.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,Orthodox,162.56,165.1,115.0,0.0,1.0,0.0,39.6,65.2,1.2,2.0,88.2,2.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,Orthodox,160.02,157.48,115.0,32.0,34.0,0.0,9.0,8.0,,,Red,U-DEC,3.0,5:00,900.0,125.0,125.0,800.0,600.0,1400.0,1200.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle Waterson-Gomez,Felice Herrig,,,,,2018-10-06,,,Michelle Waterson-Gomez,0.0,Women's Strawweight,,3.0,,,,3.4,51.0,0.0,1.0,25.0,,,,,,,,,,,,,,,,,,,5.066666666666666,71.02803738317756,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,Decision - Unanimous ,3.0,5:00,900.0,,,,,,,1.0,UFC 229: Khabib vs. McGregor,3.4,49.0,75.0,76.0,107.0,0.0,4.0,0.0,0.0,0.0,170.0,131.0,163.0,47.0,73.0,26.0,29.0,3.0,5.0,16.0,41.0,34.0,38.0,26.0,28.0,8.733333333333333,0.5801526717557252,0.618421052631579,0.34210526315789475,0.039473684210526314,0.21052631578947367,0.4473684210526316,0.34210526315789475,0.18888888888888888,,0.0,5.066666666666666,28.971962616822434,100.0,51.0,100.0,1.0,4.0,0.0,0.0,0.0,358.0,70.0,126.0,15.0,51.0,26.0,36.0,10.0,13.0,19.0,60.0,30.0,37.0,2.0,3.0,4.666666666666667,0.7285714285714285,0.29411764705882354,0.5098039215686274,0.19607843137254902,0.37254901960784315,0.5882352941176471,0.0392156862745098,0.3977777777777778,358.0,0.0
Ovince Saint Preux,Dominick Reyes,190.0,-230.0,190.0,43.4783,2018-10-06,"Las Vegas, Nevada, USA", USA,Dominick Reyes,0.0,Light Heavyweight,MALE,3.0,0.0,2.0,0.0,18.0,47.5,0.5,0.5,50.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Southpaw,193.04,195.58,205.0,0.0,1.0,0.0,23.7647,45.7,0.2941,0.5294,24.5,4.0,6.0,38.0,1.0,1.0,0.0,1.0,5.0,4.0,0.0,11.0,Southpaw,190.5,203.2,205.0,35.0,28.0,0.0,12.0,7.0,,,Red,Decision - Unanimous ,3.0,5:00,900.0,700.0,600.0,500.0,600.0,450.0,-120.0,0.0,UFC 229: Khabib vs. McGregor,6.266666666666667,33.80281690140845,100.0,38.0,71.0,1.0,9.0,0.0,0.0,0.0,93.0,39.0,72.0,23.0,52.0,9.0,12.0,6.0,7.0,37.0,69.0,1.0,2.0,0.0,0.0,2.6,0.9743589743589743,0.6052631578947368,0.23684210526315788,0.15789473684210525,0.9736842105263158,0.02631578947368421,0.0,0.10333333333333333,93.0,0.0,2.533333333333333,46.47887323943662,88.88888888888889,94.0,142.0,0.0,2.0,1.0,0.0,0.0,86.0,101.0,150.0,48.0,87.0,21.0,28.0,25.0,27.0,67.0,111.0,27.0,31.0,0.0,0.0,6.733333333333333,0.9306930693069307,0.5106382978723404,0.22340425531914893,0.26595744680851063,0.7127659574468085,0.2872340425531915,0.0,0.09555555555555556,,0.06666666666666667
Ryan LaFlare,Anthony Rocco Martin,-125.0,105.0,80.0,105.0,2018-10-06,"Las Vegas, Nevada, USA", USA,Anthony Rocco Martin,0.0,Welterweight,MALE,3.0,0.0,1.0,0.0,33.3333,38.0,1.0,0.8889,27.6,3.0,4.0,23.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,Orthodox,182.88,185.42,170.0,0.0,1.0,0.0,43.5556,40.0,0.2222,2.3333,31.1,4.0,2.0,28.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,Southpaw,185.42,187.96,170.0,35.0,28.0,0.0,,,,,neither,KO/TKO ,3.0,1:00,660.0,,200.0,,700.0,,600.0,0.0,UFC 229: Khabib vs. McGregor,3.272727272727273,53.24675324675325,,35.0,68.0,0.0,1.0,0.0,0.0,0.0,21.0,38.0,72.0,8.0,33.0,20.0,27.0,7.0,8.0,31.0,64.0,3.0,3.0,1.0,1.0,3.4545454545454546,0.9210526315789473,0.22857142857142856,0.5714285714285714,0.2,0.8857142857142857,0.08571428571428572,0.02857142857142857,0.031818181818181815,,0.0,3.1818181818181817,48.529411764705884,100.0,36.0,77.0,0.0,0.0,2.0,1.0,0.0,215.0,38.0,79.0,33.0,74.0,1.0,1.0,2.0,2.0,18.0,52.0,2.0,2.0,16.0,23.0,3.4545454545454546,0.9473684210526315,0.9166666666666666,0.027777777777777776,0.05555555555555555,0.5,0.05555555555555555,0.4444444444444444,0.32575757575757575,,0.2727272727272727
Scott Holtzman,Alan Patrick,260.0,-320.0,260.0,31.25,2018-10-06,"Las Vegas, Nevada, USA", USA,Scott Holtzman,0.0,Lightweight,MALE,3.0,0.0,3.0,0.0,22.1667,50.3,0.3333,3.6667,43.5,3.0,1.0,15.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,Southpaw,180.34,187.96,155.0,0.0,2.0,0.0,63.3333,51.300000000000004,0.3333,3.0,60.199999999999996,2.0,2.0,18.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,Orthodox,175.26,175.26,155.0,35.0,35.0,0.0,,,,,neither,KO/TKO ,3.0,3:42,822.0,300.0,-150.0,1100.0,600.0,900.0,800.0,1.0,UFC 229: Khabib vs. McGregor,1.8248175182481752,59.67741935483871,100.0,73.0,111.0,1.0,2.0,1.0,0.0,0.0,333.0,96.0,138.0,55.0,91.0,8.0,10.0,10.0,10.0,27.0,56.0,6.0,6.0,40.0,49.0,7.007299270072993,0.7604166666666666,0.7534246575342466,0.1095890410958904,0.136986301369863,0.3698630136986301,0.0821917808219178,0.547945205479452,0.4051094890510949,333.0,0.07299270072992702,5.328467153284672,34.23423423423423,50.0,25.0,62.0,0.0,4.0,0.0,0.0,0.0,13.0,27.0,65.0,16.0,45.0,8.0,14.0,1.0,3.0,22.0,58.0,3.0,3.0,0.0,1.0,1.9708029197080292,0.9259259259259259,0.64,0.32,0.04,0.88,0.12,0.0,0.015815085158150853,,0.0
Sergio Pettis,Jussier Formiga,-190.0,165.0,52.6316,165.0,2018-10-06,"Las Vegas, Nevada, USA", USA,Jussier Formiga,0.0,Flyweight,MALE,3.0,0.0,2.0,0.0,15.0,36.8,0.5455,1.3636,35.3,3.0,4.0,26.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,7.0,Orthodox,165.1,170.18,125.0,0.0,1.0,0.0,56.5455,38.1,0.4545,1.0,29.799999999999997,4.0,3.0,34.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,8.0,Orthodox,167.64,175.26,135.0,25.0,33.0,0.0,5.0,2.0,,,Red,Decision - Unanimous ,3.0,5:00,900.0,450.0,300.0,750.0,350.0,600.0,1200.0,0.0,UFC 229: Khabib vs. McGregor,1.2,51.35135135135135,60.0,30.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,161.0,23.0,86.0,3.0,5.0,4.0,6.0,30.0,93.0,0.0,0.0,0.0,4.0,6.066666666666666,0.32967032967032966,0.7666666666666667,0.1,0.13333333333333333,1.0,0.0,0.0,0.0,,0.0,2.0,69.0721649484536,,18.0,37.0,2.0,5.0,0.0,0.0,0.0,445.0,90.0,123.0,17.0,36.0,0.0,0.0,1.0,1.0,16.0,34.0,0.0,1.0,2.0,2.0,6.0,0.2,0.9444444444444444,0.0,0.05555555555555555,0.8888888888888888,0.0,0.1111111111111111,0.49444444444444446,222.5,0.0
Tony Ferguson,Anthony Pettis,-355.0,295.0,28.169,295.0,2018-10-06,"Las Vegas, Nevada, USA", USA,Tony Ferguson,0.0,Lightweight,MALE,3.0,0.0,1.0,0.0,34.8571,47.699999999999996,0.7143,0.5714,15.4,5.0,6.0,36.0,4.0,0.0,1.0,1.0,2.0,4.0,0.0,8.0,Orthodox,177.8,182.88,170.0,0.0,10.0,0.0,51.2857,41.9,1.0714,0.4286,29.7,10.0,1.0,31.0,2.0,0.0,1.0,3.0,2.0,6.0,1.0,13.0,Orthodox,180.34,193.04,155.0,34.0,31.0,0.0,8.0,2.0,13.0,,Red,KO/TKO ,2.0,5:00,600.0,160.0,450.0,175.0,750.0,400.0,600.0,1.0,UFC 229: Khabib vs. McGregor,4.5,54.54545454545454,,114.0,194.0,0.0,0.0,0.0,0.0,0.0,4.0,115.0,195.0,66.0,131.0,21.0,32.0,27.0,31.0,106.0,181.0,4.0,7.0,4.0,6.0,11.5,0.991304347826087,0.5789473684210527,0.18421052631578946,0.23684210526315788,0.9298245614035088,0.03508771929824561,0.03508771929824561,0.006666666666666667,,0.0,11.4,41.23711340206185,,45.0,99.0,0.0,0.0,1.0,0.0,0.0,71.0,49.0,104.0,32.0,80.0,9.0,13.0,4.0,6.0,38.0,90.0,2.0,3.0,5.0,6.0,4.9,0.9183673469387755,0.7111111111111111,0.2,0.08888888888888889,0.8444444444444444,0.044444444444444446,0.1111111111111111,0.11833333333333333,,0.1
