fighter_a,fighter_b,a_odds,b_odds,a_expected_value,b_expected_value,event_date,location,country,winner,title_bout,weight_class,gender,num_rounds,b_lose_streak,b_win_streak,b_draws,b_slpm,b_str_acc,b_sub_avg,b_td_avg,b_td_acc,b_longest_win_streak,b_losses,b_total_rounds,b_title_bouts,b_wins_dec_maj,b_wins_dec_split,b_wins_dec,b_wins_ko,b_wins_sub,b_wins_tko_doc,b_wins,b_stance,b_height,b_reach,b_weight,a_lose_streak,a_win_streak,a_draws,a_slpm,a_str_acc,a_sub_avg,a_td_avg,a_td_acc,a_longest_win_streak,a_losses,a_total_rounds,a_title_bouts,a_wins_dec_maj,a_wins_dec_split,a_wins_dec,a_wins_ko,a_wins_sub,a_wins_tko_doc,a_wins,a_stance,a_height,a_reach,a_weight,a_age,b_age,empty_arena,b_wc_rank,a_wc_rank,a_pfp_rank,b_pfp_rank,better_rank,method,finish_round,finish_time,total_fight_time_secs,a_dec_odds,b_dec_odds,a_sub_odds,b_sub_odds,a_ko_odds,b_ko_odds,target,event_name,a_sapm,a_str_def,a_td_def,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_kd,a_sub_att,a_rev,a_ctrl_seconds,a_total_str_landed,a_total_str_attempted,a_head_landed,a_head_attempted,a_body_landed,a_body_attempted,a_leg_landed,a_leg_attempted,a_distance_landed,a_distance_attempted,a_clinch_landed,a_clinch_attempted,a_ground_landed,a_ground_attempted,a_total_str_pm,a_sig_str_share,a_head_str_share,a_body_str_share,a_leg_str_share,a_distance_str_share,a_clinch_str_share,a_ground_str_share,a_control_share,a_control_per_td,a_finish_threat,b_sapm,b_str_def,b_td_def,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_kd,b_sub_att,b_rev,b_ctrl_seconds,b_total_str_landed,b_total_str_attempted,b_head_landed,b_head_attempted,b_body_landed,b_body_attempted,b_leg_landed,b_leg_attempted,b_distance_landed,b_distance_attempted,b_clinch_landed,b_clinch_attempted,b_ground_landed,b_ground_attempted,b_total_str_pm,b_sig_str_share,b_head_str_share,b_body_str_share,b_leg_str_share,b_distance_str_share,b_clinch_str_share,b_ground_str_share,b_control_share,b_control_per_td,b_finish_threat
Jessamyn Duke,Leslie Smith,120.0,-130.0,120.0,76.9231,2014-07-16,"Atlantic City, New Jersey, USA", USA,Leslie Smith,0.0,Women's Bantamweight,FEMALE,3.0,1.0,0.0,0.0,79.0,32.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,167.64,135.0,1.0,0.0,0.0,88.5,53.5,1.5,1.0,33.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,180.34,185.42,135.0,28.0,31.0,0.0,,14.0,,,Red,KO/TKO ,1.0,2:24,144.0,215.0,155.0,635.0,1170.0,1055.0,485.0,0.0,UFC Fight Night: Cowboy vs Miller,15.0,38.983050847457626,,16.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,36.0,6.0,25.0,5.0,6.0,5.0,5.0,14.0,32.0,2.0,4.0,0.0,0.0,6.666666666666667,1.0,0.375,0.3125,0.3125,0.875,0.125,0.0,0.0,,0.0,6.666666666666667,55.55555555555556,,36.0,59.0,0.0,0.0,1.0,0.0,0.0,1.0,36.0,59.0,21.0,43.0,8.0,9.0,7.0,7.0,18.0,36.0,18.0,23.0,0.0,0.0,15.0,1.0,0.5833333333333334,0.2222222222222222,0.19444444444444445,0.5,0.5,0.0,0.006944444444444444,,0.4166666666666667
John Lineker,Alptekin Ozkilic,-345.0,315.0,28.9855,315.0,2014-07-16,"Atlantic City, New Jersey, USA", USA,John Lineker,0.0,Flyweight,MALE,3.0,1.0,0.0,0.0,43.5,27.0,0.0,6.0,82.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,165.1,165.1,125.0,1.0,0.0,0.0,48.1667,42.699999999999996,0.3333,0.3333,16.7,4.0,2.0,13.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,Orthodox,160.02,170.18,135.0,24.0,28.0,0.0,,7.0,,,Red,KO/TKO ,3.0,4:51,891.0,140.0,433.0,1422.0,1120.0,100.0,905.0,1.0,UFC Fight Night: Cowboy vs Miller,5.9259259259259265,61.73913043478261,75.0,133.0,327.0,2.0,4.0,1.0,0.0,0.0,16.0,134.0,328.0,84.0,250.0,42.0,70.0,7.0,7.0,125.0,309.0,6.0,15.0,2.0,3.0,9.023569023569024,0.9925373134328358,0.631578947368421,0.3157894736842105,0.05263157894736842,0.9398496240601504,0.045112781954887216,0.015037593984962405,0.017957351290684626,8.0,0.06734006734006734,8.956228956228957,59.32721712538227,50.0,88.0,230.0,1.0,4.0,0.0,0.0,0.0,54.0,94.0,237.0,73.0,202.0,8.0,21.0,7.0,7.0,84.0,217.0,4.0,13.0,0.0,0.0,6.3299663299663305,0.9361702127659575,0.8295454545454546,0.09090909090909091,0.07954545454545454,0.9545454545454546,0.045454545454545456,0.0,0.06060606060606061,54.0,0.0
Justin Salas,Joe Proctor,-135.0,125.0,74.0741,125.0,2014-07-16,"Atlantic City, New Jersey, USA", USA,Joe Proctor,0.0,Lightweight,MALE,3.0,0.0,1.0,0.0,32.6667,34.300000000000004,1.6667,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,177.8,182.88,155.0,0.0,1.0,0.0,26.6,48.8,0.0,1.4,11.799999999999999,1.0,2.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Southpaw,172.72,177.8,155.0,32.0,28.0,0.0,,,,,neither,KO/TKO ,2.0,3:27,507.0,170.0,290.0,1095.0,485.0,370.0,718.0,0.0,UFC Fight Night: Cowboy vs Miller,2.958579881656805,69.1358024691358,,35.0,86.0,0.0,4.0,0.0,0.0,0.0,36.0,35.0,86.0,19.0,62.0,6.0,11.0,10.0,13.0,25.0,73.0,10.0,13.0,0.0,0.0,4.142011834319527,1.0,0.5428571428571428,0.17142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0,0.07100591715976332,,0.0,4.142011834319527,59.302325581395344,100.0,25.0,81.0,0.0,0.0,1.0,0.0,0.0,7.0,29.0,86.0,21.0,74.0,2.0,5.0,2.0,2.0,18.0,70.0,1.0,3.0,6.0,8.0,3.4319526627218937,0.8620689655172413,0.84,0.08,0.08,0.72,0.04,0.24,0.013806706114398423,,0.1183431952662722
Lucas Martins,Alex White,155.0,-175.0,155.0,57.1429,2014-07-16,"Atlantic City, New Jersey, USA", USA,Lucas Martins,0.0,Featherweight,MALE,3.0,0.0,1.0,0.0,20.0,66.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Southpaw,182.88,180.34,155.0,0.0,2.0,0.0,20.3333,41.0,0.3333,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Southpaw,182.88,182.88,145.0,25.0,25.0,0.0,,,,,neither,KO/TKO ,3.0,2:08,728.0,540.0,370.0,842.0,330.0,320.0,170.0,1.0,UFC Fight Night: Cowboy vs Miller,3.4615384615384617,73.58490566037736,,53.0,140.0,0.0,1.0,1.0,0.0,0.0,17.0,53.0,140.0,36.0,116.0,7.0,12.0,10.0,12.0,50.0,137.0,0.0,0.0,3.0,3.0,4.368131868131869,1.0,0.6792452830188679,0.1320754716981132,0.18867924528301888,0.9433962264150944,0.0,0.05660377358490566,0.023351648351648352,,0.08241758241758242,4.368131868131869,62.142857142857146,100.0,42.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,159.0,20.0,115.0,20.0,42.0,2.0,2.0,41.0,157.0,1.0,2.0,0.0,0.0,3.4615384615384617,1.0,0.47619047619047616,0.47619047619047616,0.047619047619047616,0.9761904761904762,0.023809523809523808,0.0,0.0,,0.0
Rick Story,Leonardo Mafra,-300.0,270.0,33.3333,270.0,2014-07-16,"Atlantic City, New Jersey, USA", USA,Rick Story,0.0,Welterweight,MALE,3.0,1.0,0.0,0.0,33.0,40.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,177.8,155.0,1.0,0.0,0.0,42.2667,40.2,0.8667,2.3333,56.49999999999999,6.0,6.0,39.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,9.0,Southpaw,175.26,180.34,170.0,29.0,25.0,0.0,,,,,neither,Submission ,2.0,2:12,432.0,155.0,549.0,600.0,1378.0,160.0,550.0,1.0,UFC Fight Night: Cowboy vs Miller,1.5277777777777777,44.99999999999999,,24.0,39.0,3.0,4.0,0.0,1.0,0.0,345.0,53.0,70.0,22.0,37.0,2.0,2.0,0.0,0.0,7.0,16.0,0.0,0.0,17.0,23.0,7.361111111111111,0.4528301886792453,0.9166666666666666,0.08333333333333333,0.0,0.2916666666666667,0.0,0.7083333333333334,0.7986111111111112,115.0,0.1388888888888889,3.333333333333333,38.46153846153846,25.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,5.0,13.0,5.0,6.0,1.0,1.0,8.0,17.0,2.0,2.0,1.0,1.0,2.9166666666666665,0.5238095238095238,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.0,,0.0
Yosdenis Cedeno,Jerrod Sanders,170.0,-185.0,170.0,54.0541,2014-07-16,"Atlantic City, New Jersey, USA", USA,Yosdenis Cedeno,0.0,Lightweight,MALE,3.0,0.0,0.0,0.0,0.4,66.66666666666666,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,182.88,135.0,1.0,0.0,0.0,26.0,31.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,175.26,155.0,29.0,34.0,0.0,,,,,neither,TKO - Doctor's Stoppage ,1.0,5:00,300.0,243.0,170.0,1450.0,380.0,605.0,630.0,1.0,UFC Fight Night: Cowboy vs Miller,0.4,33.333333333333336,,13.0,21.0,0.0,0.0,1.0,0.0,1.0,182.0,27.0,38.0,8.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,19.0,5.4,0.48148148148148145,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.8461538461538461,0.6066666666666667,,0.2,2.6,38.095238095238095,,2.0,3.0,0.0,0.0,0.0,0.0,1.0,55.0,3.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.6,0.6666666666666666,0.5,0.5,0.0,0.5,0.0,0.5,0.18333333333333332,,0.0
Brad Pickett,Ian McCall,149.0,-159.0,149.0,62.8931,2014-07-19,"Dublin, Leinster, Ireland", Ireland,Ian McCall,0.0,Flyweight,MALE,3.0,0.0,1.0,0.0,62.5,40.0,0.0,1.75,24.5,1.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,165.1,162.56,125.0,0.0,1.0,0.0,37.2857,31.1,0.2857,1.8571,41.0,2.0,3.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,Orthodox,167.64,172.72,135.0,35.0,30.0,0.0,3.0,10.0,,,Blue,Decision - Unanimous ,3.0,5:00,900.0,220.0,125.0,,,,,0.0,UFC Fight Night: McGregor vs Brandao,3.7333333333333334,52.94117647058824,57.14285714285714,22.0,97.0,0.0,10.0,0.0,0.0,0.0,92.0,29.0,105.0,15.0,81.0,5.0,14.0,2.0,2.0,10.0,78.0,12.0,19.0,0.0,0.0,1.9333333333333333,0.7586206896551724,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.0,0.10222222222222223,,0.0,1.4666666666666666,77.31958762886599,100.0,56.0,119.0,3.0,7.0,0.0,0.0,0.0,162.0,112.0,176.0,33.0,88.0,18.0,25.0,5.0,6.0,32.0,90.0,19.0,23.0,5.0,6.0,7.466666666666667,0.5,0.5892857142857143,0.32142857142857145,0.08928571428571429,0.5714285714285714,0.3392857142857143,0.08928571428571429,0.18,54.0,0.0
Cathal Pendred,Mike King,-130.0,120.0,76.9231,120.0,2014-07-19,"Dublin, Leinster, Ireland", Ireland,Cathal Pendred,0.0,Middleweight,MALE,3.0,0.0,0.0,0.0,4.444444444444444,58.46153846153847,3.508771929824561,1.7543859649122806,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,190.5,185.0,0.0,0.0,0.0,1.286549707602339,27.500000000000004,1.7543859649122806,5.263157894736842,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,190.5,170.0,26.0,30.0,0.0,,,,,neither,Submission ,2.0,3:33,513.0,140.0,257.0,,,,,1.0,UFC Fight Night: McGregor vs Brandao,4.444444444444444,41.53846153846153,75.0,11.0,40.0,3.0,5.0,0.0,1.0,0.0,122.0,16.0,46.0,7.0,33.0,3.0,5.0,1.0,2.0,9.0,37.0,1.0,2.0,1.0,1.0,1.871345029239766,0.6875,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.2378167641325536,40.666666666666664,0.11695906432748537,1.286549707602339,72.5,40.0,38.0,65.0,1.0,4.0,1.0,2.0,0.0,141.0,60.0,103.0,33.0,59.0,3.0,4.0,2.0,2.0,17.0,36.0,5.0,5.0,16.0,24.0,7.017543859649122,0.6333333333333333,0.868421052631579,0.07894736842105263,0.05263157894736842,0.4473684210526316,0.13157894736842105,0.42105263157894735,0.27485380116959063,141.0,0.3508771929824561
Cody Donovan,Nikita Krylov,115.0,-125.0,115.0,80.0,2014-07-19,"Dublin, Leinster, Ireland", Ireland,Nikita Krylov,0.0,Light Heavyweight,MALE,3.0,1.0,0.0,0.0,19.0,53.0,0.6667,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,190.5,195.58,205.0,2.0,0.0,0.0,26.6667,64.0,0.0,0.3333,33.300000000000004,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,190.5,187.96,205.0,33.0,22.0,0.0,,,,,neither,KO/TKO ,1.0,4:57,297.0,890.0,723.0,,,,,0.0,UFC Fight Night: McGregor vs Brandao,8.484848484848484,40.0,,21.0,39.0,1.0,2.0,1.0,2.0,0.0,93.0,31.0,50.0,17.0,34.0,4.0,5.0,0.0,0.0,6.0,13.0,14.0,23.0,1.0,3.0,6.262626262626262,0.6774193548387096,0.8095238095238095,0.19047619047619047,0.0,0.2857142857142857,0.6666666666666666,0.047619047619047616,0.31313131313131315,93.0,0.6060606060606061,4.242424242424242,46.15384615384615,50.0,42.0,70.0,0.0,0.0,0.0,0.0,2.0,112.0,80.0,114.0,29.0,52.0,9.0,14.0,4.0,4.0,11.0,24.0,21.0,31.0,10.0,15.0,16.161616161616163,0.525,0.6904761904761905,0.21428571428571427,0.09523809523809523,0.2619047619047619,0.5,0.23809523809523808,0.3771043771043771,,0.0
Conor McGregor,Diego Brandao,-690.0,560.0,14.4928,560.0,2014-07-19,"Dublin, Leinster, Ireland", Ireland,Conor McGregor,0.0,Featherweight,MALE,5.0,1.0,0.0,0.0,23.6667,44.800000000000004,0.3333,2.1667,50.8,3.0,2.0,12.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,Orthodox,170.18,172.72,145.0,0.0,2.0,0.0,37.0,47.0,0.0,2.0,40.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Southpaw,175.26,187.96,155.0,26.0,27.0,0.0,,13.0,,,Red,KO/TKO ,1.0,4:05,245.0,400.0,825.0,1100.0,650.0,-170.0,1000.0,1.0,UFC Fight Night: McGregor vs Brandao,2.2040816326530615,59.09090909090908,100.0,18.0,49.0,1.0,1.0,1.0,0.0,0.0,141.0,37.0,68.0,15.0,44.0,3.0,5.0,0.0,0.0,10.0,30.0,0.0,0.0,8.0,19.0,9.061224489795919,0.4864864864864865,0.8333333333333334,0.16666666666666666,0.0,0.5555555555555556,0.0,0.4444444444444444,0.5755102040816327,141.0,0.2448979591836735,4.408163265306123,63.26530612244898,0.0,9.0,22.0,0.0,2.0,0.0,1.0,0.0,22.0,10.0,23.0,5.0,16.0,4.0,5.0,0.0,1.0,5.0,16.0,4.0,5.0,0.0,1.0,2.4489795918367347,0.9,0.5555555555555556,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.0,0.08979591836734695,,0.2448979591836735
Gunnar Nelson,Zak Cummings,-840.0,660.0,11.9048,660.0,2014-07-19,"Dublin, Leinster, Ireland", Ireland,Gunnar Nelson,0.0,Welterweight,MALE,3.0,0.0,2.0,0.0,16.5,39.0,1.0,2.5,83.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Southpaw,182.88,190.5,185.0,0.0,3.0,0.0,22.3333,74.0,1.0,1.3333,83.3,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,Switch,180.34,182.88,170.0,25.0,29.0,0.0,,13.0,,,Red,Submission ,2.0,4:48,588.0,220.0,805.0,,,,,1.0,UFC Fight Night: McGregor vs Brandao,1.8367346938775508,76.0,100.0,13.0,24.0,1.0,1.0,0.0,1.0,0.0,43.0,23.0,34.0,9.0,20.0,4.0,4.0,0.0,0.0,9.0,19.0,2.0,3.0,2.0,2.0,2.346938775510204,0.5652173913043478,0.6923076923076923,0.3076923076923077,0.0,0.6923076923076923,0.15384615384615385,0.15384615384615385,0.07312925170068027,43.0,0.1020408163265306,1.3265306122448979,45.833333333333336,0.0,18.0,75.0,0.0,1.0,0.0,0.0,0.0,54.0,21.0,79.0,8.0,56.0,5.0,10.0,5.0,9.0,8.0,60.0,10.0,15.0,0.0,0.0,2.142857142857143,0.8571428571428571,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.5555555555555556,0.0,0.09183673469387756,,0.0
Ilir Latifi,Chris Dempsey,-295.0,265.0,33.8983,265.0,2014-07-19,"Dublin, Leinster, Ireland", Ireland,Ilir Latifi,0.0,Light Heavyweight,MALE,3.0,0.0,0.0,0.0,0.47244094488188976,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,185.0,0.0,1.0,0.0,9.0,8.0,1.0,1.0,66.5,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,177.8,185.42,205.0,30.0,26.0,0.0,,,,,neither,KO/TKO ,1.0,2:07,127.0,200.0,425.0,,,,,1.0,UFC Fight Night: McGregor vs Brandao,0.47244094488188976,80.0,,16.0,31.0,1.0,1.0,0.0,0.0,0.0,2.0,17.0,32.0,9.0,24.0,1.0,1.0,6.0,6.0,15.0,30.0,0.0,0.0,1.0,1.0,8.031496062992126,0.9411764705882353,0.5625,0.0625,0.375,0.9375,0.0,0.0625,0.015748031496062992,2.0,0.0,7.559055118110236,48.38709677419355,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.47244094488188976,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
Neil Seery,Phil Harris,-155.0,145.0,64.5161,145.0,2014-07-19,"Dublin, Leinster, Ireland", Ireland,Neil Seery,0.0,Flyweight,MALE,3.0,2.0,0.0,0.0,15.0,37.5,0.0,0.75,41.5,1.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,162.56,162.56,125.0,1.0,0.0,0.0,47.0,41.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,162.56,162.56,125.0,34.0,30.0,0.0,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,253.0,175.0,,,,,1.0,UFC Fight Night: McGregor vs Brandao,2.6666666666666665,68.25396825396825,88.23529411764706,60.0,148.0,2.0,2.0,1.0,0.0,0.0,143.0,63.0,151.0,42.0,119.0,5.0,9.0,13.0,20.0,42.0,114.0,3.0,9.0,15.0,25.0,4.2,0.9523809523809523,0.7,0.08333333333333333,0.21666666666666667,0.7,0.05,0.25,0.15888888888888889,71.5,0.06666666666666667,4.0,59.45945945945945,0.0,40.0,126.0,2.0,17.0,0.0,0.0,0.0,80.0,52.0,139.0,35.0,120.0,2.0,3.0,3.0,3.0,37.0,120.0,2.0,5.0,1.0,1.0,3.466666666666667,0.7692307692307693,0.875,0.05,0.075,0.925,0.05,0.025,0.08888888888888889,40.0,0.0
Norman Parke,Naoyuki Kotani,-460.0,410.0,21.7391,410.0,2014-07-19,"Dublin, Leinster, Ireland", Ireland,Norman Parke,0.0,Lightweight,MALE,3.0,2.0,0.0,0.0,10.5,35.0,1.5,0.5,25.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,172.72,167.64,155.0,1.0,0.0,0.0,57.0,39.0,0.0,2.25,45.300000000000004,3.0,1.0,12.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Southpaw,180.34,177.8,155.0,27.0,32.0,0.0,,,,,neither,KO/TKO ,2.0,3:41,521.0,-120.0,677.0,,,,,1.0,UFC Fight Night: McGregor vs Brandao,0.9213051823416506,77.14285714285715,100.0,34.0,83.0,2.0,2.0,0.0,0.0,0.0,214.0,41.0,91.0,25.0,68.0,5.0,7.0,4.0,8.0,5.0,27.0,5.0,9.0,24.0,47.0,4.721689059500959,0.8292682926829268,0.7352941176470589,0.14705882352941177,0.11764705882352941,0.14705882352941177,0.14705882352941177,0.7058823529411765,0.4107485604606526,107.0,0.0,3.9155470249520152,59.036144578313255,0.0,8.0,35.0,0.0,7.0,0.0,0.0,0.0,61.0,16.0,43.0,5.0,26.0,1.0,3.0,2.0,6.0,7.0,32.0,1.0,3.0,0.0,0.0,1.8426103646833012,0.5,0.625,0.125,0.25,0.875,0.125,0.0,0.11708253358925144,,0.0
Paddy Holohan,Josh Sampo,,,,,2014-07-19,,,Paddy Holohan,0.0,Flyweight,,3.0,,,,0.9677419354838709,27.27272727272727,4.838709677419355,0.0,,,,,,,,,,,,,,,,,,,,3.225806451612903,34.48275862068966,4.838709677419355,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,Submission ,1.0,3:06,186.0,,,,,,,1.0,UFC Fight Night: McGregor vs Brandao,0.9677419354838709,72.72727272727273,,10.0,29.0,0.0,1.0,1.0,1.0,0.0,113.0,20.0,39.0,7.0,22.0,0.0,2.0,3.0,5.0,7.0,21.0,0.0,1.0,3.0,7.0,6.451612903225806,0.5,0.7,0.0,0.3,0.7,0.0,0.3,0.6075268817204301,,0.6451612903225806,3.225806451612903,65.51724137931035,100.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,2.0,8.0,1.0,2.0,0.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.9677419354838709,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,,0.3225806451612903
Paddy Holohan,Joshua Sampo,225.0,-245.0,225.0,40.8163,2014-07-19,"Dublin, Leinster, Ireland", Ireland,Paddy Holohan,0.0,Flyweight,MALE,3.0,1.0,0.0,0.0,23.5,35.5,2.5,1.0,50.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,162.56,162.56,125.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,175.26,125.0,26.0,29.0,0.0,,,,,neither,,,,,350.0,130.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tor Troeng,Trevor Smith,-155.0,145.0,64.5161,145.0,2014-07-19,"Dublin, Leinster, Ireland", Ireland,Trevor Smith,0.0,Middleweight,MALE,3.0,1.0,0.0,0.0,49.0,52.0,0.6667,0.6667,10.7,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,190.5,190.5,185.0,1.0,0.0,0.0,7.5,53.0,0.5,0.5,50.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,187.96,195.58,185.0,31.0,33.0,0.0,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,401.0,355.0,,1170.0,,485.0,0.0,UFC Fight Night: McGregor vs Brandao,2.8,28.8135593220339,60.0,26.0,45.0,1.0,5.0,0.0,0.0,0.0,266.0,42.0,63.0,13.0,31.0,11.0,12.0,2.0,2.0,14.0,32.0,12.0,13.0,0.0,0.0,2.8,0.6190476190476191,0.5,0.4230769230769231,0.07692307692307693,0.5384615384615384,0.46153846153846156,0.0,0.29555555555555557,266.0,0.0,1.7333333333333334,42.22222222222223,80.0,42.0,59.0,2.0,5.0,0.0,2.0,2.0,433.0,89.0,110.0,17.0,30.0,13.0,17.0,12.0,12.0,15.0,28.0,11.0,14.0,16.0,17.0,5.933333333333334,0.47191011235955055,0.40476190476190477,0.30952380952380953,0.2857142857142857,0.35714285714285715,0.2619047619047619,0.38095238095238093,0.4811111111111111,216.5,0.13333333333333333
Akbarh Arreola,Tiago Trator,275.0,-305.0,275.0,32.7869,2014-07-26,"San Jose, California, USA", USA,Tiago Trator,0.0,Lightweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,177.8,145.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,177.8,180.34,155.0,31.0,27.0,0.0,,,,,neither,,,,,380.0,,585.0,,1880.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akbarh Arreola,Tiago dos Santos e Silva,,,,,2014-07-26,,,Tiago dos Santos e Silva,0.0,Lightweight,,3.0,,,,4.133333333333334,38.036809815950924,0.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,41.0958904109589,0.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,Decision - Unanimous ,3.0,5:00,900.0,,,,,,,0.0,UFC on FOX: Lawler vs Brown,4.133333333333334,61.963190184049076,,30.0,73.0,2.0,2.0,0.0,0.0,0.0,11.0,30.0,73.0,9.0,46.0,16.0,18.0,5.0,9.0,26.0,68.0,1.0,2.0,3.0,3.0,2.0,1.0,0.3,0.5333333333333333,0.16666666666666666,0.8666666666666667,0.03333333333333333,0.1,0.012222222222222223,5.5,0.0,2.0,58.9041095890411,0.0,62.0,163.0,0.0,0.0,0.0,0.0,0.0,207.0,88.0,195.0,20.0,102.0,8.0,19.0,34.0,42.0,38.0,127.0,24.0,35.0,0.0,1.0,5.866666666666666,0.7045454545454546,0.3225806451612903,0.12903225806451613,0.5483870967741935,0.6129032258064516,0.3870967741935484,0.0,0.23,,0.0
