fighter_a,fighter_b,a_odds,b_odds,a_expected_value,b_expected_value,event_date,location,country,winner,title_bout,weight_class,gender,num_rounds,b_lose_streak,b_win_streak,b_draws,b_slpm,b_str_acc,b_sub_avg,b_td_avg,b_td_acc,b_longest_win_streak,b_losses,b_total_rounds,b_title_bouts,b_wins_dec_maj,b_wins_dec_split,b_wins_dec,b_wins_ko,b_wins_sub,b_wins_tko_doc,b_wins,b_stance,b_height,b_reach,b_weight,a_lose_streak,a_win_streak,a_draws,a_slpm_x,a_str_acc_x,a_sub_avg_x,a_td_avg_x,a_td_acc_x,a_longest_win_streak,a_losses,a_total_rounds,a_title_bouts,a_wins_dec_maj,a_wins_dec_split,a_wins_dec,a_wins_ko,a_wins_sub,a_wins_tko_doc,a_wins,a_stance,a_height,a_reach,a_weight,a_age,b_age,empty_arena,b_wc_rank,a_wc_rank,a_pfp_rank,b_pfp_rank,better_rank,method,finish_round,finish_time,total_fight_time_secs,a_dec_odds,b_dec_odds,a_sub_odds,b_sub_odds,a_ko_odds,b_ko_odds,target,a_elo,b_elo,a_slpm_y,a_opp_slpm,a_sapm,a_opp_sapm,a_str_acc_y,a_opp_str_acc,a_str_def,a_opp_str_def,a_td_avg_y,a_opp_td_avg,a_td_acc_y,a_opp_td_acc,a_td_def,a_opp_td_def,a_sub_avg_y,a_opp_sub_avg,a_sig_str_landed,a_opp_sig_str_landed,a_sig_str_attempted,a_opp_sig_str_attempted,a_td_landed,a_opp_td_landed,a_td_attempted,a_opp_td_attempted,a_kd,a_opp_kd,a_sub_att,a_opp_sub_att,a_rev,a_opp_rev,a_ctrl_seconds,a_opp_ctrl_seconds,a_roll_slpm,a_roll_sapm,a_roll_str_acc,a_roll_str_def,a_roll_td_avg,a_roll_td_acc,a_roll_td_def,a_roll_sub_avg,a_roll_sig_str_landed,a_roll_sig_str_attempted,a_roll_td_landed,a_roll_td_attempted,a_roll_kd,a_roll_sub_att,a_roll_rev,a_roll_ctrl_seconds,a_roll_opp_slpm,a_roll_opp_sapm,a_roll_opp_str_acc,a_roll_opp_str_def,a_roll_opp_td_avg,a_roll_opp_td_acc,a_roll_opp_td_def,a_roll_opp_sub_avg,a_roll_opp_sig_str_landed,a_roll_opp_sig_str_attempted,a_roll_opp_td_landed,a_roll_opp_td_attempted,a_roll_opp_kd,a_roll_opp_sub_att,a_roll_opp_rev,a_roll_opp_ctrl_seconds,a_roll_won,a_current_win_streak,a_num_fights,a_days_since_last_fight,b_roll_slpm,b_roll_sapm,b_roll_str_acc,b_roll_str_def,b_roll_td_avg,b_roll_td_acc,b_roll_td_def,b_roll_sub_avg,b_roll_sig_str_landed,b_roll_sig_str_attempted,b_roll_td_landed,b_roll_td_attempted,b_roll_kd,b_roll_sub_att,b_roll_rev,b_roll_ctrl_seconds,b_roll_opp_slpm,b_roll_opp_sapm,b_roll_opp_str_acc,b_roll_opp_str_def,b_roll_opp_td_avg,b_roll_opp_td_acc,b_roll_opp_td_def,b_roll_opp_sub_avg,b_roll_opp_sig_str_landed,b_roll_opp_sig_str_attempted,b_roll_opp_td_landed,b_roll_opp_td_attempted,b_roll_opp_kd,b_roll_opp_sub_att,b_roll_opp_rev,b_roll_opp_ctrl_seconds,b_roll_won,b_current_win_streak,b_num_fights,b_days_since_last_fight,diff_roll_slpm,diff_roll_sapm,diff_roll_str_acc,diff_roll_str_def,diff_roll_td_avg,diff_roll_td_acc,diff_roll_td_def,diff_roll_sub_avg,diff_roll_sig_str_landed,diff_roll_td_landed,diff_roll_kd,diff_roll_won,diff_elo,diff_current_win_streak,diff_num_fights,diff_days_since_last_fight,diff_height,diff_reach,diff_weight,diff_age,a_strike_diff,b_strike_diff,diff_strike_diff,a_stance_enc,b_stance_enc,same_stance,a_ko_rate,a_sub_rate,a_dec_rate,b_ko_rate,b_sub_rate,b_dec_rate,diff_ko_rate,diff_sub_rate,diff_dec_rate,a_implied_prob,b_implied_prob,diff_implied_prob,is_title_bout,num_rounds_feat,is_empty_arena,a_wc_rank_feat,a_pfp_rank_feat,b_wc_rank_feat,b_pfp_rank_feat,diff_wc_rank,diff_pfp_rank,diff_lose_streak,diff_longest_win_streak,diff_total_rounds,diff_title_bouts,diff_draws,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob,a_win_pct,b_win_pct,diff_win_pct,weight_class_enc,a_cage_rust,a_layoff_log,b_cage_rust,b_layoff_log,diff_cage_rust,diff_layoff_log,a_wc_move,b_wc_move,diff_wc_move,a_striker_edge,a_grappler_edge,b_striker_edge,b_grappler_edge,diff_striker_edge,diff_grappler_edge,a_fight_pace,b_fight_pace,diff_fight_pace,a_ctrl_efficiency,b_ctrl_efficiency,diff_ctrl_efficiency,a_adj_win_pct,b_adj_win_pct,diff_adj_win_pct,has_data
Alessio Di Chirico,Abdul Razak Alhassan,-265.0,215.0,37.7358,215.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Abdul Razak Alhassan,,Middleweight,MALE,3.0,3.0,0.0,0.0,3.71,48.0,0.0,0.53,28.000000000000004,3.0,4.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,Orthodox,177.8,185.42,185.0,0.0,1.0,0.0,3.3,41.0,0.0,1.62,45.0,2.0,5.0,22.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,Orthodox,182.88,187.96,185.0,31.0,36.0,1.0,,,,,neither,KO/TKO,1.0,0:17,17.0,175.0,700.0,650.0,3500.0,175.0,350.0,0,1498.7533886436424,1512.2609157032225,3.3,3.71,,,41.0,48.0,,,1.62,0.53,45.0,28.000000000000004,,,0.0,0.0,,,,,,,,,,,,,,,,,15.813930282971322,,41.57651098341965,,1.76889389321833,48.191874874322714,,0.0,,,,,,,,,9.717267789589366,,43.9718098382326,,0.6430923097771282,21.42832260896365,,0.7379965898687217,,,,,,,,,0.45038255687670403,1,9,224.0,11.475794717920401,,47.35676577017124,,0.44415205693067705,20.46785159098767,,0.0,,,,,,,,,15.262723557800154,,39.777948856187386,,2.4873135349583024,26.860318017660937,,0.6403501207193418,,,,,,,,,0.3453193974882186,0,8,133.0,4.338135565050921,,-5.780254786751591,,1.3247418362876529,27.724023283335043,,0.0,,,,0.10506315938848543,-13.50752705958007,1,1,91.0,5.079999999999984,2.5400000000000205,0.0,-5.0,,,,0.0,0.0,1,0.5,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.726027397260274,0.31746031746031744,0.40856707979995655,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,-3.0,-1.0,8.0,0.0,0.0,0.36363636363636365,0.13333333333333333,0.36363636363636365,0.2222222222222222,0.027777777777777776,0.125,0.4444444444444444,0.5,-0.05555555555555558,6,0,5.41610040220442,0,4.897839799950911,0,0.518260602253509,0,1,-1,0.4975,0.0,0.995,0.0,-0.4975,0.0,15.813930282971322,11.475794717920401,4.338135565050921,0.0,0.0,0.0,0.45375366913345605,0.5002386551723395,-0.0464849860388834,17
Ricky Turcios,Brady Hiestand,-145.0,125.0,68.9655,125.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Ricky Turcios,,Bantamweight,MALE,3.0,0.0,0.0,0.0,4.4,49.0,0.0,6.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,180.34,135.0,1.0,0.0,0.0,7.0,45.0,0.0,1.0,22.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,180.34,135.0,28.0,22.0,1.0,,,,,neither,S-DEC,3.0,5:00,900.0,165.0,240.0,700.0,800.0,350.0,800.0,1,1500.0,1500.0,7.0,4.4,,,45.0,49.0,,,1.0,6.0,22.0,54.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,2.539999999999992,0.0,0.0,6.0,,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5918367346938775,0.4444444444444444,0.14739229024943312,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.2222222222222222,0.125,0.37735849056603776,0.1111111111111111,0.1111111111111111,0.29411764705882354,0.0,0.5,-0.5,2,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0
Kevin Lee,Daniel Rodriguez,-145.0,125.0,68.9655,125.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Daniel Rodriguez,,Welterweight,MALE,3.0,0.0,2.0,0.0,8.06,50.0,0.2,0.84,55.00000000000001,4.0,1.0,16.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0,Southpaw,185.42,187.96,170.0,1.0,0.0,0.0,3.89,42.0,0.8,3.19,43.0,5.0,6.0,44.0,1.0,0.0,1.0,3.0,3.0,4.0,0.0,11.0,Orthodox,175.26,195.58,170.0,28.0,34.0,1.0,,,,,neither,U-DEC,3.0,5:00,900.0,215.0,330.0,300.0,1600.0,700.0,330.0,0,1599.2589249772288,1577.2790007404046,3.89,8.06,,,42.0,50.0,,,3.19,0.84,43.0,55.00000000000001,,,0.8,0.2,,,,,,,,,,,,,,,,,32.73968318463505,,42.56970350935317,,2.721476320899625,41.88681765925236,,0.915820521560663,,,,,,,,,31.071075852131486,,46.528127896416954,,2.3914127665772895,33.49538297868667,,1.039062089568634,,,,,,,,,0.463690121765829,0,17,532.0,7.936423648064288,,47.67251999792668,,1.7142306357005748,68.59779187940278,,0.28849866680488845,,,,,,,,,3.981501458717677,,40.274205950896004,,0.6032365972309784,34.18254556828468,,0.06099207026943507,,,,,,,,,0.8267193000700847,2,6,42.0,24.80325953657076,,-5.1028164885735094,,1.0072456851990503,-26.71097422015042,,0.6273218547557745,,,,-0.36302917830425563,21.979924236824218,-2,11,490.0,-10.159999999999997,7.6200000000000045,0.0,-6.0,,,,0.0,1.0,0,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.3333333333333333,0.16666666666666666,0.5,-0.06060606060606061,0.196969696969697,-0.2272727272727273,0.5918367346938775,0.4444444444444444,0.14739229024943312,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,1.0,1.0,28.0,1.0,0.0,0.125,0.25,0.31746031746031744,0.23255813953488372,0.058823529411764705,0.23255813953488372,0.6470588235294118,0.8571428571428571,-0.2100840336134453,5,1,6.278521424165844,0,3.7612001156935624,1,2.517321308472282,1,0,1,0.27136363636363636,0.3618181818181818,0.33166666666666667,0.16583333333333333,-0.0603030303030303,0.19598484848484848,32.73968318463505,7.936423648064288,24.80325953657076,0.0,0.0,0.0,0.6972113194358257,0.8614150176098965,-0.16420369817407077,23
Andre Petroski,Micheal Gillmore,-550.0,400.0,18.1818,400.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Andre Petroski,,Middleweight,MALE,3.0,0.0,0.0,0.0,2.35,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,182.88,185.0,0.0,0.0,0.0,3.48,56.99999999999999,1.1,4.55,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,182.88,185.42,185.0,30.0,34.0,1.0,,,,,neither,KO/TKO,3.0,3:12,792.0,500.0,1100.0,100.0,1800.0,225.0,800.0,1,1500.0,1500.0,3.48,2.35,,,56.99999999999999,59.0,,,4.55,0.0,44.0,0.0,,,1.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,2.539999999999992,2.539999999999992,0.0,-4.0,,,,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.2,0.6461538461538461,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.5,0.16666666666666666,0.1111111111111111,0.05263157894736842,0.08333333333333333,0.5,0.5,0.0,6,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0
Makhmud Muradov,Gerald Meerschaert,-575.0,410.0,17.3913,410.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Gerald Meerschaert,,Middleweight,MALE,3.0,0.0,1.0,0.0,3.41,44.0,1.8,2.58,40.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,7.0,Southpaw,185.42,195.58,185.0,0.0,3.0,0.0,5.39,42.0,0.3,0.31,16.0,3.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Orthodox,187.96,190.5,185.0,31.0,33.0,1.0,,,,,neither,SUB,2.0,1:49,409.0,225.0,1200.0,1100.0,1000.0,-150.0,2000.0,0,1569.483945256493,1530.2711797688019,5.39,3.41,,,42.0,44.0,,,0.31,2.58,16.0,40.0,,,0.3,1.8,,,,,,,,,,,,,,,,,4.97,,38.05267998134006,,0.3429851989426036,25.0,,0.33625999896333686,,,,,,,,,4.040511152896896,,47.90113792820016,,2.0071725789000787,38.956787772157575,,0.25543440161719455,,,,,,,,,1.0,3,3,217.0,5.944910621033462,,43.189093789540536,,2.0825309320555467,36.534120222540665,,1.555107227970949,,,,,,,,,12.688225147746019,,58.43120026672695,,3.3192137820784398,51.98851517695556,,0.8134932587431765,,,,,,,,,0.4859520990179396,1,13,133.0,-0.9749106210334624,,-5.136413808200473,,-1.7395457331129431,-11.534120222540665,,-1.2188472290076122,,,,0.5140479009820604,39.21276548769106,2,-10,84.0,2.5400000000000205,-5.0800000000000125,0.0,-2.0,,,,0.0,1.0,0,0.6666666666666666,0.0,0.3333333333333333,0.14285714285714285,0.8571428571428571,0.0,0.5238095238095237,-0.8571428571428571,0.3333333333333333,0.8518518518518519,0.19607843137254902,0.6557734204793029,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,-15.0,0.0,0.0,0.6,0.08333333333333333,0.3076923076923077,0.047619047619047616,0.09090909090909091,0.07692307692307693,1.0,0.5384615384615384,0.46153846153846156,6,0,5.384495062789089,0,4.897839799950911,0,0.4866552628381777,0,0,0,0.6633333333333333,0.0,0.14214285714285713,0.8528571428571428,0.5211904761904762,-0.8528571428571428,4.97,5.944910621033462,-0.9749106210334624,0.0,0.0,0.0,1.0076822469036046,0.5444869780352127,0.4631952688683919,16
Bryan Battle,Gilbert Urbina,-200.0,170.0,50.0,170.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Bryan Battle,,Middleweight,MALE,3.0,0.0,0.0,0.0,6.21,59.0,0.0,4.14,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,190.5,185.0,0.0,0.0,0.0,6.34,52.0,2.1,2.07,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,195.58,185.0,26.0,25.0,1.0,,,,,neither,SUB,2.0,2:15,435.0,175.0,350.0,400.0,700.0,350.0,800.0,1,1500.0,1500.0,6.34,6.21,,,52.0,59.0,,,2.07,4.14,100.0,33.0,,,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,-5.0800000000000125,5.0800000000000125,0.0,1.0,,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.37037037037037035,0.2962962962962963,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2,0.36363636363636365,0.1111111111111111,0.125,0.2222222222222222,0.5,0.5,0.0,6,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0
Edson Barboza,Giga Chikadze,-125.0,105.0,80.0,105.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Giga Chikadze,,Featherweight,MALE,5.0,0.0,6.0,0.0,3.76,45.0,0.3,0.33,33.0,6.0,1.0,17.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,6.0,Orthodox,182.88,187.96,145.0,0.0,2.0,0.0,4.11,44.0,0.1,0.4,44.0,4.0,9.0,64.0,0.0,1.0,1.0,6.0,8.0,0.0,0.0,16.0,Orthodox,180.34,190.5,145.0,35.0,33.0,1.0,10.0,9.0,,,Red,KO/TKO,3.0,1:44,704.0,250.0,400.0,1400.0,2500.0,250.0,200.0,0,1596.3903973488138,1620.2348438110223,4.11,3.76,,,44.0,45.0,,,0.4,0.33,44.0,33.0,,,0.1,0.3,,,,,,,,,,,,,,,,,18.88511499590494,,44.0120337898619,,0.4337698403367539,34.79281698243643,,0.08406303073672994,,,,,,,,,21.702540626528634,,46.7520181441383,,1.4181945313329098,43.87397744395212,,0.5533725869937487,,,,,,,,,0.5575116572264659,2,25,105.0,3.4257790389884755,,45.34808280386632,,0.45022622435186677,39.81207261399762,,0.0,,,,,,,,,3.558516818051584,,35.57116383728408,,0.43136378502858086,35.25524997449586,,0.14619701767376259,,,,,,,,,1.0,6,6,119.0,15.459335956916464,,-1.3360490140044163,,-0.016456384015112846,-5.019255631561194,,0.08406303073672994,,,,-0.4424883427735341,-23.844446462208452,-4,19,-14.0,-2.539999999999992,2.539999999999992,0.0,2.0,,,,0.0,0.0,1,0.5,0.0,0.375,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666669,0.0,0.041666666666666685,0.5555555555555556,0.4878048780487805,0.0677506775067751,0,5.0,1,9.0,16.0,10.0,16.0,-1.0,0.0,0.0,-2.0,47.0,0.0,0.0,0.2857142857142857,0.06666666666666667,0.2857142857142857,0.3333333333333333,0.038461538461538464,0.2,0.64,0.8571428571428571,-0.21714285714285708,3,0,4.663439094112067,0,4.787491742782046,0,-0.1240526486699789,1,0,1,0.4975,0.0,0.33166666666666667,0.0,0.16583333333333333,0.0,18.88511499590494,3.4257790389884755,15.459335956916464,0.0,0.0,0.0,0.6695821715297526,0.8699971581837016,-0.20041498665394897,31
JJ Aldrich,Vanessa Demopoulos,-475.0,350.0,21.0526,350.0,2021-08-28,"Las Vegas, Nevada, USA",USA,JJ Aldrich,,Women's Flyweight,FEMALE,3.0,1.0,0.0,0.0,3.13,42.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,157.48,149.86,125.0,0.0,1.0,0.0,4.05,44.0,0.0,0.82,41.0,3.0,3.0,23.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,Southpaw,165.1,170.18,125.0,28.0,32.0,1.0,,,,,neither,U-DEC,3.0,5:00,900.0,-175.0,525.0,1000.0,1600.0,380.0,1800.0,1,1535.0833310175449,1500.0,4.05,3.13,,,44.0,42.0,,,0.82,0.0,41.0,0.0,,,0.0,1.0,,,,,,,,,,,,,,,,,27.9298757260214,,39.90768715324551,,0.39590618445493087,20.7825500191171,,0.0,,,,,,,,,21.376715695051853,,48.574059798463985,,0.9280947629744326,48.187657205689135,,0.467029131146677,,,,,,,,,0.634633670516304,1,8,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,35.08333101754488,1,8,-197.0,7.6200000000000045,20.319999999999993,0.0,-4.0,,,,1.0,0.0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.8260869565217391,0.2222222222222222,0.6038647342995169,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,-1.0,3.0,20.0,0.0,0.0,0.20833333333333334,0.09090909090909091,0.6363636363636364,0.05263157894736842,0.058823529411764705,0.16,0.625,0.0,0.625,1,0,5.1298987149230735,0,5.902633333401366,0,-0.7727346184782924,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,27.9298757260214,0.0,27.9298757260214,0.0,0.0,0.0,0.6251067478212348,0.0,0.6251067478212348,8
Jamall Emmers,Pat Sabatini,-150.0,130.0,66.6667,130.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Pat Sabatini,,Featherweight,MALE,3.0,0.0,1.0,0.0,1.6,50.0,2.7,0.89,16.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,172.72,177.8,145.0,0.0,1.0,0.0,5.73,53.0,0.4,2.76,53.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,177.8,187.96,145.0,32.0,30.0,1.0,,,,,neither,SUB,1.0,1:53,113.0,120.0,275.0,1100.0,450.0,550.0,1100.0,0,1503.088921297264,1525.7798381059258,5.73,1.6,,,53.0,50.0,,,2.76,0.89,53.0,16.0,,,0.4,2.7,,,,,,,,,,,,,,,,,6.4246529356209034,,59.079893344391074,,0.7916594656852922,18.39771997719341,,0.0,,,,,,,,,1.4735028023013923,,23.009653369270993,,0.22567160035246547,14.60228002280659,,0.0,,,,,,,,,0.5575066659755579,1,2,392.0,1.73,,56.99999999999999,,1.0,20.0,,1.0,,,,,,,,,2.77,,47.0,,0.5,14.000000000000002,,0.5,,,,,,,,,1.0,1,1,126.0,4.694652935620903,,2.079893344391081,,-0.20834053431470778,-1.602280022806589,,-1.0,,,,-0.44249333402444213,-22.69091680866177,0,1,266.0,5.0800000000000125,10.159999999999997,0.0,2.0,,,,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.43478260869565216,0.16521739130434782,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.15384615384615385,0.08333333333333333,0.45454545454545453,0.08333333333333333,0.18181818181818182,0.26666666666666666,0.3333333333333333,1.0,-0.6666666666666667,3,1,5.973809611869261,0,4.844187086458591,1,1.12962252541067,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.4246529356209034,1.73,4.694652935620903,0.0,0.0,0.0,0.3358131296093618,1.0172087911642567,-0.6813956615548948,3
Mana Martinez,Guido Cannetti,-305.0,240.0,32.7869,240.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Mana Martinez,,Bantamweight,MALE,3.0,2.0,0.0,0.0,3.2,54.0,0.2,2.04,50.0,1.0,4.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Southpaw,167.64,172.72,135.0,1.0,0.0,0.0,4.84,50.0,0.9,1.73,66.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,177.8,135.0,25.0,41.0,1.0,,,,,neither,S-DEC,3.0,5:00,900.0,450.0,550.0,900.0,700.0,-135.0,900.0,1,1500.0,1468.2291572742215,4.84,3.2,,,50.0,54.0,,,1.73,2.04,66.0,50.0,,,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,22.14232424777191,,51.5967597888176,,2.136944151825404,50.36580447334288,,0.15010493396183472,,,,,,,,,23.002497336613196,,40.04799888416628,,0.7356237189788305,31.048205823611685,,0.564827191422388,,,,,,,,,0.2824407006210243,0,6,539.0,,,,,,,,,,,,,31.770842725778493,0,-6,-174.0,10.160000000000025,5.0800000000000125,0.0,-16.0,,,,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.7530864197530864,0.29411764705882354,0.4589687726942629,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,-1.0,-1.0,-11.0,0.0,0.0,0.574468085106383,0.1,0.18181818181818182,0.1,0.125,0.15384615384615385,0.0,0.3333333333333333,-0.3333333333333333,2,0,5.902633333401366,1,6.29156913955832,-1,-0.38893580615695456,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.14232424777191,-22.14232424777191,0.0,0.0,0.0,0.0,0.33636559889500744,-0.33636559889500744,6
Dustin Jacoby,Darren Stewart,-200.0,170.0,50.0,170.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Dustin Jacoby,,Light Heavyweight,MALE,3.0,2.0,0.0,0.0,3.05,45.0,0.1,1.75,45.0,3.0,6.0,28.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,Orthodox,182.88,187.96,205.0,0.0,3.0,1.0,4.32,49.0,0.0,0.35,40.0,3.0,2.0,16.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,190.5,193.04,205.0,33.0,30.0,1.0,,,,,neither,KO/TKO,1.0,3:04,184.0,140.0,350.0,1600.0,1000.0,250.0,650.0,1,1505.9704407212098,1493.9753362728045,4.32,3.05,,,49.0,45.0,,,0.35,1.75,40.0,45.0,,,0.0,0.1,,,,,,,,,,,,,,,,,7.4547846657251835,,41.36685584827127,,0.24677962191344607,53.37794760892266,,0.0,,,,,,,,,12.834477824340352,,44.83184996363467,,0.2353828007496825,29.989765388715735,,0.13047626288838357,,,,,,,,,0.6135117904356907,2,4,182.0,8.974472573980352,,45.69751334263967,,1.3000905700422662,37.46835906315422,,0.05794047403909404,,,,,,,,,12.37747297775776,,50.46960279892581,,1.4573806166092573,39.41187460177588,,0.44814502674654183,,,,,,,,,0.4423207041060825,0,11,77.0,-1.5196879082551682,,-4.3306574943683955,,-1.05331094812882,15.909588545768443,,-0.05794047403909404,,,,0.17119108632960822,11.9951044484053,2,-7,105.0,7.6200000000000045,5.079999999999984,0.0,3.0,,,,0.0,0.0,1,0.3333333333333333,0.0,0.6666666666666666,0.4,0.2,0.2,-0.06666666666666671,-0.2,0.4666666666666666,0.6666666666666666,0.37037037037037035,0.2962962962962963,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,-2.0,0.0,-12.0,0.0,1.0,0.2857142857142857,0.058823529411764705,0.4166666666666667,0.13333333333333333,0.09090909090909091,0.2222222222222222,0.6,0.45454545454545453,0.14545454545454545,7,0,5.209486152841421,0,4.356708826689592,0,0.8527773261518297,1,1,0,0.33166666666666667,0.0,0.398,0.199,-0.06633333333333336,-0.199,7.4547846657251835,8.974472573980352,-1.5196879082551682,0.0,0.0,0.0,0.5996725873209132,0.4584781987727728,0.14119438854814043,15
