fighter_a,fighter_b,a_odds,b_odds,a_expected_value,b_expected_value,event_date,location,country,winner,title_bout,weight_class,gender,num_rounds,b_lose_streak,b_win_streak,b_draws,b_slpm,b_str_acc,b_sub_avg,b_td_avg,b_td_acc,b_longest_win_streak,b_losses,b_total_rounds,b_title_bouts,b_wins_dec_maj,b_wins_dec_split,b_wins_dec,b_wins_ko,b_wins_sub,b_wins_tko_doc,b_wins,b_stance,b_height,b_reach,b_weight,a_lose_streak,a_win_streak,a_draws,a_slpm_x,a_str_acc_x,a_sub_avg_x,a_td_avg_x,a_td_acc_x,a_longest_win_streak,a_losses,a_total_rounds,a_title_bouts,a_wins_dec_maj,a_wins_dec_split,a_wins_dec,a_wins_ko,a_wins_sub,a_wins_tko_doc,a_wins,a_stance,a_height,a_reach,a_weight,a_age,b_age,empty_arena,b_wc_rank,a_wc_rank,a_pfp_rank,b_pfp_rank,better_rank,method,finish_round,finish_time,total_fight_time_secs,a_dec_odds,b_dec_odds,a_sub_odds,b_sub_odds,a_ko_odds,b_ko_odds,target,a_elo,b_elo,a_slpm_y,a_opp_slpm,a_sapm,a_opp_sapm,a_str_acc_y,a_opp_str_acc,a_str_def,a_opp_str_def,a_td_avg_y,a_opp_td_avg,a_td_acc_y,a_opp_td_acc,a_td_def,a_opp_td_def,a_sub_avg_y,a_opp_sub_avg,a_sig_str_landed,a_opp_sig_str_landed,a_sig_str_attempted,a_opp_sig_str_attempted,a_td_landed,a_opp_td_landed,a_td_attempted,a_opp_td_attempted,a_kd,a_opp_kd,a_sub_att,a_opp_sub_att,a_rev,a_opp_rev,a_ctrl_seconds,a_opp_ctrl_seconds,a_roll_slpm,a_roll_sapm,a_roll_str_acc,a_roll_str_def,a_roll_td_avg,a_roll_td_acc,a_roll_td_def,a_roll_sub_avg,a_roll_sig_str_landed,a_roll_sig_str_attempted,a_roll_td_landed,a_roll_td_attempted,a_roll_kd,a_roll_sub_att,a_roll_rev,a_roll_ctrl_seconds,a_roll_opp_slpm,a_roll_opp_sapm,a_roll_opp_str_acc,a_roll_opp_str_def,a_roll_opp_td_avg,a_roll_opp_td_acc,a_roll_opp_td_def,a_roll_opp_sub_avg,a_roll_opp_sig_str_landed,a_roll_opp_sig_str_attempted,a_roll_opp_td_landed,a_roll_opp_td_attempted,a_roll_opp_kd,a_roll_opp_sub_att,a_roll_opp_rev,a_roll_opp_ctrl_seconds,a_roll_won,a_current_win_streak,a_num_fights,a_days_since_last_fight,b_roll_slpm,b_roll_sapm,b_roll_str_acc,b_roll_str_def,b_roll_td_avg,b_roll_td_acc,b_roll_td_def,b_roll_sub_avg,b_roll_sig_str_landed,b_roll_sig_str_attempted,b_roll_td_landed,b_roll_td_attempted,b_roll_kd,b_roll_sub_att,b_roll_rev,b_roll_ctrl_seconds,b_roll_opp_slpm,b_roll_opp_sapm,b_roll_opp_str_acc,b_roll_opp_str_def,b_roll_opp_td_avg,b_roll_opp_td_acc,b_roll_opp_td_def,b_roll_opp_sub_avg,b_roll_opp_sig_str_landed,b_roll_opp_sig_str_attempted,b_roll_opp_td_landed,b_roll_opp_td_attempted,b_roll_opp_kd,b_roll_opp_sub_att,b_roll_opp_rev,b_roll_opp_ctrl_seconds,b_roll_won,b_current_win_streak,b_num_fights,b_days_since_last_fight,diff_roll_slpm,diff_roll_sapm,diff_roll_str_acc,diff_roll_str_def,diff_roll_td_avg,diff_roll_td_acc,diff_roll_td_def,diff_roll_sub_avg,diff_roll_sig_str_landed,diff_roll_td_landed,diff_roll_kd,diff_roll_won,diff_elo,diff_current_win_streak,diff_num_fights,diff_days_since_last_fight,diff_height,diff_reach,diff_weight,diff_age,a_strike_diff,b_strike_diff,diff_strike_diff,a_stance_enc,b_stance_enc,same_stance,a_ko_rate,a_sub_rate,a_dec_rate,b_ko_rate,b_sub_rate,b_dec_rate,diff_ko_rate,diff_sub_rate,diff_dec_rate,a_implied_prob,b_implied_prob,diff_implied_prob,is_title_bout,num_rounds_feat,is_empty_arena,a_wc_rank_feat,a_pfp_rank_feat,b_wc_rank_feat,b_pfp_rank_feat,diff_wc_rank,diff_pfp_rank,diff_lose_streak,diff_longest_win_streak,diff_total_rounds,diff_title_bouts,diff_draws,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob,a_win_pct,b_win_pct,diff_win_pct,weight_class_enc,a_cage_rust,a_layoff_log,b_cage_rust,b_layoff_log,diff_cage_rust,diff_layoff_log,a_wc_move,b_wc_move,diff_wc_move,a_striker_edge,a_grappler_edge,b_striker_edge,b_grappler_edge,diff_striker_edge,diff_grappler_edge,a_fight_pace,b_fight_pace,diff_fight_pace,a_ctrl_efficiency,b_ctrl_efficiency,diff_ctrl_efficiency,a_adj_win_pct,b_adj_win_pct,diff_adj_win_pct,has_data
Damir Ismagulov,Joel Alvarez,-325.0,265.0,30.7692,265.0,2019-02-23,"Prague, Czech Republic", Czech Republic,Damir Ismagulov,,Lightweight,MALE,3.0,0.0,0.0,0.0,,33.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,195.58,155.0,0.0,1.0,0.0,34.0,61.0,0.0,5.0,45.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,177.8,177.8,155.0,28.0,24.0,0.0,,,,,neither,U-DEC,3.0,5:00,900.0,148.0,850.0,650.0,460.0,210.0,1455.0,1,1524.0,1500.0,34.0,,,,61.0,33.0,,,5.0,,45.0,,,,0.0,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,1,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,24.0,1,1,-281.0,-12.699999999999989,-17.78,0.0,4.0,,,,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7647058823529411,0.273972602739726,0.4907332796132151,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.3225806451612903,0.13333333333333333,0.4032258064516129,0.06430868167202572,0.17857142857142858,0.10526315789473684,1.0,0.5,0.5,4,0,4.442651256490317,0,5.902633333401366,0,-1.4599820769110492,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1
Veronica Macedo,Gillian Robertson,158.0,-180.0,158.0,55.5556,2019-02-23,"Prague, Czech Republic", Czech Republic,Gillian Robertson,,Women's Flyweight,FEMALE,3.0,1.0,0.0,0.0,10.0,42.699999999999996,0.6667,1.3333,61.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Orthodox,165.1,160.02,125.0,2.0,0.0,0.0,23.5,44.0,0.5,0.5,50.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,162.56,162.56,125.0,23.0,23.0,0.0,,,,,neither,SUB,2.0,3:27,507.0,300.0,420.0,650.0,110.0,925.0,1150.0,0,1453.8531766477768,1519.1622407049676,23.5,10.0,,,44.0,42.699999999999996,,,0.5,1.3333,50.0,61.0,,,0.5,0.6667,,,,,,,,,,,,,,,,,23.0,,56.00000000000001,,0.0,0.0,,0.0,,,,,,,,,33.0,,46.5,,1.0,50.0,,0.0,,,,,,,,,0.0,0,2,280.0,6.181299994816685,,33.27875333298778,,1.278753332987779,86.06233335061106,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5874010519681995,0,3,154.0,16.818700005183317,,22.721246667012224,,-1.278753332987779,-86.06233335061106,,-1.0,,,,-0.5874010519681995,-65.30906405719088,0,-1,126.0,-2.539999999999992,2.539999999999992,0.0,0.0,,,,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.3875968992248062,0.6428571428571429,-0.2552602436323367,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,1.0,-2.0,2.0,0.0,0.0,0.0975609756097561,0.13333333333333333,0.25,0.08,0.47619047619047616,0.19230769230769232,0.0,0.6666666666666666,-0.6666666666666666,1,0,5.638354669333745,0,5.043425116919247,0,0.5949295524144986,1,0,1,0.0,0.0,0.0,0.995,0.0,-0.995,23.0,6.181299994816685,16.818700005183317,0.0,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,5
Michel Prazeres,Ismail Naurdiev,-470.0,375.0,21.2766,375.0,2019-02-23,"Prague, Czech Republic", Czech Republic,Ismail Naurdiev,,Welterweight,MALE,3.0,0.0,0.0,0.0,,56.00000000000001,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,187.96,170.0,0.0,8.0,0.0,32.1667,50.8,0.5833,3.5,46.800000000000004,8.0,2.0,32.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,10.0,Orthodox,167.64,170.18,170.0,37.0,22.0,0.0,,,,,neither,U-DEC,3.0,5:00,900.0,226.0,705.0,105.0,2015.0,535.0,790.0,0,1622.0868697689696,1500.0,32.1667,,,,50.8,56.00000000000001,,,3.5,,46.800000000000004,,,,0.5833,,,,,,,,,,,,,,,,,,32.643020842287946,,47.661162600014464,,3.870356188144639,38.858908755104636,,0.32826426481621657,,,,,,,,,37.36897378675838,,48.105251444440725,,3.1356865189278595,46.902428067038606,,0.3300155773372548,,,,,,,,,0.9480157900210253,8,12,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,122.08686976896956,8,12,-267.0,-10.160000000000025,-17.78,0.0,15.0,,,,0.0,0.0,1,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.3,0.4,0.8245614035087719,0.21052631578947367,0.6140350877192983,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,8.0,32.0,0.0,0.0,0.15748031496062992,0.4878048780487805,0.3067484662576687,0.11235955056179775,0.04728132387706856,0.12422360248447205,0.8333333333333334,0.5,0.33333333333333337,5,0,4.59511985013459,0,5.902633333401366,0,-1.307513483266776,1,0,1,0.0,0.2985,0.0,0.0,0.0,0.2985,32.643020842287946,0.0,32.643020842287946,0.0,0.0,0.0,0.844222582330559,0.5,0.344222582330559,12
Damir Hadzovic,Polo Reyes,-325.0,265.0,30.7692,265.0,2019-02-23,"Prague, Czech Republic", Czech Republic,Damir Hadzovic,,Lightweight,MALE,3.0,0.0,1.0,0.0,45.8,38.2,0.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,Orthodox,180.34,180.34,155.0,0.0,1.0,0.0,29.0,49.0,0.25,0.0,0.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Orthodox,175.26,177.8,155.0,32.0,34.0,0.0,,,,,neither,,,,,325.0,391.0,779.0,950.0,185.0,275.0,1,1512.1863138993747,1564.1977188359515,29.0,45.8,,,49.0,38.2,,,0.0,0.0,0.0,0.0,,,0.25,0.0,,,,,,,,,,,,,,,,,13.141615795237191,,38.87729340697448,,0.0,0.0,,0.1375192293789991,,,,,,,,,26.962210592659805,,40.726794328668845,,1.7689542631076904,33.589662303926325,,0.21632482762180788,,,,,,,,,0.557506665975558,1,4,216.0,53.0200558639537,,35.87576916780045,,0.0,0.0,,0.0,,,,,,,,,22.58874200286045,,33.904014061127334,,0.05896038967374429,2.9294525310257833,,0.29471942857911515,,,,,,,,,0.7609703895132205,1,5,405.0,-39.87844006871651,,3.0015242391740315,,0.0,0.0,,0.1375192293789991,,,,-0.2034637235376625,-52.01140493657681,0,-1,-189.0,-5.0800000000000125,-2.539999999999992,0.0,-2.0,,,,0.0,0.0,1,0.5,0.0,0.0,0.75,0.0,0.0,-0.25,0.0,0.0,0.7647058823529411,0.273972602739726,0.4907332796132151,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.3508771929824561,0.11376564277588168,0.23529411764705882,0.26666666666666666,0.09523809523809523,0.20366598778004075,0.5,0.8,-0.30000000000000004,4,0,5.37989735354046,1,6.0063531596017325,-1,-0.6264558060612728,0,0,0,0.4975,0.0,0.74625,0.0,-0.24874999999999997,0.0,13.141615795237191,53.0200558639537,-39.87844006871651,0.0,0.0,0.0,0.5122002745354589,0.8065854360856748,-0.2943851615502159,9
Dwight Grant,Carlo Pedersoli,140.0,-160.0,140.0,62.5,2019-02-23,"Prague, Czech Republic", Czech Republic,Dwight Grant,,Welterweight,MALE,3.0,1.0,0.0,0.0,34.5,43.5,0.0,1.5,37.5,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Southpaw,180.34,190.5,170.0,1.0,0.0,0.0,25.0,28.999999999999996,0.0,1.0,100.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,185.42,193.04,170.0,34.0,25.0,0.0,,,,,neither,,,,,352.0,,1575.0,,320.0,,1,1477.0704025992325,1503.3529065538896,25.0,34.5,,,28.999999999999996,43.5,,,1.0,1.5,100.0,37.5,,,0.0,0.0,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,29.8333,,38.7,,0.5,15.2,,0.3333,,,,,,,,,0.0,0,1,70.0,67.0,,37.0,,3.0,75.0,,0.0,,,,,,,,,32.47520931671341,,45.338806660792244,,1.3343700387000246,20.281915982791393,,0.5780343293251092,,,,,,,,,0.44249333402444213,0,2,154.0,,,-1.0,,,,,,,,,-0.44249333402444213,-26.28250395465716,0,-1,-84.0,5.079999999999984,2.539999999999992,0.0,9.0,,,,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.6153846153846154,-0.19871794871794873,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.23809523809523808,0.05970149253731343,0.22123893805309736,,,,0.0,0.5,-0.5,5,0,4.2626798770413155,0,5.043425116919247,0,-0.7807452398779313,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,-67.0,0.0,0.0,0.0,0.0,0.5120147797928245,-0.5120147797928245,3
Jon Jones,Anthony Smith,-800.0,550.0,12.5,550.0,2019-03-02,"Las Vegas, Nevada, USA", USA,Jon Jones,,Light Heavyweight,MALE,5.0,0.0,3.0,0.0,32.9,50.4,0.4,0.4,10.6,3.0,3.0,22.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,7.0,Orthodox,193.04,193.04,205.0,0.0,1.0,0.0,61.8421,57.4,0.5263,1.9474,55.7,13.0,2.0,58.0,12.0,0.0,0.0,7.0,5.0,5.0,0.0,17.0,Orthodox,193.04,213.36,205.0,31.0,30.0,0.0,3.0,0.0,2.0,,Red,U-DEC,5.0,5:00,1500.0,700.0,1600.0,220.0,1600.0,-130.0,800.0,1,1717.3628714537604,1577.0770491854714,61.8421,32.9,,,57.4,50.4,,,1.9474,0.4,55.7,10.6,,,0.5263,0.4,,,,,,,,,,,,,,,,,50.39723338862782,,56.714846754222755,,2.0323984998149425,62.23845733713255,,0.5952557948143458,,,,,,,,,35.766381273742155,,47.92487644829007,,1.4666754552743586,37.42315475827726,,0.38002524342338095,,,,,,,,,1.0,14,14,63.0,31.891408749790113,,45.85297566547303,,0.4123441142290596,9.157898093187493,,0.27509978037062616,,,,,,,,,34.5598354480149,,48.127470564032485,,1.069305718557693,18.088943307114445,,0.07339547426580974,,,,,,,,,0.81141813810917,3,10,126.0,18.505824638837705,,10.861871088749723,,1.6200543855858829,53.08055924394506,,0.3201560144437196,,,,0.18858186189083004,140.28582226828894,11,4,-63.0,0.0,20.32000000000002,0.0,1.0,,,,0.0,0.0,1,0.29411764705882354,0.29411764705882354,0.4117647058823529,0.7142857142857143,0.14285714285714285,0.14285714285714285,-0.42016806722689076,0.1512605042016807,0.2689075630252101,0.8888888888888888,0.15384615384615385,0.735042735042735,0,5.0,0,0.0,2.0,3.0,16.0,-3.0,-14.0,0.0,10.0,36.0,12.0,0.0,0.5652173913043478,0.3125,0.125,0.1111111111111111,0.058823529411764705,0.058823529411764705,0.8947368421052632,0.7,0.1947368421052632,7,0,4.1588830833596715,0,4.844187086458591,0,-0.6853040030989197,0,1,-1,0.2926470588235294,0.2926470588235294,0.7107142857142857,0.14214285714285713,-0.4180672268907563,0.1505042016806723,50.39723338862782,31.891408749790113,18.505824638837705,0.0,0.0,0.0,0.9525063372545862,0.7154836605422037,0.23702267671238253,24
Tyron Woodley,Kamaru Usman,-190.0,165.0,52.6316,165.0,2019-03-02,"Las Vegas, Nevada, USA", USA,Kamaru Usman,,Welterweight,MALE,5.0,0.0,9.0,0.0,58.5556,52.7,0.2222,4.4444,39.900000000000006,9.0,0.0,28.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,9.0,Switch,182.88,193.04,170.0,0.0,3.0,0.0,34.5,54.400000000000006,0.25,0.4167,20.8,3.0,3.0,32.0,5.0,1.0,1.0,1.0,5.0,1.0,0.0,9.0,Orthodox,175.26,187.96,170.0,36.0,31.0,0.0,2.0,0.0,6.0,,Red,U-DEC,5.0,5:00,1500.0,300.0,225.0,750.0,1600.0,200.0,500.0,0,1637.0625493853058,1673.0110576116629,34.5,58.5556,,,54.400000000000006,52.7,,,0.4167,4.4444,20.8,39.900000000000006,,,0.25,0.2222,,,,,,,,,,,,,,,,,28.813874983141787,,56.509541221241705,,0.4398394561056349,18.975474457021107,,0.11004868569138233,,,,,,,,,36.792898106571435,,47.838213265476256,,1.3187826377223817,33.34612139872689,,0.3481970507113695,,,,,,,,,0.916025087227462,6,11,175.0,44.636492489099204,,54.57474671423853,,4.171467335417767,47.06429681548172,,0.37061462707792125,,,,,,,,,38.34089670546641,,47.09092582195221,,1.432527392295467,37.21506177391672,,0.6357588810384384,,,,,,,,,1.0,9,9,92.0,-15.822617505957417,,1.9347945070031756,,-3.731627879312132,-28.08882235846061,,-0.26056594138653894,,,,-0.08397491277253799,-35.948508226357035,-3,2,83.0,-7.6200000000000045,-5.079999999999984,0.0,5.0,,,,0.0,2.0,0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.4444444444444445,0.0,-0.6666666666666667,0.6551724137931034,0.37735849056603776,0.27781392322706566,0,5.0,0,0.0,6.0,2.0,16.0,-2.0,-10.0,0.0,-6.0,4.0,4.0,0.0,0.3333333333333333,0.11764705882352941,0.25,0.16666666666666666,0.058823529411764705,0.3076923076923077,0.75,1.0,-0.25,5,0,5.170483995038151,0,4.532599493153256,0,0.6378845018848951,0,0,0,0.5527777777777778,0.11055555555555555,0.11055555555555555,0.11055555555555555,0.4422222222222223,0.0,28.813874983141787,44.636492489099204,-15.822617505957417,0.0,0.0,0.0,0.8151724177189699,1.0609808772054041,-0.24580845948643426,20
Robbie Lawler,Ben Askren,240.0,-280.0,240.0,35.7143,2019-03-02,"Las Vegas, Nevada, USA", USA,Ben Askren,,Welterweight,MALE,3.0,0.0,0.0,0.0,,49.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,185.42,170.0,1.0,0.0,0.0,51.7895,45.7,0.0,0.8421,34.2,5.0,6.0,57.0,5.0,0.0,3.0,4.0,6.0,0.0,0.0,13.0,Southpaw,180.34,187.96,170.0,36.0,34.0,0.0,,6.0,,,Red,SUB,1.0,3:20,200.0,650.0,-150.0,2000.0,650.0,375.0,900.0,0,1624.5354251167016,1500.0,51.7895,,,,45.7,49.0,,,0.8421,,34.2,,,,0.0,,,,,,,,,,,,,,,,,,44.76773218451573,,45.40596136305105,,1.0798174516536447,43.15857871194216,,0.0,,,,,,,,,40.16798123772954,,48.017919620544575,,1.4325130026036608,31.028442359702854,,0.48213062096918474,,,,,,,,,0.6066665277864577,0,12,441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,124.53542511670162,0,12,76.0,0.0,2.5400000000000205,0.0,2.0,,,,1.0,0.0,0,0.46153846153846156,0.0,0.3076923076923077,0.0,0.0,0.0,0.46153846153846156,0.0,0.3076923076923077,0.29411764705882354,0.7368421052631579,-0.4427244582043343,0,3.0,0,6.0,16.0,16.0,16.0,-10.0,0.0,1.0,5.0,57.0,5.0,0.0,0.21052631578947367,0.047619047619047616,0.13333333333333333,0.1,0.13333333333333333,0.6,0.6842105263157895,0.5,0.1842105263157895,5,1,6.091309882077698,0,5.902633333401366,1,0.188676548676332,0,0,0,0.4592307692307693,0.0,0.0,0.0,0.4592307692307693,0.0,44.76773218451573,0.0,44.76773218451573,0.0,0.0,0.0,0.7359149215031875,0.5,0.2359149215031875,12
Tecia Torres,Weili Zhang,125.0,-145.0,125.0,68.9655,2019-03-02,"Las Vegas, Nevada, USA", USA,Weili Zhang,,Women's Strawweight,FEMALE,3.0,0.0,2.0,0.0,61.0,57.99999999999999,1.0,1.0,41.5,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Switch,162.56,160.02,115.0,2.0,0.0,0.0,62.1111,49.3,0.1111,0.7778,35.099999999999994,3.0,3.0,26.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,Orthodox,154.94,152.4,115.0,29.0,29.0,0.0,15.0,7.0,,,Red,U-DEC,3.0,5:00,900.0,125.0,150.0,1600.0,600.0,1400.0,550.0,0,1559.6451975801663,1544.75650331853,62.1111,61.0,,,49.3,57.99999999999999,,,0.7778,1.0,35.099999999999994,41.5,,,0.1111,1.0,,,,,,,,,,,,,,,,,66.90584240448062,,49.264133279674994,,0.8442821696736572,38.227067517395426,,0.0840943264117217,,,,,,,,,68.53250087671111,,52.820274746518834,,1.2572983836114653,43.44159238807914,,0.5776980558094664,,,,,,,,,0.5028345856842497,0,9,217.0,77.0,,39.0,,1.0,50.0,,0.0,,,,,,,,,66.41527997097343,,40.768658650218285,,0.8539469712513219,25.947761332158453,,0.0,,,,,,,,,1.0,2,2,98.0,-10.094157595519377,,10.264133279674994,,-0.1557178303263428,-11.772932482604574,,0.0840943264117217,,,,-0.49716541431575034,14.888694261636374,-2,7,119.0,-7.6200000000000045,-7.6200000000000045,0.0,0.0,,,,0.0,2.0,0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.5,0.5,0.0,-0.33333333333333337,0.33333333333333337,0.4444444444444444,0.5918367346938775,-0.14739229024943312,0,3.0,0,7.0,16.0,15.0,16.0,-8.0,0.0,2.0,1.0,22.0,0.0,0.0,0.06666666666666667,0.058823529411764705,0.4444444444444444,0.15384615384615385,0.14285714285714285,0.4,0.6666666666666666,1.0,-0.33333333333333337,0,0,5.384495062789089,0,4.59511985013459,0,0.7893752126544991,0,0,0,0.0,0.16583333333333333,0.0,0.4975,0.0,-0.33166666666666667,66.90584240448062,77.0,-10.094157595519377,0.0,0.0,0.0,0.6869407938109281,0.9922297447191375,-0.3052889509082094,11
Jeremy Stephens,Zabit Magomedsharipov,260.0,-320.0,260.0,31.25,2019-03-02,"Las Vegas, Nevada, USA", USA,Zabit Magomedsharipov,,Featherweight,MALE,3.0,0.0,4.0,0.0,53.5,57.99999999999999,1.0,5.75,59.0,4.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,Orthodox,185.42,185.42,145.0,1.0,0.0,0.0,37.4483,43.8,0.3448,0.931,24.4,3.0,14.0,76.0,0.0,0.0,1.0,6.0,7.0,0.0,1.0,15.0,Orthodox,172.72,180.34,145.0,32.0,28.0,0.0,13.0,6.0,,,Red,U-DEC,3.0,5:00,900.0,700.0,150.0,1400.0,200.0,350.0,600.0,0,1546.765700332236,1585.7378749689617,37.4483,53.5,,,43.8,57.99999999999999,,,0.931,5.75,24.4,59.0,,,0.3448,1.0,,,,,,,,,,,,,,,,,36.179591061054694,,45.061427434068655,,1.1015203310473896,29.1606850348573,,0.40171341392650645,,,,,,,,,47.95088229812841,,41.66248808014973,,1.1328874383675,24.397526394285673,,0.31275675492871674,,,,,,,,,0.533773227772481,0,21,217.0,48.837726031662925,,59.24869607334353,,4.562875521146635,46.68756184241667,,1.4236610509315362,,,,,,,,,50.1190936227136,,34.72475866576823,,0.7389336393002061,26.662599989633375,,0.0,,,,,,,,,1.0,4,4,175.0,-12.65813497060823,,-14.187268639274876,,-3.461355190099246,-17.526876807559372,,-1.0219476370050298,,,,-0.46622677222751896,-38.97217463672564,-4,17,42.0,-12.699999999999989,-5.079999999999984,0.0,4.0,,,,0.0,0.0,1,0.4666666666666667,0.0,0.4,0.0,0.75,0.25,0.4666666666666667,-0.75,0.15000000000000002,0.2777777777777778,0.7619047619047619,-0.4841269841269841,0,3.0,0,6.0,16.0,13.0,16.0,-7.0,0.0,1.0,-1.0,66.0,0.0,0.0,0.2222222222222222,0.06666666666666667,0.125,0.14285714285714285,0.3333333333333333,0.4,0.5172413793103449,1.0,-0.48275862068965514,3,0,5.384495062789089,0,5.170483995038151,0,0.21401106775093748,0,0,0,0.4643333333333333,0.0,0.0,0.74625,0.4643333333333333,-0.74625,36.179591061054694,48.837726031662925,-12.65813497060823,0.0,0.0,0.0,0.5338622690641808,0.9979039427791779,-0.46404167371499716,25
Cody Garbrandt,Pedro Munhoz,-160.0,140.0,62.5,140.0,2019-03-02,"Las Vegas, Nevada, USA", USA,Pedro Munhoz,,Bantamweight,MALE,3.0,0.0,2.0,0.0,43.0,49.6,0.7273,0.6364,25.5,4.0,4.0,22.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,7.0,Orthodox,167.64,165.1,135.0,2.0,0.0,0.0,32.5,36.9,0.0,0.625,13.5,6.0,2.0,17.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,Orthodox,172.72,165.1,135.0,27.0,32.0,0.0,9.0,2.0,,,Red,KO/TKO,1.0,4:52,292.0,280.0,450.0,2000.0,375.0,160.0,500.0,0,1603.2978494853348,1583.459597938621,32.5,43.0,,,36.9,49.6,,,0.625,0.6364,13.5,25.5,,,0.0,0.7273,,,,,,,,,,,,,,,,,38.304894782669564,,36.68784850578103,,0.975099282641663,21.3250719323932,,0.0,,,,,,,,,62.214695220903806,,41.66679751427598,,1.7102503328265317,31.964901843518984,,0.5326189734414364,,,,,,,,,0.5607891506412792,0,8,210.0,34.24289066829096,,50.55623937459948,,0.6750269652408096,26.391342246293156,,0.8306679031113882,,,,,,,,,32.26241824930028,,43.36736414598805,,2.0761515634321213,37.35689226255498,,0.5487286438550001,,,,,,,,,0.7816544148155051,2,10,92.0,4.0620041143786025,,-13.868390868818452,,0.3000723174008534,-5.066270313899956,,-0.8306679031113882,,,,-0.22086526417422592,19.838251546713764,-2,-2,118.0,5.0800000000000125,0.0,0.0,-5.0,,,,0.0,0.0,1,0.6666666666666666,0.0,0.3333333333333333,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.38095238095238093,-0.42857142857142855,0.047619047619047616,0.6153846153846154,0.4166666666666667,0.19871794871794873,0,3.0,0,2.0,16.0,9.0,16.0,-7.0,0.0,2.0,2.0,-5.0,3.0,0.0,0.38461538461538464,0.047619047619047616,0.2631578947368421,0.16666666666666666,0.21052631578947367,0.18181818181818182,0.75,0.6363636363636364,0.11363636363636365,2,0,5.351858133476067,0,4.532599493153256,0,0.8192586403228104,0,0,0,0.6633333333333333,0.0,0.28428571428571425,0.4264285714285714,0.3790476190476191,-0.4264285714285714,38.304894782669564,34.24289066829096,4.0620041143786025,0.0,0.0,0.0,0.8061465398959725,0.660088973781515,0.14605756611445753,18
