event_date,tour,tourney_name,bucket,round,winner,loser_name,player_a,player_b,candidate_source,candidate_date,candidate_names,candidate_tournament,candidate_has_numeric_odds,classification
2023-04-10,wta,BJK Cup G2 RR: GEO vs IRL,BJK Cup G2 RR: GEO vs IRL 2023,RR,Ekaterine Gorgodze,Celine Simunyu,Celine Simunyu,Ekaterine Gorgodze,betexplorer_team_events,2023-04-10,Gorgodze E. vs Simunyu C.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-10,wta,BJK Cup G2 RR: ISR vs POR,BJK Cup G2 RR: ISR vs POR 2023,RR,Francisca Jorge,Lina Glushko,Francisca Jorge,Lina Glushko,betexplorer_team_events,2023-04-10,Jorge F. vs Glushko L.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-10,wta,BJK Cup G2 RR: ISR vs POR,BJK Cup G2 RR: ISR vs POR 2023,RR,Ines Murta,Shavit Kimchi,Ines Murta,Shavit Kimchi,betexplorer_team_events,2023-04-10,Murta I. vs Kimchi S.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-10,wta,BJK Cup G2 RR: LTU vs KOS,BJK Cup G2 RR: LTU vs KOS 2023,RR,Justina Mikulskyte,Arlinda Rushiti,Arlinda Rushiti,Justina Mikulskyte,betexplorer_team_events,2023-04-10,Mikulskyte J. vs Rushiti A.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-10,wta,BJK Cup G2 RR: LTU vs KOS,BJK Cup G2 RR: LTU vs KOS 2023,RR,Klaudija Bubelyte,Adrijana Lekaj,Adrijana Lekaj,Klaudija Bubelyte,betexplorer_team_events,2023-04-10,Bubelyte K. vs Lekaj A.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: ARG vs GUA,BJK Cup G1 RR: ARG vs GUA 2023,RR,Martina Capurro Taborda,Kirsten Andrea Weedon,Kirsten Andrea Weedon,Martina Capurro Taborda,betexplorer_team_events,2023-04-11,Capurro Taborda M. vs Weedon K.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: CHN vs UZB,BJK Cup G1 RR: CHN vs UZB 2023,RR,Wushuang Zheng,Sevil Yuldasheva,Sevil Yuldasheva,Wushuang Zheng,betexplorer_team_events,2023-04-11,Zheng W. vs Yuldasheva S.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: CHN vs UZB,BJK Cup G1 RR: CHN vs UZB 2023,RR,Xinyu Jiang,Sabrina Olimjanova,Sabrina Olimjanova,Xinyu Jiang,betexplorer_team_events,2023-04-11,Jiang X. vs Olimjanova S.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: COL vs BOL,BJK Cup G1 RR: COL vs BOL 2023,RR,Maria Fernanda Herazo Gonzalez,Ana Fabia Holweg Bustillos,Ana Fabia Holweg Bustillos,Maria Fernanda Herazo Gonzalez,betexplorer_team_events,2023-04-11,Herazo Gonzalez M. vs Bustillos A.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: CRO vs BUL,BJK Cup G1 RR: CRO vs BUL 2023,RR,Lia Karatancheva,Petra Marcinko,Lia Karatancheva,Petra Marcinko,betexplorer_team_events,2023-04-11,Karatancheva L. vs Marcinko P.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: HUN vs EGY,BJK Cup G1 RR: HUN vs EGY 2023,RR,Dalma Galfi,Lamis Alhussein Abdel Aziz,Dalma Galfi,Lamis Alhussein Abdel Aziz,betexplorer_team_events,2023-04-11,Galfi D. vs Alhussein L.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: IND vs THA,BJK Cup G1 RR: IND vs THA 2023,RR,Ankita Raina,Peangtarn Plipuech,Ankita Raina,Peangtarn Plipuech,betexplorer_team_events,2023-04-11,Raina A. vs Plipuech P.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: IND vs THA,BJK Cup G1 RR: IND vs THA 2023,RR,Luksika Kumkhum,Rutuja Bhosale,Luksika Kumkhum,Rutuja Bhosale,betexplorer_team_events,2023-04-11,Kumkhum L. vs Bhosale R.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: JPN vs KOR,BJK Cup G1 RR: JPN vs KOR 2023,RR,Mai Hontama,Boyoung Jeong,Boyoung Jeong,Mai Hontama,betexplorer_team_events,2023-04-11,Hontama M. vs Jeong B.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: JPN vs KOR,BJK Cup G1 RR: JPN vs KOR 2023,RR,Moyuka Uchijima,Yeon Woo Ku,Moyuka Uchijima,Yeon Woo Ku,betexplorer_team_events,2023-04-11,Uchijima M. vs Ku Y.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: SRB vs NOR,BJK Cup G1 RR: SRB vs NOR 2023,RR,Mia Ristic,Ulrikke Eikeri,Mia Ristic,Ulrikke Eikeri,betexplorer_team_events,2023-04-11,Ristic M. vs Eikeri U.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: SWE vs DEN,BJK Cup G1 RR: SWE vs DEN 2023,RR,Caijsa Wilda Hennemann,Rebecca Munk Mortensen,Caijsa Wilda Hennemann,Rebecca Munk Mortensen,betexplorer_team_events,2023-04-11,Hennemann C. W. vs Munk Mortensen R.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G1 RR: TUR vs NED,BJK Cup G1 RR: TUR vs NED 2023,RR,Suzan Lamens,Cagla Buyukakcay,Cagla Buyukakcay,Suzan Lamens,betexplorer_team_events,2023-04-11,Lamens S. vs Buyukakcay C.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G2 RR: EST vs KOS,BJK Cup G2 RR: EST vs KOS 2023,RR,Anett Kontaveit,Arlinda Rushiti,Anett Kontaveit,Arlinda Rushiti,betexplorer_team_events,2023-04-11,Kontaveit A. vs Rushiti A.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G2 RR: EST vs KOS,BJK Cup G2 RR: EST vs KOS 2023,RR,Maileen Nuudi,Vesa Gjinaj,Maileen Nuudi,Vesa Gjinaj,betexplorer_team_events,2023-04-11,Nuudi M. vs Gjinaj V.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G2 RR: GEO vs RSA,BJK Cup G2 RR: GEO vs RSA 2023,RR,Nino Natsvlishvili,Suzanie Pretorius,Nino Natsvlishvili,Suzanie Pretorius,betexplorer_team_events,2023-04-11,Natsvlishvili N. vs Pretorius S.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G2 RR: GRE vs ISR,BJK Cup G2 RR: GRE vs ISR 2023,RR,Despina Papamichail,Lina Glushko,Despina Papamichail,Lina Glushko,betexplorer_team_events,2023-04-11,Papamichail D. vs Glushko L.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G2 RR: GRE vs ISR,BJK Cup G2 RR: GRE vs ISR 2023,RR,Valentini Grammatikopoulou,Mika Buchnik,Mika Buchnik,Valentini Grammatikopoulou,betexplorer_team_events,2023-04-11,Grammatikopoulou V. vs Buchnik M.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G2 RR: LTU vs IRL,BJK Cup G2 RR: LTU vs IRL 2023,RR,Klaudija Bubelyte,Sinead Lohan,Klaudija Bubelyte,Sinead Lohan,betexplorer_team_events,2023-04-11,Bubelyte K. vs Lohan S.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-11,wta,BJK Cup G2 RR: POR vs MLT,BJK Cup G2 RR: POR vs MLT 2023,RR,Ines Murta,Elaine Genovese,Elaine Genovese,Ines Murta,betexplorer_team_events,2023-04-11,Murta I. vs Genovese E.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: ARG vs BOL,BJK Cup G1 RR: ARG vs BOL 2023,RR,Julia Riera,Noelia Zeballos Melgar,Julia Riera,Noelia Zeballos Melgar,betexplorer_team_events,2023-04-12,Riera J. vs Zeballos N.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: ARG vs BOL,BJK Cup G1 RR: ARG vs BOL 2023,RR,Martina Capurro Taborda,Catalina Padilla Udaeta,Catalina Padilla Udaeta,Martina Capurro Taborda,betexplorer_team_events,2023-04-12,Capurro Taborda M. vs Udaeta C.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: CHN vs KOR,BJK Cup G1 RR: CHN vs KOR 2023,RR,Dabin Kim,Zhaoxuan Yang,Dabin Kim,Zhaoxuan Yang,betexplorer_team_events,2023-04-12,Kim D. vs Yang Z.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: CHN vs KOR,BJK Cup G1 RR: CHN vs KOR 2023,RR,Dayeon Back,Wushuang Zheng,Dayeon Back,Wushuang Zheng,betexplorer_team_events,2023-04-12,Back D. vs Zheng W.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: DEN vs NOR,BJK Cup G1 RR: DEN vs NOR 2023,RR,Malene Helgo,Johanne Christine Svendsen,Johanne Christine Svendsen,Malene Helgo,betexplorer_team_events,2023-04-12,Helgo M. vs Svendsen J. C.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: DEN vs NOR,BJK Cup G1 RR: DEN vs NOR 2023,RR,Rebecca Munk Mortensen,Ulrikke Eikeri,Rebecca Munk Mortensen,Ulrikke Eikeri,betexplorer_team_events,2023-04-12,Munk Mortensen R. vs Eikeri U.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: HUN vs TUR,BJK Cup G1 RR: HUN vs TUR 2023,RR,Anna Bondar,Ipek Oz,Anna Bondar,Ipek Oz,betexplorer_team_events,2023-04-12,Bondar A. vs Oz I.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: HUN vs TUR,BJK Cup G1 RR: HUN vs TUR 2023,RR,Zeynep Sonmez,Dalma Galfi,Dalma Galfi,Zeynep Sonmez,betexplorer_team_events,2023-04-12,Sonmez Z. vs Galfi D.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: IND vs UZB,BJK Cup G1 RR: IND vs UZB 2023,RR,Ankita Raina,Sevil Yuldasheva,Ankita Raina,Sevil Yuldasheva,betexplorer_team_events,2023-04-12,Raina A. vs Yuldasheva S.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: IND vs UZB,BJK Cup G1 RR: IND vs UZB 2023,RR,Rutuja Bhosale,Sabrina Olimjanova,Rutuja Bhosale,Sabrina Olimjanova,betexplorer_team_events,2023-04-12,Bhosale R. vs Olimjanova S.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: JPN vs THA,BJK Cup G1 RR: JPN vs THA 2023,RR,Mai Hontama,Anchisa Chanta,Anchisa Chanta,Mai Hontama,betexplorer_team_events,2023-04-12,Hontama M. vs Chanta A.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: JPN vs THA,BJK Cup G1 RR: JPN vs THA 2023,RR,Mananchaya Sawangkaew,Moyuka Uchijima,Mananchaya Sawangkaew,Moyuka Uchijima,betexplorer_team_events,2023-04-12,Sawangkaew M. vs Uchijima M.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: LAT vs EGY,BJK Cup G1 RR: LAT vs EGY 2023,RR,Daniela Vismane,Sandra Samir,Daniela Vismane,Sandra Samir,betexplorer_team_events,2023-04-12,Vismane D. vs Samir S.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: LAT vs EGY,BJK Cup G1 RR: LAT vs EGY 2023,RR,Diana Marcinkevica,Lamis Alhussein Abdel Aziz,Diana Marcinkevica,Lamis Alhussein Abdel Aziz,betexplorer_team_events,2023-04-12,Marcinkevica D. vs Alhussein L.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: SRB vs CRO,BJK Cup G1 RR: SRB vs CRO 2023,RR,Lola Radivojevic,Tara Wurth,Lola Radivojevic,Tara Wurth,betexplorer_team_events,2023-04-12,Radivojevic L. vs Wuerth T.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: SRB vs CRO,BJK Cup G1 RR: SRB vs CRO 2023,RR,Mia Ristic,Antonia Ruzic,Antonia Ruzic,Mia Ristic,betexplorer_team_events,2023-04-12,Ristic M. vs Ruzic A.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: SWE vs BUL,BJK Cup G1 RR: SWE vs BUL 2023,RR,Gergana Topalova,Caijsa Wilda Hennemann,Caijsa Wilda Hennemann,Gergana Topalova,betexplorer_team_events,2023-04-12,Topalova G. vs Hennemann C. W.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G1 RR: SWE vs BUL,BJK Cup G1 RR: SWE vs BUL 2023,RR,Lia Karatancheva,Kajsa Rinaldo Persson,Kajsa Rinaldo Persson,Lia Karatancheva,betexplorer_team_events,2023-04-12,Karatancheva L. vs Rinaldo Persson K.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G2 RR: BIH vs POR,BJK Cup G2 RR: BIH vs POR 2023,RR,Dea Herdzelas,Ines Murta,Dea Herdzelas,Ines Murta,betexplorer_team_events,2023-04-12,Herdzelas D. vs Murta I.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G2 RR: BIH vs POR,BJK Cup G2 RR: BIH vs POR 2023,RR,Francisca Jorge,Nefisa Berberovic,Francisca Jorge,Nefisa Berberovic,betexplorer_team_events,2023-04-12,Jorge F. vs Berberovic N.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G2 RR: EST vs IRL,BJK Cup G2 RR: EST vs IRL 2023,RR,Elena Malygina,Ruth Copas,Elena Malygina,Ruth Copas,betexplorer_team_events,2023-04-12,Malygina E. vs Copas R.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G2 RR: EST vs IRL,BJK Cup G2 RR: EST vs IRL 2023,RR,Maileen Nuudi,Caragh Courtney,Caragh Courtney,Maileen Nuudi,betexplorer_team_events,2023-04-12,Nuudi M. vs Courtney C.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G2 RR: GRE vs MLT,BJK Cup G2 RR: GRE vs MLT 2023,RR,Francesca Curmi,Despina Papamichail,Despina Papamichail,Francesca Curmi,betexplorer_team_events,2023-04-12,Curmi F. vs Papamichail D.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G2 RR: GRE vs MLT,BJK Cup G2 RR: GRE vs MLT 2023,RR,Valentini Grammatikopoulou,Elaine Genovese,Elaine Genovese,Valentini Grammatikopoulou,betexplorer_team_events,2023-04-12,Grammatikopoulou V. vs Genovese E.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G2 RR: RSA vs KOS,BJK Cup G2 RR: RSA vs KOS 2023,RR,Adrijana Lekaj,Marilouise Van Zyl,Adrijana Lekaj,Marilouise Van Zyl,betexplorer_team_events,2023-04-12,Lekaj A. vs Van Zyl M.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-12,wta,BJK Cup G2 RR: RSA vs KOS,BJK Cup G2 RR: RSA vs KOS 2023,RR,Arlinda Rushiti,Suzanie Pretorius,Arlinda Rushiti,Suzanie Pretorius,betexplorer_team_events,2023-04-12,Rushiti A. vs Pretorius S.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G1 RR: BUL vs NOR,BJK Cup G1 RR: BUL vs NOR 2023,RR,Lia Karatancheva,Ulrikke Eikeri,Lia Karatancheva,Ulrikke Eikeri,betexplorer_team_events,2023-04-13,Karatancheva L. vs Eikeri U.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G1 RR: CHN vs IND,BJK Cup G1 RR: CHN vs IND 2023,RR,Xinyu Jiang,Rutuja Bhosale,Rutuja Bhosale,Xinyu Jiang,betexplorer_team_events,2023-04-13,Jiang X. vs Bhosale R.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G1 RR: JPN vs UZB,BJK Cup G1 RR: JPN vs UZB 2023,RR,Himeno Sakatsume,Sabrina Olimjanova,Himeno Sakatsume,Sabrina Olimjanova,betexplorer_team_events,2023-04-13,Sakatsume H. vs Olimjanova S.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G1 RR: JPN vs UZB,BJK Cup G1 RR: JPN vs UZB 2023,RR,Mai Hontama,Sevil Yuldasheva,Mai Hontama,Sevil Yuldasheva,betexplorer_team_events,2023-04-13,Hontama M. vs Yuldasheva S.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G1 RR: KOR vs THA,BJK Cup G1 RR: KOR vs THA 2023,RR,Mananchaya Sawangkaew,Yeon Woo Ku,Mananchaya Sawangkaew,Yeon Woo Ku,betexplorer_team_events,2023-04-13,Sawangkaew M. vs Ku Y.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G1 RR: KOR vs THA,BJK Cup G1 RR: KOR vs THA 2023,RR,Punnin Kovapitukted,Boyoung Jeong,Boyoung Jeong,Punnin Kovapitukted,betexplorer_team_events,2023-04-13,Kovapitukted P. vs Jeong B.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G1 RR: LAT vs HUN,BJK Cup G1 RR: LAT vs HUN 2023,RR,Natalia Szabanin,Diana Marcinkevica,Diana Marcinkevica,Natalia Szabanin,betexplorer_team_events,2023-04-13,Szabanin N. vs Marcinkevica D.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G1 RR: NED vs EGY,BJK Cup G1 RR: NED vs EGY 2023,RR,Suzan Lamens,Merna Refaat,Merna Refaat,Suzan Lamens,betexplorer_team_events,2023-04-13,Lamens S. vs Refaat M.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G1 RR: SRB vs DEN,BJK Cup G1 RR: SRB vs DEN 2023,RR,Mia Ristic,Sarafina Hansen,Mia Ristic,Sarafina Hansen,betexplorer_team_events,2023-04-13,Ristic M. vs Hansen S. O.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G1 RR: SWE vs CRO,BJK Cup G1 RR: SWE vs CRO 2023,RR,Caijsa Wilda Hennemann,Petra Marcinko,Caijsa Wilda Hennemann,Petra Marcinko,betexplorer_team_events,2023-04-13,Hennemann C. W. vs Marcinko P.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G2 RR: GEO vs KOS,BJK Cup G2 RR: GEO vs KOS 2023,RR,Sofia Shapatava,Adrijana Lekaj,Adrijana Lekaj,Sofia Shapatava,betexplorer_team_events,2023-04-13,Shapatava S. vs Lekaj A.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-13,wta,BJK Cup G2 RR: IRL vs RSA,BJK Cup G2 RR: IRL vs RSA 2023,RR,Suzanie Pretorius,Sinead Lohan,Sinead Lohan,Suzanie Pretorius,betexplorer_team_events,2023-04-13,Pretorius S. vs Lohan S.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G1 RR: ARG vs PER,BJK Cup G1 RR: ARG vs PER 2023,RR,Lucciana Perez Alarcon,Martina Capurro Taborda,Lucciana Perez Alarcon,Martina Capurro Taborda,betexplorer_team_events,2023-04-14,Perez Alarcon L. vs Capurro Taborda M.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G1 RR: BOL vs GUA,BJK Cup G1 RR: BOL vs GUA 2023,RR,Melisa Morales,Catalina Padilla Udaeta,Catalina Padilla Udaeta,Melisa Morales,betexplorer_team_events,2023-04-14,Morales M. vs Udaeta C.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G1 RR: BOL vs GUA,BJK Cup G1 RR: BOL vs GUA 2023,RR,Noelia Zeballos Melgar,Kirsten Andrea Weedon,Kirsten Andrea Weedon,Noelia Zeballos Melgar,betexplorer_team_events,2023-04-14,Zeballos N. vs Weedon K.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G1 RR: CHN vs THA,BJK Cup G1 RR: CHN vs THA 2023,RR,Xinyu Jiang,Mananchaya Sawangkaew,Mananchaya Sawangkaew,Xinyu Jiang,betexplorer_team_events,2023-04-14,Jiang X. vs Sawangkaew M.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G1 RR: CHN vs THA,BJK Cup G1 RR: CHN vs THA 2023,RR,Yue Yuan,Peangtarn Plipuech,Peangtarn Plipuech,Yue Yuan,betexplorer_team_events,2023-04-14,Yuan Y. vs Plipuech P.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G1 RR: COL vs CHI,BJK Cup G1 RR: COL vs CHI 2023,RR,Maria Fernanda Herazo Gonzalez,Fernanda Labrana,Fernanda Labrana,Maria Fernanda Herazo Gonzalez,betexplorer_team_events,2023-04-14,Herazo Gonzalez M. vs Labrana F.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G1 RR: HUN vs NED,BJK Cup G1 RR: HUN vs NED 2023,RR,Dalma Galfi,Suzan Lamens,Dalma Galfi,Suzan Lamens,betexplorer_team_events,2023-04-14,Galfi D. vs Lamens S.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G1 RR: JPN vs IND,BJK Cup G1 RR: JPN vs IND 2023,RR,Mai Hontama,Rutuja Bhosale,Mai Hontama,Rutuja Bhosale,betexplorer_team_events,2023-04-14,Hontama M. vs Bhosale R.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G1 RR: JPN vs IND,BJK Cup G1 RR: JPN vs IND 2023,RR,Moyuka Uchijima,Ankita Raina,Ankita Raina,Moyuka Uchijima,betexplorer_team_events,2023-04-14,Uchijima M. vs Raina A.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G1 RR: KOR vs UZB,BJK Cup G1 RR: KOR vs UZB 2023,RR,Dabin Kim,Ominahon Valihanova,Dabin Kim,Ominahon Valihanova,betexplorer_team_events,2023-04-14,Kim D. vs Valihanova O.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G1 RR: KOR vs UZB,BJK Cup G1 RR: KOR vs UZB 2023,RR,Dayeon Back,Sevil Yuldasheva,Dayeon Back,Sevil Yuldasheva,betexplorer_team_events,2023-04-14,Back D. vs Yuldasheva S.,bjk-g1-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup G2 RR: LTU vs RSA,BJK Cup G2 RR: LTU vs RSA 2023,RR,Klaudija Bubelyte,Marilouise Van Zyl,Klaudija Bubelyte,Marilouise Van Zyl,betexplorer_team_events,2023-04-14,Bubelyte K. vs Van Zyl M.,bjk-g2-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: CAN vs BEL,BJK Cup QLS R1: CAN vs BEL 2023,RR,Greet Minnen,Katherine Sebov,Greet Minnen,Katherine Sebov,betexplorer_team_events,2023-04-15,Minnen G. vs Sebov K.,bjk-wg-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: CAN vs BEL,BJK Cup QLS R1: CAN vs BEL 2023,RR,Leylah Fernandez,Yanina Wickmayer,Leylah Fernandez,Yanina Wickmayer,betexplorer_team_events,2023-04-14,Fernandez L. vs Wickmayer Y.,bjk-wg-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: CAN vs BEL,BJK Cup QLS R1: CAN vs BEL 2023,RR,Leylah Fernandez,Ysaline Bonaventure,Leylah Fernandez,Ysaline Bonaventure,betexplorer_team_events,2023-04-15,Fernandez L. vs Bonaventure Y.,bjk-wg-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: CAN vs BEL,BJK Cup QLS R1: CAN vs BEL 2023,RR,Ysaline Bonaventure,Rebecca Marino,Rebecca Marino,Ysaline Bonaventure,betexplorer_team_events,2023-04-14,Bonaventure Y. vs Marino R.,bjk-wg-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: CZE vs UKR,BJK Cup QLS R1: CZE vs UKR 2023,RR,Barbora Krejcikova,Katarina Zavatska,Barbora Krejcikova,Katarina Zavatska,betexplorer_team_events,2023-04-14,Krejcikova B. vs Zavatska K.,bjk-wg-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: CZE vs UKR,BJK Cup QLS R1: CZE vs UKR 2023,RR,Marketa Vondrousova,Katarina Zavatska,Katarina Zavatska,Marketa Vondrousova,betexplorer_team_events,2023-04-15,Vondrousova M. vs Zavatska K.,bjk-wg-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: CZE vs UKR,BJK Cup QLS R1: CZE vs UKR 2023,RR,Marketa Vondrousova,Marta Kostyuk,Marketa Vondrousova,Marta Kostyuk,betexplorer_team_events,2023-04-14,Vondrousova M. vs Kostyuk M.,bjk-wg-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: CZE vs UKR,BJK Cup QLS R1: CZE vs UKR 2023,RR,Marta Kostyuk,Barbora Krejcikova,Barbora Krejcikova,Marta Kostyuk,betexplorer_team_events,2023-04-15,Kostyuk M. vs Krejcikova B.,bjk-wg-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: ESP vs MEX,BJK Cup QLS R1: ESP vs MEX 2023,RR,Nuria Parrizas Diaz,Marcela Zacarias,Marcela Zacarias,Nuria Parrizas Diaz,betexplorer_team_events,2023-04-15,Parrizas-Diaz N. vs Zacarias M.,bjk-wg-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: ESP vs MEX,BJK Cup QLS R1: ESP vs MEX 2023,RR,Nuria Parrizas Diaz,Renata Zarazua,Nuria Parrizas Diaz,Renata Zarazua,betexplorer_team_events,2023-04-14,Parrizas-Diaz N. vs Zarazua R.,bjk-wg-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: ESP vs MEX,BJK Cup QLS R1: ESP vs MEX 2023,RR,Sara Sorribes Tormo,Fernanda Contreras Gomez,Fernanda Contreras Gomez,Sara Sorribes Tormo,betexplorer_team_events,2023-04-14,Sorribes Tormo S. vs Contreras Gomez F.,bjk-wg-2023,False,source_has_no_numeric_odds
2023-04-14,wta,BJK Cup QLS R1: FRA vs GBR,BJK Cup QLS R1: FRA vs GBR 2023,RR,Alize Cornet,Harriet Dart,Alize Cornet,Harriet Dart,betexplorer_team_events,2023-04-14,Cornet A. vs Dart H.,bjk-wg-2023,False,source_has_no_numeric_odds
