event_date,tour,tourney_name,bucket,round,winner,loser_name,player_a,player_b,candidate_source,candidate_date,candidate_names,candidate_tournament,candidate_has_numeric_odds,classification
2025-04-01,wta,Antalya 125 #3,Antalya 125 #3 2025,R32,Xinyu Gao,Anastasiia Gureva,Anastasiia Gureva,Xinyu Gao,betexplorer_team_events,2025-04-02,Gao X. vs Gureva A.,w125-antalya-3-2025,False,source_has_no_numeric_odds
2025-04-28,wta,Saint Malo 125,Saint Malo 125 2025,R32,Fiona Ferro,Noma Noha Akugue,Fiona Ferro,Noma Noha Akugue,,,,,False,source_absent
2025-09-08,wta,Ljubljana 125,Ljubljana 125 2025,R32,Sinja Kraus,Silvia Ambrosio,Silvia Ambrosio,Sinja Kraus,,,,,False,source_absent
2025-11-02,atp,Metz,Metz 2025,QF,A. Cazaux,K. Jacquet,A. Cazaux,K. Jacquet,,,,,False,source_absent
2025-11-02,atp,Metz,Metz 2025,R32,C. Tabur,A. Rinderknech,A. Rinderknech,C. Tabur,,,,,False,source_absent
2025-11-02,atp,Metz,Metz 2025,QF,C. Tabur,D. Altmaier,C. Tabur,D. Altmaier,,,,,False,source_absent
2025-11-02,atp,Metz,Metz 2025,R32,F. Passaro,F. Passaro,F. Passaro,F. Passaro,,,,,False,upstream_match_record_issue
2025-11-02,atp,Metz,Metz 2025,R32,G. Mpetshi Perricard,A. Blockx,A. Blockx,G. Mpetshi Perricard,,,,,False,source_absent
2025-11-02,atp,Metz,Metz 2025,R32,J. Choinski,J. Choinski,J. Choinski,J. Choinski,,,,,False,upstream_match_record_issue
2025-11-02,atp,Metz,Metz 2025,R32,K. Jacquet,K. Jacquet,K. Jacquet,K. Jacquet,,,,,False,upstream_match_record_issue
2025-11-02,atp,Metz,Metz 2025,R32,L. Van Assche,L. Van Assche,L. Van Assche,L. Van Assche,,,,,False,upstream_match_record_issue
2025-11-02,atp,Metz,Metz 2025,SF,T. Atmane,A. Cazaux,A. Cazaux,T. Atmane,,,,,False,source_absent
2025-11-02,atp,Metz,Metz 2025,QF,T. Atmane,C. Norrie,C. Norrie,T. Atmane,,,,,False,source_absent
2025-11-02,atp,Metz,Metz 2025,R32,T. Atmane,L. Sonego,L. Sonego,T. Atmane,,,,,False,source_absent
2025-11-02,atp,Metz,Metz 2025,QF,V. Sachko,A. Vukic,A. Vukic,V. Sachko,,,,,False,source_absent
2025-11-02,atp,Metz,Metz 2025,SF,V. Sachko,C. Tabur,C. Tabur,V. Sachko,,,,,False,source_absent
2025-11-02,atp,Metz,Metz 2025,F,V. Sachko,T. Atmane,T. Atmane,V. Sachko,,,,,False,source_absent
2025-11-02,atp,Metz,Metz 2025,R32,V. Sachko,V. Sachko,V. Sachko,V. Sachko,,,,,False,upstream_match_record_issue
2025-11-03,wta,Austin 125,Austin 125 2025,R16,Renata Zarazua,Claire Liu,Claire Liu,Renata Zarazua,betexplorer_team_events,2025-11-06,Zarazua R. vs Liu C.,w125-austin-2025,False,source_has_no_numeric_odds
2025-11-09,atp,Nitto ATP Finals,Nitto ATP Finals 2025,RR,B. Shelton,C. Alcaraz,B. Shelton,C. Alcaraz,,,,,False,source_absent
2025-11-09,atp,Nitto ATP Finals,Nitto ATP Finals 2025,RR,F. Auger-Aliassime,A. de Minaur,A. de Minaur,F. Auger-Aliassime,,,,,False,source_absent
2025-12-01,wta,Quito 125,Quito 125 2025,R32,Maja Chwalinska,Tania Varela,Maja Chwalinska,Tania Varela,,,,,False,source_absent
2025-12-17,atp,Next Gen ATP Finals,Next Gen ATP Finals 2025,RR,A. Blockx,R. Jodar,A. Blockx,R. Jodar,,,,,False,source_absent
2025-12-17,atp,Next Gen ATP Finals,Next Gen ATP Finals 2025,F,J. Engel,A. Blockx,A. Blockx,J. Engel,,,,,False,source_absent
2026-01-04,wta,Brisbane,Brisbane 2026,R64,Yulia Putintseva,Hailey Baptiste,Hailey Baptiste,Yulia Putintseva,tennis_data,2026-01-05,Putintseva Y. vs Baptiste H.,Brisbane International,False,source_has_no_numeric_odds
2026-01-26,wta,Manila 125,Manila 125 2026,R32,Mai Hontama,Elizabeth Abarquez,Elizabeth Abarquez,Mai Hontama,,,,,False,source_absent
2026-01-26,wta,Manila 125,Manila 125 2026,R32,Tatiana Prozorova,Kaye Ann Emana,Kaye Ann Emana,Tatiana Prozorova,,,,,False,source_absent
2026-02-02,wta,Mumbai 125,Mumbai 125 2026,R32,Misaki Matsuda,Ankita Raina,Ankita Raina,Misaki Matsuda,,,,,False,source_absent
2026-02-16,wta,Les Sables D'Olonne 125,Les Sables D'Olonne 125 2026,R32,Mona Barthel,Tiphanie Lemaitre,Mona Barthel,Tiphanie Lemaitre,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Alexandra Eala,Magda Linette,Alexandra Eala,Magda Linette,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Alycia Parks,Maria Sakkari,Alycia Parks,Maria Sakkari,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Amanda Anisimova,Ajla Tomljanovic,Ajla Tomljanovic,Amanda Anisimova,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Amanda Anisimova,Yuliia Starodubtseva,Amanda Anisimova,Yuliia Starodubtseva,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Anastasia Zakharova,Anna Kalinskaya,Anastasia Zakharova,Anna Kalinskaya,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Aryna Sabalenka,Ann Li,Ann Li,Aryna Sabalenka,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Belinda Bencic,Diana Shnaider,Belinda Bencic,Diana Shnaider,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Belinda Bencic,Zeynep Sonmez,Belinda Bencic,Zeynep Sonmez,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Caty McNally,Xinyu Wang,Caty McNally,Xinyu Wang,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Coco Gauff,Alycia Parks,Alycia Parks,Coco Gauff,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Coco Gauff,Elisabetta Cocciaretto,Coco Gauff,Elisabetta Cocciaretto,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Diana Shnaider,Tereza Valentova,Diana Shnaider,Tereza Valentova,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Ekaterina Alexandrova,Lilli Tagger,Ekaterina Alexandrova,Lilli Tagger,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Elena Rybakina,Yulia Putintseva,Elena Rybakina,Yulia Putintseva,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Elina Svitolina,Emerson Jones,Elina Svitolina,Emerson Jones,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Elise Mertens,Elvina Kalieva,Elise Mertens,Elvina Kalieva,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Hailey Baptiste,Elina Svitolina,Elina Svitolina,Hailey Baptiste,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Hailey Baptiste,Liudmila Samsonova,Hailey Baptiste,Liudmila Samsonova,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Iva Jovic,Paula Badosa,Iva Jovic,Paula Badosa,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Jaqueline Cristian,Ekaterina Alexandrova,Ekaterina Alexandrova,Jaqueline Cristian,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Jaqueline Cristian,Peyton Stearns,Jaqueline Cristian,Peyton Stearns,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Jasmine Paolini,Taylor Townsend,Jasmine Paolini,Taylor Townsend,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Jelena Ostapenko,Dayana Yastremska,Dayana Yastremska,Jelena Ostapenko,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Jelena Ostapenko,Jasmine Paolini,Jasmine Paolini,Jelena Ostapenko,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Jessica Pegula,Leylah Fernandez,Jessica Pegula,Leylah Fernandez,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Karolina Muchova,Camila Osorio,Camila Osorio,Karolina Muchova,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Karolina Muchova,Katie Boulter,Karolina Muchova,Katie Boulter,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Leylah Fernandez,Oksana Selekhmeteva,Leylah Fernandez,Oksana Selekhmeteva,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Madison Keys,Elena-Gabriela Ruse,Elena-Gabriela Ruse,Madison Keys,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Marta Kostyuk,Kamilla Rakhimova,Kamilla Rakhimova,Marta Kostyuk,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Mirra Andreeva,Marie Bouzkova,Marie Bouzkova,Mirra Andreeva,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Qinwen Zheng,Sloane Stephens,Qinwen Zheng,Sloane Stephens,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Sorana Cirstea,Elise Mertens,Elise Mertens,Sorana Cirstea,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Talia Gibson,Iva Jovic,Iva Jovic,Talia Gibson,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Talia Gibson,Naomi Osaka,Naomi Osaka,Talia Gibson,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R32,Victoria Mboko,Anastasia Zakharova,Anastasia Zakharova,Victoria Mboko,,,,,False,source_absent
2026-03-17,wta,Miami,Miami 2026,R64,Victoria Mboko,Anna Blinkova,Anna Blinkova,Victoria Mboko,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,A. Cazaux,T. Barrios Vera,A. Cazaux,T. Barrios Vera,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,A. Fils,D. Blanch,A. Fils,D. Blanch,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,A. Mannarino,Z. Zhang,A. Mannarino,Z. Zhang,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,A. Michelsen,C. Norrie,A. Michelsen,C. Norrie,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,A. Michelsen,M. Bellucci,A. Michelsen,M. Bellucci,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,A. Shevchenko,B. Shelton,A. Shevchenko,B. Shelton,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,A. Shevchenko,M. Arnaldi,A. Shevchenko,M. Arnaldi,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,A. Tabilo,A. Rublev,A. Rublev,A. Tabilo,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,A. Tabilo,F. Comesana,A. Tabilo,F. Comesana,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,A. Walton,S. Baez,A. Walton,S. Baez,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,B. van de Zandschulp,D. Shapovalov,B. van de Zandschulp,D. Shapovalov,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,C. Moutet,T. Machac,C. Moutet,T. Machac,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,C. Ugo Carabelli,G. Mpetshi Perricard,C. Ugo Carabelli,G. Mpetshi Perricard,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,D. Blanch,J. Struff,D. Blanch,J. Struff,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,D. Dzumhur,I. Buse,D. Dzumhur,I. Buse,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,D. Medvedev,R. Sakamoto,D. Medvedev,R. Sakamoto,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,E. Quinn,C. Ruud,C. Ruud,E. Quinn,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,E. Quinn,H. Hurkacz,E. Quinn,H. Hurkacz,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,F. Auger-Aliassime,M. Fucsovics,F. Auger-Aliassime,M. Fucsovics,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,F. Cerundolo,T. Tirante,F. Cerundolo,T. Tirante,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,F. Tiafoe,A. Cazaux,A. Cazaux,F. Tiafoe,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,G. Diallo,Y. Wu,G. Diallo,Y. Wu,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,J. Fonseca,F. Marozsan,F. Marozsan,J. Fonseca,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R32,J. Lehecka,E. Quinn,E. Quinn,J. Lehecka,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,J. Lehecka,M. Kouame,J. Lehecka,M. Kouame,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,J. Mensik,A. Walton,A. Walton,J. Mensik,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,K. Khachanov,R. Bautista Agut,K. Khachanov,R. Bautista Agut,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,K. Majchrzak,L. Tien,K. Majchrzak,L. Tien,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,K. Majchrzak,M. Kecmanovic,K. Majchrzak,M. Kecmanovic,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,M. Berrettini,A. Bublik,A. Bublik,M. Berrettini,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,M. Berrettini,A. Muller,A. Muller,M. Berrettini,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,M. Cilic,A. Popyrin,A. Popyrin,M. Cilic,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,M. Cilic,B. Nakashima,B. Nakashima,M. Cilic,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,M. Damm,J. Fearnley,J. Fearnley,M. Damm,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,M. Kouame,Z. Svajda,M. Kouame,Z. Svajda,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,M. Landaluce,L. Darderi,L. Darderi,M. Landaluce,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,M. Landaluce,M. Giron,M. Giron,M. Landaluce,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,M. Navone,N. Basilashvili,M. Navone,N. Basilashvili,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,Q. Halys,A. Davidovich Fokina,A. Davidovich Fokina,Q. Halys,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,Q. Halys,L. Draxl,L. Draxl,Q. Halys,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,R. Bautista Agut,J. Duckworth,J. Duckworth,R. Bautista Agut,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,R. Collignon,F. Cobolli,F. Cobolli,R. Collignon,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,R. Collignon,G. Dimitrov,G. Dimitrov,R. Collignon,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,R. Jodar,A. Vukic,A. Vukic,R. Jodar,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,R. Jodar,Y. Hanfmann,R. Jodar,Y. Hanfmann,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,R. Opelka,J. Draper,J. Draper,R. Opelka,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,R. Opelka,N. Borges,N. Borges,R. Opelka,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,R. Sakamoto,A. Kovacevic,A. Kovacevic,R. Sakamoto,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,S. Korda,C. Ugo Carabelli,C. Ugo Carabelli,S. Korda,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,S. Tsitsipas,A. Fery,A. Fery,S. Tsitsipas,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,S. Tsitsipas,A. de Minaur,A. de Minaur,S. Tsitsipas,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,T. Atmane,A. Rinderknech,A. Rinderknech,T. Atmane,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,T. Atmane,D. Altmaier,D. Altmaier,T. Atmane,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,T. Etcheverry,Z. Bergs,T. Etcheverry,Z. Bergs,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,T. Fritz,B. van de Zandschulp,B. van de Zandschulp,T. Fritz,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R32,T. Fritz,R. Opelka,R. Opelka,T. Fritz,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,T. Machac,E. Nava,E. Nava,T. Machac,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,T. Paul,A. Mannarino,A. Mannarino,T. Paul,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,T. Tirante,V. Royer,T. Tirante,V. Royer,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,U. Humbert,G. Diallo,G. Diallo,U. Humbert,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R64,V. Vacherot,M. Navone,M. Navone,V. Vacherot,,,,,False,source_absent
2026-03-18,atp,Miami Open presented by Itau,Miami Open presented by Itau 2026,R128,Z. Bergs,J. Brooksby,J. Brooksby,Z. Bergs,,,,,False,source_absent
