tour,event_date,tourney_id,tourney_name,tournament_seed,tourney_level,surface,draw_size,match_num,round,best_of,minutes,score,winner,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,player_a,player_b,target,player_a_id,player_b_id,player_a_rank,player_b_rank,player_a_rank_points,player_b_rank_points,player_a_age,player_b_age,player_a_hand,player_b_hand,player_a_height_cm,player_b_height_cm,player_a_seed,player_b_seed,player_a_entry,player_b_entry,player_a_birth_date,player_a_birth_place,player_a_country_code,player_a_country_name,player_a_backhand,player_a_weight_kg,player_b_birth_date,player_b_birth_place,player_b_country_code,player_b_country_name,player_b_backhand,player_b_weight_kg,b365_a,b365_b,ps_a,ps_b,max_a,max_b,avg_a,avg_b,odds_date_diff,year
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,204,R128,3,173.0,6-4 3-6 7-6(2),Yoshihito Nishioka,Daniel Altmaier,48.0,47.0,970.0,971.0,Daniel Altmaier,Yoshihito Nishioka,0,127157,106415,47.0,48.0,971.0,970.0,25.0,28.0,R,L,188.0,170.0,,,,,1998-09-12,"Kempen, Germany",GER,Germany,One-Handed,80.0,1995-09-27,"Mie, Japan",JPN,Japan,Two-Handed,64.0,2.5,1.53,2.58,1.56,2.6,1.56,2.49,1.52,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,282,R32,3,164.0,6-4 3-6 7-6(5),Diego Schwartzman,Taylor Fritz,130.0,8.0,451.0,3865.0,Diego Schwartzman,Taylor Fritz,1,106043,126203,130.0,8.0,451.0,3865.0,31.1,25.9,R,R,170.0,196.0,,7.0,WC,,1992-08-16,"Buenos Aires, Argentina",ARG,Argentina,Two-Handed,64.0,1997-10-28,"Rancho Santa Fe, CA, USA",USA,United States,Two-Handed,86.0,5.5,1.14,6.2,1.16,6.2,1.18,5.49,1.14,7.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,175,R128,3,114.0,6-4 7-6(10),Cristian Garin,Aleksandar Kovacevic,98.0,146.0,626.0,422.0,Aleksandar Kovacevic,Cristian Garin,0,206499,106426,146.0,98.0,422.0,626.0,25.0,27.3,R,R,183.0,185.0,,,Q,,1998-08-29,"New York, NY, USA",USA,United States,One-Handed,79.0,1996-05-30,"Santiago, Chile",CHI,Chile,Two-Handed,85.0,2.2,1.67,2.3,1.68,2.32,1.72,2.22,1.66,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,179,R128,3,83.0,6-2 6-3,Mackenzie Mcdonald,Corentin Moutet,38.0,119.0,1120.0,497.0,Corentin Moutet,Mackenzie Mcdonald,0,144895,111456,119.0,38.0,497.0,1120.0,24.4,28.4,L,R,180.0,178.0,,,,,1999-04-19,"Paris, France",FRA,France,Two-Handed,71.0,1995-04-16,"Piedmont, CA, USA",USA,United States,Two-Handed,73.0,3.5,1.3,3.29,1.38,3.75,1.38,3.44,1.31,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,180,R128,3,86.0,6-4 6-2,Marton Fucsovics,Denis Yevseyev,57.0,260.0,887.0,229.0,Denis Yevseyev,Marton Fucsovics,0,106187,105916,260.0,57.0,229.0,887.0,30.3,31.6,R,R,188.0,188.0,,,Q,,,,,,,,1992-02-08,"Nyiregyhaza, Hungary",HUN,Hungary,Two-Handed,82.0,4.33,1.22,4.26,1.26,5.3,1.26,4.46,1.21,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,183,R128,3,99.0,6-3 6-2,Roman Safiullin,Andy Murray,50.0,39.0,962.0,1085.0,Andy Murray,Roman Safiullin,0,104918,126128,39.0,50.0,1085.0,962.0,36.3,26.1,R,R,191.0,185.0,,,,,,,,,,,1997-08-07,"Podolsk, Russia",RUS,Russia,Two-Handed,75.0,1.91,1.91,2.04,1.86,2.08,1.91,1.99,1.82,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,184,R128,3,86.0,6-2 6-4,Jaume Munar,Rigele Te,82.0,489.0,721.0,82.0,Jaume Munar,Rigele Te,1,144719,144751,82.0,489.0,721.0,82.0,26.4,25.9,R,R,183.0,188.0,,,,WC,1997-05-05,"Santanyi, Mallorca, Spain",ESP,Spain,Two-Handed,76.0,,,,,,,1.2,4.5,1.22,4.79,1.24,4.79,1.21,4.38,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,187,R128,3,96.0,6-2 6-3,Dane Sweeny,Taro Daniel,273.0,97.0,214.0,629.0,Dane Sweeny,Taro Daniel,1,208013,106121,273.0,97.0,214.0,629.0,22.6,30.6,R,R,170.0,191.0,,,Q,,2001-02-12,Penrith,AUS,Australia,Two-Handed,63.0,1993-01-27,"New York, NY, USA",JPN,Japan,Two-Handed,84.0,4.0,1.25,4.19,1.27,4.23,1.3,3.85,1.26,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,188,R128,3,69.0,6-4 6-2,Marcos Giron,Daniel Elahi Galan,80.0,90.0,730.0,664.0,Daniel Elahi Galan,Marcos Giron,0,123755,106218,90.0,80.0,664.0,730.0,27.2,30.1,R,R,191.0,180.0,,,,,1996-06-18,"Bucaramanga, Colombia",COL,Colombia,Two-Handed,72.0,1993-07-24,"Thousand Oaks, CA, USA",USA,United States,Two-Handed,77.0,2.75,1.44,3.1,1.41,3.1,1.46,2.83,1.42,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,191,R128,3,94.0,6-1 7-6(3),Brandon Nakashima,Bernabe Zapata Miralles,122.0,70.0,495.0,766.0,Bernabe Zapata Miralles,Brandon Nakashima,0,126523,206909,70.0,122.0,766.0,495.0,26.7,22.1,R,R,183.0,188.0,,,,,,,,,,,2001-08-03,"San Diego, CA, USA",USA,United States,Two-Handed,83.0,3.5,1.3,3.22,1.39,3.53,1.39,3.26,1.34,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,192,R128,3,54.0,6-1 6-2,Zhizhen Zhang,Richard Gasquet,60.0,63.0,872.0,860.0,Richard Gasquet,Zhizhen Zhang,0,104755,111190,63.0,60.0,860.0,872.0,37.2,26.9,R,R,183.0,193.0,,,,,1986-06-18,"Beziers, France",FRA,France,One-Handed,79.0,1996-10-16,"Shanghai, China",CHN,China,Two-Handed,87.0,2.38,1.57,2.34,1.66,2.44,1.67,2.31,1.61,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,195,R128,3,168.0,7-6(5) 4-6 6-4,Yu Hsiou Hsu,Max Purcell,184.0,41.0,338.0,1047.0,Max Purcell,Yu Hsiou Hsu,0,126845,200318,41.0,184.0,1047.0,338.0,25.4,24.5,R,R,185.0,178.0,,,,Q,,,,,,,,,,,,,1.44,2.75,1.51,2.72,1.53,2.78,1.49,2.59,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,196,R128,3,79.0,6-2 6-4,Thanasi Kokkinakis,Fabio Fognini,69.0,128.0,766.0,474.0,Fabio Fognini,Thanasi Kokkinakis,0,104926,106423,128.0,69.0,474.0,766.0,36.3,27.4,R,R,178.0,193.0,,,WC,,1987-05-24,"Sanremo, Italy",ITA,Italy,Two-Handed,79.0,1996-04-10,"Adelaide, Australia",AUS,Australia,Two-Handed,84.0,3.5,1.3,4.16,1.27,4.16,1.33,3.59,1.29,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,199,R128,3,83.0,7-6(6) 6-2,Fabian Marozsan,Arthur Rinderknech,91.0,68.0,662.0,791.0,Arthur Rinderknech,Fabian Marozsan,0,126239,206681,68.0,91.0,791.0,662.0,28.1,23.9,R,R,196.0,193.0,,,,,1995-07-23,"Gassin, France",FRA,France,Two-Handed,88.0,1999-10-08,"Budapest, Hungary",HUN,Hungary,Two-Handed,75.0,1.5,2.63,1.54,2.63,1.54,2.65,1.51,2.53,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,200,R128,3,113.0,6-4 7-6(7),Dusan Lajovic,Stan Wawrinka,55.0,46.0,913.0,982.0,Dusan Lajovic,Stan Wawrinka,1,105583,104527,55.0,46.0,913.0,982.0,33.2,38.5,R,R,183.0,183.0,,,,,1990-06-30,"Belgrade, Serbia",SRB,Serbia,One-Handed,83.0,1985-03-28,"Lausanne, Switzerland",SUI,Switzerland,One-Handed,81.0,3.0,1.4,3.21,1.39,3.21,1.41,2.99,1.38,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,203,R128,3,147.0,6-4 6-7(10) 6-3,Yannick Hanfmann,James Duckworth,53.0,139.0,933.0,438.0,James Duckworth,Yannick Hanfmann,0,105902,105870,139.0,53.0,438.0,933.0,31.6,31.8,R,R,183.0,193.0,,,Q,,1992-01-21,"Sydney, Australia",AUS,Australia,Two-Handed,82.0,1991-11-13,"Karlsruhe, Germany",GER,Germany,Two-Handed,86.0,2.5,1.53,2.76,1.5,2.76,1.57,2.53,1.51,2.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,207,R128,3,127.0,7-6(4) 3-6 6-2,Quentin Halys,Aslan Karatsev,76.0,52.0,740.0,943.0,Aslan Karatsev,Quentin Halys,0,106234,111460,52.0,76.0,943.0,740.0,30.0,26.9,R,R,185.0,191.0,,,,,,,,,,,1996-10-26,"Bondy, France",FRA,France,Two-Handed,85.0,1.57,2.38,1.59,2.5,1.62,2.73,1.57,2.39,3.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,242,R64,3,74.0,6-3 6-1,Roman Safiullin,Alexander Zverev,50.0,10.0,962.0,3450.0,Alexander Zverev,Roman Safiullin,0,100644,126128,10.0,50.0,3450.0,962.0,26.4,26.1,R,R,198.0,185.0,9.0,,,,1997-04-20,"Hamburg, Germany",GER,Germany,Two-Handed,90.0,1997-08-07,"Podolsk, Russia",RUS,Russia,Two-Handed,75.0,1.4,3.0,1.43,3.04,1.44,3.12,1.39,2.94,4.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,211,R128,3,77.0,6-1 6-4,Arthur Fils,Pavel Kotov,44.0,103.0,1020.0,610.0,Arthur Fils,Pavel Kotov,1,209950,200303,44.0,103.0,1020.0,610.0,19.3,24.8,R,R,185.0,191.0,,,,,2004-06-12,"Bondoufle, France",FRA,France,Two-Handed,83.0,1998-11-18,"Moscow, Russia",RUS,Russia,Two-Handed,89.0,1.5,2.63,1.59,2.5,1.61,2.63,1.55,2.44,3.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,244,R64,3,66.0,6-2 6-4,Sebastian Baez,Dane Sweeny,29.0,273.0,1375.0,214.0,Dane Sweeny,Sebastian Baez,0,208013,202104,273.0,29.0,214.0,1375.0,22.6,22.7,R,R,170.0,170.0,,25.0,Q,,2001-02-12,Penrith,AUS,Australia,Two-Handed,63.0,2000-12-28,"Buenos Aires, Argentina",ARG,Argentina,Two-Handed,70.0,3.75,1.29,3.77,1.31,3.77,1.32,3.55,1.29,4.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,264,R64,3,102.0,7-5 6-2,Nicolas Jarry,Terence Atmane,22.0,148.0,1552.0,417.0,Nicolas Jarry,Terence Atmane,1,111797,209279,22.0,148.0,1552.0,417.0,27.9,21.7,R,L,201.0,193.0,22.0,,,Q,1995-10-11,"Santiago, Chile",CHI,Chile,Two-Handed,90.0,2002-01-09,Saint-Martin-Boulogne,FRA,France,Two-Handed,80.0,1.4,3.0,1.38,3.28,1.44,3.33,1.38,3.03,5.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,265,R64,3,122.0,2-6 6-2 6-3,Lorenzo Sonego,Frances Tiafoe,59.0,13.0,880.0,2645.0,Frances Tiafoe,Lorenzo Sonego,0,126207,132283,13.0,59.0,2645.0,880.0,25.6,28.3,R,R,188.0,191.0,10.0,,,,1998-01-20,"Hyattsville, MD, USA",USA,United States,Two-Handed,86.0,1995-05-11,"Turin, Italy",ITA,Italy,Two-Handed,76.0,1.57,2.38,1.56,2.58,1.57,2.6,1.54,2.45,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,266,R64,3,122.0,7-6(1) 4-6 6-2,Karen Khachanov,Beibit Zhukayev,14.0,302.0,2385.0,186.0,Beibit Zhukayev,Karen Khachanov,0,202320,111575,302.0,14.0,186.0,2385.0,22.9,27.3,R,R,198.0,198.0,,13.0,Q,,2000-10-12,Aktau,KAZ,Kazakhstan,Two-Handed,93.0,1996-05-21,"Moscow, Russia",RUS,Russia,Two-Handed,87.0,8.0,1.08,9.48,1.09,9.61,1.1,8.26,1.07,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,267,R64,3,84.0,6-4 6-3,Grigor Dimitrov,Aleksandar Vukic,19.0,54.0,1880.0,918.0,Aleksandar Vukic,Grigor Dimitrov,0,126846,105777,54.0,19.0,918.0,1880.0,27.4,32.3,R,R,188.0,191.0,,18.0,,,1996-04-06,"Sydney, Australia",AUS,Australia,Two-Handed,85.0,1991-05-16,"Haskovo, Bulgaria",BUL,Bulgaria,One-Handed,81.0,4.33,1.22,4.52,1.24,4.52,1.24,4.22,1.22,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,269,R64,3,102.0,6-2 7-5,Carlos Alcaraz,Gregoire Barrere,2.0,73.0,8715.0,753.0,Carlos Alcaraz,Gregoire Barrere,1,207989,106296,2.0,73.0,8715.0,753.0,20.4,29.6,R,R,183.0,183.0,1.0,,,,2003-05-05,"El Palmar, Murcia, Spain",ESP,Spain,Two-Handed,74.0,1994-02-16,"Charenton-le-Pont, France",FRA,France,Two-Handed,80.0,1.04,13.0,1.05,15.62,1.05,15.62,1.03,11.99,5.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,271,R32,3,142.0,3-6 6-4 7-5,Francisco Cerundolo,Marton Fucsovics,21.0,57.0,1635.0,887.0,Francisco Cerundolo,Marton Fucsovics,1,202103,105916,21.0,57.0,1635.0,887.0,25.1,31.6,R,R,185.0,188.0,20.0,,,,1998-08-13,"Buenos Aires, Argentina",ARG,Argentina,Two-Handed,80.0,1992-02-08,"Nyiregyhaza, Hungary",HUN,Hungary,Two-Handed,82.0,1.62,2.3,1.65,2.37,1.69,2.37,1.64,2.24,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,272,R32,3,128.0,3-6 6-3 6-4,Ben Shelton,Roman Safiullin,20.0,50.0,1735.0,962.0,Ben Shelton,Roman Safiullin,1,210097,126128,20.0,50.0,1735.0,962.0,20.9,26.1,L,R,193.0,185.0,19.0,,,,2002-10-09,"Atlanta, GA, USA",USA,United States,Two-Handed,88.0,1997-08-07,"Podolsk, Russia",RUS,Russia,Two-Handed,75.0,2.2,1.67,2.24,1.74,2.31,1.75,2.17,1.68,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,263,R64,3,139.0,6-4 3-6 6-2,Diego Schwartzman,Jiri Lehecka,130.0,30.0,451.0,1367.0,Diego Schwartzman,Jiri Lehecka,1,106043,208103,130.0,30.0,451.0,1367.0,31.1,21.8,R,R,170.0,185.0,,27.0,WC,,1992-08-16,"Buenos Aires, Argentina",ARG,Argentina,Two-Handed,64.0,2001-11-08,"Mlada Boleslav, Czechia",CZE,Czechia,Two-Handed,81.0,3.0,1.4,3.14,1.41,3.14,1.44,2.91,1.4,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,273,R32,3,119.0,3-6 6-3 6-2,Jannik Sinner,Sebastian Baez,4.0,29.0,4910.0,1375.0,Jannik Sinner,Sebastian Baez,1,206173,202104,4.0,29.0,4910.0,1375.0,22.1,22.7,R,R,191.0,170.0,6.0,25.0,,,2001-08-16,"San Candido, Italy",ITA,Italy,Two-Handed,77.0,2000-12-28,"Buenos Aires, Argentina",ARG,Argentina,Two-Handed,70.0,1.1,7.0,1.11,8.36,1.11,8.36,1.09,7.16,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,275,R32,3,92.0,6-4 6-4,Hubert Hurkacz,Yu Hsiou Hsu,17.0,184.0,1990.0,338.0,Hubert Hurkacz,Yu Hsiou Hsu,1,128034,200318,17.0,184.0,1990.0,338.0,26.6,24.5,R,R,196.0,178.0,16.0,,,Q,1997-02-11,"Wroclaw, Poland",POL,Poland,Two-Handed,81.0,,,,,,,1.13,6.0,1.16,6.34,1.16,6.55,1.13,5.91,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,276,R32,3,72.0,6-3 6-3,Fabian Marozsan,Dusan Lajovic,91.0,55.0,662.0,913.0,Dusan Lajovic,Fabian Marozsan,0,105583,206681,55.0,91.0,913.0,662.0,33.2,23.9,R,R,183.0,193.0,,,,,1990-06-30,"Belgrade, Serbia",SRB,Serbia,One-Handed,83.0,1999-10-08,"Budapest, Hungary",HUN,Hungary,Two-Handed,75.0,2.1,1.73,2.18,1.77,2.18,2.11,2.06,1.76,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,277,R32,3,71.0,6-4 6-2,Casper Ruud,Christopher Eubanks,9.0,32.0,3605.0,1313.0,Casper Ruud,Christopher Eubanks,1,134770,111153,9.0,32.0,3605.0,1313.0,24.7,27.4,R,R,183.0,201.0,8.0,29.0,,,1998-12-22,"Oslo, Norway",NOR,Norway,Two-Handed,81.0,1996-05-05,"Atlanta, GA, USA",USA,United States,One-Handed,82.0,1.29,3.75,1.32,3.74,1.33,3.75,1.3,3.54,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,278,R32,3,62.0,6-3 6-0,Andrey Rublev,Adrian Mannarino,7.0,23.0,4550.0,1526.0,Adrian Mannarino,Andrey Rublev,0,105173,126094,23.0,7.0,1526.0,4550.0,35.2,25.9,L,R,180.0,188.0,31.0,5.0,,,1988-06-29,"Soisy-sous-Montmorency, France",FRA,France,Two-Handed,79.0,1997-10-20,"Moscow, Russia",RUS,Russia,Two-Handed,75.0,3.75,1.29,4.22,1.27,4.22,1.29,3.75,1.27,7.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,279,R32,3,166.0,6-4 6-7(7) 6-4,Tommy Paul,Arthur Fils,12.0,44.0,2660.0,1020.0,Arthur Fils,Tommy Paul,0,209950,126205,44.0,12.0,1020.0,2660.0,19.3,26.3,R,R,185.0,185.0,,12.0,,,2004-06-12,"Bondoufle, France",FRA,France,Two-Handed,83.0,1997-05-17,"Voorhees, NJ, USA",USA,United States,Two-Handed,82.0,2.63,1.5,2.72,1.52,2.72,1.53,2.57,1.5,7.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,243,R64,3,95.0,6-4 6-4,Ben Shelton,Jaume Munar,20.0,82.0,1735.0,721.0,Ben Shelton,Jaume Munar,1,210097,144719,20.0,82.0,1735.0,721.0,20.9,26.4,L,R,193.0,183.0,19.0,,,,2002-10-09,"Atlanta, GA, USA",USA,United States,Two-Handed,88.0,1997-05-05,"Santanyi, Mallorca, Spain",ESP,Spain,Two-Handed,76.0,1.22,4.33,1.26,4.59,1.26,5.14,1.23,4.2,4.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,280,R32,3,163.0,2-6 6-3 7-6(4),J J Wolf,Matteo Arnaldi,51.0,42.0,955.0,1037.0,J J Wolf,Matteo Arnaldi,1,200670,208286,51.0,42.0,955.0,1037.0,24.7,22.6,R,R,183.0,185.0,,,,,,,,,,,2001-02-22,"Sanremo, Italy",ITA,Italy,Two-Handed,77.0,2.1,1.73,2.08,1.84,2.19,1.84,2.07,1.75,7.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,274,R32,3,84.0,7-6(2) 6-2,Zhizhen Zhang,Brandon Nakashima,60.0,122.0,872.0,495.0,Brandon Nakashima,Zhizhen Zhang,0,206909,111190,122.0,60.0,495.0,872.0,22.1,26.9,R,R,188.0,193.0,,,,,2001-08-03,"San Diego, CA, USA",USA,United States,Two-Handed,83.0,1996-10-16,"Shanghai, China",CHN,China,Two-Handed,87.0,1.73,2.1,1.74,2.23,1.82,2.25,1.73,2.09,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,262,R64,3,153.0,7-6(2) 6-7(6) 6-4,Taylor Fritz,Yosuke Watanuki,8.0,79.0,3865.0,731.0,Taylor Fritz,Yosuke Watanuki,1,126203,133297,8.0,79.0,3865.0,731.0,25.9,25.4,R,R,196.0,180.0,7.0,,,,1997-10-28,"Rancho Santa Fe, CA, USA",USA,United States,Two-Handed,86.0,1998-04-12,"Saitama, Japan",JPN,Japan,Two-Handed,73.0,1.2,4.5,1.22,4.75,1.25,4.75,1.22,4.22,5.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,270,R32,3,88.0,7-6(8) 6-2,Sebastian Korda,Daniil Medvedev,26.0,3.0,1470.0,7490.0,Daniil Medvedev,Sebastian Korda,0,106421,200624,3.0,26.0,7490.0,1470.0,27.6,23.2,R,R,198.0,196.0,2.0,26.0,,,1996-02-11,"Moscow, Russia",RUS,Russia,Two-Handed,83.0,2000-07-05,"Bradenton, FL, USA",USA,United States,Two-Handed,82.0,1.2,4.5,1.23,4.67,1.24,4.67,1.21,4.34,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,261,R64,3,82.0,6-4 6-2,Stefanos Tsitsipas,Rinky Hijikata,6.0,75.0,4615.0,747.0,Rinky Hijikata,Stefanos Tsitsipas,0,208014,126774,75.0,6.0,747.0,4615.0,22.6,25.1,R,R,178.0,193.0,,4.0,Q,,2001-02-23,"Sydney, Australia",AUS,Australia,Two-Handed,72.0,1998-08-12,"Athens, Greece",GRE,Greece,One-Handed,90.0,4.5,1.2,4.51,1.24,4.51,1.25,4.21,1.22,5.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,245,R64,3,105.0,7-6(7) 6-2,Jannik Sinner,Marcos Giron,4.0,80.0,4910.0,730.0,Jannik Sinner,Marcos Giron,1,206173,106218,4.0,80.0,4910.0,730.0,22.1,30.1,R,R,191.0,180.0,6.0,,,,2001-08-16,"San Candido, Italy",ITA,Italy,Two-Handed,77.0,1993-07-24,"Thousand Oaks, CA, USA",USA,United States,Two-Handed,77.0,1.13,6.0,1.13,7.09,1.14,7.09,1.12,6.09,5.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,246,R64,3,69.0,6-0 6-2,Brandon Nakashima,Holger Rune,122.0,5.0,495.0,4640.0,Brandon Nakashima,Holger Rune,1,206909,208029,122.0,5.0,495.0,4640.0,22.1,20.4,R,R,188.0,188.0,,3.0,,,2001-08-03,"San Diego, CA, USA",USA,United States,Two-Handed,83.0,2003-04-29,"Gentofte, Denmark",DEN,Denmark,Two-Handed,77.0,2.38,1.57,2.56,1.56,2.56,1.63,2.37,1.58,4.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,247,R64,3,147.0,4-6 6-3 6-4,Zhizhen Zhang,Tomas Martin Etcheverry,60.0,31.0,872.0,1346.0,Tomas Martin Etcheverry,Zhizhen Zhang,0,144869,111190,31.0,60.0,1346.0,872.0,24.2,26.9,R,R,196.0,193.0,28.0,,,,1999-07-18,"La Plata, Argentina",ARG,Argentina,Two-Handed,82.0,1996-10-16,"Shanghai, China",CHN,China,Two-Handed,87.0,2.38,1.57,2.22,1.73,2.4,1.73,2.27,1.63,4.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,248,R64,3,84.0,6-3 6-4,Yu Hsiou Hsu,Lorenzo Musetti,184.0,18.0,338.0,1925.0,Lorenzo Musetti,Yu Hsiou Hsu,0,207518,200318,18.0,184.0,1925.0,338.0,21.5,24.5,R,R,185.0,178.0,17.0,,,Q,2002-03-03,"Carrara, Italy",ITA,Italy,One-Handed,78.0,,,,,,,1.22,4.33,1.22,4.71,1.25,4.71,1.22,4.17,4.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,249,R64,3,101.0,7-6(5) 6-4,Hubert Hurkacz,Thanasi Kokkinakis,17.0,69.0,1990.0,766.0,Hubert Hurkacz,Thanasi Kokkinakis,1,128034,106423,17.0,69.0,1990.0,766.0,26.6,27.4,R,R,196.0,193.0,16.0,,,,1997-02-11,"Wroclaw, Poland",POL,Poland,Two-Handed,81.0,1996-04-10,"Adelaide, Australia",AUS,Australia,Two-Handed,84.0,1.53,2.5,1.56,2.59,1.57,2.59,1.53,2.47,4.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,250,R64,3,85.0,6-3 7-5,Fabian Marozsan,Alex De Minaur,91.0,11.0,662.0,2685.0,Alex De Minaur,Fabian Marozsan,0,200282,206681,11.0,91.0,2685.0,662.0,24.6,23.9,R,R,183.0,193.0,11.0,,,,1999-02-17,"Sydney, Australia",AUS,Australia,Two-Handed,69.0,1999-10-08,"Budapest, Hungary",HUN,Hungary,Two-Handed,75.0,1.13,6.0,1.15,6.25,1.17,6.4,1.14,5.64,4.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,253,R64,3,74.0,7-5 6-0,Casper Ruud,Yoshihito Nishioka,9.0,48.0,3605.0,970.0,Casper Ruud,Yoshihito Nishioka,1,134770,106415,9.0,48.0,3605.0,970.0,24.7,28.0,R,L,183.0,170.0,8.0,,,,1998-12-22,"Oslo, Norway",NOR,Norway,Two-Handed,81.0,1995-09-27,"Mie, Japan",JPN,Japan,Two-Handed,64.0,1.4,3.0,1.48,2.84,1.5,3.0,1.44,2.77,4.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,254,R64,3,66.0,6-4 7-5,Andrey Rublev,Quentin Halys,7.0,76.0,4550.0,740.0,Andrey Rublev,Quentin Halys,1,126094,111460,7.0,76.0,4550.0,740.0,25.9,26.9,R,R,188.0,191.0,5.0,,,,1997-10-20,"Moscow, Russia",RUS,Russia,Two-Handed,75.0,1996-10-26,"Bondy, France",FRA,France,Two-Handed,85.0,1.17,5.0,1.2,5.03,1.21,5.03,1.19,4.64,6.0,2023
atp,2023-10-02,2023-5014,Shanghai Masters,shanghai masters,M,Hard,128,252,R64,3,127.0,4-6 6-3 6-2,Christopher Eubanks,Yannick Hanfmann,32.0,53.0,1313.0,933.0,Christopher Eubanks,Yannick Hanfmann,1,111153,105870,32.0,53.0,1313.0,933.0,27.4,31.8,R,R,201.0,193.0,29.0,,,,1996-05-05,"Atlanta, GA, USA",USA,United States,One-Handed,82.0,1991-11-13,"Karlsruhe, Germany",GER,Germany,Two-Handed,86.0,2.1,1.73,2.28,1.69,2.28,1.79,2.16,1.68,4.0,2023
