tour,event_date,tourney_id,tourney_name,tournament_seed,tourney_level,surface,draw_size,match_num,round,best_of,minutes,score,winner,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,player_a,player_b,target,player_a_id,player_b_id,player_a_rank,player_b_rank,player_a_rank_points,player_b_rank_points,player_a_age,player_b_age,player_a_hand,player_b_hand,player_a_height_cm,player_b_height_cm,player_a_seed,player_b_seed,player_a_entry,player_b_entry,fighter_a,fighter_b,best_of_5,surface_is_hard,surface_is_clay,surface_is_grass,surface_is_carpet,a_h2h_wins,b_h2h_wins,diff_h2h_wins,same_hand,a_elo,a_surface_elo,a_recent_form,a_surface_win_rate,a_num_matches,a_days_since_last_match,a_matches_last_7d,a_matches_last_30d,a_rank,a_rank_trend,a_age,a_is_left_handed,b_elo,b_surface_elo,b_recent_form,b_surface_win_rate,b_num_matches,b_days_since_last_match,b_matches_last_7d,b_matches_last_30d,b_rank,b_rank_trend,b_age,b_is_left_handed,diff_elo,diff_surface_elo,diff_recent_form,diff_surface_win_rate,diff_num_matches,diff_days_since_last_match,diff_matches_last_7d,diff_matches_last_30d,diff_rank,diff_rank_trend,diff_age,diff_is_left_handed
atp,2024-01-29,2024-0375,Montpellier,montpellier,A,Hard,32,297,QF,3,122.0,7-6(6) 6-4,Holger Rune,Michael Mmoh,7.0,133.0,3685.0,497.0,Holger Rune,Michael Mmoh,1,208029,111581,7.0,133.0,3685.0,497.0,20.7,26.0,R,R,188.0,188.0,1.0,,,,Holger Rune,Michael Mmoh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1712.0417853643892,1630.0240343754726,0.6,0.618421052631579,131,0.0,1.0,8.0,7.0,0.666666666666667,20.7,0.0,1604.0516921907329,1580.317271300991,0.8,0.6363636363636364,28,0.0,2.0,2.0,133.0,-14.666666666666671,26.0,0.0,107.9900931736563,49.706763074481614,-0.20000000000000007,-0.01794258373205737,103,0.0,-1.0,6.0,-126.0,15.33333333333334,-5.300000000000001,0.0
atp,2024-01-29,2024-0375,Montpellier,montpellier,A,Hard,32,298,SF,3,157.0,4-6 6-4 6-4,Alexander Bublik,Felix Auger Aliassime,27.0,30.0,1459.0,1345.0,Alexander Bublik,Felix Auger Aliassime,1,122330,200000,27.0,30.0,1459.0,1345.0,26.6,23.4,R,R,196.0,193.0,2.0,3.0,,,Alexander Bublik,Felix Auger Aliassime,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1629.3332577167484,1534.0981868352455,0.6,0.49295774647887325,114,0.0,2.0,7.0,27.0,0.0,26.6,0.0,1661.4321260692575,1653.2732643724407,0.8,0.6796116504854369,134,0.0,2.0,6.0,30.0,0.0,23.4,0.0,-32.098868352509044,-119.1750775371952,-0.20000000000000007,-0.18665390400656368,-20,0.0,0.0,1.0,-3.0,0.0,3.200000000000003,0.0
atp,2024-01-29,2024-0375,Montpellier,montpellier,A,Hard,32,300,F,3,138.0,5-7 6-2 6-3,Alexander Bublik,Borna Coric,27.0,37.0,1459.0,1154.0,Alexander Bublik,Borna Coric,1,122330,106432,27.0,37.0,1459.0,1154.0,26.6,27.2,R,R,196.0,188.0,2.0,4.0,,,Alexander Bublik,Borna Coric,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1646.8072737771492,1550.0601670074477,0.6,0.5,115,0.0,3.0,8.0,27.0,0.0,26.6,0.0,1595.5816916228746,1581.0681787722413,0.6,0.6037735849056604,77,0.0,2.0,5.0,37.0,1.0,27.2,0.0,51.22558215427466,-31.008011764793537,0.0,-0.10377358490566035,38,0.0,1.0,3.0,-10.0,-1.0,-0.5999999999999979,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,270,R32,3,106.0,6-4 7-5,Lin Zhu,Taylah Preston,45.0,199.0,1234.0,392.0,Lin Zhu,Taylah Preston,1,202684,223194,45.0,199.0,1234.0,392.0,30.0,18.2,R,R,173.0,,2.0,,,Q,Lin Zhu,Taylah Preston,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1568.2851005943928,1541.6880804695427,0.4,0.5409836065573771,77,14.0,0.0,6.0,45.0,-12.333333333333336,30.0,0.0,1466.70556089585,1481.7212614154,0.0,0.0,3,14.0,0.0,2.0,199.0,206.33333333333331,18.2,0.0,101.5795396985427,59.96681905414266,0.4,0.5409836065573771,74,0.0,0.0,4.0,-154.0,-218.66666666666666,11.8,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,271,R32,3,67.0,6-3 6-1,Linda Fruhvirtova,Anastasia Tikhonova,126.0,194.0,599.0,411.0,Anastasia Tikhonova,Linda Fruhvirtova,0,221073,222258,194.0,126.0,411.0,599.0,23.0,18.7,R,R,,,,,LL,,Anastasia Tikhonova,Linda Fruhvirtova,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1467.598857673366,1500.0,0.0,,2,252.0,0.0,0.0,194.0,11.5,23.0,0.0,1461.7719492483573,1464.1873073664865,0.2,0.4634146341463415,55,14.0,0.0,3.0,126.0,-40.33333333333333,18.7,0.0,5.826908425008696,35.81269263351351,-0.2,,-53,238.0,0.0,-3.0,68.0,51.83333333333333,4.300000000000001,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,272,R32,3,115.0,7-6(5) 6-3,Zhuoxuan Bai,Chloe Paquet,90.0,152.0,829.0,494.0,Chloe Paquet,Zhuoxuan Bai,0,203564,222296,152.0,90.0,494.0,829.0,29.5,21.2,R,R,179.0,,,,Q,,Chloe Paquet,Zhuoxuan Bai,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1398.9560455459564,1456.3964355674138,0.2,0.25,15,105.0,0.0,0.0,152.0,55.0,29.5,0.0,1467.7464735264239,1474.1761901235768,0.2,0.3333333333333333,9,14.0,0.0,1.0,90.0,17.0,21.2,0.0,-68.79042798046748,-17.77975455616297,0.0,-0.08333333333333331,6,91.0,0.0,-1.0,62.0,38.0,8.3,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,273,R32,3,172.0,7-6(6) 4-6 6-3,Arina Rodionova,Yue Yuan,101.0,64.0,722.0,1028.0,Arina Rodionova,Yue Yuan,1,201613,206294,101.0,64.0,722.0,1028.0,34.1,25.3,R,R,168.0,184.0,,6.0,,,Arina Rodionova,Yue Yuan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1513.7368526263385,1504.1834562864392,0.5,0.5,4,28.0,0.0,3.0,101.0,12.0,34.1,0.0,1542.0972451071311,1522.9944637804397,0.6,0.5185185185185185,34,14.0,0.0,7.0,64.0,5.0,25.3,0.0,-28.360392480792598,-18.811007494000478,-0.09999999999999998,-0.01851851851851849,-30,14.0,0.0,-4.0,37.0,7.0,8.8,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,274,R32,3,71.0,6-3 6-1,Tatjana Maria,Arianne Hartono,44.0,156.0,1235.0,487.0,Arianne Hartono,Tatjana Maria,0,215996,213583,156.0,44.0,487.0,1235.0,27.7,36.4,R,R,,172.0,,4.0,Q,,Arianne Hartono,Tatjana Maria,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1409.5438547682634,1446.1182605753872,0.4,0.2222222222222222,13,105.0,0.0,0.0,156.0,18.0,27.7,0.0,1522.694941932474,1488.371368885494,0.2,0.45454545454545453,79,14.0,0.0,3.0,44.0,-2.0,36.4,0.0,-113.1510871642106,-42.253108310106654,0.2,-0.23232323232323232,-66,91.0,0.0,-3.0,112.0,20.0,-8.7,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,275,R32,3,102.0,6-2 6-2,Katie Volynets,Tamara Zidansek,125.0,97.0,602.0,745.0,Katie Volynets,Tamara Zidansek,1,220465,214461,125.0,97.0,602.0,745.0,22.0,26.0,R,R,,168.0,,,,,Katie Volynets,Tamara Zidansek,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1414.0682764056169,1476.240023940576,0.2,0.42105263157894735,29,14.0,0.0,1.0,125.0,-12.666666666666671,22.0,0.0,1446.6320597990414,1448.952548032506,0.2,0.4074074074074074,53,14.0,0.0,1.0,97.0,2.3333333333333286,26.0,0.0,-32.5637833934245,27.287475908070064,0.0,0.01364522417153996,-24,0.0,0.0,0.0,28.0,-15.0,-4.0,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,276,R32,3,92.0,6-2 6-4,Yafan Wang,Alina Korneeva,78.0,141.0,900.0,537.0,Alina Korneeva,Yafan Wang,0,252499,206374,141.0,78.0,537.0,900.0,16.6,29.7,U,R,,170.0,,,Q,,Alina Korneeva,Yafan Wang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0207460300417,1502.8216598519375,0.5,0.5,4,14.0,0.0,2.0,141.0,38.0,16.6,0.0,1539.5963159604566,1522.6807034873275,0.6,0.6,5,14.0,0.0,3.0,78.0,16.0,29.7,0.0,-29.575569930414986,-19.85904363538998,-0.09999999999999998,-0.09999999999999998,-1,0.0,0.0,-1.0,63.0,22.0,-13.099999999999998,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,277,R32,3,165.0,7-6(5) 7-6(8),Anna Karolina Schmiedlova,Mai Hontama,79.0,117.0,896.0,635.0,Anna Karolina Schmiedlova,Mai Hontama,1,203533,215988,79.0,117.0,896.0,635.0,29.3,24.4,R,R,176.0,,8.0,,,Q,Anna Karolina Schmiedlova,Mai Hontama,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1468.538201705641,1455.7312397694182,0.4,0.37142857142857144,59,14.0,0.0,5.0,79.0,-11.666666666666671,29.3,0.0,1552.4733823126649,1534.8127866318027,0.4,0.5714285714285714,25,14.0,0.0,1.0,117.0,6.0,24.4,0.0,-83.93518060702377,-79.08154686238458,0.0,-0.19999999999999996,34,0.0,0.0,4.0,-38.0,-17.66666666666667,4.900000000000002,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,278,R32,3,142.0,5-7 6-3 6-2,Yulia Putintseva,Thasaporn Naklo,70.0,406.0,954.0,148.0,Thasaporn Naklo,Yulia Putintseva,0,220597,201709,406.0,70.0,148.0,954.0,22.4,29.0,R,R,,163.0,,7.0,WC,,Thasaporn Naklo,Yulia Putintseva,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0,1500.0,,,0,,0.0,0.0,406.0,,22.4,0.0,1581.733763160247,1525.9198425447119,0.4,0.47058823529411764,91,14.0,0.0,5.0,70.0,-6.0,29.0,0.0,-81.73376316024701,-25.919842544711855,,,-91,,0.0,-5.0,336.0,,-6.600000000000001,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,279,R32,3,74.0,6-1 6-2,Viktorija Golubic,Laura Pigossi,71.0,114.0,949.0,641.0,Laura Pigossi,Viktorija Golubic,0,206007,203530,114.0,71.0,641.0,949.0,29.4,31.2,R,R,164.0,169.0,,,,,Laura Pigossi,Viktorija Golubic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1445.3759651094124,1466.1508882815913,0.2,0.36363636363636365,33,80.0,0.0,0.0,114.0,10.0,29.4,0.0,1472.3251693556226,1468.2515649756315,0.4,0.4166666666666667,60,14.0,0.0,4.0,71.0,14.0,31.2,0.0,-26.94920424621023,-2.100676694040203,-0.2,-0.05303030303030304,-27,66.0,0.0,-4.0,43.0,-4.0,-1.8000000000000007,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,280,R32,3,91.0,7-6(4) 6-0,Nao Hibino,Kamilla Rakhimova,94.0,84.0,788.0,853.0,Kamilla Rakhimova,Nao Hibino,0,215872,211702,84.0,94.0,853.0,788.0,22.4,29.1,R,R,,163.0,,,,,Kamilla Rakhimova,Nao Hibino,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1451.2771786787648,1441.0510589324358,0.4,0.3333333333333333,45,14.0,0.0,2.0,84.0,4.0,22.4,0.0,1487.0057714937882,1502.0187512146179,0.4,0.4827586206896552,33,14.0,0.0,1.0,94.0,-4.666666666666671,29.1,0.0,-35.728592815023376,-60.96769228218204,0.0,-0.14942528735632188,12,0.0,0.0,1.0,-10.0,8.666666666666671,-6.700000000000003,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,282,R32,3,58.0,6-1 6-1,Xiyu Wang,Qiang Wang,63.0,,1034.0,,Qiang Wang,Xiyu Wang,0,202492,216016,,63.0,,1034.0,32.0,22.8,R,L,172.0,,,5.0,,,Qiang Wang,Xiyu Wang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.5821644475404,1528.0813545368837,0.4,0.6,30,497.0,0.0,0.0,92.0,6.0,32.0,0.0,1525.8545139579724,1502.0894691556337,0.6,0.5106382978723404,68,14.0,0.0,5.0,63.0,4.333333333333329,22.8,1.0,-16.272349510431923,25.991885381250086,-0.19999999999999996,0.08936170212765959,-38,483.0,0.0,-5.0,29.0,1.6666666666666714,9.2,-1.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,283,R32,3,68.0,6-3 6-0,Dalma Galfi,Ajla Tomljanovic,137.0,227.0,556.0,341.0,Ajla Tomljanovic,Dalma Galfi,0,201548,213646,227.0,137.0,341.0,556.0,30.7,25.4,R,R,180.0,178.0,,,WC,Q,Ajla Tomljanovic,Dalma Galfi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1543.6462166960014,1492.6994586204407,0.4,0.45,60,14.0,0.0,6.0,227.0,51.0,30.7,0.0,1465.9974471065475,1474.8380757835625,0.6,0.4,39,80.0,0.0,0.0,137.0,-4.333333333333343,25.4,0.0,77.64876958945388,17.861382836878192,-0.19999999999999996,0.04999999999999999,21,-66.0,0.0,6.0,90.0,55.33333333333334,5.300000000000001,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,284,R32,3,117.0,3-6 6-4 6-1,Paula Badosa,Lanlana Tararudee,83.0,298.0,868.0,231.0,Lanlana Tararudee,Paula Badosa,0,222290,211651,298.0,83.0,231.0,868.0,19.5,26.2,R,R,,180.0,,,WC,,Lanlana Tararudee,Paula Badosa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1482.115383245406,1487.1816144816546,0.0,0.0,1,364.0,0.0,0.0,298.0,67.0,19.5,0.0,1694.956351777272,1575.4010307653318,0.6,0.6170212765957447,80,14.0,0.0,4.0,83.0,17.0,26.2,0.0,-212.84096853186588,-88.21941628367722,-0.6,-0.6170212765957447,-79,350.0,0.0,-4.0,215.0,50.0,-6.699999999999999,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,285,R32,3,129.0,6-4 1-6 6-1,Diana Shnaider,Magda Linette,108.0,56.0,685.0,1126.0,Diana Shnaider,Magda Linette,1,223670,202663,108.0,56.0,685.0,1126.0,19.8,31.9,L,R,,171.0,,1.0,,,Diana Shnaider,Magda Linette,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.2423186853448,1501.957871913879,0.4,0.47058823529411764,28,14.0,0.0,2.0,108.0,-21.0,19.8,1.0,1498.3249598770794,1493.4294752635176,0.2,0.4852941176470588,104,21.0,0.0,3.0,56.0,-33.33333333333333,31.9,0.0,55.91735880826536,8.528396650361401,0.2,-0.01470588235294118,-76,-7.0,0.0,-1.0,52.0,12.333333333333329,-12.099999999999998,1.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,286,R16,3,78.0,6-2 6-2,Lin Zhu,Linda Fruhvirtova,45.0,126.0,1234.0,599.0,Lin Zhu,Linda Fruhvirtova,1,202684,222258,45.0,126.0,1234.0,599.0,30.0,18.7,R,R,173.0,,2.0,,,,Lin Zhu,Linda Fruhvirtova,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1579.7360739817366,1551.6372247188478,0.6,0.5483870967741935,78,0.0,1.0,7.0,45.0,-8.333333333333336,30.0,0.0,1478.0402631419126,1477.4198717422553,0.2,0.47619047619047616,56,0.0,1.0,4.0,126.0,-27.66666666666667,18.7,0.0,101.69581083982393,74.21735297659257,0.39999999999999997,0.07219662058371734,22,0.0,0.0,3.0,-81.0,19.333333333333336,11.3,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,287,R16,3,117.0,3-6 6-1 6-0,Arina Rodionova,Zhuoxuan Bai,101.0,90.0,722.0,829.0,Arina Rodionova,Zhuoxuan Bai,1,201613,222296,101.0,90.0,722.0,829.0,34.1,21.2,R,R,168.0,,,,,,Arina Rodionova,Zhuoxuan Bai,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1531.0400039109472,1516.8325313584285,0.6,0.6,5,0.0,1.0,4.0,101.0,8.0,34.1,0.0,1480.6193144036272,1485.562634656872,0.4,0.42857142857142855,10,0.0,1.0,2.0,90.0,8.0,21.2,0.0,50.42068950732005,31.26989670155649,0.19999999999999996,0.17142857142857143,-5,0.0,0.0,2.0,11.0,0.0,12.900000000000002,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,288,R16,3,167.0,5-7 6-2 6-2,Katie Volynets,Tatjana Maria,125.0,44.0,602.0,1235.0,Katie Volynets,Tatjana Maria,1,220465,213583,125.0,44.0,602.0,1235.0,22.0,36.4,R,R,,172.0,,4.0,,,Katie Volynets,Tatjana Maria,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1431.563518253497,1487.2994810235925,0.4,0.45,30,0.0,1.0,2.0,125.0,-10.0,22.0,0.0,1533.6608740519475,1498.9191506214831,0.4,0.4666666666666667,80,0.0,1.0,4.0,44.0,-1.3333333333333357,36.4,0.0,-102.09735579845051,-11.619669597890606,0.0,-0.016666666666666663,-50,0.0,0.0,-2.0,81.0,-8.666666666666664,-14.399999999999999,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,289,R16,3,92.0,6-2 6-4,Yafan Wang,Anna Karolina Schmiedlova,78.0,79.0,900.0,896.0,Anna Karolina Schmiedlova,Yafan Wang,0,203533,206374,79.0,78.0,896.0,900.0,29.3,29.7,R,R,176.0,170.0,8.0,,,,Anna Karolina Schmiedlova,Yafan Wang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1488.3300763495417,1470.4164074329976,0.4,0.3888888888888889,60,0.0,1.0,6.0,79.0,-7.666666666666671,29.3,0.0,1554.2375909670736,1533.995542430228,0.6,0.6666666666666666,6,0.0,1.0,4.0,78.0,10.666666666666671,29.7,0.0,-65.90751461753189,-63.57913499723031,-0.19999999999999996,-0.27777777777777773,54,0.0,0.0,2.0,1.0,-18.333333333333343,-0.3999999999999986,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,290,R16,3,131.0,7-6(0) 7-6(1),Yulia Putintseva,Viktorija Golubic,70.0,71.0,954.0,949.0,Viktorija Golubic,Yulia Putintseva,0,203530,201709,71.0,70.0,949.0,954.0,31.2,29.0,R,R,169.0,163.0,,7.0,,,Viktorija Golubic,Yulia Putintseva,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1487.0865955966665,1480.1790110571324,0.6,0.43243243243243246,61,0.0,1.0,5.0,71.0,9.333333333333329,31.2,0.0,1594.0377161695833,1537.026260074051,0.6,0.4807692307692308,92,0.0,1.0,6.0,70.0,-4.0,29.0,0.0,-106.9511205729168,-56.84724901691857,0.0,-0.048336798336798326,-31,0.0,0.0,-1.0,1.0,13.333333333333329,2.1999999999999993,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,291,R16,3,91.0,7-5 6-4,Xin Yu Wang,Nao Hibino,40.0,94.0,1293.0,788.0,Nao Hibino,Xin Yu Wang,0,211702,216133,94.0,40.0,788.0,1293.0,29.1,22.3,R,R,163.0,182.0,,3.0,,,Nao Hibino,Xin Yu Wang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1501.366184501151,1511.934352837476,0.4,0.5,34,0.0,1.0,2.0,94.0,-3.3333333333333286,29.1,0.0,1528.3841410975672,1517.3061877934067,0.4,0.4745762711864407,75,14.0,0.0,5.0,40.0,-5.333333333333336,22.3,0.0,-27.01795659641607,-5.371834955930808,0.0,0.02542372881355931,-41,-14.0,1.0,-3.0,54.0,2.000000000000007,6.800000000000001,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,292,R16,3,170.0,6-4 3-6 7-5,Dalma Galfi,Xiyu Wang,137.0,63.0,556.0,1034.0,Dalma Galfi,Xiyu Wang,1,213646,216016,137.0,63.0,556.0,1034.0,25.4,22.8,R,L,178.0,,,5.0,Q,,Dalma Galfi,Xiyu Wang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485.5149350222205,1487.454443186943,0.6,0.42857142857142855,40,0.0,1.0,1.0,137.0,-0.6666666666666572,25.4,0.0,1541.1056920213628,1514.9855260618424,0.6,0.5208333333333334,69,0.0,1.0,6.0,63.0,1.6666666666666714,22.8,1.0,-55.590756999142286,-27.53108287489931,0.0,-0.09226190476190482,-29,0.0,0.0,-5.0,74.0,-2.3333333333333286,2.599999999999998,-1.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,294,QF,3,75.0,6-3 6-3,Lin Zhu,Arina Rodionova,45.0,101.0,1234.0,722.0,Arina Rodionova,Lin Zhu,0,201613,202684,101.0,45.0,722.0,1234.0,34.1,30.0,R,R,168.0,173.0,,2.0,,,Arina Rodionova,Lin Zhu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1544.7342097385465,1527.7554141645137,0.8,0.6666666666666666,6,0.0,2.0,5.0,101.0,4.0,34.1,0.0,1591.1821261808325,1561.1121394220088,0.6,0.5555555555555556,79,0.0,2.0,8.0,45.0,-4.333333333333336,30.0,0.0,-46.44791644228599,-33.3567252574951,0.20000000000000007,0.11111111111111105,-73,0.0,0.0,-3.0,56.0,8.333333333333336,4.100000000000001,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,295,QF,3,160.0,1-6 6-3 7-6(4),Yafan Wang,Katie Volynets,78.0,125.0,900.0,602.0,Katie Volynets,Yafan Wang,0,220465,206374,125.0,78.0,602.0,900.0,22.0,29.7,R,R,,170.0,,,,,Katie Volynets,Yafan Wang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1452.134454272888,1499.7006606306147,0.6,0.47619047619047616,31,0.0,2.0,3.0,125.0,-7.333333333333329,22.0,0.0,1567.238327882873,1543.8237850795065,0.8,0.7142857142857143,7,0.0,2.0,5.0,78.0,5.333333333333329,29.7,0.0,-115.10387360998493,-44.12312444889176,-0.20000000000000007,-0.23809523809523814,24,0.0,0.0,-2.0,47.0,-12.666666666666657,-7.699999999999999,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,296,QF,3,132.0,6-1 3-6 6-3,Xin Yu Wang,Yulia Putintseva,40.0,70.0,1293.0,954.0,Xin Yu Wang,Yulia Putintseva,1,216133,201709,40.0,70.0,1293.0,954.0,22.3,29.0,R,R,182.0,163.0,3.0,7.0,,,Xin Yu Wang,Yulia Putintseva,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1543.1424201971718,1529.1206659700667,0.4,0.48333333333333334,76,0.0,1.0,6.0,40.0,-3.3333333333333357,22.3,0.0,1605.2623282406778,1547.0801613006017,0.6,0.49056603773584906,93,0.0,2.0,7.0,70.0,-2.0,29.0,0.0,-62.11990804350603,-17.959495330534992,-0.19999999999999996,-0.007232704402515722,-17,0.0,-1.0,-1.0,-30.0,-1.3333333333333357,-6.699999999999999,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,297,QF,3,75.0,6-2 6-1,Diana Shnaider,Dalma Galfi,108.0,137.0,685.0,556.0,Dalma Galfi,Diana Shnaider,0,213646,223670,137.0,108.0,556.0,685.0,25.4,19.8,R,L,178.0,,,,Q,,Dalma Galfi,Diana Shnaider,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.053358825967,1500.4033478413885,0.6,0.45454545454545453,41,0.0,2.0,2.0,137.0,-0.3333333333333428,25.4,0.0,1567.6892350786657,1513.6633706762223,0.4,0.5,29,0.0,1.0,3.0,108.0,-9.0,19.8,1.0,-63.63587625269861,-13.260022834833762,0.19999999999999996,-0.04545454545454547,12,0.0,1.0,-1.0,29.0,8.666666666666657,5.599999999999998,-1.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,298,SF,3,84.0,6-3 6-2,Lin Zhu,Yafan Wang,45.0,78.0,1234.0,900.0,Lin Zhu,Yafan Wang,1,202684,206374,45.0,78.0,1234.0,900.0,30.0,29.7,R,R,173.0,170.0,2.0,,,,Lin Zhu,Yafan Wang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1605.055773219063,1571.9635658139919,0.6,0.5625,80,0.0,3.0,9.0,45.0,0.0,30.0,0.0,1578.1233769738985,1554.3079667052434,0.8,0.75,8,0.0,3.0,6.0,78.0,0.0,29.7,0.0,26.932396245164455,17.655599108748447,-0.20000000000000007,-0.1875,72,0.0,0.0,3.0,-33.0,0.0,0.3000000000000007,0.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,299,SF,3,98.0,6-2 7-6(5),Diana Shnaider,Xin Yu Wang,108.0,40.0,685.0,1293.0,Diana Shnaider,Xin Yu Wang,1,223670,216133,108.0,40.0,685.0,1293.0,19.8,22.3,L,R,,182.0,,3.0,,,Diana Shnaider,Xin Yu Wang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580.7910312407748,1525.2056079498377,0.4,0.5263157894736842,30,0.0,2.0,4.0,108.0,-5.333333333333329,19.8,1.0,1561.9730487624051,1541.7404130695982,0.6,0.4918032786885246,77,0.0,2.0,7.0,40.0,-1.3333333333333357,22.3,0.0,18.817982478369686,-16.53480511976045,-0.19999999999999996,0.0345125107851596,-47,0.0,0.0,-3.0,68.0,-3.999999999999993,-2.5,1.0
wta,2024-01-29,2024-1096,Hua Hin,hua hin,I,Hard,32,300,F,3,119.0,6-3 2-6 6-1,Diana Shnaider,Lin Zhu,108.0,45.0,685.0,1234.0,Diana Shnaider,Lin Zhu,1,223670,202684,108.0,45.0,685.0,1234.0,19.8,30.0,L,R,,173.0,,2.0,,,Diana Shnaider,Lin Zhu,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1595.9252775416617,1537.7762691209502,0.6,0.55,31,0.0,3.0,5.0,108.0,0.0,19.8,1.0,1619.817968861669,1583.3542873921706,0.8,0.5692307692307692,81,0.0,4.0,10.0,45.0,0.0,30.0,0.0,-23.892691320007316,-45.578018271220344,-0.20000000000000007,-0.019230769230769162,-50,0.0,-1.0,-5.0,63.0,0.0,-10.2,1.0
